-16.50029,-12.03437,-15.891964,-17.292067,-12.927227,-17.1162,-20.566578,-15.568867,-19.019995,-29.246014,-18.137848,-24.257889,-20.743431,-21.122356,-28.002996,-21.223076,-19.283625,-18.99785,-16.704048,-4.7544746,-4.600456,-4.600456,-4.600456,-4.600456,-4.600456,-7.209835,-17.009249,-17.082836,-15.296597,-16.333834,-1.1959915,-3.8146973e-06,-16.638134,-19.575773
-25.74685,-30.94558,-29.262083,-33.659214,-32.48696,-35.77354,-37.051716,-35.784264,-34.723953,-37.660355,-36.31845,-34.188328,-38.020775,-49.52672,-45.41509,-42.948025,-51.47969,-39.756733,-16.008833,-23.200062,-80.0,-80.0,-80.0,-80.0,-80.0,-13.500671,-52.82186,-56.87127,-23.678766,-27.617046,-7.331579,-8.355368,-35.72778,-38.932796
-29.277428,-28.592968,-27.480694,-29.307291,-31.723675,-27.813671,-39.48638,-34.9996,-33.811462,-31.805973,-31.38544,-35.788235,-43.262714,-46.827717,-40.394707,-38.334297,-54.72352,-42.96104,-23.826769,-28.50956,-80.0,-80.0,-80.0,-80.0,-80.0,-19.92631,-52.67322,-57.008873,-24.423786,-21.046057,-10.760965,-14.91436,-34.092598,-37.59113
-27.67475,-29.889732,-29.112585,-33.075825,-30.248865,-29.929901,-38.268406,-37.118694,-34.230415,-35.295116,-31.900373,-36.137943,-36.09667,-41.44037,-35.49935,-34.592915,-48.177277,-49.05356,-33.952984,-30.809431,-80.0,-80.0,-80.0,-80.0,-80.0,-23.263897,-48.718044,-50.6828,-33.15901,-26.41069,-14.106197,-16.831581,-35.60333,-34.849525
-32.72531,-33.710808,-41.433384,-35.69133,-41.330914,-34.929974,-35.917572,-34.267418,-30.558762,-35.71971,-28.83534,-32.728516,-30.65194,-35.451992,-33.716747,-37.88451,-45.87089,-49.63171,-31.320965,-32.683517,-80.0,-80.0,-80.0,-80.0,-80.0,-29.594955,-47.398727,-47.76494,-40.431458,-35.023422,-17.374325,-20.360733,-37.384315,-32.52651
-31.82847,-38.428463,-41.05279,-37.96211,-42.19947,-33.87465,-39.269814,-31.594673,-33.84091,-36.851974,-31.267523,-36.70623,-35.01621,-38.683334,-37.321686,-46.70289,-45.223488,-55.121197,-31.960121,-34.853745,-80.0,-80.0,-80.0,-80.0,-80.0,-24.50576,-53.488853,-45.792213,-34.85725,-29.073177,-18.019928,-19.426348,-43.04238,-35.3894
-32.957066,-41.360023,-37.637318,-42.38287,-38.727257,-34.380703,-40.96764,-34.42706,-44.21006,-36.2417,-41.563057,-36.724117,-39.444496,-50.056393,-49.28132,-52.470467,-50.66272,-49.85225,-37.834206,-35.60274,-80.0,-80.0,-80.0,-80.0,-80.0,-24.889515,-48.754753,-48.297028,-33.53483,-33.88084,-20.135351,-20.200644,-49.200413,-39.383728
-37.8242,-43.14524,-40.181732,-46.22124,-35.054543,-39.41177,-43.423027,-40.678024,-44.737785,-39.229416,-45.542595,-36.682117,-42.829254,-52.110714,-48.65911,-52.052193,-45.016403,-45.951794,-43.787693,-37.29132,-80.0,-80.0,-80.0,-80.0,-80.0,-31.741743,-49.31084,-52.31253,-33.888165,-37.802853,-22.783047,-22.018776,-50.36825,-38.50336
-39.25069,-33.846943,-38.612587,-44.21517,-37.94142,-36.63346,-45.983185,-41.430134,-41.749737,-43.711285,-38.828392,-34.31565,-45.133373,-48.44816,-43.576897,-47.928436,-43.00664,-45.02672,-33.328926,-37.920147,-80.0,-80.0,-80.0,-80.0,-80.0,-37.9095,-51.76364,-54.190796,-31.579554,-43.328903,-22.827972,-24.188902,-41.86845,-38.546585
-36.854755,-32.910877,-39.32572,-44.616398,-47.945854,-37.639095,-40.571194,-38.16321,-39.169147,-40.819683,-42.633987,-37.049442,-45.28966,-39.577087,-39.834244,-51.884987,-45.775185,-46.017387,-29.630539,-39.242886,-80.0,-80.0,-80.0,-80.0,-80.0,-40.100693,-54.853016,-60.737465,-34.21575,-51.83149,-24.21923,-26.70737,-41.688637,-39.51862
