-15.491089,-12.237257,-12.161191,-15.762427,-15.73872,-12.593222,-11.913967,-14.091926,-14.156295,-15.295943,-8.946943,-16.143454,-14.447876,-13.654856,-14.619417,-11.717171,-16.527706,-16.02943,-10.182806,-15.70438,-15.445149,-14.788236,-19.580647,-10.28915,-9.998493,-11.561969,-12.3611765,-12.163728
-17.235018,-18.243462,-15.930902,-23.481054,-20.003828,-13.884922,-18.787642,-16.167221,-17.238226,-16.182285,-13.847722,-17.068264,-12.840241,-14.097394,-16.098143,-13.629454,-14.660131,-14.274738,-17.03102,-16.547073,-18.76472,-15.304539,-18.344976,-15.106214,-15.743082,-13.287226,-16.3242,-15.150413
-23.5475,-20.637989,-15.638897,-16.338886,-16.224617,-16.79698,-21.750198,-13.526058,-19.06803,-17.13861,-17.839653,-15.022779,-17.431118,-12.799576,-23.756897,-14.779953,-13.8934765,-16.69713,-17.35068,-14.921257,-15.125229,-17.11825,-21.215633,-20.531008,-15.09419,-11.697699,-14.261291,-16.699074
-24.674658,-19.077608,-20.887444,-15.297733,-14.060818,-14.058157,-17.281456,-16.412548,-20.269611,-16.403114,-16.34745,-15.182062,-22.805372,-13.687201,-20.278696,-19.544754,-17.784094,-14.002215,-12.794207,-10.545328,-11.504242,-16.761425,-16.573967,-14.839861,-12.773775,-16.944778,-11.42363,-19.713694
-23.514082,-19.913105,-21.275593,-15.922728,-17.85834,-12.185867,-22.446266,-23.887749,-16.897297,-9.373996,-8.97971,-17.896544,-13.735436,-14.5937605,-19.535725,-18.198002,-20.037113,-16.291935,-11.951115,-12.729072,-10.2355995,-10.711978,-14.682556,-11.54225,-12.288897,-12.538822,-10.387609,-26.780527
-18.477324,-15.959169,-18.592957,-11.9648,-16.821491,-15.199353,-24.37615,-24.208265,-20.282583,-14.135489,-6.398073,-14.806401,-12.342967,-21.705328,-13.816278,-14.755793,-18.436148,-20.003714,-19.046959,-11.802664,-12.250039,-12.278001,-12.904981,-10.927498,-12.532804,-11.952236,-14.287874,-24.811275
-20.535637,-17.652855,-11.556801,-15.958695,-19.40423,-13.739999,-14.507052,-25.91249,-18.77834,-17.785103,-9.015811,-15.428803,-14.360475,-22.970594,-11.99343,-15.356764,-17.911404,-16.921818,-17.725777,-12.149635,-14.425676,-17.076859,-14.304839,-15.964165,-8.694477,-11.676094,-21.522991,-17.15736
-21.745264,-18.48359,-16.445492,-18.688505,-17.628586,-15.247348,-14.462437,-15.5705,-16.807299,-22.324162,-14.511796,-23.27012,-22.019087,-18.948406,-10.724283,-23.914679,-16.508274,-20.372917,-14.575528,-13.156809,-14.552604,-24.200861,-12.171629,-12.924627,-12.626963,-15.792717,-23.758478,-11.337057
-17.360851,-18.944757,-11.5716095,-19.175869,-13.434769,-17.983692,-13.076347,-11.862029,-19.11996,-19.587252,-15.551744,-21.058775,-15.664967,-16.02729,-16.940239,-20.541573,-15.277502,-18.20658,-17.498339,-16.79599,-11.528936,-16.088894,-10.904758,-11.731099,-20.633137,-22.751993,-14.336161,-11.393158
-19.973316,-14.5711975,-15.390888,-18.13702,-13.140046,-18.078573,-11.465399,-18.500648,-17.948069,-16.734993,-19.111723,-12.453317,-14.330102,-21.501984,-30.46504,-17.04494,-16.515568,-15.613678,-18.71378,-15.971106,-12.517144,-12.276936,-16.961298,-12.660655,-17.781261,-16.043613,-13.791781,-13.098243
-27.180271,-11.754729,-18.956379,-21.097347,-10.721172,-16.65847,-8.964033,-19.551674,-22.456377,-13.66932,-15.966429,-9.381434,-13.818342,-18.806473,-25.640232,-13.44178,-13.940269,-20.297823,-11.200612,-18.836857,-17.44756,-14.597812,-16.475304,-13.426272,-14.103691,-12.776028,-13.220813,-19.738255
