0.0,-25.529415,-29.27039,-29.41789,-28.206894,-28.21347,-26.343012,-28.980349,-25.753345,-4.8949966,-5.584091,-7.9210854,-27.333666,-25.620708,-25.077583,-26.394299,-10.245171
-6.927017,-37.40158,-42.50739,-33.027637,-43.08346,-36.292465,-34.8572,-37.554855,-36.446922,-21.502121,-39.854733,-14.884472,-38.84167,-41.198288,-32.580093,-35.63124,-12.907898
-12.532135,-37.15915,-40.532085,-35.30628,-36.720585,-35.160805,-34.434578,-40.682053,-42.96114,-26.21209,-32.828804,-20.462103,-43.490788,-37.534046,-36.884464,-35.57765,-17.515457
-14.739407,-39.818283,-39.630165,-42.811504,-34.92637,-35.72055,-36.18456,-41.729267,-41.397186,-27.270012,-32.93415,-22.89479,-42.76808,-40.351593,-37.858215,-43.388954,-20.814093
-17.477692,-37.33363,-42.92263,-42.37333,-40.718376,-37.460976,-40.601765,-42.53072,-42.467834,-31.824041,-37.577236,-25.85031,-42.379757,-38.642895,-39.856056,-46.165905,-23.375551
-18.147488,-36.973022,-40.247284,-41.87107,-40.410942,-45.439598,-40.00072,-40.32468,-46.83748,-34.77185,-37.70479,-25.836979,-40.986378,-41.13679,-38.770233,-38.572674,-25.840134
-20.643044,-38.917137,-43.578247,-39.117767,-39.649815,-41.431675,-36.222748,-36.91661,-44.58,-30.787176,-42.069298,-24.131027,-38.435482,-41.433414,-37.30456,-35.516953,-26.307505
-20.470991,-40.449474,-37.265682,-39.452675,-40.36074,-43.479343,-35.982086,-38.110092,-40.582256,-31.303135,-46.73111,-25.516006,-40.710693,-39.90813,-34.96001,-40.765194,-25.311155
-22.914436,-38.971844,-34.106422,-36.903194,-38.078026,-40.964237,-38.207497,-42.746635,-44.139717,-35.80319,-39.113857,-26.207722,-37.046295,-42.667267,-37.615906,-40.523464,-24.770927
-22.462543,-40.52581,-38.589718,-36.845257,-36.447975,-41.597702,-42.54286,-41.455517,-41.18567,-37.603558,-35.9562,-30.056692,-44.45253,-42.235664,-39.00137,-36.88911,-28.32323
-24.63085,-42.3261,-38.568527,-39.967297,-39.38459,-44.351562,-42.22635,-42.575115,-42.16301,-34.229588,-31.44783,-37.54121,-41.250393,-35.647865,-36.0218,-38.291126,-29.577896
-24.312126,-40.122723,-35.018673,-37.59501,-38.09723,-37.95798,-37.280758,-38.12699,-42.284348,-35.74579,-33.051647,-35.94128,-39.523773,-37.525772,-34.794144,-43.770657,-31.261803
-25.866245,-38.511845,-34.116913,-33.314323,-34.295853,-39.123096,-37.824326,-39.348835,-41.79798,-38.332558,-34.943737,-30.920712,-38.567345,-41.077953,-33.650154,-41.12621,-32.606106
-26.106415,-38.284714,-36.55464,-31.896553,-36.157692,-43.472042,-35.92962,-41.72653,-39.28885,-39.986557,-37.93727,-29.741985,-42.018967,-40.277763,-36.57797,-37.41964,-31.814007
-26.623745,-48.338184,-39.33048,-36.41093,-38.565376,-37.7435,-37.029575,-37.39327,-45.020542,-40.58373,-43.97351,-31.067371,-39.678688,-37.10748,-39.245354,-39.461586,-35.438663
-27.612122,-45.092564,-36.805737,-40.228127,-35.63691,-36.023746,-37.329453,-38.74733,-40.50173,-36.11824,-44.071503,-29.35202,-47.41288,-37.17518,-43.159138,-42.64019,-32.552486
-27.18231,-43.77415,-39.12974,-41.111122,-39.13527,-35.027122,-36.189255,-39.089993,-42.27836,-36.4585,-41.51995,-32.094223,-38.501366,-40.471336,-38.525093,-40.212376,-36.007828
-28.80063,-34.972237,-37.16339,-41.03904,-36.81955,-37.88382,-39.26637,-47.9698,-40.695957,-37.868645,-37.28494,-36.57608,-37.155357,-35.87245,-36.655964,-34.692375,-32.897728
-27.925493,-32.35682,-36.028324,-41.277035,-34.026833,-38.481964,-36.606365,-47.634937,-37.558506,-41.172215,-36.41454,-39.52743,-42.02439,-35.969692,-35.888412,-37.681747,-34.911243
-29.841427,-33.93047,-38.335533,-39.249687,-35.296364,-41.31572,-35.725033,-42.35979,-36.889004,-37.880665,-39.66459,-37.448364,-42.91291,-36.72646,-36.000214,-43.114483,-35.22657
