-20.90903,-20.241234,-18.545185,-17.805363,-17.29742,-16.622192,-15.31599,-15.298769,-14.4860115,-15.093603,-14.417501,-14.168797,-12.833626,-13.043678,3.8146973e-06,-2.52816,-2.52816,-2.452057,-14.684147,-15.260906,-15.755823,-16.040003,-16.813665,-17.639776,-16.914146,-17.496944,-18.56543,-19.607449,-20.143452,-20.07894,-21.501286,-22.508951,-21.459946,-23.759329,-19.570637,-23.118229,-19.613111,-21.163631,-18.500969,-18.353937
-29.574846,-33.28134,-34.40739,-39.431145,-27.766779,-32.452244,-33.907158,-30.871674,-36.78898,-30.39941,-34.27884,-37.552128,-34.686287,-31.089973,-14.205238,-80.0,-80.0,-39.192665,-30.739368,-38.58903,-34.31815,-37.460426,-33.038246,-31.80891,-40.95094,-37.719925,-40.79141,-33.595898,-29.357971,-38.883488,-35.998188,-31.869411,-28.736916,-30.02749,-34.00327,-35.13386,-38.039543,-34.42635,-36.2898,-30.33857
-39.528408,-36.629093,-33.78411,-27.98705,-33.61931,-33.910275,-35.09987,-33.328533,-35.580635,-38.53704,-39.123806,-40.253025,-30.95182,-36.70521,-20.302277,-80.0,-80.0,-40.56936,-32.829792,-38.59402,-34.88423,-34.7427,-33.309155,-33.745808,-40.318977,-33.16103,-37.093857,-33.255104,-34.065178,-41.394104,-37.277397,-33.593277,-29.386131,-30.818113,-38.492455,-37.44815,-40.444748,-35.416466,-35.113758,-31.710781
-35.523964,-34.63903,-34.90743,-27.427929,-34.558136,-29.375532,-32.17867,-36.34961,-33.41462,-39.99381,-38.91416,-33.29667,-34.23539,-41.62302,-21.463402,-80.0,-80.0,-41.480743,-35.44667,-30.253407,-37.017807,-35.03707,-31.154045,-38.34453,-41.535175,-33.566364,-39.199493,-30.457945,-36.248085,-36.718094,-33.959732,-35.823658,-27.849844,-34.186348,-39.552414,-36.581112,-41.691063,-39.478485,-30.683018,-38.273117
-36.42927,-30.339874,-36.97377,-35.04013,-30.772999,-29.706404,-30.961416,-40.884815,-37.722134,-37.40371,-34.4326,-30.352478,-33.839787,-36.49347,-26.86098,-80.0,-80.0,-43.198116,-34.116364,-30.151958,-32.992283,-33.035374,-31.880241,-34.982903,-41.134365,-35.779026,-34.45445,-30.27992,-33.130642,-33.51537,-33.777637,-33.684826,-33.829693,-34.117313,-46.82152,-32.081856,-41.08346,-37.97803,-34.459816,-28.337103
-39.96767,-28.405903,-30.29886,-35.455734,-37.270027,-29.892223,-37.00423,-42.951733,-32.835518,-37.4878,-35.15135,-34.60364,-34.609528,-34.024727,-25.94335,-80.0,-80.0,-44.99781,-35.10966,-36.117928,-34.524677,-34.213814,-31.295265,-39.121,-43.030006,-36.105682,-33.305714,-33.125957,-35.14376,-37.26369,-35.080288,-34.730766,-33.193485,-32.873436,-39.967155,-30.461773,-32.68736,-35.717365,-31.876053,-27.771662
-33.2793,-29.031502,-33.619972,-34.55714,-41.481224,-32.776253,-28.501663,-39.53116,-31.609585,-37.03136,-43.328075,-31.71071,-34.20277,-32.141357,-30.235888,-80.0,-80.0,-46.658443,-36.908756,-39.74006,-36.557014,-35.78661,-34.204872,-35.04749,-38.363907,-41.120815,-34.55291,-32.534798,-32.899456,-35.21105,-35.44927,-31.592615,-34.099297,-31.14672,-36.82518,-35.96155,-29.31109,-37.642223,-33.97616,-32.15198
-34.756836,-29.990488,-34.740307,-31.323233,-42.74135,-39.324245,-27.064035,-36.70448,-36.495773,-41.330017,-44.257633,-35.106045,-43.099457,-35.963253,-30.067614,-80.0,-80.0,-48.728985,-36.680153,-38.122787,-37.336655,-40.223095,-33.700615,-36.71823,-36.91558,-39.79794,-35.19134,-31.893639,-36.034485,-32.313164,-38.273975,-31.879946,-34.437943,-35.042347,-34.17369,-36.200283,-32.65941,-37.369476,-32.350327,-36.978218
-39.01879,-33.240696,-36.824173,-30.13601,-35.667225,-34.165474,-30.680103,-31.312775,-38.9422,-42.01303,-36.51465,-39.382744,-41.772522,-40.019024,-30.986095,-80.0,-80.0,-49.37518,-32.453957,-30.7352,-31.620392,-43.1036,-28.950962,-36.822723,-39.71893,-39.220116,-34.32514,-37.465065,-31.81569,-31.127697,-34.2668,-27.372278,-33.19985,-30.185284,-36.983784,-32.970757,-35.029236,-37.51438,-31.73555,-39.327023
-35.80811,-36.345264,-38.84224,-32.776443,-34.569996,-29.145279,-30.423773,-30.078903,-37.88407,-43.16797,-33.398483,-38.17707,-40.21695,-34.127907,-32.75251,-80.0,-80.0,-50.950653,-30.051373,-34.71979,-31.91621,-36.413258,-33.420265,-30.79935,-33.96236,-38.472084,-33.654667,-36.4023,-28.776186,-34.992153,-31.145401,-29.202808,-34.34874,-31.233866,-38.30374,-38.12607,-34.08178,-32.923378,-33.2268,-37.791546
-34.103153,-32.223877,-34.71848,-32.793938,-32.953743,-26.566343,-34.11506,-32.402634,-38.840664,-35.425247,-38.061787,-33.70256,-35.794765,-28.712885,-32.228954,-80.0,-80.0,-50.814445,-36.76667,-37.7855,-28.531837,-30.573393,-33.661686,-32.524677,-28.790972,-34.445854,-37.39104,-30.91067,-29.19612,-29.942514,-36.242577,-35.42698,-37.847553,-35.10374,-39.004818,-39.145786,-30.794601,-31.166327,-34.89148,-32.58954
-37.135918,-33.31974,-35.815742,-35.830723,-32.937267,-33.018353,-41.708206,-33.68539,-32.934437,-35.97939,-46.779118,-33.783173,-29.70678,-29.047832,-34.255676,-80.0,-80.0,-51.87432,-36.98533,-38.68919,-29.848152,-31.339977,-34.919983,-37.59655,-31.649065,-33.20977,-40.653763,-33.511623,-30.076279,-28.842955,-34.87543,-36.912384,-33.020947,-36.6424,-36.136475,-33.382637,-38.55917,-32.48112,-27.905224,-34.80824
-40.408043,-28.22637,-32.03688,-35.9097,-29.21569,-30.201088,-39.130672,-37.119022,-28.05009,-31.261738,-42.91974,-33.097755,-29.56939,-32.095615,-34.459213,-80.0,-80.0,-51.705482,-33.36951,-42.44188,-36.414368,-38.01462,-29.760113,-33.6482,-38.73653,-32.888535,-32.983173,-38.26027,-28.428026,-36.298782,-33.143715,-34.10208,-33.155926,-41.833508,-34.25241,-29.370728,-38.24391,-36.861282,-27.827896,-31.772911
-41.153767,-32.320847,-29.630749,-37.343685,-28.350864,-34.822582,-36.986214,-37.548454,-27.37785,-30.762774,-43.121258,-32.041183,-33.621258,-33.302193,-34.6654,-80.0,-80.0,-52.0406,-29.859978,-33.853924,-34.401073,-36.469727,-31.818857,-32.20736,-39.50605,-37.924107,-31.703806,-36.528084,-32.89177,-39.81913,-34.56,-34.481644,-30.79556,-35.36566,-33.550865,-37.738087,-33.222515,-36.65927,-39.075073,-32.521336
