-28.193794,-23.912205,-32.104855,-23.45828,-19.460686,-13.833073,-13.110416,-12.090107,-9.607136,-9.202209,-7.385332,-6.5910053,-6.1817894,-5.825529,-4.785425,-4.2606087,-3.483101,-4.8492775,-3.3837967,-3.409132,-3.4336853,-2.6955166,-5.7288895,-16.74426,-23.541246,-24.988693,-22.639858,-28.360119,-20.98521,-20.320312,-37.84603,-25.054277,-26.38134,-40.417168,-30.126905,-26.670572,-24.321306,-20.527996,-24.469315,-18.664635,-15.796883,-19.22786,-15.429577,-23.21912,-38.868904,-28.828173,-27.623508,-44.20966,-29.965359,-24.619724,-18.925545,-19.31793,-33.565086,-36.565514,-27.478947,-24.701145,-27.497538,-25.21982,-23.55654,-27.644451,-26.92035,-23.830065,-28.544588,-34.370125,-27.055773,-19.265072,-19.181377,-30.082943,-27.211246,-30.857813,-22.02707,-31.16424,-20.922127,-22.391396,-32.441864,-24.38556,-23.091854,-25.383745,-29.319973,-20.872177,-23.637928,-20.308683,-21.043884,-25.206377,-29.313389,-36.304344,-20.569077,-20.97386,-40.398575,-34.759995,-22.801373,-24.039179,-30.890612,-23.412685,-22.439274,-26.239525,-24.387075,-43.29411,-27.992352,-23.928892,-24.79062,-26.462889,-29.61668,-26.665813,-25.773693,-29.971094,-21.802723,-29.335703,-29.116894,-21.502071,-23.918255,-21.21791,-18.179478,-21.154453,-26.40521,-32.521763,-41.44851,-28.046331,-20.427479,-28.252377,-21.87017,-19.198166,-22.444513,-29.087341,-20.665987,-17.47894,-18.639194,-22.105661,-21.685062
-27.722221,-24.0965,-26.944838,-25.815474,-21.995884,-16.414143,-15.92926,-14.8398075,-12.389584,-12.019203,-10.246597,-9.450867,-9.041283,-8.686615,-7.6416397,-7.116768,-6.3069363,-7.6027603,-6.235819,-6.277912,-6.3025093,-5.4067497,-7.5914536,-17.487528,-23.722975,-23.7706,-22.28452,-25.097378,-23.524239,-21.313759,-28.392797,-23.39835,-23.592701,-28.132395,-27.053785,-28.52193,-26.778786,-22.844654,-24.45144,-20.417402,-18.200438,-21.638098,-17.015268,-21.426018,-29.45132,-27.900496,-29.287043,-33.413742,-30.720669,-25.267231,-18.956127,-18.616486,-25.246155,-29.634727,-23.576778,-22.148119,-27.343346,-25.493,-21.675331,-24.26237,-24.19257,-21.533089,-24.854206,-26.448624,-21.901472,-19.631416,-20.955952,-28.8278,-28.875587,-26.726578,-20.602825,-21.2554,-20.184954,-21.40104,-27.135546,-26.053062,-23.332748,-25.379225,-29.41237,-22.619064,-25.470362,-21.88908,-21.38206,-27.837717,-31.049044,-28.65998,-22.329994,-22.3541,-25.59233,-26.427582,-24.045193,-26.204977,-32.028824,-22.9552,-24.86887,-27.619854,-24.344715,-38.346546,-26.83739,-21.99078,-23.619625,-25.444576,-31.771982,-28.719776,-25.34335,-27.934753,-23.598274,-27.495342,-26.446121,-19.709538,-21.051886,-23.585743,-18.940826,-24.02018,-25.604984,-30.509111,-33.83113,-25.557829,-20.61853,-26.518015,-24.733326,-21.217371,-24.17934,-30.314054,-22.483538,-19.830181,-19.41431,-24.188946,-24.024918
-27.127766,-24.16101,-24.390862,-32.058887,-30.0086,-25.046547,-32.043907,-27.218206,-26.147331,-27.976866,-34.53268,-32.999046,-32.414272,-32.87041,-29.712385,-29.168491,-22.875671,-20.119349,-27.063776,-50.91893,-55.309113,-16.589106,-11.137554,-18.312157,-23.784487,-22.620876,-21.793007,-23.012426,-31.585205,-22.566704,-25.357025,-21.989964,-21.672235,-24.969057,-25.031738,-32.025322,-33.920418,-28.7768,-24.290974,-23.56642,-24.833614,-28.33081,-19.63814,-19.944645,-26.417778,-26.947357,-32.14464,-30.306684,-31.564444,-25.944391,-18.847595,-17.832857,-22.291805,-26.817183,-21.304348,-20.31898,-27.042978,-25.663773,-20.148895,-22.139652,-22.29504,-19.81141,-22.639973,-23.528679,-19.348564,-19.918882,-24.180222,-27.654535,-31.735714,-24.395123,-19.32614,-18.192795,-19.373512,-20.40358,-24.55477,-28.923096,-23.46437,-25.232948,-29.371866,-25.74807,-28.90281,-24.496584,-21.633642,-37.279,-34.14016,-25.76614,-25.506939,-24.429237,-22.369186,-23.472126,-25.803667,-31.161768,-33.56326,-22.372948,-31.739372,-29.695206,-24.158455,-35.833447,-25.72856,-20.435965,-22.50031,-24.427696,-36.66953,-33.08976,-24.784813,-26.33223,-26.896547,-25.989628,-24.570484,-18.228458,-19.10276,-29.915209,-19.79425,-52.154404,-24.745438,-28.917948,-30.939926,-23.754929,-20.69095,-25.067467,-50.262695,-25.422775,-27.26768,-32.03507,-25.86121,-26.02628,-20.289864,-28.703865,-30.132088
-29.36965,-30.340235,-31.558191,-27.938374,-29.892174,-22.039461,-22.363678,-27.258902,-25.15016,-25.897736,-28.147232,-29.07753,-30.395664,-47.18714,-26.35297,-25.737125,-24.200726,-18.856758,-26.93642,-52.46968,-48.350906,-16.833199,-15.441744,-23.71762,-21.184135,-24.713993,-21.303942,-21.227686,-21.696426,-18.969233,-25.309216,-20.498257,-27.855,-24.998436,-26.237217,-28.298487,-28.690279,-22.584402,-27.67952,-32.88646,-28.8023,-42.176598,-20.11214,-16.130812,-25.799953,-25.90118,-27.317408,-24.398315,-38.11997,-26.791046,-26.103281,-23.050657,-20.597317,-22.746223,-17.72113,-21.544456,-33.298897,-25.119503,-21.106424,-27.015108,-30.10554,-20.770185,-23.482382,-25.155941,-18.426716,-23.745857,-30.495502,-28.237568,-37.599022,-25.901005,-22.996058,-19.098377,-26.807701,-22.937803,-19.454094,-24.76202,-24.26344,-24.076252,-27.444206,-32.138897,-27.97631,-38.4526,-20.152348,-21.401562,-23.486393,-19.272057,-22.951506,-25.370495,-19.75344,-17.278044,-23.205048,-30.48629,-25.331707,-19.698591,-20.457462,-20.425732,-18.450188,-22.061817,-23.08202,-18.33898,-24.29494,-17.844513,-22.359432,-26.29092,-23.422699,-25.182587,-35.80233,-34.1492,-28.881968,-20.33266,-15.7159,-17.587223,-17.834192,-20.08934,-25.202585,-34.617535,-28.011866,-24.754284,-20.423481,-24.911888,-24.691849,-32.425907,-32.16698,-30.380981,-25.534477,-30.90228,-23.586601,-20.469025,-31.067402
-33.112568,-33.364517,-27.352612,-28.174805,-33.228172,-23.750763,-24.927767,-31.672865,-29.862377,-36.322704,-31.02391,-44.829662,-43.08874,-28.735622,-24.489338,-26.33775,-23.662441,-21.589066,-30.19559,-47.41622,-45.97769,-20.245697,-14.438944,-16.846527,-23.864923,-27.195312,-35.78238,-29.222275,-22.556181,-19.820164,-20.443182,-25.916283,-31.830389,-28.964495,-38.638504,-33.776318,-32.68972,-22.363537,-24.730715,-33.42522,-29.99099,-34.43929,-23.162628,-18.725391,-22.129238,-28.587925,-21.604626,-23.322777,-28.06924,-30.19284,-31.287712,-29.32351,-21.968405,-23.899307,-23.299541,-25.187853,-26.988598,-28.20187,-28.1009,-32.45226,-35.859886,-24.4446,-31.45582,-22.977295,-22.962694,-30.662308,-24.726936,-30.459522,-27.488619,-28.84734,-30.355442,-30.15882,-27.114471,-24.115284,-30.356325,-22.787048,-28.013077,-24.986795,-22.56322,-31.857859,-23.58205,-19.150928,-15.916364,-20.33091,-27.240349,-21.365665,-22.59705,-31.034557,-24.549564,-20.028816,-25.943008,-30.891798,-34.90183,-21.836817,-24.004692,-23.718912,-23.261198,-21.687199,-27.311623,-18.771526,-15.701391,-17.680204,-22.976759,-28.373026,-36.116188,-26.30812,-29.32227,-37.642128,-31.35614,-21.93052,-17.577503,-26.64523,-22.364834,-26.01257,-28.191345,-33.107372,-23.94178,-19.47201,-23.181366,-31.069124,-27.902367,-29.892153,-34.655632,-24.659634,-23.091063,-29.700073,-24.817675,-22.982224,-26.598907
-31.750141,-28.342676,-23.089348,-24.384853,-28.51788,-25.439312,-27.430298,-32.381638,-30.143187,-30.990105,-29.135817,-36.454468,-37.746178,-28.514376,-24.561487,-28.54731,-25.497772,-22.2063,-29.993982,-47.571674,-47.397797,-20.63079,-14.674728,-17.945808,-26.418692,-25.169453,-26.778904,-29.749153,-23.389473,-21.462074,-21.926655,-25.055431,-29.473328,-29.46265,-29.771444,-30.701944,-33.09579,-21.535942,-22.2821,-27.705795,-26.481033,-28.27592,-25.657656,-20.263006,-20.32891,-25.126507,-19.837677,-23.656286,-26.667942,-27.90176,-32.155216,-25.304945,-21.42236,-20.24332,-21.933178,-22.893917,-22.519825,-27.670424,-29.120037,-32.971077,-37.487698,-23.663143,-23.281685,-19.823214,-21.003862,-28.017488,-25.541105,-27.005013,-26.486076,-28.133167,-32.323235,-32.0975,-28.261131,-23.255035,-25.993889,-24.008442,-28.224615,-21.87318,-19.027945,-22.22252,-22.414513,-18.704302,-16.024422,-17.20742,-22.784317,-23.845997,-24.17299,-33.129486,-24.441162,-21.620127,-28.184872,-33.106396,-32.05767,-22.402063,-24.783976,-24.295507,-25.011696,-22.752949,-23.911512,-19.268518,-16.876904,-18.55635,-25.361267,-29.513216,-33.57589,-25.587168,-26.609085,-32.002907,-29.126749,-21.579678,-17.761927,-24.060984,-23.371748,-27.30232,-29.134207,-35.54569,-23.214012,-18.205126,-21.135452,-30.611984,-28.817787,-29.947617,-36.50895,-24.154156,-22.253723,-31.556417,-24.807987,-24.608995,-27.894531
-30.178495,-25.413353,-20.376644,-21.787834,-25.652227,-28.928785,-39.028385,-32.933018,-30.029226,-27.82964,-27.277832,-32.769543,-34.44725,-28.144451,-24.47978,-35.843987,-30.004133,-22.756237,-29.411858,-47.649097,-50.194656,-20.76812,-14.79924,-19.87091,-39.925827,-23.247246,-23.153645,-29.488914,-24.461136,-24.866816,-25.047642,-23.753893,-27.354164,-29.722002,-26.229126,-28.254948,-33.216576,-20.46801,-20.212852,-24.660797,-23.963797,-25.172817,-36.38433,-23.039486,-18.606026,-22.607355,-18.144146,-23.927116,-25.222252,-25.827576,-32.88616,-22.552948,-20.569477,-17.67984,-20.277218,-20.812428,-19.757305,-26.76883,-29.79633,-33.10675,-39.898415,-22.5178,-19.874622,-17.454502,-19.05972,-25.672699,-26.768925,-24.494331,-25.341896,-27.074787,-35.269222,-32.73465,-30.08586,-22.129581,-22.961796,-26.156586,-28.099398,-19.496437,-16.534588,-18.750679,-21.11995,-18.084099,-16.027218,-14.843655,-19.972353,-35.32863,-27.427416,-37.487717,-23.85983,-24.564472,-35.029064,-40.522484,-29.481586,-22.905504,-25.549124,-24.734888,-28.113132,-24.411709,-21.386032,-19.74699,-19.032692,-19.77005,-35.497097,-31.183952,-30.722893,-24.58176,-24.43272,-28.952549,-27.10234,-20.91219,-17.712776,-21.609287,-24.462156,-28.763098,-30.271667,-49.0036,-22.282377,-16.841595,-19.196766,-29.581728,-29.877335,-29.855947,-40.63285,-23.447515,-21.209595,-36.25747,-24.53675,-27.724613,-30.34895
-33.240627,-28.771667,-20.153694,-18.498032,-30.62844,-31.635168,-33.16084,-39.73786,-32.547062,-25.943975,-24.429716,-26.694698,-40.97426,-31.482697,-24.061134,-28.684526,-26.605679,-22.677471,-29.77172,-52.198822,-67.702255,-20.119982,-15.89413,-25.640144,-25.826797,-19.049995,-21.118067,-31.28253,-29.606152,-23.12892,-18.425018,-17.04546,-21.577168,-26.693687,-21.42899,-30.84009,-23.370596,-17.888882,-22.737097,-33.36665,-27.579107,-23.05372,-34.35032,-20.693825,-20.238926,-17.627163,-16.623749,-21.421043,-18.751804,-18.213402,-20.55883,-22.627604,-30.732553,-20.332258,-19.283787,-20.269066,-19.030136,-24.945612,-36.701107,-31.95688,-37.279522,-21.585613,-15.8894825,-19.103336,-18.332592,-23.716202,-26.91458,-28.460966,-39.2488,-23.346949,-23.028925,-24.236176,-27.98469,-22.20818,-18.273499,-22.52021,-29.498878,-21.970589,-15.322138,-19.29909,-37.26358,-22.34188,-33.324406,-14.333206,-13.686937,-18.484184,-29.561903,-28.52818,-24.123676,-27.179409,-28.305765,-27.399231,-22.846476,-20.082706,-31.898764,-19.436705,-20.545628,-31.211645,-26.662579,-32.95314,-38.492157,-18.91672,-18.200287,-20.010923,-24.345673,-29.207026,-24.250935,-22.113758,-24.779459,-20.66119,-20.293716,-22.061394,-25.992252,-23.772594,-20.924257,-23.702728,-22.368597,-20.038475,-20.670502,-28.474754,-23.741892,-30.487577,-33.597195,-21.337059,-20.177536,-26.37756,-24.851517,-23.706665,-26.354626
-28.589777,-27.123283,-27.81844,-21.846962,-28.64857,-31.338839,-34.80692,-35.758892,-39.17881,-28.56698,-36.180817,-31.342394,-34.561333,-37.63815,-24.108162,-25.194698,-32.290077,-23.37004,-30.994108,-57.223976,-50.904175,-21.77844,-17.482578,-28.051334,-26.701792,-20.607868,-22.22868,-31.457382,-36.848328,-25.73623,-20.889172,-21.34246,-25.667404,-25.667131,-21.187683,-23.337357,-22.064594,-21.305267,-30.990086,-33.99464,-38.86914,-23.257147,-19.147297,-18.623898,-26.21414,-24.734283,-20.330116,-23.516602,-19.246136,-23.998167,-20.50661,-28.70057,-28.560205,-28.558067,-27.621975,-28.894922,-20.555029,-26.396637,-25.997494,-24.4234,-23.965979,-20.709957,-23.250841,-26.455616,-23.317192,-24.238749,-34.804718,-33.130688,-29.815851,-20.463524,-20.933825,-23.435293,-24.34037,-34.55674,-21.475403,-20.896538,-33.21323,-29.10857,-19.435158,-24.665722,-28.664207,-22.700129,-21.872845,-22.133526,-16.750904,-16.534441,-19.642956,-23.613255,-28.062632,-21.27726,-23.152752,-25.382132,-23.188847,-20.390724,-19.975582,-21.663553,-29.409094,-26.913708,-29.217766,-30.392239,-27.401558,-22.85897,-19.383507,-23.2232,-27.57449,-29.261467,-28.477844,-25.958214,-19.663998,-23.279442,-29.806623,-29.901173,-25.371536,-24.2616,-21.601652,-21.447079,-28.939003,-31.397795,-23.865284,-23.768362,-24.527332,-33.177406,-34.473434,-25.350595,-26.147682,-32.744442,-28.480724,-29.843252,-34.12959
-25.445372,-26.618263,-24.85957,-21.328535,-30.16187,-31.947487,-36.994045,-32.404453,-28.202549,-25.398964,-27.492859,-30.981718,-33.27418,-27.132965,-23.145546,-25.19425,-25.274488,-22.001415,-30.111473,-47.10394,-46.583134,-21.776623,-17.276768,-23.224195,-25.600887,-22.533281,-21.401245,-30.137085,-36.203415,-27.072676,-22.924217,-23.91199,-25.574394,-24.863823,-23.010998,-23.244188,-24.045841,-22.516832,-27.826418,-31.398132,-39.500328,-21.902,-18.184376,-19.276052,-25.62135,-27.444227,-21.425287,-20.912018,-18.618492,-24.15781,-22.119865,-24.645283,-23.66793,-27.938047,-29.260983,-24.634142,-20.279491,-21.805927,-23.832533,-22.070238,-22.644789,-20.487692,-24.472,-23.58939,-23.899076,-26.176853,-28.000694,-26.819221,-24.547033,-19.169762,-21.679447,-22.931387,-26.111023,-28.007679,-22.432144,-22.065636,-25.954353,-25.897642,-20.660595,-25.72969,-28.01183,-22.673824,-23.178308,-24.836676,-19.017458,-17.536877,-21.210949,-20.321465,-21.623198,-21.146645,-23.37888,-27.488508,-25.067734,-22.055702,-21.027735,-22.654284,-29.691757,-27.768723,-31.183542,-29.958378,-27.113094,-25.180624,-20.981075,-24.925526,-28.823662,-30.40898,-28.247965,-23.949976,-19.574127,-24.114525,-31.309204,-26.324299,-25.462376,-24.680569,-23.83428,-22.330355,-25.04489,-24.439661,-20.011703,-20.744469,-26.587818,-32.569687,-34.622597,-27.323246,-28.832745,-29.973427,-28.047651,-32.78794,-32.831905
