-2.4979324,3.8146973e-06,-0.6687012,-0.6687012,-0.6687012,-0.6687012,-0.6687012,-0.10805893,-2.5309067,-14.912176,-24.609163,-22.738026,-20.174408,-21.376978,-24.372137,-25.988968,-23.271893,-24.475555,-30.874054,-31.435108,-30.823818,-27.058887,-28.190403,-36.33436,-26.637802,-24.115065,-33.94212,-31.778454,-31.235353,-30.852722,-26.434052,-49.2134,-31.161491,-31.823301,-27.359467,-25.913584,-33.35061,-34.182323,-33.573853,-32.558952,-29.280977,-30.670736,-36.68724,-30.454334,-29.036148,-28.382866,-45.016235,-31.6458,-31.389912,-28.759455,-27.138998,-24.906586,-27.038433,-28.940216,-23.73437,-26.471214,-36.045784,-37.420967,-36.2313,-35.064278,-27.929855,-35.85508,-26.273615,-26.293114,-30.659565,-29.702923,-32.59024,-34.763187,-29.131386,-30.772923,-28.084179,-32.487064,-28.917454,-27.635948,-23.639652,-21.215193,-27.79373,-51.52591,-25.442411,-24.164555,-29.759724,-27.257792,-24.280434,-37.10825,-22.486874,-29.184795,-31.425343,-40.152195,-26.414299,-31.270039,-25.970839,-22.988388,-29.202267,-32.084972,-35.824894,-31.454273,-35.876747,-29.677155,-30.491703,-22.673203,-25.383413,-31.445694,-49.934917,-31.223614,-29.357965,-19.36039,-8.038815,-6.3458138,-6.4469185,-6.8884277,-6.5300484,-6.3975754,-6.676979,-6.2653008,-6.7695656,-6.859867,-7.1161194,-7.159996,-8.046974,-6.7697334,-5.838379,-5.949753,-6.894657,-6.065468,-6.7329216,-6.158432,-7.769886,-17.087934,-20.845201,-26.929873,-28.89743,-25.47639,-30.316833,-20.886547,-23.709606,-32.992928,-34.835007,-30.57278,-23.3073,-25.157974,-29.894321,-26.989195
-4.3738327,-2.7914467,-3.5375519,-3.5375519,-3.5375519,-3.5375519,-3.5375519,-2.9208412,-4.6690674,-16.37675,-26.298492,-25.420275,-22.977232,-24.111803,-26.906239,-27.89101,-25.236065,-26.302044,-29.753372,-28.062284,-30.974297,-29.763784,-30.255556,-38.98138,-28.445868,-26.579895,-31.465378,-34.070366,-32.35209,-28.939713,-26.512854,-36.022865,-33.470627,-34.02957,-29.9119,-28.033302,-35.820045,-37.002182,-36.436527,-35.306335,-32.07176,-32.87117,-37.60442,-33.161945,-31.724907,-29.49078,-31.989702,-29.496014,-31.812351,-31.213074,-29.87765,-27.187916,-26.508402,-28.501192,-26.119074,-29.088238,-35.50096,-39.355892,-34.439335,-34.196754,-30.45406,-34.322918,-26.75186,-23.950142,-27.748829,-32.38865,-31.192781,-32.116993,-30.802279,-27.463505,-26.569649,-29.179077,-30.09959,-30.454765,-26.10072,-23.567944,-29.40202,-35.558495,-27.525038,-26.348778,-32.327736,-30.012987,-26.711323,-27.769184,-22.42675,-25.433796,-29.346407,-34.59032,-28.609093,-31.246342,-28.400007,-25.354012,-27.589657,-32.55458,-36.98201,-32.767693,-31.024029,-28.455414,-28.737726,-23.940157,-27.827818,-29.874588,-36.639194,-29.838394,-31.154459,-19.34742,-10.283018,-9.199001,-9.306217,-9.747959,-9.39868,-9.265648,-9.532145,-9.104782,-9.615505,-9.7150955,-9.960831,-9.968107,-10.882355,-9.628656,-8.706909,-8.749931,-9.654627,-8.911808,-9.593847,-9.014038,-10.2700405,-18.707457,-23.21239,-29.564266,-25.758038,-24.337347,-31.78764,-22.518389,-24.846045,-34.040054,-33.19054,-31.07758,-25.523312,-27.784477,-32.676163,-28.989248
-7.97147,-17.022367,-80.0,-80.0,-80.0,-80.0,-80.0,-18.541523,-9.471846,-18.665339,-29.237743,-35.88402,-37.892967,-35.98667,-34.905235,-31.591936,-29.1955,-29.712503,-28.667154,-25.942448,-30.999607,-40.778214,-34.680172,-48.71151,-31.789083,-33.7962,-29.66732,-39.82425,-33.842987,-27.397346,-26.45721,-32.833862,-39.347706,-39.224144,-38.146435,-32.7368,-43.083878,-53.2052,-61.6129,-47.60215,-46.26585,-38.030525,-38.719585,-44.247536,-42.339607,-30.963982,-28.804949,-27.840343,-32.172874,-38.316025,-41.87642,-32.86803,-25.864086,-27.935043,-32.589024,-38.282413,-34.844227,-43.19125,-32.958553,-33.287197,-38.331406,-32.983517,-27.187271,-22.208487,-25.783657,-42.93235,-29.932049,-30.250917,-33.68297,-25.36362,-25.240326,-27.079645,-31.725159,-46.567177,-33.278587,-29.776,-32.091316,-32.31768,-32.036648,-31.411942,-40.773808,-42.593746,-33.594017,-24.740616,-22.221966,-23.202534,-27.72369,-31.96521,-33.734676,-31.079712,-35.2665,-31.665455,-26.205069,-32.978256,-38.555317,-34.683586,-28.529964,-27.30336,-27.276814,-25.750053,-34.839977,-28.513147,-33.44755,-28.585003,-34.4561,-19.192152,-15.715139,-30.338943,-32.59056,-33.13871,-49.17047,-43.427532,-31.25671,-27.520874,-29.106398,-31.458895,-29.226025,-25.243587,-28.732254,-32.7459,-46.76497,-23.496344,-22.419416,-28.479202,-33.68897,-30.880657,-17.866322,-21.430273,-29.536592,-39.06026,-23.713587,-23.23898,-34.092594,-25.278374,-26.376863,-35.394184,-31.788418,-31.54943,-30.777466,-37.140587,-46.40401,-33.10711
-12.420773,-17.488289,-80.0,-80.0,-80.0,-80.0,-80.0,-18.83345,-14.032856,-21.5728,-24.629284,-29.42452,-36.198704,-36.88609,-33.36304,-31.518757,-30.148846,-43.025684,-26.35476,-24.796402,-33.76992,-32.756916,-31.916967,-36.38334,-28.050043,-29.431036,-30.094727,-38.015537,-33.34604,-27.605118,-28.102623,-32.543537,-35.714962,-29.883728,-28.093758,-31.775839,-46.131508,-44.02969,-46.10394,-59.651638,-46.923897,-37.240833,-68.36266,-32.19655,-29.086275,-30.478546,-26.112345,-33.281513,-31.855862,-32.567986,-36.530495,-28.479607,-25.207153,-39.476654,-31.769875,-33.431313,-27.8235,-25.002455,-25.785275,-44.45626,-35.900852,-30.548403,-30.643934,-21.208426,-23.456713,-34.65339,-29.10789,-28.92771,-31.33443,-25.203209,-32.34102,-35.699512,-27.892403,-27.941229,-29.091595,-36.784653,-29.40734,-27.40897,-28.869064,-26.662285,-27.07394,-28.333824,-24.804247,-28.271488,-23.918562,-22.961763,-27.956482,-26.939571,-27.499634,-33.334915,-29.852802,-23.719671,-25.304031,-44.134155,-39.911385,-34.561317,-31.599243,-28.241066,-27.171549,-24.57121,-25.093964,-26.547186,-25.313042,-30.685566,-33.33957,-19.295818,-19.798183,-36.650085,-27.72905,-30.566666,-36.36625,-32.624523,-29.806028,-27.475441,-28.50158,-30.638548,-33.099144,-26.480705,-26.155453,-27.406357,-26.719833,-26.415335,-20.500912,-24.429497,-27.653568,-25.489695,-20.6978,-30.605612,-25.07364,-25.940605,-22.88378,-19.95573,-22.140581,-22.31781,-24.790579,-35.127174,-25.343578,-28.145426,-35.79013,-44.2381,-37.709843,-29.595568
-15.99155,-21.722134,-80.0,-80.0,-80.0,-80.0,-80.0,-22.834782,-16.493425,-20.03077,-23.67927,-23.794598,-33.299763,-32.67846,-39.046867,-37.663155,-44.854774,-32.116512,-35.075317,-30.390152,-31.858234,-30.303352,-28.885002,-31.751545,-26.931797,-25.879555,-32.68845,-42.15181,-41.743412,-36.310627,-35.017487,-35.115303,-33.49481,-33.39435,-29.474874,-34.73243,-48.075222,-45.3884,-57.17661,-44.63766,-37.21718,-32.489384,-33.116367,-29.865519,-27.870432,-33.76412,-28.551565,-30.35194,-29.82802,-34.62239,-36.462715,-27.796358,-26.545124,-32.084793,-27.614122,-24.986807,-25.98912,-25.786407,-26.109383,-30.27779,-28.715372,-26.98068,-27.060486,-30.39138,-27.925201,-39.207973,-30.697472,-27.974543,-33.13596,-26.279778,-32.20533,-36.106087,-30.511787,-27.550747,-28.201385,-34.31993,-36.127396,-35.91972,-27.566568,-26.665476,-27.622696,-31.094412,-26.447147,-25.437847,-26.75608,-33.017838,-34.00415,-25.21566,-24.888355,-27.388798,-26.419952,-27.123379,-28.251099,-33.097176,-33.16892,-37.029137,-41.511143,-43.758324,-40.086082,-30.078209,-33.768948,-32.45403,-34.927124,-30.045261,-29.811455,-22.588854,-23.271652,-26.206173,-27.619122,-42.158333,-30.877817,-32.448784,-44.880077,-37.53437,-38.135624,-39.47417,-33.924194,-30.648647,-36.75446,-28.21093,-30.058075,-36.39572,-25.558178,-25.380524,-30.338535,-25.212914,-22.801403,-23.966267,-26.119137,-36.244335,-30.197157,-27.786621,-26.07814,-30.575562,-26.865494,-28.002728,-25.923721,-30.956612,-38.49351,-32.3632,-33.35923,-37.779064
-17.024641,-22.838432,-80.0,-80.0,-80.0,-80.0,-80.0,-23.874603,-17.183409,-21.34019,-24.916462,-23.675898,-26.238964,-29.800488,-40.882492,-38.225224,-37.26575,-30.2964,-31.52484,-29.755571,-34.204525,-29.912142,-27.949526,-31.738626,-28.321608,-27.018476,-31.945683,-41.74378,-44.458775,-36.718422,-31.465631,-31.671165,-35.848534,-35.074566,-29.881882,-36.744034,-45.501118,-43.68711,-51.66986,-43.843224,-34.049267,-29.885714,-34.190735,-29.35209,-29.522606,-31.105865,-28.550396,-32.694214,-28.503876,-29.889885,-31.55346,-30.143173,-26.231298,-31.441263,-26.549856,-24.868137,-28.166683,-27.68648,-28.213383,-30.777044,-29.933739,-26.703146,-29.133766,-32.65197,-27.66703,-31.119417,-27.571106,-27.362474,-28.90526,-25.936834,-31.479937,-35.74056,-32.11373,-29.899527,-28.62434,-34.4757,-35.89057,-35.345978,-29.304493,-28.868015,-30.056458,-32.63977,-27.324625,-23.767471,-26.948408,-36.029182,-34.67693,-25.39089,-25.574041,-29.401045,-25.031183,-28.456856,-28.183786,-34.30156,-31.70501,-38.50405,-35.2711,-36.51525,-44.37987,-29.717201,-29.79501,-30.51152,-31.195297,-30.78597,-29.632584,-24.891369,-24.713861,-28.054045,-27.420914,-37.348843,-29.756006,-31.533386,-45.710495,-37.73947,-33.597034,-29.815422,-28.772213,-32.86696,-33.666565,-26.445427,-26.629612,-32.65792,-25.666027,-26.289934,-31.747583,-27.696522,-24.449734,-25.17661,-27.464005,-32.817646,-30.610306,-27.47622,-25.612877,-30.013138,-29.445463,-27.860268,-27.57949,-32.03039,-39.441574,-32.290123,-29.9517,-31.661713
-18.291973,-24.204395,-80.0,-80.0,-80.0,-80.0,-80.0,-25.104092,-17.879288,-23.732151,-27.062181,-23.398584,-23.00481,-27.548252,-44.04002,-38.328976,-33.67169,-28.581932,-28.801548,-28.620413,-44.63415,-29.293114,-26.828447,-31.585197,-30.94954,-28.988552,-30.876179,-40.904373,-50.64643,-36.17209,-28.820604,-29.159262,-46.585144,-38.216118,-30.174885,-41.651714,-43.32762,-41.96795,-48.453804,-42.883022,-31.693607,-27.752972,-36.10249,-28.606384,-33.169502,-28.872215,-28.237625,-43.361523,-27.076092,-27.031773,-28.66981,-40.09309,-25.6111,-30.60717,-25.333584,-24.606422,-35.66439,-32.388542,-34.497623,-31.437244,-32.200333,-26.221191,-35.722324,-35.480827,-26.953638,-27.751064,-25.182001,-26.500559,-26.171444,-25.294456,-30.499302,-35.09365,-35.118362,-39.762344,-29.02937,-34.518665,-35.003063,-33.96292,-33.365463,-36.255062,-41.600937,-35.418304,-28.437424,-22.11788,-26.857914,-41.49926,-34.958168,-25.446545,-26.485226,-35.588936,-23.570173,-30.48185,-27.767296,-36.559036,-30.20874,-41.08605,-32.012596,-32.86877,-49.200466,-28.82789,-26.968348,-28.519806,-28.375866,-31.743666,-29.263285,-32.115314,-27.04451,-33.112305,-26.968937,-34.197437,-28.502504,-30.391262,-42.90508,-36.681755,-30.605572,-26.29972,-25.83266,-38.79866,-30.934528,-24.698095,-24.111265,-29.813934,-25.305813,-27.514845,-34.091534,-42.498516,-27.71382,-27.411919,-29.790913,-30.024446,-30.335651,-26.389877,-24.730787,-28.671932,-47.038616,-27.563492,-31.073992,-33.47151,-40.616688,-32.094677,-27.500355,-28.466818
-18.294626,-24.692589,-80.0,-80.0,-80.0,-80.0,-80.0,-25.610455,-18.774134,-20.487726,-23.65099,-31.179335,-21.49296,-23.974796,-31.5136,-38.696384,-28.49534,-32.199463,-25.866703,-25.159807,-27.891281,-37.1007,-29.168163,-28.065166,-31.23193,-37.31838,-34.84303,-38.219364,-45.43275,-40.47349,-28.875015,-23.362484,-26.708256,-27.527264,-28.60631,-33.38047,-38.110596,-38.27549,-43.049263,-39.60479,-35.18306,-26.95721,-26.128704,-23.802681,-24.387114,-27.040148,-30.392513,-30.20895,-31.165295,-22.887878,-24.86036,-24.682915,-25.270906,-26.715023,-27.819122,-30.271969,-31.882912,-38.608147,-29.135143,-24.573812,-23.895456,-28.744303,-39.44978,-37.613293,-22.806444,-19.918543,-26.28778,-34.338585,-38.81092,-26.967157,-30.36865,-38.018986,-39.12737,-35.97401,-31.268215,-30.89663,-28.921627,-35.02129,-29.827394,-29.944157,-29.935024,-30.23175,-32.375725,-23.883686,-22.272821,-32.055954,-31.020237,-28.200596,-32.268898,-24.65693,-22.18038,-20.466866,-22.508749,-24.270506,-25.491528,-29.237825,-26.436747,-23.949266,-23.612404,-22.392965,-35.936573,-24.52936,-22.605358,-27.899254,-30.21075,-29.510582,-25.66663,-23.164154,-23.148375,-27.694672,-27.679623,-36.4905,-28.870686,-27.530106,-27.169369,-23.066248,-25.690077,-27.318516,-23.915054,-28.608562,-24.477959,-21.705194,-29.623562,-23.352081,-24.230694,-25.24466,-20.530731,-23.95908,-27.288857,-29.54245,-28.857584,-27.298204,-20.651423,-27.660114,-33.584663,-25.141212,-29.145992,-30.238361,-28.060884,-24.367393,-24.55217,-33.193375
-21.368177,-27.327341,-80.0,-80.0,-80.0,-80.0,-80.0,-28.205727,-22.899744,-32.152836,-20.217733,-19.885254,-30.322662,-26.652126,-28.205347,-34.2098,-30.69855,-29.816896,-28.441868,-33.392258,-35.332638,-32.757767,-29.129704,-32.04831,-28.865213,-27.260601,-29.176659,-30.952492,-31.033075,-33.05291,-29.342196,-25.697277,-25.85424,-32.386772,-34.50924,-33.590286,-49.831337,-41.41937,-46.046803,-42.081596,-38.25611,-29.102814,-37.619137,-25.53741,-23.718315,-26.868217,-27.477654,-24.710136,-27.230728,-29.49991,-31.956072,-28.1543,-28.352917,-31.851402,-35.475025,-42.301334,-35.76343,-34.21396,-25.635788,-20.58778,-22.864418,-40.354317,-32.510273,-33.6011,-24.777073,-22.9383,-29.01585,-46.26297,-37.546844,-29.63464,-29.093788,-34.072327,-34.74015,-34.772316,-30.207077,-31.561522,-27.153418,-28.000391,-30.13389,-25.147776,-29.036642,-33.81903,-30.630882,-27.547604,-26.037422,-28.007137,-29.253147,-25.588337,-26.848724,-34.574963,-28.32012,-26.042452,-28.451298,-29.890354,-29.030235,-31.026089,-35.347107,-28.373764,-22.047659,-22.101809,-28.017727,-27.199726,-29.255524,-26.872032,-30.276684,-31.06326,-26.41887,-33.955093,-23.86933,-25.515976,-32.019447,-34.141445,-32.851753,-28.684393,-38.353806,-27.44957,-26.362335,-26.70499,-24.625546,-30.268717,-30.647062,-28.10599,-21.505342,-18.689995,-17.552437,-18.590742,-21.10624,-22.264221,-23.1052,-30.374763,-28.987598,-24.930466,-22.103245,-28.1522,-38.03423,-22.955137,-20.20992,-21.45979,-25.190983,-29.636158,-28.046303,-28.94057
-21.890871,-27.825424,-80.0,-80.0,-80.0,-80.0,-80.0,-28.466148,-23.936497,-27.589104,-19.126749,-19.424456,-25.087517,-26.041096,-29.929668,-30.775036,-28.74077,-27.551678,-29.435982,-35.84947,-36.658493,-31.845343,-29.59184,-33.681103,-28.864222,-26.580412,-29.83711,-29.991825,-29.160059,-27.16,-27.429916,-28.085606,-27.310959,-32.94469,-35.194443,-34.2576,-47.067776,-42.30276,-46.637238,-43.82097,-35.010178,-28.2627,-32.56542,-26.790535,-25.168335,-28.946198,-24.680164,-21.70739,-23.80837,-29.660952,-30.466154,-28.227165,-26.870758,-30.079115,-35.423763,-38.09583,-33.017624,-32.762276,-26.586832,-20.425858,-22.830648,-32.38096,-32.112183,-33.591682,-26.657366,-24.633902,-30.190369,-33.968513,-32.737865,-31.364063,-30.733023,-33.653244,-36.018913,-31.212643,-27.374247,-29.0061,-26.60064,-28.405989,-31.692596,-24.465824,-25.827469,-29.643257,-30.439327,-29.21255,-28.302979,-26.01403,-27.000174,-25.66397,-24.950024,-28.21349,-30.09308,-28.09805,-30.859442,-32.177002,-31.417599,-30.762571,-35.424736,-30.736435,-23.380684,-22.422857,-29.50749,-27.531612,-31.256464,-28.522346,-28.643858,-26.491343,-25.351393,-33.921024,-25.13456,-25.681574,-32.625793,-31.58421,-34.702755,-29.48811,-32.34011,-29.793251,-25.170668,-24.784512,-26.24936,-30.325571,-30.760376,-26.910679,-22.280666,-18.542002,-18.403812,-19.472008,-21.89048,-22.76384,-22.893517,-31.238277,-27.980793,-24.77496,-23.835442,-25.16684,-30.428432,-22.053677,-20.254257,-21.521444,-24.5097,-30.655327,-29.77442,-27.839272
