-14.8235,0.0,-17.045502,-16.711079,-17.708462,-17.143118,-16.660963
-22.705574,-1.7032261,-25.262037,-30.25999,-29.267096,-34.531376,-36.19911
-27.016508,-5.0281296,-28.264294,-36.236256,-27.887459,-35.939747,-36.42193
-29.782524,-11.295544,-37.509193,-33.402485,-29.536688,-40.58257,-31.015182
-29.368124,-23.351805,-34.49621,-27.00849,-36.903294,-34.93687,-34.10132
-31.790798,-17.743856,-33.03186,-29.02194,-34.58511,-34.055027,-33.25754
-32.587315,-13.345602,-31.043036,-39.086132,-27.059258,-33.213074,-32.580452
-33.75619,-15.692083,-32.005913,-36.830124,-29.86488,-31.676384,-31.881983
-30.526438,-18.860544,-31.440027,-37.705894,-29.101816,-29.602503,-29.7021
-35.471397,-23.213684,-33.31713,-34.412216,-26.178802,-28.89747,-34.20497
-31.783808,-21.915035,-38.328575,-33.966064,-26.021908,-35.199116,-32.361485
-31.00792,-19.750967,-38.569466,-29.330013,-29.995499,-36.7045,-30.422924
-33.132843,-20.448112,-36.714516,-31.729647,-31.033947,-33.338676,-28.032034
-29.153397,-21.238903,-36.602665,-30.357893,-31.900991,-36.70333,-29.208769
-28.666504,-25.121008,-36.752197,-30.488867,-30.946018,-38.988876,-26.730131
-28.366907,-27.335087,-32.681683,-32.518097,-36.55612,-29.821102,-26.63065
-28.204027,-22.802849,-32.321163,-30.323292,-37.46385,-26.18481,-34.398346
-30.343885,-24.97995,-34.467304,-33.845764,-30.674719,-30.242035,-35.83185
-33.920895,-24.681324,-43.580605,-33.42788,-34.65394,-30.953331,-33.937943
-38.829994,-23.708984,-34.175484,-27.268648,-32.888885,-34.837364,-29.720901
-34.873825,-29.421741,-26.477236,-29.726753,-33.468426,-40.041626,-34.052067
-35.43054,-32.36936,-26.511354,-30.00784,-36.231075,-30.894625,-30.90108
-41.395905,-25.87897,-35.87064,-33.10006,-30.10315,-31.968163,-29.455194
-42.80068,-20.797565,-36.069153,-32.184986,-29.506727,-34.743565,-30.56206
-33.570854,-25.263752,-33.35511,-35.724068,-32.195232,-34.261208,-30.101421
-30.308905,-33.012203,-29.394669,-37.071312,-36.84298,-32.271847,-32.902954
-31.058092,-29.911665,-28.956291,-29.960798,-31.742968,-30.254086,-37.168625
-38.195263,-26.950607,-36.111317,-25.8796,-32.01425,-32.025303,-34.30426
-37.187317,-25.32135,-33.808113,-24.44774,-28.74738,-27.996365,-32.003407
-34.42704,-29.0007,-37.210224,-25.641827,-34.48183,-33.720554,-29.594976
-34.839386,-35.91379,-36.788662,-27.446299,-27.925646,-34.766205,-31.245882
-36.381927,-31.671597,-31.609299,-33.54229,-26.988886,-32.8195,-39.846153
-33.954803,-27.474907,-32.980133,-32.330757,-33.107437,-34.8984,-32.48615
-34.934734,-28.408215,-39.01335,-30.263933,-36.415394,-30.127897,-34.1092
-35.35823,-31.567738,-36.193752,-28.441124,-35.246918,-31.065454,-31.637276
-32.44236,-31.137915,-35.044083,-33.112137,-36.160164,-29.62291,-31.357248
-31.390242,-31.814587,-35.802868,-35.28333,-36.23796,-32.73682,-35.615326
-28.808819,-30.72099,-32.51887,-32.858337,-33.36839,-33.14771,-29.324581
-28.256569,-29.653011,-32.308758,-30.36684,-30.16346,-28.719273,-25.819305
-28.427736,-31.106836,-35.308167,-32.97343,-33.323055,-30.685503,-29.233877
-33.157276,-31.271034,-35.894848,-30.235779,-35.62476,-32.0157,-31.669931
-34.914173,-34.015846,-31.576424,-29.111168,-36.22037,-37.9586,-30.992075
-37.170547,-30.800629,-37.557785,-29.998491,-33.529804,-31.657457,-30.878332
-37.3401,-30.46232,-32.699398,-28.500786,-31.904314,-27.893078,-30.807291
-38.692295,-28.995865,-33.53123,-33.52766,-30.612955,-29.567913,-32.98672
-43.884415,-33.26236,-28.601978,-33.115032,-27.026987,-27.185638,-34.090034
-40.52491,-35.296967,-31.298676,-31.290703,-30.715681,-26.780024,-38.052277
-40.1455,-29.918823,-39.26185,-35.464664,-34.797283,-27.364153,-37.928806
-37.489548,-30.528625,-34.90389,-34.584183,-28.486082,-27.439014,-28.135925
-36.501648,-42.48421,-32.882202,-33.507374,-31.181524,-27.890646,-28.050882
-38.30331,-33.571716,-36.25574,-35.173965,-28.867243,-36.660023,-34.529827
-41.53709,-32.277966,-41.471336,-32.470676,-28.430256,-38.591373,-41.414387
-42.11432,-34.86313,-39.761356,-31.18537,-30.221483,-35.283142,-38.51554
-42.902588,-32.13213,-34.367775,-33.082977,-31.126274,-33.060547,-32.70273
-42.423744,-31.205217,-30.914497,-31.026491,-32.720757,-35.001183,-31.595396
-39.82658,-33.69709,-24.896147,-26.572067,-35.910408,-38.58674,-30.516523
-30.90541,-33.780598,-27.20116,-29.916582,-32.49714,-31.382402,-34.449738
-28.689672,-29.137436,-33.648266,-36.895084,-29.266464,-25.441288,-30.346403
-34.889328,-32.138214,-35.5467,-35.445793,-38.609734,-29.26147,-33.214962
-45.30591,-37.18096,-33.382195,-29.654747,-28.803076,-27.380198,-30.326288
-43.01941,-32.344337,-36.308086,-28.778893,-28.422491,-34.169777,-32.509983
-36.694,-33.833138,-34.304817,-33.189972,-32.282795,-31.569721,-31.055473
-36.55285,-36.858677,-30.656551,-30.186169,-33.12686,-31.607855,-38.163387
-32.6619,-34.399426,-35.019703,-30.909678,-31.57238,-30.688908,-37.964867
-30.654577,-40.177803,-33.53543,-25.650753,-34.19095,-35.075882,-31.919558
-29.894678,-31.703735,-36.472466,-27.222656,-34.714924,-34.469658,-31.935108
-32.553806,-30.027946,-36.295067,-34.552113,-29.943726,-33.66344,-35.118805
-33.81124,-35.76336,-31.224314,-32.705654,-30.01404,-29.624018,-33.517242
-32.892193,-35.845955,-31.8308,-32.721367,-31.72015,-30.584503,-31.850075
-35.53008,-37.02085,-32.05256,-26.267605,-29.437859,-37.540493,-42.076534
-38.77711,-35.31535,-34.322887,-29.348747,-28.671133,-38.428993,-37.28491
-34.914036,-32.679546,-30.83026,-33.658333,-29.197397,-33.381126,-36.48524
-38.10072,-32.25339,-32.859734,-34.618904,-33.386894,-38.40854,-31.209019
-37.923225,-30.28308,-31.719687,-32.179535,-34.085945,-34.027554,-36.621952
-32.61142,-33.361343,-31.15202,-35.02119,-27.889412,-37.06968,-30.313911
-27.689705,-32.93624,-31.175188,-32.729813,-28.84934,-37.24404,-28.243341
-28.788012,-35.52788,-30.711714,-29.651493,-32.173542,-31.865639,-28.990894
-30.818089,-30.176346,-34.10088,-29.66838,-36.05874,-27.132015,-37.956215
-32.923447,-32.622345,-40.585613,-28.48397,-36.493332,-30.214848,-38.029274
-38.531902,-34.09071,-32.644455,-29.05669,-25.851501,-34.251736,-32.304054
-34.65798,-35.096336,-31.000248,-26.892984,-26.334929,-30.841295,-35.978237
-33.583546,-30.024559,-36.912163,-29.53926,-29.58685,-32.323265,-33.528828
-40.173782,-32.882442,-35.99859,-33.08407,-30.902367,-30.098772,-35.468018
-41.85494,-37.917076,-29.54908,-35.738613,-31.946999,-29.221842,-32.321262
-35.356174,-31.791178,-25.77837,-33.52939,-33.535152,-31.651167,-28.600937
-36.171654,-31.341465,-27.69659,-32.82445,-35.28695,-33.582016,-35.344627
-37.92658,-38.893463,-31.59117,-28.316605,-36.671974,-35.237644,-33.83342
-34.540443,-32.035664,-33.230022,-28.910643,-35.568405,-29.142183,-35.4538
-40.67576,-32.250694,-37.232395,-31.514774,-33.99243,-28.77101,-37.712738
-36.283875,-34.488842,-28.7373,-31.92623,-36.90779,-29.264738,-34.279152
-32.68804,-37.527054,-30.170063,-40.20374,-38.11047,-35.63604,-32.18305
-32.889988,-33.857376,-27.607609,-37.264187,-37.13069,-28.012045,-34.75634
-36.49928,-32.115017,-28.54247,-34.150257,-33.249935,-32.64846,-35.16408
-40.122658,-34.40916,-27.578712,-37.930393,-34.5369,-34.116062,-33.9786
-39.511543,-31.671005,-30.475742,-37.098595,-28.924236,-32.315655,-31.854918
-36.588978,-34.845936,-31.5691,-31.226345,-34.505398,-29.663643,-28.419685
-38.168682,-32.671833,-35.761868,-32.769066,-40.06669,-35.592056,-31.383417
-35.032955,-30.924788,-29.263912,-31.841331,-31.514593,-35.448853,-34.270954
-32.366882,-33.591034,-27.671194,-31.158726,-29.355253,-35.85276,-34.958694
-35.89736,-30.812466,-31.131819,-34.020355,-32.654617,-31.70829,-37.987095
-44.78049,-31.249184,-28.069828,-31.347567,-36.578796,-27.891136,-39.52665
-39.76816,-26.533466,-30.54526,-30.719662,-32.083683,-35.08086,-37.077248
-33.485188,-28.553482,-30.769396,-26.749557,-33.2507,-35.121796,-36.65794
-33.73195,-31.589117,-34.255455,-32.949123,-30.655935,-30.71852,-35.334827
-35.95611,-35.366207,-33.602486,-37.490795,-25.079523,-26.85176,-32.346382
-34.176926,-41.99362,-28.179552,-31.6933,-28.299673,-34.141994,-35.623753
-36.244396,-34.280437,-27.682774,-30.076178,-32.485123,-31.501966,-37.607296
-35.068626,-35.500584,-25.959496,-28.486412,-32.10157,-33.6392,-41.768364
-36.389908,-38.67702,-28.213928,-30.167988,-34.36201,-37.87563,-40.47809
-37.040344,-39.60969,-31.279533,-34.293507,-33.8135,-31.322052,-36.01867
-39.929207,-36.726227,-29.757957,-32.38132,-31.594086,-26.229675,-29.063208
-37.271805,-42.068295,-33.05007,-25.724054,-34.739445,-30.258047,-27.582287
-34.8912,-35.312763,-32.321793,-32.27166,-32.2053,-27.981564,-28.15112
-38.108315,-36.217102,-32.08028,-40.806976,-34.399105,-28.180344,-32.83133
-36.6688,-33.248528,-35.204338,-37.331223,-32.635155,-36.434322,-29.920574
-36.306362,-36.48943,-35.236794,-32.060482,-32.084457,-28.798952,-36.75391
-36.607742,-33.03241,-34.444427,-30.399086,-32.786625,-31.109802,-32.909454
-32.79207,-32.536606,-30.166653,-27.397482,-32.915768,-36.34204,-28.430166
-28.242989,-34.735596,-34.89678,-30.213505,-35.411938,-37.918827,-29.340797
-31.005375,-33.79195,-39.15714,-31.251722,-30.975464,-33.26749,-27.746326
-34.718414,-34.438385,-36.428894,-35.66523,-33.897324,-35.161983,-26.098896
-34.432323,-37.053284,-37.03559,-29.704708,-34.25457,-31.634295,-33.38949
-36.471622,-44.614952,-37.80671,-31.418491,-30.528282,-28.878912,-34.124763
-41.466454,-34.77926,-34.787086,-29.53755,-25.316948,-31.136166,-31.942528
-31.52143,-39.10048,-31.970053,-27.547447,-27.18997,-37.97066,-34.45645
-30.065619,-35.505543,-32.845303,-30.047306,-34.704086,-38.786175,-34.138794
-33.926384,-33.645805,-40.087746,-29.582088,-33.506355,-36.522617,-31.958368
-37.98077,-35.556545,-32.34673,-33.82322,-28.763382,-33.24661,-30.013355
-30.8634,-36.231747,-33.507305,-34.7736,-31.138943,-35.005188,-29.351135
-32.901115,-36.106087,-37.98521,-32.31133,-35.73053,-33.941574,-32.45871
-37.41944,-34.28928,-33.697586,-31.580484,-35.83451,-31.372969,-35.005596
-35.6688,-34.160027,-30.84398,-31.58856,-30.590204,-29.643078,-30.757408
-31.23538,-37.08548,-31.288025,-32.899162,-31.0856,-29.909964,-34.785362
-34.076748,-40.057217,-29.917501,-34.61909,-33.222313,-27.603586,-29.766026
-29.197838,-38.45703,-28.862211,-34.765617,-27.385939,-27.457733,-31.859512
-25.579937,-34.4929,-33.174744,-36.150536,-31.867928,-31.857916,-33.99776
-28.855875,-36.940044,-29.342304,-30.309156,-32.334076,-36.988316,-29.298994
-31.6384,-36.606937,-29.00138,-29.599009,-33.362064,-37.477665,-29.685179
-35.500854,-33.01516,-30.398638,-31.340288,-32.80884,-35.58038,-27.701471
-31.12394,-27.622814,-30.126461,-26.820068,-33.1443,-36.311127,-31.328926
-31.570578,-31.337196,-33.0694,-32.28202,-30.568764,-36.87461,-28.720839
-37.026886,-33.78767,-31.793823,-29.012154,-36.014618,-33.119972,-35.524727
-35.024075,-37.01322,-31.88353,-28.298431,-34.222095,-32.85056,-33.78707
-35.030914,-34.798943,-33.816513,-35.604687,-29.892673,-33.523018,-31.857214
-41.52831,-38.587288,-30.783699,-30.924206,-33.118305,-31.914164,-30.754238
-37.26315,-33.231754,-28.396103,-30.336794,-31.360857,-28.173252,-36.951942
-34.31895,-31.830345,-27.558403,-30.762365,-31.225243,-30.775656,-32.540955
-31.841331,-34.012936,-31.608517,-28.349403,-33.445942,-31.88047,-31.331654
-32.7739,-35.826347,-30.429613,-27.240135,-32.566334,-27.323818,-28.70779
-35.2466,-34.016117,-28.021637,-30.320345,-34.105152,-30.112503,-26.305304
-35.165096,-31.645317,-34.82807,-31.580137,-32.55224,-29.780157,-29.789902
-40.285515,-36.417526,-38.113747,-31.415928,-38.420235,-33.169163,-32.668518
-35.590527,-36.12024,-27.40046,-28.934746,-35.58786,-29.440044,-33.88013
-35.573936,-33.9161,-28.086815,-31.021568,-37.684864,-26.391079,-33.192474
-32.248642,-35.610367,-26.98365,-32.556076,-32.240944,-32.531925,-29.506866
-30.381594,-36.81816,-35.257732,-27.38579,-28.732315,-33.92623,-29.254637
-37.541607,-40.0307,-32.791096,-30.968485,-29.883713,-29.430992,-31.199821
-29.788544,-36.93916,-33.884735,-35.250175,-30.688356,-25.860062,-29.652071
-27.094395,-36.92719,-33.581917,-29.854488,-32.774883,-29.12882,-29.910145
-33.432228,-35.51084,-30.748844,-29.495003,-33.708897,-32.743195,-34.65986
-31.079031,-35.40313,-33.27872,-32.26003,-32.623383,-31.447958,-28.138412
-33.441994,-34.342144,-31.009745,-31.418951,-33.52305,-32.92106,-30.43065
-34.199203,-28.32194,-31.887356,-33.068825,-32.01446,-33.3755,-30.355886
-31.840372,-26.472591,-30.946085,-28.628014,-30.780725,-30.773842,-29.903885
