-33.59275,-27.95705,-24.45055,-28.303589,-27.703316,-20.679543,-22.537376,-23.23898,-18.1676,-18.939283,-25.223202,-33.82915,-22.979769,-21.098633,-19.662128,-23.28243,-19.1193,-20.281773,-29.200119,-21.234882,-24.770123,-19.607746,-26.811815,-22.615213,-29.667984,-27.897627,-28.729454,-23.022667,-24.315086,-22.472893,-28.841194,-27.380966,-25.04282,-22.386538,-23.436031,-26.077517,-28.519241,-26.413506,-28.050966,-25.283169,-32.31894,-28.047716,-24.546175,-24.069489,-22.838587,-25.834599,-23.223057,-25.899097,-24.493753,-21.96359,-26.126472,-25.502542,-23.616486,-35.787476,-26.850096,-25.692562,-24.247055,-22.34549,-21.362503,-19.323074,-27.299728,-26.582176,-21.071918,-28.051453,-21.710508,-26.58304,-26.668571,-28.426554,-23.221378,-23.215847,-19.07676,-21.544712,-20.736326,-26.488983,-18.029179,-20.538855,-21.635246,-24.347157,-21.7748,-24.341719,-22.847855,-24.268536,-26.427637,-27.436684,-21.260328,-25.11203,-18.517038,-21.055775,-20.68981,-22.186405,-22.347326,-21.618343,-13.73291,-15.354584,-14.041979,-12.718845,-14.917109,-13.331871,-13.968534,-15.302273,-18.030178,-14.349546,-15.809242,-15.17045,-18.674484,-16.71018,-19.125553,-9.326811,-5.77927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-30.844753,-24.380646,-22.724949,-25.212046,-23.294212,-18.732147,-25.380806,-22.405426,-19.918036,-18.102383,-23.408062,-34.348576,-23.936932,-20.289595,-20.455019,-27.129152,-26.07655,-18.473366,-22.328571,-26.141129,-27.431684,-23.336828,-34.562355,-23.548141,-21.551727,-23.600742,-30.565914,-25.128193,-28.783125,-32.553642,-27.851402,-20.520538,-22.805523,-20.374975,-23.89866,-25.989162,-28.414965,-23.167664,-21.768116,-27.67054,-32.320343,-25.522882,-27.10638,-24.644447,-23.870874,-36.74933,-24.486023,-28.498098,-25.38911,-25.000748,-23.961048,-26.433697,-25.081882,-22.631756,-29.207378,-28.05273,-26.334084,-31.606718,-25.743404,-28.045416,-25.589241,-28.257812,-26.847095,-23.880562,-24.9414,-26.696747,-26.822084,-28.323877,-28.332775,-26.033482,-20.590748,-29.223766,-18.98132,-24.822445,-21.115532,-26.710934,-30.130407,-27.199211,-28.027899,-24.055025,-30.133142,-27.933372,-26.552528,-31.662004,-20.868126,-24.200401,-18.921482,-27.529045,-20.1931,-27.663786,-19.544294,-28.960289,-23.762959,-20.83508,-30.10659,-25.876085,-24.455706,-30.067644,-22.903637,-21.195889,-23.508171,-23.199371,-23.665337,-26.340824,-24.45996,-32.232204,-21.74841,-18.940838,-17.469345,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-30.033112,-25.908142,-16.685907,-20.47269,-18.252218,-22.385387,-17.547626,-20.76898,-22.799221,-26.44729,-22.2613,-30.940815,-24.749207,-22.047981,-17.356283,-26.47908,-22.659866,-24.203407,-19.689224,-30.444168,-21.881586,-26.405846,-24.879997,-24.28202,-25.902416,-22.39994,-30.801115,-27.144974,-26.66483,-31.023254,-24.137667,-25.779074,-19.137266,-19.991026,-27.880424,-22.413483,-29.432444,-24.718348,-21.43557,-28.721495,-29.003967,-28.059727,-25.69959,-30.66832,-32.862614,-30.655403,-24.825897,-28.748135,-33.54741,-29.254847,-24.424368,-30.542643,-25.443516,-18.569105,-34.050888,-27.979652,-19.787725,-29.341312,-23.04002,-28.55968,-23.345938,-28.34892,-26.738724,-20.54779,-34.83292,-21.808325,-28.289616,-27.5267,-31.374783,-28.328125,-18.626778,-29.530449,-21.631165,-24.138397,-20.092922,-29.996567,-25.151062,-25.317574,-24.669485,-27.698298,-28.108122,-29.230288,-30.336462,-26.354898,-22.394157,-22.587059,-29.655624,-28.647999,-25.471817,-32.93692,-21.488968,-29.440392,-29.803822,-22.537481,-29.062805,-18.25525,-30.073278,-28.10337,-24.43723,-22.305851,-20.825796,-23.789993,-26.504356,-22.630383,-17.212978,-30.951908,-19.765818,-16.487768,-22.773823,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-21.23855,-28.276848,-18.85949,-19.927353,-18.127838,-22.553024,-17.531923,-24.583527,-23.381413,-23.063263,-29.696014,-24.64129,-21.923796,-21.071358,-23.067299,-26.360237,-20.917458,-22.650927,-26.227264,-28.350822,-21.229551,-25.812822,-26.426699,-31.401234,-29.115026,-20.364555,-23.121948,-21.776451,-24.33574,-22.131512,-26.137827,-26.832806,-18.047115,-29.871502,-27.861835,-27.952911,-28.055984,-28.525751,-25.141531,-24.262028,-23.560898,-25.905449,-21.695133,-29.820107,-32.85782,-26.434658,-27.125732,-26.700916,-35.17109,-25.631172,-27.322361,-26.732174,-23.606125,-24.337933,-35.368935,-26.77063,-21.902575,-28.57361,-18.76183,-27.409658,-21.932552,-25.066536,-29.912283,-23.999601,-31.356544,-23.288078,-27.300423,-21.413307,-28.15053,-29.238335,-19.9729,-25.113295,-21.81477,-28.95794,-22.751465,-25.707176,-26.40346,-21.178871,-24.709295,-25.964489,-28.57342,-21.726097,-29.557102,-27.194918,-19.967442,-20.198362,-25.718687,-31.717508,-23.926678,-25.414984,-23.844086,-24.899986,-24.965027,-16.452576,-22.303537,-18.22268,-22.948818,-25.550638,-19.169294,-21.065004,-24.461586,-22.070793,-22.641655,-22.533798,-20.396046,-27.438322,-24.567135,-16.133072,-25.08375,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-18.523708,-25.232426,-21.497591,-19.65393,-19.10423,-18.554342,-18.659033,-24.054787,-24.522182,-22.556404,-19.248674,-15.510981,-22.488266,-19.20092,-22.05412,-23.569393,-24.973984,-24.859539,-27.245983,-23.46866,-23.964918,-24.800499,-29.248163,-23.78955,-24.624617,-16.817492,-23.27911,-23.941013,-24.59713,-22.967949,-28.773361,-25.249664,-24.371223,-29.238678,-28.404139,-23.213966,-26.054384,-28.248718,-27.512875,-28.233656,-24.887188,-27.307348,-21.496891,-25.534973,-38.22798,-23.468103,-24.816038,-22.195368,-24.817478,-24.120483,-34.835377,-25.014248,-24.973461,-25.032139,-26.620012,-23.346447,-30.280088,-27.373154,-17.08543,-24.18097,-28.19004,-23.462952,-28.241837,-19.389957,-22.851007,-25.455952,-26.314629,-23.016739,-30.722605,-25.202843,-27.52576,-22.746563,-23.628258,-21.33966,-25.059883,-23.835941,-26.702055,-20.806099,-22.372486,-24.329327,-26.060291,-22.238834,-31.12726,-22.833866,-23.867077,-16.562336,-17.552011,-20.14801,-22.020254,-22.554157,-21.679901,-31.023108,-25.372458,-16.717207,-23.153862,-22.827358,-23.575195,-27.367584,-19.128399,-23.531498,-19.74798,-25.055983,-21.261599,-18.909927,-24.75917,-26.008013,-23.535389,-20.266293,-26.628218,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-16.761047,-18.356268,-18.379246,-16.851307,-15.138046,-18.223145,-15.054235,-21.502415,-18.168625,-22.957674,-13.933353,-8.754135,-9.0397835,-11.838114,-15.672859,-14.042431,-15.738367,-17.370667,-18.270426,-15.572628,-18.999,-20.882885,-22.871231,-22.027441,-24.045004,-21.48741,-18.547985,-17.618353,-27.14832,-21.77606,-25.065948,-22.065172,-21.79415,-30.136917,-30.35165,-21.149769,-25.294521,-27.96519,-24.440222,-30.232037,-34.31015,-25.268688,-27.046005,-29.035137,-25.53477,-27.77641,-25.52707,-21.385122,-22.85815,-22.923521,-29.691391,-23.515125,-22.961044,-28.500017,-21.803482,-22.852316,-25.680382,-28.68638,-19.709826,-26.029655,-29.691923,-19.481524,-21.621323,-16.589815,-19.390528,-23.923313,-26.709553,-23.543303,-36.848827,-23.138634,-22.685802,-17.324268,-24.266418,-21.302261,-20.0288,-21.467937,-23.338299,-21.60592,-20.84301,-25.563416,-22.971258,-19.162182,-23.793438,-20.610355,-20.904522,-12.773867,-15.988659,-17.848043,-20.908108,-17.738234,-18.547434,-35.885674,-31.397747,-21.402065,-27.603348,-29.193153,-23.056877,-34.062584,-20.230923,-25.00394,-24.65271,-21.46517,-23.657825,-18.610167,-20.331099,-21.919455,-21.65684,-21.349993,-28.241062,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-10.678167,-4.4205856,-8.604443,-7.7192383,-7.3355846,-10.3394165,-10.982733,-9.735069,-14.839373,-14.253601,-6.776066,-2.5108986,-4.152746,-8.318865,-8.333359,-7.083145,-10.916229,-9.825113,-10.862791,-7.045477,-10.549355,-7.9863377,-14.540157,-18.81541,-15.50671,-16.546377,-12.049273,-10.945112,-17.114841,-16.958609,-19.04039,-14.197454,-10.4183655,-21.679085,-22.835022,-17.799229,-18.618294,-27.35722,-19.722029,-23.35123,-27.314377,-23.481598,-26.126545,-25.5731,-21.02281,-24.714111,-25.011822,-21.321735,-30.344358,-23.301468,-30.895117,-28.854694,-22.487034,-19.221735,-19.06237,-19.262062,-23.314274,-30.435867,-21.279968,-24.49727,-25.733725,-21.528465,-21.200264,-19.37489,-20.929636,-20.9239,-27.846252,-25.351006,-24.924633,-13.407011,-14.903751,-13.307302,-22.215385,-28.473549,-18.234938,-15.79229,-23.653751,-26.490255,-24.23935,-22.823547,-21.500034,-16.706413,-27.655258,-19.868773,-19.767076,-15.15851,-20.980433,-14.606377,-14.620449,-13.106125,-15.487743,-21.486677,-21.679941,-27.09758,-22.616474,-32.307964,-22.927433,-26.957283,-22.837582,-28.025196,-25.769085,-23.487225,-21.960794,-27.733757,-26.481598,-25.505047,-17.240839,-23.802824,-30.443205,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-8.83807,-3.232502,-4.7001686,-6.6721706,-4.7344246,-4.8645706,-5.2734013,-6.6802883,-12.50736,-6.096901,-6.3401203,-7.3687057,-9.690582,-5.734768,-7.174984,-9.418047,-6.452011,-6.2701244,-7.310198,-5.1188183,-13.375675,-7.4978867,-12.254013,-25.475487,-9.021992,-10.972042,-11.0323715,-12.068226,-14.448061,-16.465584,-17.046158,-11.87376,-8.865271,-17.660921,-25.669624,-18.013039,-18.82922,-24.343218,-24.083054,-20.885715,-24.173786,-24.442162,-20.433393,-25.95829,-22.551449,-30.620361,-21.083344,-23.56332,-38.01629,-26.02705,-30.174038,-26.590324,-19.904455,-15.830032,-21.6161,-19.984518,-23.903606,-24.564205,-22.457209,-24.27464,-27.501867,-20.86214,-27.327,-21.670366,-28.798439,-25.984077,-32.420868,-21.04532,-23.64566,-12.123333,-20.701044,-19.814589,-20.6917,-22.495829,-22.10227,-15.972141,-21.192257,-26.047506,-19.96788,-23.435017,-22.332886,-12.981253,-27.52797,-17.142653,-19.091675,-13.309336,-21.864592,-21.399712,-7.3621826,-13.7742405,-18.66521,-17.374662,-15.47949,-24.258785,-26.592577,-27.041668,-24.411623,-25.362165,-30.962954,-28.377388,-23.563768,-23.674023,-17.953959,-30.73059,-24.298046,-25.929577,-20.397442,-28.362814,-31.634495,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-10.251045,-12.925568,-11.570599,-11.964775,-10.972536,-7.5852394,-9.201824,-11.034975,-9.590094,-7.1484756,-14.733915,-13.848347,-18.411392,-10.722851,-14.634811,-15.643482,-9.566139,-11.715256,-11.345558,-10.320921,-23.127659,-17.134071,-19.620575,-26.309345,-12.38059,-11.466679,-14.445145,-22.877844,-18.148111,-15.899639,-21.408117,-18.578337,-15.690004,-21.21361,-27.195179,-20.297703,-22.87792,-24.402966,-20.37783,-19.30474,-25.982409,-27.216726,-24.011265,-25.482685,-26.078815,-31.307579,-21.302582,-29.451622,-26.370834,-22.278849,-27.439869,-25.485355,-22.052763,-20.072886,-25.235806,-19.722252,-24.751526,-27.822716,-23.838568,-25.919758,-24.739433,-24.185318,-20.586296,-32.037632,-22.58958,-31.34835,-31.308594,-19.353262,-23.443222,-17.420904,-29.28693,-23.037338,-17.333067,-22.250916,-26.847534,-20.054825,-23.06603,-20.427088,-23.211563,-20.900185,-29.908386,-17.224901,-21.135704,-21.473675,-19.097189,-15.463827,-22.974602,-17.586765,-9.616453,-14.589779,-23.048016,-21.291185,-16.810413,-25.741026,-25.382595,-22.181149,-25.060472,-20.386942,-31.905525,-22.100864,-28.70101,-22.45161,-23.062622,-23.2401,-23.32323,-29.630074,-22.72491,-23.234438,-32.271732,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-18.125685,-22.680035,-26.322916,-18.890379,-22.999298,-19.179861,-26.627993,-22.130146,-18.759796,-19.444077,-21.896864,-18.739086,-20.471714,-20.093779,-25.690077,-21.753563,-26.127254,-21.171738,-22.907444,-19.00646,-28.138739,-18.829533,-25.105324,-24.190067,-25.61927,-18.843296,-19.61803,-21.75579,-17.91975,-27.08583,-28.767025,-28.14369,-21.685205,-21.846363,-26.450361,-21.88526,-19.483866,-28.92511,-24.869225,-21.796307,-22.105938,-27.96595,-22.31248,-26.112312,-29.286264,-28.125868,-23.306038,-24.018734,-27.881964,-26.34793,-24.55825,-23.381868,-29.49261,-20.517668,-32.993626,-17.049244,-31.204752,-27.089417,-24.232376,-39.16484,-30.090721,-24.349268,-21.64166,-26.278131,-23.751606,-25.769093,-24.6735,-28.140911,-21.710476,-20.306293,-28.811996,-20.022285,-21.91464,-24.370571,-25.634123,-32.274525,-21.953873,-20.790724,-25.8642,-20.492159,-30.708897,-23.499851,-23.895948,-24.566326,-26.765402,-20.10048,-21.251354,-17.622055,-22.78401,-16.260565,-30.663479,-18.795864,-21.689325,-24.099884,-25.307377,-21.377792,-26.1757,-19.959969,-29.502117,-30.666079,-30.605509,-25.205366,-30.931059,-27.002121,-24.744568,-31.660505,-32.557766,-26.548687,-33.797813,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
