-27.700096,-26.741217,-21.987026,-17.892422,-18.541191,-15.224679,-18.234917,-19.11217,-14.874036,-15.963968,-13.9960785,-15.910118,-15.776015,-13.170361,-16.874939,-14.078312,-17.204136,-15.486702,-19.488792,-19.133265,-19.363388,-23.931301,-17.944998,-21.446886,-19.160042,-14.583791,-14.274843,-15.707208,-17.357323,-17.365047,-13.141748,-17.944212,-15.754786,-13.999996,-18.85822,-15.682312,-14.887661,-14.640595,-13.923033,-16.210497,-24.130224,-18.436504,-20.015926,-17.426695,-20.032742,-16.958387,-21.406067,-16.451134,-14.080703,-16.989868,-14.089667,-16.466194,-16.345057,-14.85872,-16.299297,-15.314396,-19.307945,-19.293636,-17.911047,-14.412738,-17.870478,-14.65992,-17.500349,-15.225073,-19.773365,-14.048703,-15.2506695,-24.369267,-17.351154,-20.680956,-18.739471,-14.926612,-16.201218,-11.405602,-14.211165,-12.488617,-12.226456,-12.838911,-11.139956,-11.83035,-15.43021,-11.351309,-12.348029,-18.342037,-21.175499,-23.171165,-25.439177,-23.769684,-19.749006,-22.551401,-20.738914,-23.666315,-17.09804,-16.977562,-13.798761,-16.793941,-19.527544,-19.690113,-18.652569,-18.96249,-20.26469,-16.08096,-19.871952,-15.704782,-16.953068,-15.7028885,-16.246159,-21.723341,-27.830038,-15.93051,-13.093824,-19.51933,-19.178894,-18.267057,-18.231234
-20.920666,-21.096062,-21.98795,-23.30376,-21.52921,-25.926695,-21.47835,-18.110708,-17.00339,-17.856213,-16.731104,-22.085903,-24.199373,-18.64355,-14.907997,-20.979307,-25.438953,-23.842926,-21.446728,-21.796957,-22.083675,-23.138708,-20.26706,-22.56894,-24.02812,-22.383049,-21.010788,-23.927353,-19.499207,-20.275303,-18.523561,-18.283459,-18.928612,-20.661495,-21.17721,-27.185955,-32.4884,-25.970396,-21.987192,-25.650866,-27.105078,-21.02631,-19.88666,-24.797688,-23.822124,-24.420393,-26.756508,-22.21055,-17.435871,-20.945248,-21.22776,-20.037376,-18.180141,-19.976316,-19.39103,-23.957981,-21.284966,-16.784534,-17.328941,-19.285843,-17.90038,-18.217972,-16.83676,-19.148378,-18.2963,-19.299965,-16.578331,-20.62947,-21.848606,-20.43782,-22.105228,-20.416729,-17.300907,-21.730442,-21.05457,-22.562265,-24.392988,-17.327211,-13.357685,-14.298698,-18.467194,-23.669785,-23.936031,-23.116611,-25.394348,-21.774982,-18.3566,-14.59688,-16.31136,-19.923002,-23.00309,-22.888084,-19.817097,-13.549793,-14.678049,-20.55052,-20.65675,-18.814867,-22.663815,-24.569597,-15.319551,-14.477976,-19.404224,-19.96526,-15.4994135,-18.109753,-23.356323,-23.069376,-25.599737,-18.89244,-17.06411,-22.836575,-23.391705,-24.542223,-19.556087
-17.792194,-19.857246,-22.27446,-20.274683,-21.374943,-26.9698,-27.032389,-21.73485,-20.728867,-26.108562,-18.575956,-20.939358,-24.102993,-17.790789,-16.541248,-24.704268,-21.756216,-21.452572,-24.31407,-25.213888,-24.563183,-20.588318,-16.198338,-16.31667,-19.738777,-22.614767,-19.272545,-21.064613,-17.630722,-21.725342,-18.852001,-18.016613,-21.156303,-22.819714,-28.265419,-23.361137,-22.928873,-20.15298,-15.745947,-17.233547,-20.396496,-23.984018,-22.85653,-21.224289,-24.690868,-27.42657,-23.473751,-20.53825,-16.715218,-19.693378,-22.254204,-16.620201,-15.517715,-15.952937,-15.807305,-24.829058,-25.077621,-20.203426,-20.157486,-18.237774,-24.922335,-18.24963,-15.450961,-21.327385,-20.023544,-19.611864,-27.659868,-22.761215,-24.433584,-20.317404,-21.318996,-22.918262,-24.170633,-22.695196,-28.863579,-25.122013,-24.498837,-20.538242,-16.795513,-23.485922,-24.412848,-25.599083,-21.955788,-17.403252,-19.255997,-20.657219,-13.87058,-13.138536,-22.57825,-21.506742,-20.795555,-25.252066,-19.843859,-17.031286,-22.472385,-27.438356,-22.011074,-19.482254,-21.422825,-22.071661,-18.301107,-16.010921,-18.09479,-15.331806,-18.372921,-25.233278,-25.290205,-24.914463,-21.064323,-24.001057,-23.398956,-24.701279,-20.26643,-17.840923,-18.898363
-17.14745,-16.866573,-21.977224,-19.798592,-22.260845,-26.165255,-25.139587,-24.477594,-21.85115,-19.235115,-14.099305,-15.277094,-18.154507,-19.781975,-20.583994,-23.643883,-25.607841,-20.930405,-21.66564,-22.190256,-23.62504,-25.71194,-19.147486,-17.489178,-21.247358,-16.420065,-16.272636,-16.27908,-15.141104,-24.42879,-19.568382,-18.354637,-19.59766,-21.567312,-27.244923,-20.573387,-20.403442,-23.215843,-16.597404,-17.406593,-19.89379,-20.665178,-25.849174,-23.118109,-26.389135,-28.325043,-22.887451,-24.153883,-20.386997,-24.748144,-21.789856,-22.52838,-19.50512,-16.676502,-17.288036,-21.856665,-22.379356,-19.837938,-17.153236,-22.100431,-25.783253,-17.033142,-14.106381,-19.57148,-23.494686,-23.73993,-22.508759,-19.835876,-22.655918,-23.299429,-26.294804,-19.169771,-17.857376,-21.699854,-28.212883,-28.434519,-22.991175,-19.83918,-19.546093,-18.886892,-24.907003,-22.015575,-17.084951,-19.519554,-17.973194,-20.966194,-17.027855,-16.554205,-22.06567,-27.076548,-23.80341,-22.440731,-24.37642,-23.613945,-25.531023,-20.52084,-18.776823,-19.43008,-16.633528,-18.304977,-26.237268,-19.699608,-18.994524,-15.130768,-20.961758,-21.294489,-19.353859,-24.242704,-19.72973,-23.144178,-28.409828,-26.347246,-21.52226,-16.581083,-21.4599
-17.51751,-15.625697,-12.934621,-18.28479,-19.559763,-22.399485,-22.217205,-18.214146,-21.815289,-16.831081,-14.909227,-16.145792,-16.128807,-27.255468,-27.63383,-19.558493,-23.254105,-24.294142,-23.208725,-21.991909,-21.132874,-22.322872,-18.479132,-19.654108,-23.020302,-15.118608,-18.866817,-18.521706,-13.472516,-18.131996,-22.255005,-23.303677,-22.310835,-24.202875,-31.217815,-25.688707,-24.453854,-24.213184,-20.694515,-19.62221,-21.21326,-21.994438,-26.680239,-19.69653,-19.675634,-20.821339,-26.135592,-24.590775,-21.19506,-23.398735,-27.329384,-25.940624,-30.272732,-25.748009,-17.479565,-14.032914,-14.45796,-17.819975,-22.643087,-24.366201,-24.888832,-22.951685,-18.80684,-22.890568,-23.997704,-20.75244,-18.245144,-15.472441,-15.045601,-19.147413,-21.048626,-18.221151,-20.983866,-20.698133,-22.366768,-24.955372,-21.258913,-18.669909,-13.563617,-13.318809,-21.278177,-21.19143,-17.599133,-22.719166,-20.286963,-22.64774,-17.911205,-19.353489,-20.7029,-27.790424,-19.227839,-15.754455,-15.808833,-15.380714,-15.774534,-19.747734,-22.898455,-17.12534,-20.058594,-19.452488,-23.625664,-21.47543,-15.987016,-16.02413,-20.148666,-18.968626,-20.30254,-24.096111,-18.135256,-15.345657,-13.409372,-15.629793,-20.101393,-15.625335,-15.5686
-14.056465,-9.643383,-9.703796,-16.990683,-14.776966,-14.141141,-17.61891,-19.053194,-22.752394,-19.580473,-20.026056,-19.099854,-16.05198,-22.283188,-21.292921,-15.108606,-16.732485,-24.014719,-22.635477,-25.736431,-27.056597,-20.013641,-16.87018,-23.1994,-19.285816,-18.532526,-18.771944,-19.851658,-14.424135,-18.915747,-28.989132,-25.362593,-21.419233,-27.208498,-25.9324,-31.101166,-28.62731,-20.903465,-18.184986,-26.05178,-29.631691,-26.699081,-27.052074,-20.843466,-19.397404,-20.725466,-20.029894,-26.53356,-27.267607,-21.719385,-24.558422,-28.133272,-26.088436,-21.608364,-14.358419,-12.425106,-16.670769,-22.12991,-26.558645,-19.113047,-15.029709,-16.890802,-19.049093,-18.827374,-18.025145,-20.672243,-25.22793,-19.177046,-14.06565,-18.054993,-20.273016,-21.206963,-27.193628,-21.410522,-21.271301,-27.078165,-24.379436,-23.517479,-17.049723,-15.03861,-19.143978,-23.901825,-18.94335,-20.383121,-22.272266,-21.572247,-17.158699,-17.072386,-23.804838,-21.7026,-20.496735,-17.24504,-14.580162,-13.426699,-16.443079,-19.303247,-22.46529,-19.56741,-26.830933,-27.528212,-23.383108,-20.480469,-18.499432,-21.44392,-18.522787,-17.438812,-12.768625,-10.945253,-8.685259,-5.9652653,-5.4850616,-9.486279,-19.548523,-13.27919,-13.734083
-14.055722,-12.681554,-12.941638,-14.072544,-17.639814,-14.171911,-17.742317,-20.640575,-20.352537,-25.26722,-22.627645,-18.106731,-17.438494,-23.82869,-21.41642,-15.287422,-16.748611,-22.906794,-21.787344,-24.909992,-28.742123,-21.852152,-20.186384,-20.212925,-18.90266,-20.519634,-19.45885,-21.752426,-16.749191,-18.157953,-22.803787,-19.054441,-18.270441,-22.829071,-18.760109,-17.916012,-18.839336,-17.62351,-15.530594,-20.094143,-26.58114,-26.499886,-23.059404,-19.960781,-24.642895,-24.522472,-18.978508,-15.586011,-17.48816,-21.861237,-19.488403,-23.58182,-24.644665,-15.252123,-12.987301,-18.093832,-22.641586,-20.309944,-19.671284,-15.460308,-12.658559,-12.203179,-17.581005,-16.49487,-18.194126,-26.868746,-28.402386,-19.345518,-16.397232,-20.101875,-15.971289,-16.488655,-18.017513,-14.976601,-17.725807,-31.719799,-30.491373,-24.14967,-25.388226,-22.377176,-20.364935,-24.341875,-21.038166,-22.792929,-18.222202,-15.591196,-21.225903,-18.815378,-19.85139,-22.350878,-19.03855,-18.224594,-19.37626,-18.988186,-21.445997,-19.44455,-19.594532,-21.61607,-24.010838,-29.333902,-25.708788,-23.690075,-22.660553,-19.713531,-16.642542,-10.491956,-8.278196,-7.309948,-8.795412,-7.2712936,-6.7123604,-9.952793,-19.488968,-15.051893,-18.367308
-18.719324,-22.281174,-26.377127,-20.948135,-23.233608,-17.280554,-21.240103,-18.556324,-22.5307,-23.017282,-24.572857,-18.622746,-17.99958,-20.31947,-21.297369,-24.663439,-28.277298,-23.794298,-21.309528,-24.13307,-26.85808,-27.603542,-22.732841,-22.472475,-23.228899,-23.538319,-20.052032,-24.320795,-30.526903,-18.64875,-19.48466,-21.61126,-19.455347,-27.931046,-20.673386,-18.718733,-19.380922,-22.35858,-18.795063,-22.134184,-24.488934,-27.14491,-26.085003,-21.86505,-26.927784,-22.712631,-17.377401,-13.873867,-16.69208,-17.29631,-17.31532,-23.336391,-20.977505,-18.681587,-20.75279,-22.045929,-23.091974,-18.15475,-20.087938,-20.323837,-18.364965,-11.281652,-12.031109,-22.032713,-24.1562,-21.26962,-27.06678,-20.10101,-15.157245,-19.283699,-20.751757,-23.725935,-16.613483,-12.204276,-15.076614,-23.991087,-27.331177,-22.847988,-22.98512,-24.518036,-24.235853,-24.091911,-22.65544,-25.107887,-17.011986,-13.406583,-17.684242,-16.413157,-17.67118,-26.60292,-25.34813,-20.489767,-20.185844,-22.819046,-18.054005,-16.485321,-18.529402,-20.025188,-20.145428,-22.03401,-24.44295,-20.420399,-17.897556,-14.3175125,-11.703855,-13.250906,-19.63507,-12.314419,-13.289296,-16.350441,-13.493687,-12.447989,-22.16018,-18.703592,-18.548147
-21.325521,-21.433826,-24.329096,-19.355404,-17.19789,-16.888376,-20.645449,-20.903543,-20.789024,-23.010515,-21.193615,-16.946367,-18.01108,-19.553043,-24.985828,-26.26663,-25.070433,-18.408436,-20.854057,-22.086285,-21.84219,-25.2707,-21.476757,-20.559074,-21.395288,-26.050434,-23.313581,-21.447214,-22.55375,-19.296778,-19.267794,-23.552704,-19.019958,-23.143412,-25.197016,-28.842522,-26.208431,-21.139677,-18.786789,-20.049103,-22.96302,-22.001028,-24.099842,-22.392082,-28.355751,-24.421907,-17.23854,-16.816668,-23.421938,-19.204916,-18.092434,-21.733166,-21.575075,-21.69263,-22.231197,-20.816795,-19.663424,-20.005669,-19.677664,-19.679592,-20.171701,-15.523959,-13.334122,-10.529249,-10.677525,-14.104386,-14.856154,-13.133354,-15.203139,-17.0825,-24.012775,-21.819456,-20.116684,-14.13078,-17.396801,-15.639861,-20.701324,-24.948626,-20.268538,-21.53437,-25.145605,-22.451124,-23.460869,-20.250023,-20.314373,-15.4897785,-18.743288,-14.729106,-16.588299,-27.557507,-22.528154,-17.487122,-17.508501,-20.41083,-20.403507,-14.978458,-18.197496,-23.680027,-22.842873,-22.171127,-21.224579,-17.180027,-16.00745,-15.310224,-14.577342,-18.553097,-19.327665,-12.533056,-14.589707,-20.631428,-14.932757,-13.534768,-19.242985,-18.095936,-16.131552
-27.665201,-21.055943,-19.338144,-22.62925,-18.17642,-19.952377,-22.262026,-23.092308,-26.531694,-19.486189,-15.3324,-13.078777,-15.174764,-22.697945,-21.001228,-22.111774,-20.021004,-17.877462,-24.70696,-25.321354,-24.823135,-27.038933,-28.34523,-30.683022,-23.837036,-24.831814,-27.936527,-25.13266,-19.744747,-24.904087,-25.621723,-18.628307,-18.118176,-23.478447,-25.744312,-28.085365,-22.921286,-30.131409,-23.597336,-19.490986,-21.543991,-22.790333,-20.954626,-20.369154,-26.949318,-26.420923,-28.098871,-19.76083,-16.818138,-20.218664,-29.593313,-26.491669,-23.843605,-19.019926,-25.274431,-21.363682,-16.19539,-20.385921,-24.921478,-27.229805,-20.371664,-19.582102,-20.36905,-10.753618,-8.82905,-8.961479,-8.488878,-8.2285595,-8.314121,-7.493988,-11.177849,-14.508383,-14.005199,-19.984499,-14.768957,-12.194526,-16.185658,-20.641771,-18.752598,-17.369144,-19.200117,-26.274427,-26.860031,-24.851776,-19.59983,-21.12753,-20.458261,-18.672512,-21.775154,-22.434872,-20.931713,-16.671772,-17.458693,-18.814005,-22.29865,-20.843311,-21.022413,-18.654608,-16.068909,-21.963688,-20.01027,-21.7343,-22.953281,-20.243214,-25.273481,-25.19162,-20.72501,-16.800262,-22.87921,-27.057005,-16.427856,-18.190609,-17.93243,-20.007076,-20.70911
