-21.151096,-20.756243,-19.473242,-17.82195,-28.328617,-26.26488,-20.132332,-19.027277,-20.299763,-20.623724,-20.718536,-28.225002,-26.393057,-22.047422,-19.220955,-19.16267,-18.800776,-16.185429,-20.344807,-23.42264,-15.1856785,-18.175365,-38.833492,-24.418371,-20.85851,-19.724098,-16.895586,-20.302624,-21.87289,-20.35896,-14.797635,-19.571081,-18.645706,-19.670986,-15.856253,-13.91243,-20.837091,-21.213213,-19.444874,-19.54953,-10.2052555,-0.8530865,-0.26803207,-0.65517426,-0.6432133,-0.5453701,-0.5088558,-0.5264778,-0.5615597,-0.57886124,-0.55770683,0.0,-1.1307259,-12.594572,-20.784952,-25.151342,-24.517338,-20.383331,-16.186543,-16.184898,-20.942427,-18.909176,-14.829662,-15.140124,-17.909039,-18.743587
-25.643036,-29.28923,-20.048086,-14.615997,-19.937756,-25.996937,-28.68531,-25.403915,-20.93658,-18.226746,-20.609701,-24.796257,-22.157299,-21.656937,-24.473642,-22.953596,-18.741196,-21.145077,-34.83179,-25.084412,-21.078907,-22.776482,-22.114035,-20.550312,-21.491833,-26.129227,-29.314285,-19.575531,-16.982353,-21.844791,-20.33233,-25.469704,-20.804249,-21.957235,-19.25969,-24.582853,-29.945652,-28.470211,-20.592066,-20.71437,-11.104103,-8.71999,-22.017513,-40.730442,-44.733185,-40.143066,-43.056908,-45.04677,-37.179295,-35.753006,-39.276943,-17.379782,-7.743719,-11.85453,-23.862495,-20.685791,-22.567703,-18.930517,-19.987354,-22.123465,-23.40639,-20.53857,-21.237907,-24.79413,-22.284473,-23.321178
-24.059586,-21.131626,-17.199781,-13.768738,-16.31783,-25.556948,-24.589504,-22.22952,-27.668081,-27.111914,-25.213694,-28.286896,-26.092081,-21.68592,-23.980396,-27.335705,-23.814808,-21.508762,-28.035666,-35.514755,-23.166578,-19.554825,-21.77222,-19.836275,-21.965027,-33.29116,-31.977512,-21.243866,-17.075703,-20.987701,-17.098804,-19.481396,-18.421583,-18.134052,-20.711454,-26.507465,-26.093397,-22.062092,-23.39342,-23.049294,-16.171215,-14.180925,-23.362228,-39.26596,-42.73609,-44.881096,-46.42456,-41.81424,-34.54151,-37.42775,-37.595352,-20.739223,-13.729593,-17.662422,-25.368237,-19.511202,-21.021486,-22.118095,-26.711191,-25.837265,-24.584099,-23.471916,-23.726086,-23.040537,-23.905731,-30.97696
-25.766968,-19.37004,-19.18987,-17.611637,-19.847626,-18.257244,-21.976715,-20.248257,-25.929684,-25.336193,-26.601913,-25.126505,-23.6501,-18.313883,-15.501976,-18.734615,-21.862667,-27.243689,-27.615265,-27.30576,-22.599129,-18.649387,-18.583153,-19.67949,-25.978683,-27.031017,-26.577824,-25.833582,-16.95676,-16.832645,-16.295147,-15.334106,-18.662052,-25.57854,-21.92273,-23.954973,-19.635784,-18.201546,-17.56613,-17.893944,-17.940695,-16.367313,-26.335924,-43.630245,-46.07212,-45.682606,-47.2779,-43.41158,-35.806152,-37.45254,-39.464523,-23.475334,-15.954344,-20.703432,-27.094458,-23.80334,-21.55585,-20.716562,-21.376854,-21.241882,-25.43482,-25.093578,-19.18422,-16.36835,-20.152441,-30.689686
-20.955898,-17.50355,-17.468998,-20.451176,-16.302319,-13.664932,-15.905359,-22.478682,-27.773916,-24.208614,-21.060862,-23.588877,-24.841377,-22.279459,-16.31768,-13.792616,-17.399372,-30.328773,-29.686462,-27.856312,-27.405085,-24.123377,-23.275267,-22.998875,-19.85162,-18.87518,-19.356838,-22.96332,-18.554247,-17.60167,-21.481804,-19.046091,-26.19392,-29.750452,-18.60832,-15.380286,-18.901348,-23.046427,-16.834158,-20.851105,-14.966776,-15.576649,-27.480547,-41.49213,-42.447487,-51.2125,-43.447563,-40.292225,-39.631737,-46.905266,-45.74712,-26.561346,-15.600937,-14.860654,-20.5093,-26.59602,-28.38743,-20.544958,-22.237362,-20.425186,-19.292557,-23.082687,-21.917553,-19.81519,-18.024656,-23.151186
-22.491165,-22.648808,-21.794119,-20.074902,-20.779732,-16.539118,-19.80817,-24.923763,-24.788225,-26.129211,-20.245928,-19.612484,-18.984882,-20.028929,-21.846478,-18.92371,-17.023623,-25.343447,-24.168898,-24.139175,-23.674438,-20.395298,-23.505474,-23.464355,-22.123268,-22.075249,-21.856571,-23.26051,-25.49665,-27.21632,-21.761154,-22.029892,-28.37057,-24.083908,-18.31436,-14.407625,-18.77473,-22.16785,-20.6942,-23.56741,-18.233246,-19.300037,-27.60803,-38.717804,-37.59896,-42.05962,-43.869965,-37.002518,-37.126225,-43.04734,-44.38648,-29.772663,-19.712215,-17.542522,-19.307648,-23.118532,-30.877575,-22.361197,-25.794516,-24.28366,-21.490633,-22.175327,-23.547316,-26.614544,-21.33481,-20.27061
-30.284063,-24.724297,-24.854635,-20.412851,-20.416573,-17.30749,-20.882887,-22.67516,-23.548138,-20.649311,-18.936646,-23.853611,-18.382538,-18.410088,-23.856667,-18.330774,-19.940353,-25.514395,-23.118,-21.272976,-22.187233,-18.655035,-24.354727,-24.644062,-24.15921,-23.357101,-23.41201,-21.264214,-26.378122,-26.774675,-26.77658,-22.859987,-17.833717,-18.879637,-19.167942,-19.923393,-23.328217,-21.246166,-25.36991,-20.683872,-20.024666,-22.974499,-28.379835,-39.82267,-37.304707,-40.175606,-44.293198,-38.026573,-37.187157,-38.49039,-43.971977,-31.236937,-25.731041,-21.010122,-18.674564,-17.749416,-23.789047,-24.100115,-24.87056,-25.872557,-21.356203,-19.309082,-23.588964,-21.42319,-21.924788,-20.01958
-28.692453,-30.45493,-24.88339,-26.36041,-28.699203,-17.274597,-19.485977,-34.372295,-22.956343,-17.500126,-17.714546,-21.339273,-19.324131,-22.137302,-22.930138,-19.149513,-25.33698,-23.227684,-20.099188,-22.853273,-24.052233,-25.13733,-27.16024,-29.547993,-28.663895,-23.125895,-24.449299,-22.261398,-23.761023,-31.2472,-30.513542,-24.76991,-18.740986,-20.897562,-22.034958,-22.695328,-25.50203,-22.249752,-23.338358,-22.709955,-19.93428,-21.664324,-29.024128,-36.981316,-36.637962,-39.166573,-42.12628,-43.11868,-53.610428,-46.180458,-44.685104,-32.77346,-20.910347,-19.16562,-21.076126,-16.962599,-17.718884,-18.112871,-20.879307,-19.908657,-18.592617,-20.235111,-18.87791,-25.972134,-26.989222,-21.815065
-22.346825,-21.110907,-19.515533,-23.379498,-24.528168,-20.598106,-18.0634,-22.193583,-27.925062,-21.523975,-18.236404,-21.43933,-24.811735,-24.146036,-26.872478,-24.300411,-21.467642,-18.08211,-17.91645,-25.288212,-25.153622,-22.506426,-21.771816,-23.635773,-27.25044,-28.904896,-21.349518,-21.609123,-19.001492,-20.34028,-24.658903,-26.284067,-23.136341,-24.492445,-22.747814,-20.584856,-25.399035,-25.373178,-27.159388,-33.96923,-24.718105,-25.482582,-32.188446,-38.0131,-38.585556,-43.281166,-47.145176,-49.887135,-53.581398,-50.560448,-46.078217,-30.21743,-20.254831,-19.02969,-20.931417,-23.505848,-19.755205,-15.795836,-19.866705,-16.646736,-15.983887,-17.257143,-16.451889,-24.305616,-24.587397,-21.05603
-21.673012,-23.122326,-20.00888,-23.648003,-25.258303,-29.489815,-18.767574,-18.020184,-27.001595,-28.105198,-30.929781,-29.826706,-25.868841,-26.517576,-29.699177,-29.799088,-21.207325,-21.876534,-23.66335,-24.138191,-28.107355,-28.339432,-20.341217,-22.933868,-27.022106,-23.386526,-18.414883,-19.06003,-20.289148,-19.3722,-21.582123,-22.562302,-19.866104,-19.37712,-21.656446,-28.785334,-28.611895,-23.063437,-25.368372,-27.213898,-27.474728,-28.855635,-31.679958,-38.756813,-45.16449,-46.072205,-44.682457,-48.541878,-50.053185,-40.52076,-37.251312,-31.062302,-24.359295,-24.407902,-24.627182,-28.976288,-27.45492,-24.075325,-20.568031,-19.599312,-22.04749,-26.111012,-18.37333,-20.311905,-25.321405,-25.196108
