-27.671955,-26.257824,-18.16682,-24.293262,-21.914644,-20.057423,-18.722223,-21.263168,-24.351257,-25.499348,-21.577961,-19.242128,-22.338547,-22.13639,-26.089176,-23.590706,-22.469488,-29.049465,-21.47269,-23.577942,-23.689901,-25.31922,-22.9282,-19.697525,-26.43414,-22.44347,-22.236986,-27.057104,-23.63329,-17.93149,-23.526524,-18.791344,-24.003735,-23.886312,-21.261103,-24.826889,-24.599648,-25.12573,-21.224773,-27.589731,-25.069702,-24.602997,-24.383263,-25.091871,-21.47535,-24.657433,-21.712471,-24.902306,-22.828373,-26.608318,-3.8874397,-4.2426605,-4.0187473,-3.998434,-3.8347054,-3.7877617,-3.6546917,-4.0331,-4.1390686,-5.3510303,-28.827753,-27.573866,-22.9189,-25.093185,-28.875576,-23.936115,-25.07417,-24.751764,-27.625122,-25.557928,-25.657476,-29.941494,-28.905657,-28.650333,-20.54382,-20.560917,-26.357489,-20.42799,-27.522041,-25.0969,-24.078728,-24.654232,-26.329756,-28.192287,-22.317413,-23.525002,-25.465008,-25.320383,-22.242594,-22.484356,-30.098356
-30.435053,-30.021032,-26.19978,-29.428902,-22.464598,-30.758825,-29.083515,-25.100368,-23.25732,-21.95881,-25.683712,-22.140755,-27.203606,-20.384104,-30.198307,-30.950588,-34.325603,-31.230526,-25.796383,-25.071728,-24.091658,-23.625977,-23.840778,-21.945395,-23.129873,-22.02502,-20.147583,-24.359528,-19.629654,-27.565165,-28.827858,-25.290405,-22.792053,-22.749928,-22.436192,-23.332966,-25.725288,-26.454775,-25.26073,-28.11481,-22.824577,-23.171318,-34.449265,-23.53815,-22.40551,-22.701658,-25.847916,-27.881386,-22.541332,-22.246656,-13.686121,-30.131435,-29.389582,-31.786448,-29.057917,-32.43151,-28.00058,-30.811583,-31.686579,-10.973858,-24.408968,-26.62682,-20.929825,-20.144161,-29.26255,-21.75484,-25.826435,-33.720924,-29.95671,-30.51376,-28.827076,-22.892673,-25.13337,-33.811897,-21.452013,-28.806393,-22.036367,-22.44007,-21.193966,-29.886934,-21.120132,-25.496895,-28.13413,-23.133162,-22.781021,-23.851646,-25.77887,-26.17828,-17.142208,-23.83375,-31.841284
-26.920395,-25.744541,-26.34972,-29.348314,-29.619387,-30.248533,-33.06062,-23.941975,-24.043427,-29.690804,-26.505497,-24.894129,-27.721848,-28.73539,-29.43111,-27.509924,-31.704405,-24.460938,-23.392916,-23.524517,-25.770004,-24.576223,-28.999235,-21.981815,-22.022156,-24.909595,-25.738304,-24.191332,-27.16485,-25.650064,-28.424667,-26.04294,-20.362017,-20.62445,-27.422165,-20.010513,-25.35236,-25.31724,-27.185986,-29.949076,-26.217628,-27.85035,-30.326632,-29.02679,-29.54807,-22.512299,-25.723385,-25.065561,-29.374683,-20.5144,-18.021725,-32.644108,-40.81975,-28.593452,-30.534426,-35.092823,-28.596512,-26.954182,-30.369625,-17.580456,-29.374916,-26.04987,-22.464241,-25.414097,-30.724022,-24.73711,-26.76319,-30.638344,-29.473303,-23.77509,-27.053185,-26.328348,-27.263723,-29.838318,-22.778324,-28.287178,-25.860476,-25.436901,-21.467024,-30.288832,-25.890926,-24.289452,-26.506538,-22.97385,-22.12754,-29.530571,-24.17654,-20.840864,-19.061512,-22.4678,-31.972786
-29.129498,-20.692118,-25.747108,-25.517605,-29.007679,-23.994585,-27.49517,-24.428091,-26.253496,-31.099676,-22.307692,-33.021267,-25.357544,-28.498768,-26.842539,-25.738134,-26.38583,-24.402618,-22.275452,-25.476576,-20.616056,-26.382923,-33.049133,-24.069918,-21.929598,-31.661926,-28.39599,-22.393764,-23.714928,-21.290352,-26.182468,-24.923233,-21.854105,-19.21924,-28.890144,-21.966377,-27.180141,-17.90213,-26.40467,-28.841782,-23.00874,-33.85206,-21.739212,-25.656614,-32.704163,-23.3718,-20.69968,-26.696938,-27.530548,-19.591341,-20.688557,-31.630144,-41.62745,-27.51426,-29.752956,-36.108994,-23.938198,-28.393955,-30.391834,-19.421768,-25.111977,-24.83573,-23.555677,-24.086409,-30.138834,-25.192429,-26.629417,-22.362463,-26.476406,-21.785297,-27.281387,-23.999275,-26.460423,-29.914833,-20.856472,-25.136612,-22.148844,-23.887032,-22.343517,-28.478254,-28.03292,-23.780394,-23.332233,-31.48666,-28.777561,-28.871971,-22.702084,-23.59671,-26.668257,-18.999104,-24.056082
-33.415943,-21.966436,-26.396027,-22.497505,-27.7421,-19.27487,-22.462845,-28.058792,-26.876673,-25.85405,-26.077856,-25.22002,-27.10181,-26.034554,-26.638695,-27.020666,-28.080513,-25.312939,-24.977737,-26.079395,-23.708784,-26.764137,-34.405827,-30.63068,-20.993773,-22.607964,-29.120436,-23.956194,-23.553036,-25.275978,-25.32661,-27.952055,-22.617737,-19.265688,-25.43615,-26.821835,-26.285692,-17.981459,-22.398779,-28.993881,-23.445217,-31.419502,-20.760153,-26.50664,-29.236155,-23.035471,-23.276371,-28.104187,-23.4114,-26.161533,-19.157864,-29.369837,-30.965855,-28.620043,-32.120895,-37.71295,-24.540562,-24.098383,-36.063133,-21.249332,-25.089165,-25.869816,-30.655075,-24.659166,-28.597748,-27.624676,-25.105618,-25.098118,-25.674576,-20.799717,-24.657162,-28.038319,-20.230528,-27.768742,-26.26398,-20.616426,-22.46199,-19.459667,-18.35906,-23.500452,-23.239916,-25.965141,-28.271055,-28.511309,-25.747229,-23.83525,-25.644054,-23.048384,-24.243889,-22.078327,-23.664078
-29.14072,-24.327854,-28.211205,-30.638384,-25.443607,-21.166187,-22.597237,-31.085524,-28.822613,-24.183416,-23.647587,-21.773548,-26.547478,-24.778084,-25.654455,-23.266705,-24.689718,-25.9806,-23.659088,-26.495026,-25.110455,-29.386444,-30.093075,-27.320595,-24.605988,-21.582249,-30.705332,-24.470406,-27.33202,-29.983273,-31.919466,-22.776407,-26.531843,-24.49978,-26.048462,-22.619297,-23.941662,-25.423042,-24.161839,-27.90029,-27.710798,-32.364365,-25.065714,-27.642502,-24.051525,-25.74969,-21.049248,-25.549368,-21.154818,-32.291332,-19.245472,-33.495472,-25.791893,-30.373781,-25.148972,-38.490757,-28.493017,-25.234283,-38.757477,-24.672392,-28.882809,-20.44776,-28.398785,-22.42567,-25.362377,-27.936796,-27.240356,-25.328003,-26.145567,-25.658115,-23.941025,-27.849062,-21.216652,-26.835947,-26.015223,-25.479511,-23.492779,-22.635311,-21.67892,-21.654703,-25.471008,-21.87668,-28.488413,-25.145788,-25.974451,-25.69301,-22.659056,-22.927946,-23.356058,-29.713036,-22.050232
-28.43159,-22.416512,-28.857483,-26.575401,-28.267185,-19.46761,-29.329317,-31.359343,-30.063086,-26.311768,-26.441122,-26.747082,-28.096798,-24.296772,-27.247475,-21.641449,-24.96051,-23.057678,-24.122704,-23.034103,-29.846909,-29.662209,-25.549114,-24.957802,-23.85403,-26.259499,-25.402954,-28.215212,-24.180166,-24.307491,-25.653992,-25.385023,-22.607403,-25.697659,-27.678083,-27.2564,-23.419044,-24.005413,-28.108969,-26.830248,-29.47261,-26.740776,-25.824553,-34.65799,-22.746006,-24.17174,-24.030209,-23.15471,-19.20305,-26.620453,-21.87312,-34.807995,-26.566547,-29.018373,-26.340809,-34.2443,-26.980911,-24.93312,-39.647747,-21.844995,-25.16223,-22.962206,-20.740248,-27.903036,-22.80464,-24.802752,-24.045654,-26.430836,-27.736076,-31.82303,-27.04652,-21.795662,-31.236956,-30.439564,-29.285824,-27.836521,-27.062077,-32.875282,-24.174677,-20.22217,-25.686392,-21.525524,-24.644558,-29.133099,-24.882896,-25.72121,-19.86147,-26.169489,-23.74815,-23.334467,-27.316833
-34.036907,-21.828299,-29.784939,-24.398287,-28.106617,-23.273342,-28.082682,-36.020973,-27.724045,-23.922815,-31.480639,-26.472528,-25.88255,-27.370602,-27.940125,-27.03751,-30.692133,-23.73839,-22.159428,-27.03233,-27.394323,-31.942425,-30.27885,-27.912325,-26.347624,-25.66931,-24.521221,-27.58304,-27.2984,-24.2682,-24.286186,-24.359324,-20.93301,-31.30457,-24.723427,-29.218204,-25.921535,-27.66242,-29.933456,-29.266914,-27.027866,-25.105597,-21.03027,-34.70053,-20.208305,-23.33359,-26.23144,-23.486443,-28.902493,-32.133762,-28.640284,-31.225605,-32.890526,-24.768988,-28.637516,-29.917742,-28.631214,-27.725796,-38.998146,-22.396118,-31.441624,-21.64843,-21.825275,-30.644783,-27.294407,-22.266077,-24.775654,-27.345188,-23.999462,-28.610731,-26.967022,-17.636433,-28.991405,-28.783995,-26.503323,-22.121021,-25.113678,-24.696632,-34.46282,-25.412018,-22.65638,-25.763355,-25.203815,-30.763844,-29.12815,-29.244776,-20.931992,-24.223682,-23.656193,-21.744862,-23.473946
-34.047916,-24.010344,-21.046734,-24.525246,-20.446579,-28.024448,-27.165026,-29.215847,-25.253258,-24.566422,-27.71331,-20.797234,-24.018484,-20.144348,-22.809433,-23.303864,-26.344368,-25.789001,-24.528337,-22.196762,-23.531816,-23.023518,-22.253305,-23.693356,-23.786057,-26.045465,-25.621008,-29.14036,-29.975292,-22.515705,-26.378994,-22.66802,-26.097517,-31.910341,-23.22303,-22.276733,-22.476948,-29.659533,-31.7426,-25.232265,-26.004932,-22.55701,-25.141056,-29.177876,-20.242603,-21.999668,-25.890232,-29.727201,-26.194622,-29.131422,-25.20336,-34.33892,-29.254623,-26.203169,-28.534988,-26.593376,-24.79523,-26.438622,-36.669235,-28.843916,-30.122272,-19.86541,-22.435562,-30.47045,-31.72309,-25.6918,-28.985867,-24.13379,-22.37778,-21.816927,-26.060745,-18.552738,-22.825182,-21.56326,-24.697578,-21.991886,-25.669468,-25.318586,-28.05039,-21.998772,-23.308222,-30.924715,-23.997992,-27.24799,-31.819756,-26.113224,-23.770689,-25.069876,-22.794138,-25.892517,-26.952194
-28.143578,-32.11954,-21.276096,-30.083868,-26.883892,-34.580208,-32.17943,-26.997715,-23.619537,-22.309717,-29.97645,-28.444134,-21.210732,-27.673117,-27.49524,-25.404533,-25.321564,-30.26267,-24.892302,-23.187803,-28.18533,-23.133848,-23.704037,-22.870373,-25.64358,-33.939003,-23.892246,-29.165571,-29.565613,-27.110474,-21.269157,-23.10011,-33.566208,-31.309206,-23.528723,-25.692312,-29.725313,-28.677849,-29.714447,-25.246834,-27.00502,-18.927631,-27.190552,-29.856352,-26.303593,-20.270546,-28.15133,-26.801085,-21.620375,-22.634945,-25.25209,-34.428707,-31.659273,-35.43901,-28.116467,-23.361746,-22.564243,-34.486042,-33.889446,-26.702087,-27.601295,-24.977215,-21.688637,-37.052307,-33.508904,-30.16992,-33.186348,-32.594166,-27.788643,-23.14734,-23.40079,-23.699799,-23.006454,-20.726126,-23.170132,-34.775673,-26.87963,-31.85396,-27.910313,-21.847,-31.623411,-29.805729,-26.57447,-31.132402,-27.263937,-26.52074,-26.409626,-20.210848,-26.531996,-25.758444,-29.742659
