-21.162607,-20.816307,-23.091759,-13.970249,-16.514458,-16.5089,-22.616207,-28.345755,-16.035011,-13.170626,-16.944622,-16.37967,-20.959913,-17.943377,-16.898026,-21.336308,-19.970257,-22.79235,-18.420786,-13.042139,-19.172253,-20.57441,-17.57547,-11.937275,-24.092022,-16.670956,-14.102312,-30.853607,-19.906406,-18.719948,-23.43478,-27.954914,-17.98515,-20.060707,-19.195364,-15.083025,-18.421593,-6.133629,-2.4060726,-2.8533154,-2.453951,-2.8077106,-2.633482,-2.3016186,-4.794283,-24.526854,-31.273706,-17.813677,-22.016792,-19.863571,-13.626146,-20.359772,-25.041204,-17.259727,-31.259197,-33.21017,-23.822355,-24.791115,-19.651127,-20.814241,-22.780262,-18.781296,-29.075895,-27.706345,-24.48433,-24.31121,-23.166811,-25.375689,-24.165333,-27.646347,-26.003323,-23.05667,-18.362568,-20.947784,-23.54544,-22.014648,-24.966444,-14.844025,-25.19544,-23.253876,-23.10093,-21.893753,-20.69981,-26.791927,-23.154839,-24.514473,-20.784035,-24.464306,-20.425611,-21.231934,-19.553772,-20.987356,-26.896105,-29.721212,-18.381172,-16.855358,-12.253424,-11.094921,-21.157635,-24.040108,-11.84413,-12.168093,-15.464781,-11.930157,-4.6206875,-7.109148,-4.984869,-9.563511,-7.0783405,-1.9585457,-3.3202133,-2.1656704,-10.427433,-22.188438,-21.159678,-18.986977,-8.13703
-19.204535,-27.523022,-25.113361,-17.01268,-23.005062,-24.179195,-25.34882,-22.357666,-20.953697,-14.535057,-23.125107,-23.557049,-22.259653,-19.435078,-13.426468,-24.222748,-16.500183,-16.472237,-19.447168,-16.93329,-21.397455,-21.325361,-17.713709,-14.547083,-20.184402,-15.698067,-16.282013,-25.24519,-27.045553,-19.394054,-25.426617,-19.650719,-16.70968,-21.878717,-16.930027,-17.245094,-16.297934,-9.429884,-14.498613,-20.4233,-22.867535,-18.404175,-20.029453,-23.764145,-11.332346,-22.760605,-26.881378,-15.84553,-14.039433,-19.109402,-17.94638,-17.471031,-18.883385,-17.230198,-21.8199,-28.655525,-20.346657,-17.396065,-22.947311,-25.519878,-27.297878,-24.460787,-21.21493,-26.011387,-30.180332,-29.787125,-26.309845,-26.650723,-23.392132,-20.648872,-28.172098,-31.151285,-21.892315,-25.234875,-20.982447,-24.094578,-22.77666,-18.79577,-32.979492,-26.687168,-26.946228,-28.606565,-25.23477,-29.863811,-27.456535,-21.360064,-24.745876,-22.63173,-20.99257,-25.610119,-27.89169,-25.974699,-27.339622,-31.83746,-19.877636,-25.084858,-12.810102,-21.968225,-29.179087,-25.20269,-16.767355,-18.435652,-18.077118,-15.419718,-10.06786,-15.737524,-15.081257,-9.973408,-13.329285,-19.445667,-18.983208,-5.830969,-12.856548,-22.927639,-28.250471,-33.742176,-8.619474
-17.937248,-22.86475,-22.743156,-21.3292,-18.516357,-25.058445,-21.279804,-27.092606,-19.882895,-22.358593,-22.061659,-24.880718,-25.549278,-23.768944,-14.19022,-25.905167,-15.603159,-14.534119,-24.654991,-20.21077,-24.428656,-20.180925,-15.029665,-23.048382,-19.46481,-18.68414,-20.636887,-23.525703,-29.70024,-18.90565,-26.976578,-15.137775,-16.254143,-23.443974,-16.836782,-17.019379,-20.359545,-11.213655,-21.105076,-21.582176,-26.97128,-20.5075,-22.40489,-28.093563,-20.06284,-25.175127,-16.307056,-18.000713,-16.056675,-20.889828,-16.472122,-24.472378,-18.7304,-25.734146,-18.479076,-25.342295,-18.869438,-20.903793,-25.607845,-24.145153,-29.616856,-21.52623,-22.641554,-21.436419,-24.956282,-27.334549,-22.83984,-32.341393,-28.308563,-22.983059,-25.409855,-24.574844,-20.156103,-25.7754,-24.326324,-26.23043,-30.153212,-26.142883,-32.562412,-25.136269,-22.742083,-24.829424,-26.748327,-31.542463,-26.28938,-22.953663,-29.633415,-28.520927,-21.21138,-24.314705,-31.541586,-27.550766,-21.339645,-26.345287,-23.88868,-24.438316,-24.09455,-20.36133,-26.267723,-23.79398,-23.736801,-22.25786,-38.053284,-23.054478,-20.683699,-23.419409,-22.470524,-18.572613,-22.90734,-21.878283,-20.881428,-20.728039,-19.996008,-27.514772,-24.030668,-29.495586,-11.974218
-15.644667,-22.128382,-21.033062,-22.613384,-24.442175,-21.511547,-17.086878,-35.282055,-15.8500805,-23.98254,-17.720808,-25.24455,-20.833488,-26.188152,-19.513775,-21.383806,-21.143494,-13.608891,-19.36947,-23.163757,-25.962608,-19.257313,-20.479958,-19.457691,-22.093452,-20.508673,-21.873203,-22.4085,-25.700972,-24.74469,-22.698677,-16.248169,-17.44237,-18.427214,-19.230793,-21.882732,-26.411335,-17.877754,-20.863827,-27.027742,-23.16698,-21.162981,-18.657566,-23.868284,-21.707287,-26.55394,-13.619232,-17.644192,-18.691874,-20.278053,-14.20088,-24.305332,-25.129627,-23.504839,-21.362415,-20.311052,-22.871649,-19.548988,-19.67986,-16.611197,-29.038519,-25.397118,-27.93349,-21.687971,-25.746414,-29.810726,-21.353676,-31.956375,-24.539963,-25.37232,-27.402605,-20.220327,-24.961786,-25.951902,-27.557472,-29.65295,-25.42727,-29.579294,-24.271902,-23.892208,-21.897083,-25.362244,-20.910477,-27.19526,-26.816025,-26.749561,-20.78468,-26.54131,-24.001465,-25.136858,-21.459341,-25.731613,-20.852934,-27.831808,-22.066753,-18.34858,-28.535198,-19.350258,-20.599138,-22.35884,-22.616922,-25.535683,-30.54538,-31.714622,-16.721535,-22.869625,-19.117786,-22.500483,-20.931705,-19.41783,-16.84204,-17.629074,-19.314304,-27.094463,-25.91809,-22.89971,-14.370972
-13.63147,-22.539444,-25.314425,-21.612427,-25.362902,-25.405186,-18.180239,-22.978868,-18.57918,-18.472347,-18.297186,-14.069685,-22.127132,-23.826342,-17.717422,-19.773233,-19.035265,-14.545425,-17.238682,-17.164116,-16.407581,-19.651428,-19.39032,-22.530472,-17.056057,-17.0552,-11.84882,-18.413767,-18.388382,-15.489649,-18.544163,-15.09252,-16.590282,-12.667505,-18.1888,-13.564617,-20.44693,-15.753235,-23.826344,-18.765182,-18.851616,-14.153255,-17.331299,-14.709801,-14.481428,-22.998013,-13.835337,-15.426573,-13.40419,-13.521864,-12.76721,-26.311384,-17.04256,-24.798615,-18.993023,-19.664501,-20.088284,-18.888348,-12.528276,-14.026808,-31.49817,-24.116196,-25.955793,-27.866802,-23.906284,-27.685226,-22.286152,-30.626434,-22.389404,-31.187542,-27.60816,-25.187265,-27.06821,-26.814928,-30.78262,-22.095163,-19.552784,-22.724777,-21.084692,-23.669384,-24.219173,-24.15555,-23.528786,-28.637594,-24.551197,-29.679243,-20.106798,-24.933172,-27.230932,-25.68308,-21.214478,-24.757261,-28.700422,-26.715363,-24.994072,-19.870045,-24.755987,-25.695822,-21.802029,-18.603456,-23.823503,-20.896221,-26.090029,-25.782478,-20.264652,-24.668993,-21.861631,-24.758526,-18.01533,-20.836544,-18.955915,-20.47489,-23.206451,-25.480274,-27.459019,-26.808823,-21.510235
-12.593523,-16.139904,-16.966034,-17.529583,-16.95687,-14.584246,-8.517885,-20.827229,-14.984362,-12.7353115,-7.5869656,-7.761671,-12.701067,-17.318567,-12.063406,-10.041639,-12.910624,-14.710913,-13.202215,-12.45088,-10.789076,-14.1443405,-10.260311,-10.258291,-12.171972,-6.744917,-6.4422493,-8.880629,-11.527756,-9.073032,-11.434647,-12.83466,-15.438721,-14.074747,-14.12668,-5.935848,-13.66301,-6.6170444,-9.302546,-15.18792,-7.216631,-7.882105,-8.280285,-7.5811977,-5.831297,-11.6844845,-12.603199,-16.895432,-13.15024,-11.355618,-4.598608,-12.567131,-7.431261,-9.92914,-15.189926,-8.888483,-11.224113,-9.224251,-5.7238865,-15.184973,-32.816715,-23.085844,-23.57151,-26.419971,-24.400866,-26.849834,-24.730835,-32.22984,-27.454391,-26.868677,-30.614925,-23.561241,-28.731583,-35.04398,-28.182692,-23.978573,-18.774067,-18.225819,-24.994156,-22.527042,-27.400354,-26.742142,-22.898336,-29.71262,-26.66617,-31.971407,-28.184685,-19.139782,-27.468815,-29.109175,-27.954725,-24.945892,-23.214813,-21.514961,-28.88131,-27.543947,-24.906017,-30.754686,-23.989416,-21.643991,-19.96804,-23.024044,-26.538761,-22.284313,-25.523201,-25.984512,-22.02036,-26.673775,-24.26116,-30.310019,-22.433235,-22.346268,-28.106495,-30.009022,-27.434765,-29.692884,-22.042038
-10.323088,-4.4943695,-9.881741,-6.891653,-7.7097206,-3.9263477,-3.8439617,-17.756496,-8.5632,-3.0072174,-7.1018677,-11.232317,-8.34857,-11.329952,-5.6373634,-3.7760963,-6.4994698,-7.362961,-9.913771,-4.7730026,-10.012051,-8.985737,-5.301899,-3.1513805,-4.7882614,-4.145376,-8.143087,-6.643959,-9.889639,-8.816036,-3.3364925,-6.2755375,-11.958889,-11.955086,-6.739416,-6.827448,-5.070013,-4.9077435,-5.0315323,-4.7838745,-2.9919033,-7.2575474,-3.1402416,-7.571789,-4.0048923,-5.9820633,-6.5653496,-11.100958,-9.308439,-10.51606,-3.7548714,-1.8061581,-5.495096,-6.2156944,-8.581261,-4.7535553,-9.427084,-2.0746078,-3.2910328,-8.228109,-14.362923,-16.569004,-25.959728,-23.177822,-26.300701,-23.989162,-21.905634,-27.642147,-29.492704,-25.851707,-26.555523,-21.850174,-26.018703,-31.318722,-20.131124,-29.237556,-22.467999,-21.787888,-36.627026,-23.873476,-29.132404,-25.413628,-24.866114,-27.780567,-30.671812,-27.505173,-22.948936,-21.665,-32.292343,-31.954435,-27.206953,-27.428427,-22.12221,-22.646523,-25.872635,-26.119198,-27.049017,-29.210606,-25.531834,-22.315746,-19.649696,-25.600483,-29.07671,-24.42456,-25.15369,-26.142883,-22.979445,-23.737375,-25.370562,-31.325489,-30.05965,-26.347748,-28.576677,-35.978218,-29.924904,-27.530668,-21.102806
-14.499731,-0.15632248,-5.7591896,-2.8806915,-2.463152,-5.043024,-5.958952,-14.79286,-4.481777,-0.9348507,-9.146992,-5.093939,-6.8610783,-4.1385098,-2.6312408,-4.388582,-5.4409637,-4.10915,-8.5866585,-2.4965687,-14.924931,-2.7466373,-4.234106,-2.6202087,-1.1971798,-10.046675,-5.005892,-6.757,-5.581194,-4.513462,-2.8507462,-3.1404552,-6.498581,-9.974573,-5.1522274,-13.259249,-3.7431545,-7.344385,-4.136017,-1.6289024,-6.119936,-3.62965,-3.2868462,-5.92243,-6.8114815,-3.987112,-2.1917686,-7.356308,-8.076139,-10.110775,-9.278324,-3.8028755,-7.2097836,-5.1475105,-4.6967278,-4.815048,-4.462248,-1.7807598,-3.676283,1.9073486e-06,-5.4642506,-10.75593,-18.419777,-19.831844,-20.643997,-19.203678,-20.264027,-24.066784,-22.127958,-22.586338,-25.276333,-21.3451,-21.807434,-25.545506,-21.523623,-26.4038,-27.219849,-25.88564,-31.837053,-26.48428,-23.837242,-21.684793,-22.19342,-22.591038,-20.075035,-19.098017,-16.33889,-23.163584,-22.11724,-23.667221,-19.283081,-20.104618,-26.222687,-22.2777,-22.263786,-17.471363,-21.5494,-19.162708,-16.132973,-24.262371,-15.512337,-15.986392,-21.009476,-17.913261,-24.062317,-25.565855,-24.572382,-25.535488,-27.667107,-25.500017,-27.462223,-23.645573,-26.46262,-29.729774,-28.610083,-25.997372,-20.927216
-18.726398,-7.7721004,-9.692492,-9.4443035,-7.1680775,-10.5065975,-6.90411,-14.1135235,-8.283173,-7.331455,-10.632517,-5.6462536,-12.624262,-7.012697,-6.2891235,-6.833313,-14.032927,-9.923967,-12.767864,-8.67758,-15.376892,-6.272253,-6.200018,-8.270887,-7.4219723,-11.302555,-6.4579277,-12.953779,-9.168869,-7.303032,-9.015951,-8.959339,-10.890995,-12.838224,-10.07559,-11.177963,-10.028652,-7.870926,-8.931692,-6.5988045,-11.85586,-7.3080025,-11.492489,-10.732737,-10.873875,-8.16297,-8.131853,-11.603708,-12.665707,-13.430851,-7.9164867,-12.269079,-12.733845,-8.31349,-5.3419933,-9.475521,-8.518335,-10.044683,-11.582331,-2.0483913,-6.394865,-12.820782,-18.245176,-21.88401,-20.517857,-23.187622,-24.506432,-24.421509,-22.993317,-22.26316,-24.133661,-18.9734,-26.591463,-26.436928,-29.967894,-25.505,-21.22913,-19.874014,-22.41006,-22.589802,-22.094051,-22.58865,-22.136147,-23.06118,-18.14921,-18.667368,-18.381813,-20.335041,-20.678558,-21.689499,-19.145605,-18.434256,-25.637337,-19.50584,-23.413494,-18.700603,-22.26228,-16.5041,-13.134403,-22.379393,-16.046812,-14.968693,-19.021492,-18.5464,-22.040413,-20.784723,-22.659147,-27.082066,-28.767012,-24.760435,-23.30502,-25.320988,-30.175667,-28.259567,-29.215551,-24.839096,-19.03969
-20.00592,-27.735785,-15.868885,-25.318619,-22.547157,-15.084208,-13.292784,-15.918703,-22.236507,-17.24841,-17.198133,-20.663502,-20.603214,-17.036186,-19.462784,-14.535452,-15.684422,-14.441013,-26.133823,-21.033237,-21.173086,-20.469166,-16.000679,-20.311716,-11.5239105,-20.603085,-16.692799,-23.066261,-16.567284,-19.155514,-16.348812,-16.21798,-14.448807,-17.701115,-24.091053,-16.310398,-13.991308,-12.867756,-18.889946,-13.339642,-22.231918,-19.641796,-24.88581,-16.312525,-20.446098,-14.809902,-20.84902,-16.160675,-14.8742485,-26.458448,-13.032343,-16.48418,-16.914373,-18.733208,-14.202698,-23.720585,-19.879238,-27.215427,-16.888168,-15.185015,-16.669493,-24.835953,-27.741047,-29.11509,-26.989182,-24.164223,-33.079945,-33.105865,-20.507229,-28.685423,-24.530222,-27.135574,-29.650707,-26.933813,-25.495653,-28.550564,-24.161581,-22.623312,-23.87635,-22.184196,-29.989521,-28.160414,-29.788347,-31.141062,-30.395718,-23.30264,-22.739563,-29.450176,-28.606142,-22.929342,-21.717667,-26.312424,-26.079842,-22.998537,-27.95242,-29.934809,-30.967592,-20.937096,-20.06217,-23.926598,-25.579813,-20.555864,-26.758478,-20.461494,-28.556612,-25.074095,-29.703972,-33.497124,-23.71397,-23.479523,-23.701733,-28.288366,-32.921608,-32.151623,-29.757055,-28.68576,-21.008322
