-8.330686,-7.1850185,-7.42418,-4.940073,-1.970747,-1.2317009,0.0,-2.5003757,-2.5961742,-0.062366486,-1.238699,-2.3523617,-4.1069965
-16.554619,-16.388203,-19.79979,-13.012286,-16.969429,-21.417362,-27.264872,-19.007763,-13.768967,-22.045105,-22.388144,-21.883053,-16.501944
-19.501368,-14.04802,-17.313627,-21.904247,-19.568115,-19.232496,-27.067955,-16.164442,-17.054756,-21.618635,-17.235086,-20.580864,-21.074682
-17.719698,-13.755041,-17.818932,-17.756327,-21.590874,-15.415717,-26.173862,-21.915342,-17.035686,-19.57758,-17.15184,-15.42935,-18.495325
-18.097649,-25.599073,-19.165653,-21.038313,-17.763048,-18.93515,-22.820898,-24.257864,-17.110182,-18.306728,-16.22107,-21.951996,-21.758442
-19.124304,-21.873407,-18.368557,-18.227224,-18.2345,-15.611079,-25.141552,-20.239147,-23.227901,-20.560589,-20.405582,-21.740772,-21.724344
-20.795416,-20.638441,-17.437004,-16.189232,-16.21587,-16.178839,-20.439291,-21.947165,-25.750818,-25.241705,-17.354433,-20.68237,-17.80029
-27.04129,-23.195688,-20.439602,-22.936928,-18.340412,-19.754316,-21.509466,-22.306433,-22.604603,-28.225826,-19.913174,-23.3971,-22.424683
-22.118576,-22.666319,-15.630033,-26.34925,-13.832499,-20.688433,-22.542526,-12.864505,-19.149452,-21.016926,-26.110197,-26.864725,-20.652906
-25.329536,-23.077892,-19.642876,-24.84291,-18.414988,-18.387033,-25.926659,-14.192503,-21.606302,-21.899225,-25.325884,-24.14526,-23.118568
-33.10021,-16.887808,-16.929253,-21.974707,-14.930658,-15.645327,-22.016,-20.288631,-18.094593,-22.600641,-25.816076,-21.36882,-20.386051
-32.60136,-17.980162,-20.20402,-22.802553,-17.747519,-14.442108,-25.06247,-27.433697,-19.962465,-19.095123,-22.609442,-19.555906,-23.28467
-24.053553,-15.296814,-15.430842,-25.979345,-22.193882,-11.747803,-22.668999,-24.646633,-20.571543,-19.554955,-22.805387,-21.691925,-15.897686
-22.804844,-16.076002,-14.733461,-23.193243,-21.061367,-13.503899,-26.247217,-22.192478,-22.94429,-21.997013,-15.600203,-25.481607,-13.593109
-26.90322,-19.170506,-17.03852,-22.192394,-24.28656,-19.458517,-21.02531,-20.469751,-18.089823,-17.462517,-12.962898,-20.468115,-15.947899
-30.137623,-21.304932,-24.284662,-16.633148,-29.387373,-21.857546,-15.108355,-19.234419,-22.309183,-19.133047,-15.065321,-17.457218,-17.198696
-29.893852,-16.829365,-24.687403,-20.930414,-21.922688,-20.628996,-15.222002,-20.262705,-19.237724,-20.139519,-21.60636,-17.153141,-19.231876
-20.77856,-14.6629925,-23.692583,-21.94202,-19.89936,-27.78843,-17.694187,-17.386955,-21.59108,-19.543129,-21.022547,-20.217203,-26.38817
-19.379087,-22.147205,-26.0706,-22.202705,-18.091623,-27.162226,-25.899565,-21.012367,-22.021383,-19.825264,-22.636347,-26.589836,-34.724037
-20.649803,-16.41732,-21.75235,-22.825499,-17.920996,-22.911493,-15.08449,-23.230606,-14.863949,-25.135668,-18.601757,-22.741005,-30.441994
-24.856367,-17.939827,-22.310013,-24.157051,-16.951578,-21.496424,-15.328457,-19.534819,-15.814191,-25.147272,-17.89653,-19.190905,-34.068428
-27.401093,-22.20524,-19.1335,-23.081259,-16.71961,-16.769634,-21.173794,-20.057005,-19.99305,-21.587957,-19.331268,-20.584076,-22.889225
-28.670868,-17.772472,-19.404787,-21.219547,-20.904507,-17.553425,-22.30054,-20.735851,-20.474417,-20.502758,-18.20761,-26.925165,-20.973246
-23.687187,-13.770583,-17.81441,-22.080208,-19.684082,-20.612988,-26.699718,-20.254646,-22.836863,-19.29625,-18.269123,-24.767744,-24.65009
-26.432821,-16.769087,-14.0124445,-16.10881,-22.426332,-18.825098,-27.379301,-25.069313,-19.885494,-15.996902,-18.457254,-24.649025,-20.070988
-35.53972,-20.79874,-12.897949,-17.187452,-22.475182,-19.033045,-20.316795,-20.342333,-22.921606,-22.174864,-20.565935,-26.146082,-19.275745
-34.614685,-26.443966,-16.513432,-18.910805,-15.779248,-19.334358,-23.964357,-20.68822,-19.327265,-23.391644,-20.302937,-24.127968,-22.493437
-33.90902,-22.851875,-22.03342,-15.703173,-15.006944,-17.247328,-24.568298,-15.964474,-19.263105,-16.967163,-27.447813,-21.517382,-29.413925
-25.281734,-18.086136,-22.589674,-12.518132,-20.045341,-18.977598,-22.560202,-17.372374,-22.772608,-13.093973,-22.721252,-19.493092,-25.820293
-23.418175,-20.285347,-19.070406,-15.810847,-21.254951,-21.153517,-25.503641,-19.613466,-22.101658,-13.286831,-23.69749,-17.701096,-30.36795
-19.845783,-17.670238,-20.225933,-16.200386,-19.237087,-20.999664,-21.790092,-19.939274,-23.801313,-18.065958,-25.859114,-14.952152,-32.052483
-18.819338,-16.264935,-25.931911,-15.811085,-32.760113,-15.694351,-21.04239,-16.508,-21.622206,-19.01661,-22.117146,-24.56529,-27.022362
-20.949642,-21.583918,-29.245373,-14.102385,-28.903095,-20.543568,-24.242384,-17.375525,-16.110214,-16.072077,-20.145206,-25.813921,-20.012598
-20.811462,-25.00036,-26.907135,-15.581253,-21.257698,-23.217186,-18.464529,-25.862823,-18.321756,-22.403965,-27.10353,-25.262726,-24.276737
-19.925732,-23.683477,-20.371809,-17.916733,-21.379696,-15.083693,-21.530502,-21.97942,-23.89439,-19.662153,-25.67627,-21.221174,-22.501024
-21.101007,-21.40248,-21.12158,-24.719706,-19.73765,-16.739086,-26.21313,-19.77294,-20.38392,-19.989227,-25.43192,-20.127716,-21.568953
-24.207998,-20.69543,-24.195347,-24.21632,-23.676897,-22.043936,-30.109882,-18.502571,-16.688618,-17.464352,-22.459253,-13.905649,-20.201843
-27.859272,-23.429182,-22.52198,-19.78632,-21.635622,-18.239122,-23.324318,-17.868557,-14.040716,-19.016922,-23.509335,-13.861207,-17.63127
-29.209793,-32.88814,-21.682667,-17.095016,-21.893236,-17.434765,-20.217701,-23.785244,-14.98746,-19.59826,-20.101622,-21.672033,-19.997988
-26.99157,-20.030611,-19.553717,-17.530508,-15.301521,-17.591549,-22.299263,-19.17482,-14.877541,-16.455847,-17.690987,-25.306244,-20.766615
-32.028107,-17.730978,-15.762518,-23.480616,-20.335615,-18.61771,-25.09071,-15.366093,-19.759016,-12.454873,-14.968301,-23.563828,-24.466797
-25.66869,-20.310778,-19.185959,-21.447744,-21.645601,-17.87408,-25.415993,-16.534302,-15.06964,-13.312742,-18.398983,-26.58464,-25.448658
-21.862011,-20.86021,-21.972542,-17.350185,-24.183683,-19.38641,-20.541016,-22.008406,-14.1609,-19.309435,-19.984398,-20.435226,-27.249697
-20.695574,-17.31494,-15.598301,-16.657951,-27.853636,-15.686913,-19.66358,-24.214634,-14.658745,-24.87765,-18.79083,-18.582798,-19.736814
-24.035229,-14.115131,-16.149193,-16.341547,-21.335056,-16.534164,-22.828644,-30.188248,-20.320263,-21.479378,-18.099749,-20.323652,-17.7968
-28.36409,-19.960455,-22.84793,-18.345604,-18.220568,-18.536312,-16.996918,-26.981606,-25.366095,-19.60182,-22.592564,-21.808027,-21.749743
-29.181234,-17.890327,-21.307428,-21.48883,-12.570862,-23.404797,-15.844975,-19.734297,-24.112507,-18.824808,-22.183907,-21.032969,-18.872238
-31.09154,-15.4324465,-21.3605,-19.692924,-14.140654,-24.692684,-19.306917,-13.710889,-18.598848,-18.063286,-22.718153,-20.002768,-26.79858
-34.83676,-19.645092,-18.074133,-19.376938,-17.926786,-20.052134,-15.059717,-15.424877,-14.670296,-16.40642,-20.491827,-16.392046,-17.725437
-28.993954,-21.944324,-19.70983,-16.759365,-19.969297,-18.171637,-16.992113,-18.001598,-16.618069,-22.946377,-21.40327,-16.982224,-18.059067
-24.874264,-22.151962,-19.035969,-15.832581,-26.13048,-18.374298,-21.870487,-18.751528,-19.605959,-27.257933,-17.056252,-14.708709,-18.097832
-26.547913,-18.82574,-20.58229,-16.818817,-18.166216,-20.030039,-28.136484,-16.08264,-16.08171,-22.55232,-14.466998,-18.68054,-20.750475
-27.540545,-18.19825,-18.95214,-18.672703,-18.338837,-20.91535,-21.151665,-14.0162525,-18.75788,-16.673897,-17.145573,-20.107117,-24.904957
-31.55475,-18.862314,-16.392738,-22.757772,-19.481796,-14.622185,-23.368393,-14.996725,-23.734003,-14.498375,-17.727898,-21.322916,-21.107462
-32.440666,-23.790245,-17.983356,-25.539726,-21.591991,-10.568242,-31.738611,-16.128002,-20.20628,-14.825382,-21.057049,-20.74071,-22.952414
-27.615488,-18.692066,-28.190075,-20.054865,-25.50819,-14.256845,-28.535896,-18.735641,-23.040127,-17.310223,-22.833729,-19.651205,-22.860203
-27.900398,-16.07038,-27.518528,-20.35463,-25.781334,-21.322107,-24.48412,-23.143116,-24.88565,-24.860416,-22.092606,-23.45355,-18.273024
-33.044,-14.30582,-27.467539,-24.263683,-21.750267,-23.255451,-21.18737,-22.97527,-22.105295,-24.380798,-22.39174,-20.747307,-18.282772
-37.266098,-18.082115,-20.62708,-24.653385,-21.633623,-24.10516,-22.622643,-26.623371,-23.391872,-21.271894,-23.123878,-18.851433,-22.61075
-35.526997,-15.228983,-14.912994,-19.933285,-23.680298,-21.074877,-23.435625,-24.03779,-18.184193,-21.814781,-17.607399,-23.143524,-19.544493
-35.076576,-19.793432,-17.682312,-21.560701,-20.951214,-22.90159,-25.914906,-17.35841,-21.118166,-29.750269,-21.450172,-25.465618,-25.94744
-25.633783,-17.186464,-20.703064,-17.504604,-17.539467,-17.535292,-25.382542,-11.558961,-25.253693,-24.550945,-29.994072,-25.620743,-27.059132
-22.886303,-18.213404,-20.596199,-21.49329,-18.741285,-18.538923,-24.702335,-18.28611,-17.554996,-23.701565,-28.849308,-28.03732,-29.364758
-25.588228,-21.237858,-19.546642,-20.718763,-18.44868,-19.726927,-23.403252,-22.687498,-17.957006,-23.237152,-22.527712,-27.076935,-29.984446
-27.141281,-19.35222,-19.588015,-22.369946,-21.486734,-19.40916,-24.727072,-19.885147,-27.20462,-27.728165,-27.481537,-22.118216,-16.738808
-23.818619,-16.609789,-27.03352,-25.22076,-21.444613,-21.936312,-23.955406,-15.279171,-26.087135,-28.245243,-27.700964,-23.643951,-18.09649
-24.014593,-16.341078,-16.120092,-23.235985,-18.87124,-22.940968,-22.084194,-15.42189,-27.946032,-22.506721,-17.82619,-18.157652,-23.982428
-29.713795,-15.123932,-18.387426,-22.96848,-16.268393,-24.535263,-18.201315,-22.385859,-21.71983,-22.493568,-16.958279,-19.222446,-20.062153
-24.032875,-16.844856,-18.981823,-21.910677,-17.374912,-23.968681,-20.758226,-19.840706,-14.527452,-20.540157,-23.367317,-24.830132,-17.700706
