-17.792913,-21.307484,-14.909067,-18.725494,-15.630428,-18.060287,-18.268032,-16.115826,-19.160067,-13.062485,-13.181735,-16.540318,-16.921722,-18.761974,-12.389909,-18.65627,-15.221787,-12.53629,-16.633183,-16.45134,-14.77152,-14.9829445,-13.151751,-14.307453,-17.23067,-17.159046,-13.980901,-17.701542,-13.380741,-18.198229,-22.001911,-18.666237,-16.652771,-16.156822,-13.878193,-14.928619,-17.85865,-8.422197,-10.922689,-16.29837,-21.892889,-20.683548,-17.938665,-14.997814,-18.614971,-12.807545,-15.808718,-16.470585,-13.133448,-23.937984,-18.761631,-15.190838,-15.134491,-11.778215,-18.6278,-12.343799,-15.909483,-15.052099,-13.780375,-14.010516,-16.41771,-15.462495,-16.373161,-17.904068,-13.850771,-15.679971,-16.562351,-17.185547,-14.947029,-16.439749,-11.577181,-15.194108,-19.064888,-14.132722,-22.420746,-16.204979,-17.275043,-13.6278925,-12.586041,-22.521759,-11.928705,-14.79528,-18.890064,-17.091866,-19.12558,-16.073582,-17.608223,-17.43066,-14.216743,-15.993166,-18.666275,-16.165163,-15.0902815,-13.3609705,-9.393724,-14.835216,-11.766907,-13.755544,-17.097752,-17.061237,-19.356264,-14.068155,-17.158379,-13.779605,-18.57159,-17.211372,-20.12928,-19.399006,-14.121638,-15.642847,-18.89402,-22.043142,-18.840824,-16.356234,-18.191803,-15.974227,-12.786115,-15.365196,-14.114492
-26.499098,-19.730667,-18.427906,-22.19778,-18.227264,-22.232792,-19.860325,-23.303139,-20.58046,-15.387784,-19.03962,-24.454235,-26.24205,-21.316996,-19.735,-20.028078,-19.750906,-15.038779,-27.004707,-18.131292,-25.16581,-25.439447,-16.709156,-19.552418,-25.266376,-23.335617,-15.514833,-23.37279,-22.712343,-23.714394,-21.697123,-18.980576,-22.9357,-24.113419,-24.760698,-17.271135,-22.499182,-21.390114,-22.99527,-21.794384,-15.167154,-19.624409,-19.87618,-23.420979,-19.30745,-20.66607,-15.007855,-18.300228,-20.660229,-18.104912,-17.217257,-20.02407,-22.43444,-11.527426,-27.062042,-17.291344,-21.895386,-21.154758,-23.233864,-18.746634,-19.965124,-25.040743,-20.166534,-16.902094,-22.428938,-14.751341,-27.18364,-19.561968,-18.526936,-16.569817,-20.226711,-18.40767,-27.479765,-23.26342,-24.00755,-24.887547,-22.822,-22.811543,-15.334335,-18.728596,-24.635014,-18.699642,-21.605549,-25.715704,-15.476614,-24.730854,-20.067251,-19.9509,-20.654121,-18.948511,-23.07742,-19.985413,-15.394202,-21.284447,-20.530153,-20.477388,-18.59383,-20.509802,-20.273968,-19.346712,-20.4617,-19.515417,-24.238693,-21.4492,-23.435436,-18.372324,-27.561472,-24.41399,-17.512747,-17.902191,-30.348524,-22.994629,-19.31074,-17.08222,-17.820133,-28.77485,-21.893005,-21.624243,-17.664165
-21.910885,-29.195648,-20.906221,-22.67437,-22.352324,-22.116043,-18.275032,-23.228395,-17.328121,-16.669226,-18.742607,-28.827002,-26.40701,-16.607084,-15.558367,-23.051273,-27.862522,-21.895508,-24.76889,-15.976662,-25.24844,-19.240654,-21.59463,-22.986246,-25.265364,-23.236534,-17.717596,-19.952515,-17.68277,-29.167017,-17.72623,-17.860373,-22.672977,-17.980852,-24.27279,-28.789482,-18.716053,-20.180298,-18.4819,-22.164434,-14.600487,-19.559772,-21.671799,-24.752468,-21.49264,-26.248653,-11.81315,-20.15076,-26.062002,-17.54874,-15.087449,-21.042488,-23.949366,-19.94423,-26.933264,-25.657894,-15.624462,-22.917732,-22.469784,-20.58595,-20.505768,-24.560926,-20.680725,-18.124323,-22.704613,-20.975677,-21.755486,-23.16832,-17.344383,-23.281944,-24.22235,-23.462553,-20.933277,-16.776169,-22.35318,-18.45993,-25.186026,-31.783892,-19.17176,-20.146496,-24.340033,-23.453014,-18.12922,-20.360336,-16.077759,-28.741617,-21.675697,-19.10456,-24.326502,-16.733368,-22.258854,-22.477354,-19.07172,-24.019129,-16.7761,-24.629696,-19.90057,-12.948408,-24.307108,-26.06355,-28.326303,-22.184444,-23.176735,-26.931957,-21.885582,-16.594282,-27.630564,-21.657734,-22.14692,-22.716017,-22.381474,-21.978416,-20.224377,-16.635408,-20.097889,-31.970724,-22.027016,-21.544708,-20.583208
-18.69102,-25.636555,-19.635632,-28.86825,-19.45636,-17.181217,-17.772934,-19.89415,-16.526695,-17.958366,-24.435644,-23.309023,-22.881027,-17.693283,-16.203274,-21.96547,-29.771198,-23.07709,-19.113943,-19.934895,-23.223322,-15.957648,-18.745043,-21.710857,-20.651508,-26.136208,-17.112404,-19.876238,-21.825714,-22.135319,-22.707218,-21.433435,-20.54908,-18.930735,-24.25903,-25.041183,-20.095366,-20.347193,-15.33117,-16.152084,-16.159184,-27.34684,-18.070042,-21.328455,-22.025467,-32.299175,-13.815577,-21.169228,-21.77594,-18.815548,-17.529629,-28.936523,-21.730999,-22.66063,-22.848513,-27.305328,-13.993553,-14.678453,-24.54147,-16.76965,-20.755682,-22.997763,-19.275213,-23.85507,-17.461,-21.174717,-22.362001,-27.701174,-19.92711,-24.87487,-31.634094,-21.418571,-20.785221,-16.074223,-21.828848,-19.96611,-21.519655,-25.305777,-24.210276,-20.988785,-23.332819,-20.38472,-18.717365,-21.392014,-17.298653,-25.123573,-17.053537,-18.862774,-21.509962,-16.709867,-18.525394,-21.29408,-20.250439,-19.650644,-20.256647,-23.066437,-16.74907,-12.294794,-21.299116,-20.858341,-21.846651,-20.76839,-21.936676,-18.794228,-17.377892,-19.835821,-20.627632,-23.822952,-17.536713,-24.424206,-20.794811,-22.8885,-21.274275,-21.122673,-22.342833,-29.747997,-22.363924,-18.52251,-21.009912
-20.600182,-28.361364,-17.25734,-27.581053,-13.422647,-17.006657,-17.475908,-26.234444,-18.83377,-21.459883,-22.045578,-25.184433,-25.03809,-15.149215,-21.777254,-20.335342,-24.30608,-19.86224,-20.827652,-21.836245,-19.670635,-15.766719,-17.165413,-30.177975,-19.632612,-19.249285,-17.91181,-21.146175,-30.699461,-17.206802,-22.254925,-19.759203,-23.52495,-17.732002,-22.030457,-26.239677,-22.240936,-17.477617,-20.275476,-14.533742,-19.308792,-16.83509,-20.285463,-22.930874,-23.04772,-23.688692,-17.202991,-20.12274,-24.647352,-18.25375,-17.649202,-25.48406,-15.299628,-21.300915,-17.32172,-18.395159,-25.168951,-14.011527,-18.133701,-18.471844,-20.55895,-23.077942,-20.542446,-29.281399,-18.207163,-22.04007,-20.664877,-29.32879,-22.154713,-30.285503,-31.513945,-19.011158,-21.982735,-26.646278,-18.786121,-23.613907,-22.050772,-19.114895,-25.74459,-17.446539,-26.88724,-20.899084,-18.997997,-18.604307,-19.398247,-28.567307,-17.610043,-21.277115,-19.809175,-15.070219,-20.610416,-24.26228,-20.141201,-18.339466,-20.966787,-18.540522,-16.587828,-18.367455,-16.209518,-19.674171,-21.426786,-22.257317,-17.542255,-20.991653,-20.231705,-22.36485,-14.402249,-20.125645,-16.261105,-19.941025,-23.426216,-17.731052,-19.572453,-18.539942,-20.932476,-25.123419,-18.811995,-19.31024,-18.122925
-26.77554,-22.702986,-15.710594,-24.775986,-18.180672,-19.395267,-19.146114,-28.000925,-23.707317,-22.363636,-18.875744,-23.92892,-18.68073,-16.151241,-25.816051,-18.368656,-20.793625,-22.694544,-23.643944,-18.227962,-16.678665,-20.625294,-21.689535,-25.70732,-18.319912,-15.933606,-22.65401,-26.362106,-26.988932,-21.940817,-18.452236,-20.817902,-19.622873,-20.943008,-27.197174,-21.89312,-19.377203,-23.943941,-19.24318,-21.838692,-21.583946,-14.728369,-19.86956,-24.69916,-22.35693,-23.96482,-21.334625,-20.70212,-30.340786,-18.820673,-17.79928,-25.141766,-17.580017,-18.03221,-21.28008,-18.389212,-21.845364,-19.499493,-15.221655,-20.251652,-17.905346,-16.508495,-19.845524,-23.930685,-23.356983,-21.165812,-15.910267,-28.248146,-20.528494,-22.733944,-24.722443,-24.626183,-19.441135,-21.449394,-16.922752,-18.183569,-23.71661,-15.4310665,-24.283342,-19.340303,-26.18067,-26.121216,-21.440489,-20.363636,-17.562014,-25.148201,-27.736671,-27.933622,-17.946688,-16.117918,-17.20263,-22.10839,-21.246433,-22.52745,-21.353828,-18.072363,-16.491354,-27.580648,-19.408272,-20.757507,-18.696964,-32.371754,-17.772713,-19.547274,-20.007072,-22.595766,-17.833134,-20.024918,-19.37732,-24.56176,-26.401316,-14.786446,-21.654339,-17.187204,-20.303776,-19.905075,-14.864308,-20.607887,-15.670191
-26.157085,-19.385937,-20.075874,-22.172525,-20.845657,-27.436163,-16.517029,-25.679523,-21.429878,-30.087513,-17.136242,-25.299204,-18.275291,-24.000914,-22.05248,-21.349293,-24.228874,-24.683962,-19.092594,-21.259953,-22.235655,-21.23161,-17.437164,-20.660675,-19.63836,-23.921432,-18.653065,-24.989254,-22.33632,-16.91232,-20.531012,-19.999912,-20.09148,-20.181974,-25.601635,-18.194138,-13.919075,-25.129776,-17.275696,-22.000595,-19.949879,-24.300264,-16.604586,-21.141949,-19.252638,-19.368011,-19.179123,-19.28611,-23.45578,-20.102104,-22.59758,-23.832993,-33.896217,-16.787262,-19.901815,-23.8918,-23.652506,-23.268211,-15.501315,-21.65278,-17.885948,-19.306362,-17.586441,-26.925941,-25.919683,-20.246733,-18.3008,-19.39289,-20.693874,-16.109211,-17.22144,-25.429298,-21.9578,-19.103266,-19.357117,-16.902866,-19.571306,-14.49631,-18.042873,-17.63514,-30.261526,-27.26586,-22.451458,-17.388325,-20.00167,-20.531345,-30.436958,-23.61093,-19.429836,-16.367134,-20.343431,-19.680195,-22.909756,-16.438568,-18.489767,-23.506706,-17.924511,-21.704056,-23.542358,-17.616982,-19.728243,-35.539104,-19.56914,-18.69559,-19.205051,-20.202568,-25.754913,-19.13368,-18.367096,-19.978327,-19.272968,-18.178627,-18.359608,-18.710428,-17.21583,-24.68107,-18.249104,-22.481487,-14.762046
-25.462734,-23.606451,-21.207417,-25.28164,-24.008638,-22.283348,-20.308372,-21.024235,-19.739386,-23.197872,-19.477713,-29.38055,-19.611084,-20.519745,-22.274075,-19.84753,-20.41112,-20.368341,-17.817522,-26.968216,-17.823265,-22.724106,-15.598747,-25.27672,-28.813198,-25.283848,-22.268078,-21.68581,-21.589905,-16.001253,-20.41086,-18.51228,-24.61341,-21.756866,-20.405083,-16.472271,-19.696365,-20.518452,-21.419271,-26.264864,-17.335148,-29.476675,-19.760668,-24.074488,-21.725012,-20.97413,-22.93798,-20.711193,-19.87724,-28.12645,-26.443907,-26.016346,-30.542673,-19.15828,-23.169048,-27.594313,-18.302208,-22.195545,-14.856228,-19.97091,-21.688423,-20.128603,-16.400894,-24.688442,-22.333176,-23.08282,-21.474945,-18.561825,-24.303339,-22.883932,-17.473734,-25.356165,-32.253433,-20.812489,-20.36538,-19.169067,-19.022713,-16.044165,-16.925558,-21.91445,-23.3577,-21.104824,-19.39606,-18.70892,-23.887312,-18.22316,-22.413929,-21.016739,-15.994783,-21.23588,-21.597544,-18.612114,-19.185524,-18.157093,-25.110153,-26.999044,-18.301289,-23.56188,-22.899582,-21.36093,-16.102478,-27.99552,-19.695759,-23.626244,-22.093262,-18.756372,-22.95834,-25.737288,-17.596989,-25.57109,-16.402088,-23.51349,-15.474227,-21.801382,-20.691763,-25.370705,-17.523212,-21.756197,-19.745111
-28.906046,-22.14443,-13.991793,-23.98923,-23.39059,-20.436224,-22.835617,-22.225557,-18.53822,-15.92738,-21.377619,-16.749233,-15.062174,-19.903206,-17.03285,-19.892239,-22.096437,-15.832806,-21.61071,-22.443031,-20.774153,-19.702505,-16.988876,-15.035732,-23.733496,-20.508696,-19.218227,-22.27929,-25.241236,-18.490715,-20.78044,-17.320257,-29.248186,-19.30627,-17.563442,-21.294426,-23.860023,-18.589302,-27.08746,-25.486073,-19.27474,-21.46068,-17.4696,-18.65993,-20.40568,-17.798073,-24.955286,-16.009495,-18.549065,-24.646667,-19.207634,-26.333443,-26.367887,-16.980837,-26.220284,-17.363224,-17.899944,-20.236256,-16.165897,-19.043951,-22.109785,-22.24069,-17.164564,-28.248,-26.667192,-26.235638,-18.943779,-20.38403,-22.839493,-23.13356,-22.25612,-18.965492,-20.553581,-22.478336,-19.724987,-18.761091,-13.153365,-20.712923,-19.178814,-28.19998,-18.504868,-22.31904,-18.316925,-20.568901,-23.217901,-17.016052,-17.615292,-20.967941,-16.792538,-20.289276,-16.525501,-21.246649,-23.18398,-23.119036,-21.271673,-23.607449,-15.8041935,-18.0248,-26.300919,-24.297369,-13.316719,-21.450546,-24.6297,-18.00465,-18.002228,-16.209793,-20.659632,-18.395128,-14.277995,-19.95192,-19.564285,-15.10155,-18.004267,-25.4507,-26.89214,-23.724823,-19.191544,-23.92275,-18.03608
-27.730793,-23.035603,-12.350819,-22.306969,-27.053099,-18.154404,-16.700825,-19.202137,-22.498917,-19.880085,-16.154919,-16.78867,-13.24161,-24.22742,-20.603634,-22.215137,-27.827625,-22.044785,-19.207546,-25.434175,-24.803764,-25.070364,-15.55229,-16.870916,-22.920874,-22.36885,-25.742199,-26.445705,-22.94208,-31.253448,-20.576963,-23.78288,-32.263126,-17.453957,-23.74118,-19.130785,-25.750229,-20.705194,-24.630901,-24.229248,-21.715887,-21.176203,-22.491426,-16.821503,-19.261408,-17.894283,-22.35442,-18.81573,-17.714634,-24.791697,-21.829441,-23.936592,-20.897644,-18.903736,-31.838387,-19.08853,-29.32977,-21.766026,-18.13856,-26.66914,-22.542536,-25.838087,-18.882849,-24.983706,-25.696342,-22.883772,-21.007412,-23.61009,-23.872602,-26.165312,-24.6628,-15.987726,-20.399418,-26.69404,-18.907347,-18.073065,-14.130407,-25.267725,-16.558662,-22.632536,-22.235886,-23.365154,-28.614334,-22.125305,-20.795137,-26.320824,-19.091734,-16.397419,-19.878868,-20.441301,-21.02362,-17.293848,-22.55499,-21.582342,-23.507563,-26.949657,-20.439877,-18.288956,-24.728193,-21.12265,-20.65806,-21.373226,-22.79797,-18.27132,-20.759937,-25.010582,-20.85768,-20.85594,-17.778076,-20.108936,-23.482716,-16.039038,-25.153677,-22.35902,-19.919233,-24.61071,-21.633385,-24.825436,-22.484446
