-21.09038,-20.74268,-19.542711,-18.707577,-20.565983,-20.675299,-18.074928,-20.429108,-19.335583,-23.85952,-25.505964,-17.270756,-16.572495,-25.634007,-21.225945,-30.89643,-27.140404,-25.911695,-20.113297,-3.7504177,-3.7571945,-3.5523968,-26.910692,-24.24152,-21.35516
-21.53533,-35.211075,-26.72404,-16.769535,-24.636711,-19.045483,-26.257618,-30.586735,-27.051147,-23.318165,-26.963923,-17.826567,-21.421017,-24.503,-27.937437,-31.971275,-26.34161,-26.515837,-21.169037,-46.53409,-44.83853,-13.3538685,-24.205975,-29.250223,-28.372408
-24.573013,-29.993809,-28.124952,-23.899708,-19.543043,-16.88553,-25.421,-25.814358,-25.255447,-27.75115,-31.590878,-21.630817,-30.543652,-25.178381,-31.725988,-33.307793,-24.960548,-28.112175,-22.605043,-47.112648,-45.96408,-18.94031,-28.704294,-29.03075,-34.59935
-24.106764,-31.092243,-23.187977,-23.2414,-19.532074,-17.497143,-22.566624,-24.377981,-24.685898,-26.623255,-26.680851,-23.12498,-32.708424,-28.604471,-42.295006,-30.322977,-27.201466,-23.872505,-25.59939,-43.149364,-49.989662,-21.049873,-30.31678,-26.079659,-36.619476
-25.546253,-36.374607,-21.446411,-20.963026,-24.066864,-22.07579,-22.578003,-27.828865,-25.66556,-27.946333,-21.33166,-18.953743,-28.775042,-28.50128,-22.049343,-26.726074,-30.115757,-21.993155,-26.035122,-42.067284,-44.068085,-22.325962,-29.194065,-25.015408,-31.744974
-23.16175,-29.055403,-21.76744,-18.006527,-23.356632,-19.926888,-23.359207,-33.038387,-22.622952,-27.753738,-24.479145,-19.696068,-19.50669,-23.148712,-18.672756,-22.370813,-25.646614,-20.649328,-24.50095,-36.538662,-43.138954,-24.14389,-31.306492,-31.55482,-26.930569
-24.137796,-24.866634,-20.57732,-13.758318,-15.228161,-16.120365,-14.091137,-14.427034,-20.01468,-30.859915,-24.739727,-22.032238,-16.784817,-23.022007,-21.983366,-19.454592,-19.104626,-20.679855,-23.969978,-36.015633,-43.842247,-29.627668,-30.902672,-25.477497,-24.769493
-24.951107,-28.464146,-22.721283,-17.572128,-18.622375,-16.697264,-15.408129,-15.20282,-19.269157,-27.293812,-18.807016,-20.519306,-24.71725,-28.27383,-17.905449,-24.638815,-22.77922,-22.848806,-26.461426,-37.853905,-39.01935,-29.340927,-30.434235,-27.688972,-28.432194
-24.074306,-32.35764,-21.07061,-19.535215,-25.4122,-24.92715,-18.745056,-24.893871,-19.727867,-24.282375,-17.042673,-16.024828,-14.722832,-20.85271,-18.410439,-22.245201,-28.634228,-21.335806,-32.66802,-29.260468,-32.387436,-26.529488,-30.68692,-30.618872,-27.494305
-30.138552,-32.498825,-24.75758,-19.001673,-24.336872,-25.766256,-26.750656,-29.380325,-17.92786,-25.195621,-21.0523,-10.152569,-15.470013,-15.771212,-17.726929,-25.638464,-20.524107,-21.684326,-32.88736,-26.562204,-27.81796,-26.495356,-27.957085,-35.018234,-29.03321
-27.295174,-29.845066,-22.98906,-18.366245,-20.85733,-25.788605,-27.407328,-21.515646,-20.342834,-20.030825,-13.657087,-4.208763,-10.178497,-12.671713,-14.431517,-22.076992,-15.969168,-12.929853,-15.830511,-29.101925,-30.461939,-27.242638,-29.151125,-36.24267,-25.584282
-29.528645,-28.862572,-20.935917,-34.437737,-19.720802,-17.127785,-28.76072,-17.870253,-15.364899,-24.683792,-9.29985,-5.7092705,-16.108864,-17.897646,-17.867363,-21.530014,-23.68614,-13.717649,-14.478062,-25.047077,-26.014877,-31.522985,-24.614809,-27.86296,-30.980476
-22.936565,-24.516329,-18.26688,-24.406927,-20.28796,-15.3857,-17.901913,-22.240746,-14.394201,-18.859554,-9.13599,-8.029423,-19.589659,-14.24402,-13.745842,-23.584202,-17.962543,-22.524006,-20.793188,-24.826712,-24.277555,-30.950094,-24.57557,-28.477562,-29.49125
-23.35878,-27.07264,-15.553001,-11.070517,-18.436523,-15.873735,-16.119104,-26.241728,-13.276846,-2.5598278,-8.18462,-8.54174,-8.414305,-5.4579277,-8.308958,-13.920952,-12.795254,-21.447388,-22.8957,-32.84219,-28.217361,-28.396845,-30.31452,-30.401798,-33.236664
-27.008553,-27.932846,-12.676552,-7.491501,-20.372343,-15.740545,-19.672222,-24.054722,-14.825161,-1.1011314,-2.5042858,-14.385807,-5.040907,-1.8791256,-2.105873,-8.88905,-14.3179455,-14.401072,-23.041073,-33.272156,-30.816614,-27.796085,-28.059021,-28.565182,-28.674286
-23.596672,-28.543182,-17.906445,-11.909058,-18.858643,-15.825748,-22.367933,-22.629799,-16.008432,-14.940033,-5.5507393,-18.253418,-9.012751,-8.417467,-7.031416,-11.946724,-21.385017,-14.429544,-23.109564,-33.57784,-31.861046,-31.677021,-27.534912,-27.85833,-29.959648
-15.860361,-25.53881,-17.626375,-14.077639,-17.63796,-19.33678,-25.86577,-29.892872,-16.292332,-21.59631,-17.297815,-11.888517,-15.1974945,-15.125618,-17.89898,-14.276352,-23.484018,-13.494417,-28.110382,-34.10389,-29.363663,-28.58462,-28.785622,-24.047113,-28.25024
-8.586748,-7.801016,-6.962528,-10.134636,-14.714449,-5.56999,-5.7584248,-7.0884056,-8.269657,-16.450964,-24.245571,-14.120771,-14.317993,-12.650993,-14.503153,-3.2176056,-9.739788,-4.9108486,-8.487236,-9.342606,-9.451015,-9.032169,-8.733725,-8.00572,-9.025084
-5.4532356,-0.2998352,-6.708805,-7.642954,-4.930044,-3.1298103,-0.44995117,-0.92383957,-1.8896866,-21.931595,-19.896578,-14.387199,-11.316307,-17.483685,-11.838402,-3.2871418,-0.64997864,-1.9592171,-0.3463974,-0.34981537,-0.3675003,-0.26705933,0.0,-0.2485466,-0.07637024
-6.520485,-4.12772,-3.7669678,-13.66235,-5.929386,-10.576738,-5.756668,-5.645336,-4.151043,-27.134533,-12.076969,-13.085506,-12.389198,-16.966093,-16.204641,-9.478245,-2.9197636,-7.219713,-3.3116302,-2.962965,-2.910263,-3.0897865,-2.780201,-3.9244804,-2.4382133
-16.644281,-26.13819,-9.010574,-15.34532,-26.120197,-25.462456,-18.987068,-25.902027,-20.046345,-27.674135,-17.438778,-12.618555,-16.679478,-22.075228,-16.371683,-13.99361,-22.077682,-14.30011,-26.352697,-32.744198,-29.723671,-27.225313,-25.290462,-21.054802,-24.378803
-21.076073,-29.534159,-14.48278,-12.348263,-23.582233,-21.969942,-24.25776,-24.784634,-23.572958,-31.640839,-23.911917,-16.890587,-16.684242,-26.366364,-13.518921,-13.739853,-25.231403,-24.497707,-27.823288,-38.141865,-30.72588,-28.447704,-29.47718,-25.047752,-29.196419
-22.640423,-26.276966,-14.558401,-11.955158,-12.682177,-13.658146,-20.338806,-17.94175,-25.147732,-31.660883,-21.197372,-22.186852,-13.921207,-22.052147,-15.099577,-17.616568,-24.878025,-21.86538,-25.939117,-35.524666,-32.010517,-27.30889,-31.61219,-30.973602,-32.73111
