-2.559719,-1.9073486e-06,-5.0882683
-2.4743404,-9.074135,-7.296562
-4.540962,-17.659235,-7.871147
-7.4295444,-17.422298,-8.447014
-12.2343235,-16.381218,-11.728811
-17.283516,-13.046686,-12.632828
-24.570745,-13.514038,-12.284273
-23.21516,-11.471767,-19.781366
-18.269922,-14.29283,-21.826338
-20.917849,-16.583555,-15.619759
-16.789665,-21.597094,-16.507355
-13.867498,-20.218254,-19.894028
-14.771778,-17.991795,-19.257689
-19.474606,-18.77415,-20.407433
-18.967491,-20.56371,-18.336054
-16.310625,-26.253641,-15.351706
-16.368053,-24.4594,-11.57102
-18.057783,-23.005188,-15.641121
-26.646996,-17.072622,-12.0063095
-23.035004,-14.930513,-14.617151
-19.980165,-15.016632,-15.448097
-17.881887,-16.432167,-19.142542
-19.15303,-19.356232,-22.258379
-19.491003,-24.546238,-17.77595
-19.290226,-19.751812,-16.072298
-20.294422,-14.961344,-18.673563
-22.161606,-16.552383,-17.227442
-25.664782,-19.37751,-17.83934
-33.741505,-13.452986,-24.506126
-35.856934,-14.432846,-22.987392
-21.857796,-16.032112,-19.119999
-17.631704,-18.44107,-21.20556
-19.31504,-18.53779,-18.210663
-26.522758,-22.65914,-16.49454
-33.74696,-24.374636,-14.984054
-30.59986,-24.090652,-16.573883
-26.509521,-25.106098,-18.965351
-26.532364,-19.322155,-17.745209
-21.966259,-18.408173,-17.741747
-21.846458,-18.673532,-15.665989
-28.245943,-21.720886,-19.935963
-25.53883,-18.735243,-20.761713
-22.028936,-18.012857,-17.032867
-17.231125,-20.37299,-16.830557
-20.48665,-16.696434,-20.250864
-27.136116,-19.826618,-23.07838
-34.161995,-23.641306,-21.964886
-33.725506,-21.783466,-25.74155
-24.474316,-24.344131,-18.74111
-23.990437,-19.698587,-19.364511
-25.698475,-16.194492,-22.849266
-33.292904,-17.768711,-21.33118
-31.264744,-25.795225,-15.085672
-23.403112,-25.907595,-14.000868
-22.2813,-21.953865,-21.010344
-26.37325,-22.378775,-29.824064
-31.384626,-19.757395,-22.597282
-25.818787,-16.621017,-16.392796
-25.803988,-16.241705,-20.229057
-27.708305,-21.694801,-17.397846
-22.809471,-17.06137,-16.304512
-17.856426,-14.94349,-19.06387
-18.180992,-19.135006,-23.386063
-19.985973,-21.10803,-17.447866
-22.160648,-17.54282,-16.879028
-23.55532,-20.472897,-23.397226
-22.133242,-26.051971,-25.825577
-27.461317,-26.874386,-30.680233
-29.199451,-16.308714,-26.054407
-27.690943,-14.238018,-20.40374
-23.08367,-19.37373,-17.52719
-24.993397,-17.398165,-13.686594
-21.225285,-6.4353714,-9.999151
-19.552486,-5.4318314,-14.1117325
-22.222986,-13.775191,-13.552306
-25.424957,-20.489975,-14.797846
-25.91789,-25.048481,-24.08448
-25.90353,-20.772541,-24.06705
-28.984167,-19.74849,-14.97607
-26.221838,-21.57336,-13.423851
-29.078743,-25.647346,-14.460467
-28.562757,-23.610931,-15.93452
-22.956879,-22.710724,-21.813269
-20.433575,-18.80426,-18.939869
-19.185831,-17.173328,-17.113636
-23.192123,-17.77853,-21.224264
-25.055235,-20.80096,-14.751251
-20.353966,-23.35689,-13.979122
-23.062103,-22.108406,-20.655281
-20.15847,-19.659224,-25.502237
-18.93478,-19.52585,-15.49734
-22.290606,-19.079805,-11.802818
-29.845438,-21.299454,-20.072077
-29.055418,-17.523712,-24.663395
-25.601538,-17.549175,-23.91286
-24.47602,-23.127594,-19.697348
-25.952332,-21.584412,-14.170986
-24.876606,-17.114595,-15.872866
-29.192595,-15.175356,-22.780722
-28.100368,-24.835722,-20.06089
-30.298058,-30.759909,-19.054363
-28.861956,-29.319853,-19.90626
-26.640688,-21.215538,-20.086996
-19.661087,-19.117275,-21.543415
-18.626427,-18.25176,-19.665915
-22.190336,-16.45299,-18.513706
-20.522007,-19.031994,-21.197384
-19.027603,-21.23714,-23.803566
-18.572563,-19.607918,-16.839151
-19.492924,-22.768425,-21.902502
-20.473427,-22.81884,-21.892609
-28.475582,-19.553932,-22.4082
-22.659222,-22.035118,-27.208815
-20.884956,-18.895256,-28.372997
-22.875078,-20.278584,-23.479052
-25.394407,-20.595707,-18.279236
-19.78099,-23.8987,-15.476473
-19.486158,-22.593407,-18.886086
-23.521355,-21.023918,-18.346415
-26.83458,-20.549664,-18.091833
-24.067057,-18.479805,-18.799358
-27.602451,-23.871098,-24.620617
-22.245548,-21.905575,-24.387434
-17.100437,-22.102608,-25.211317
-19.969784,-22.032074,-19.807579
-23.250433,-24.901604,-16.432545
-27.423492,-25.628101,-17.77515
-23.141748,-19.216927,-24.033836
-22.148724,-22.813492,-27.821123
-21.696873,-21.221622,-26.707607
-22.533722,-26.648794,-20.126442
-23.668888,-23.843824,-19.378494
-22.960878,-27.300661,-19.226654
-21.094288,-18.857756,-19.896671
-20.440666,-14.530252,-21.207644
-25.62295,-17.119831,-16.866936
-24.73713,-22.103722,-16.860922
-25.247581,-18.917717,-16.738243
-25.103748,-24.188946,-19.449104
-25.297916,-21.491768,-17.11382
-26.188198,-24.023802,-21.242376
-28.017792,-25.787088,-21.793589
-27.41791,-24.64249,-23.286741
-25.316599,-24.660896,-22.014904
-28.662779,-26.52263,-22.710941
-25.361475,-20.590805,-17.529251
-28.620644,-17.840067,-19.392475
-29.188541,-20.630983,-25.283247
-26.117043,-22.56479,-21.522532
-27.879414,-23.127584,-17.080387
-24.064228,-22.853832,-14.816074
-25.389736,-22.31023,-21.07269
-25.632883,-22.366718,-19.558624
-29.364588,-19.588812,-19.303541
-28.992573,-18.597965,-20.647339
-23.414364,-21.107368,-14.635567
-23.436766,-20.362347,-12.9073925
-23.97968,-25.699636,-15.6087475
-26.433071,-22.52876,-12.677497
-26.615133,-18.376604,-16.691788
-28.689991,-19.041721,-12.673641
-28.580809,-21.386316,-14.347319
-22.167648,-19.035894,-17.21731
-20.154444,-20.179684,-20.24946
-29.09712,-20.236122,-16.086636
-23.381054,-17.230095,-21.656683
-20.138664,-20.538612,-22.848335
-25.737226,-20.298603,-19.671051
-25.435802,-21.1043,-19.19372
-25.10423,-21.234976,-19.984535
-24.523293,-21.478838,-21.431746
-26.74287,-19.783947,-19.979298
-28.41729,-18.0045,-18.658089
-26.381807,-23.201433,-24.672504
-25.704468,-23.436342,-19.650885
-25.267958,-25.598145,-19.670067
-23.402777,-20.104614,-17.80368
-27.4144,-21.760284,-20.453245
-22.702965,-22.37387,-19.225368
-19.819498,-20.556473,-18.50954
-21.441654,-18.77693,-17.935019
-23.934196,-23.072891,-19.110807
-23.129852,-22.148748,-19.643974
-25.215162,-19.475525,-24.105412
-22.632408,-23.21903,-21.511616
-23.074516,-21.632504,-19.935188
-21.160345,-24.143253,-23.104345
-21.781584,-19.592348,-19.972551
-26.00819,-19.6643,-13.612982
-25.395374,-24.450954,-17.10823
-26.53112,-24.935501,-16.728275
-24.252121,-19.461573,-15.771198
-21.436466,-16.076027,-19.988817
-22.672245,-23.609413,-18.7011
-23.499676,-20.414677,-19.28598
-21.20182,-19.286587,-22.798073
-20.100983,-18.45662,-20.073606
-30.439602,-19.569496,-17.757542
-21.929379,-15.757299,-17.596672
-21.675266,-15.962308,-15.792464
-24.263922,-19.224915,-17.205185
-21.966366,-26.556198,-15.408098
-25.614914,-18.791885,-19.216541
-24.01661,-17.198547,-20.411894
-21.368908,-6.6548347,-20.684597
-24.141497,-7.8588867,-17.95279
-25.49613,-22.109842,-17.691803
-24.858063,-23.651917,-19.535011
-26.148619,-22.991768,-16.872082
-22.38678,-22.733744,-17.605415
-25.130325,-23.537632,-17.38653
-24.41029,-24.060999,-19.944733
-27.283644,-20.088158,-22.30745
-26.588156,-19.036804,-21.737381
-28.635561,-21.133276,-20.659828
-26.741024,-23.032408,-19.354574
-25.213932,-21.97132,-21.645956
-21.325401,-19.75624,-21.17205
-18.745243,-20.421204,-20.208971
-23.98313,-20.21629,-21.270014
-27.733252,-21.228634,-23.424662
-22.854738,-24.236855,-19.857403
-24.165968,-20.186954,-17.871834
-22.84025,-21.839787,-20.07732
-22.102201,-21.817669,-19.317726
-22.863255,-24.307281,-21.722218
-20.55814,-24.222336,-18.506779
-23.6338,-22.91,-21.881054
-29.606064,-23.40636,-19.113194
-26.07741,-23.04968,-20.816341
-23.728512,-23.869484,-21.31557
-25.52792,-20.262062,-19.032692
-24.090336,-21.393867,-19.140629
-24.524235,-20.712494,-20.288147
-26.174946,-23.139053,-21.332062
-24.184084,-23.322432,-20.496832
-24.0056,-21.184193,-20.782536
-22.910631,-20.766129,-19.19068
-25.260307,-24.774973,-18.332323
-26.996069,-21.952934,-18.572105
-26.18063,-20.50008,-19.920895
-24.867044,-19.246552,-21.434937
-25.824244,-20.086449,-19.953602
-28.362057,-20.784904,-21.111738
-26.462572,-24.909,-23.613596
-30.893545,-30.740763,-31.167713
-44.66609,-40.5598,-38.959343
-46.352177,-62.5669,-55.900738
