-17.465446,-19.534382,-23.03567,-19.307804,-24.607544,-23.492653,-16.328884,-17.717607,-19.919498,-17.119148,-18.366127,-23.761263,-16.436876,-19.767927,-16.951569,-17.21692,-19.133034,-17.943079,-17.201576,-17.734737,-19.141193,-19.374544,-20.202694,-18.734703,-17.42766,-20.267654,-16.559996,-17.688656,-19.242771,-16.866606,-16.824196,-20.324202,-17.584866,-21.129993,-18.549072,-18.818274,-16.628418,-18.0275,-19.184464,-23.621647,-18.769165,-24.540714,-21.569298,-20.431265,-18.902405,-17.848103,-21.687157,-17.244473,-24.658207,-17.471706,-22.159111,-20.807222,-17.256348,-22.720383,-19.02337,-21.280167,-21.027891,-16.096376,-22.485329,-5.0028286,-1.19133,-25.692772,-18.106379,-15.788092,-21.887684,-17.468107,-22.306343,-19.412226,-20.934715,-19.329098,-25.799278,-23.021944,-16.829803,-16.739109,-14.305632,-19.01443,-23.193768,-19.348019,-16.020397,-18.998934,-19.392841,-17.509987,-17.761133,-17.212875,-22.755203,-16.478718,-18.32309,-20.90405,-19.843472,-17.661173,-16.879953,-22.583055,-21.884,-19.86015,-23.068943,-18.335274,-21.727985,-21.891964,-23.726847,-19.238459,-19.958654,-20.510992,-22.765842,-21.436966,-17.333172,-15.724592,-19.856503,-19.043526,-17.233116
-22.808784,-26.759151,-24.649542,-32.012108,-21.261076,-23.711535,-28.563208,-29.531923,-22.733744,-26.486782,-25.923355,-24.300623,-19.934856,-22.636608,-29.34611,-25.983433,-29.332314,-24.798965,-21.725456,-25.110357,-29.311588,-24.703526,-20.743813,-21.790176,-24.533716,-23.331684,-27.737253,-34.118614,-27.273443,-28.139439,-27.668358,-25.6745,-22.681038,-20.572235,-27.047062,-28.177263,-19.877327,-24.110811,-23.145018,-29.708885,-29.313211,-28.703032,-26.22492,-26.685776,-29.335066,-24.232246,-26.431942,-20.686787,-28.849188,-21.942406,-28.987768,-21.247515,-24.450735,-24.601416,-22.776981,-25.55904,-27.559566,-31.048111,-31.143734,-11.6684,-43.601334,-25.101974,-25.612352,-27.559301,-32.009804,-28.596724,-22.250784,-19.512611,-27.142878,-27.457336,-27.962614,-23.920967,-22.405064,-21.598965,-25.9697,-25.95117,-32.64288,-21.158852,-22.30671,-28.963757,-24.519728,-28.536406,-21.664364,-26.693594,-27.7171,-24.857285,-22.560293,-28.790289,-25.299807,-24.17993,-24.925753,-28.915848,-25.423332,-34.119896,-24.14911,-32.049652,-25.645758,-21.991138,-26.572998,-26.99668,-28.004353,-24.942463,-24.97931,-33.438232,-31.53795,-28.80832,-20.422005,-22.104385,-25.07373
-29.955093,-34.582226,-33.359043,-27.412441,-29.102362,-27.273724,-26.971146,-39.015224,-31.44737,-35.726295,-26.389427,-25.362312,-25.543411,-27.192911,-27.483654,-22.050594,-25.783457,-26.294804,-27.202456,-23.46788,-26.054516,-28.415255,-22.60461,-26.423115,-30.34195,-23.66899,-28.393833,-33.173954,-29.791327,-25.507723,-32.47537,-25.923464,-27.599474,-24.876053,-31.785109,-23.504723,-26.924314,-26.540245,-19.821589,-28.481426,-27.960892,-31.071245,-27.70967,-28.430672,-23.168112,-24.431087,-26.336493,-28.249891,-28.220003,-22.831455,-28.356438,-24.045452,-27.486,-30.9013,-21.687763,-25.66716,-21.664082,-32.61223,-27.465876,-23.031366,-46.118874,-27.425028,-26.359745,-24.079823,-25.857834,-27.066765,-23.645004,-23.211792,-29.76225,-26.932325,-29.71896,-25.06114,-25.0033,-26.641996,-33.718388,-23.193876,-30.605984,-25.645296,-24.458843,-24.281946,-29.81005,-23.59347,-26.961243,-22.952023,-31.188526,-25.673077,-22.641788,-28.096972,-25.234089,-28.224081,-27.92516,-31.166824,-26.983717,-25.651142,-20.959736,-30.245255,-29.723528,-23.479727,-25.158287,-23.746902,-26.257336,-24.408928,-22.278576,-29.582438,-30.659594,-28.324894,-25.409904,-26.242552,-26.425179
-28.163961,-36.53363,-30.4391,-22.762522,-31.369854,-27.538528,-26.048414,-33.138527,-28.97978,-26.679417,-21.175327,-27.917349,-25.45422,-31.225157,-32.350414,-25.06035,-27.06813,-27.879522,-32.38745,-18.84592,-22.217766,-30.487503,-26.044542,-23.811777,-27.637644,-22.19358,-23.951323,-28.143267,-26.500872,-28.27016,-24.618814,-30.361172,-31.991125,-24.220984,-29.79632,-26.508839,-32.248116,-26.991987,-22.748234,-24.477402,-22.627422,-23.850471,-27.237808,-27.784859,-18.281773,-27.727892,-26.255348,-30.287376,-27.743568,-22.210901,-26.478825,-24.621435,-23.75833,-29.143387,-19.585732,-22.491817,-19.034084,-27.170864,-28.499763,-33.142483,-47.538177,-29.407507,-21.201433,-17.615496,-22.740437,-24.184736,-22.9177,-21.769524,-29.33179,-25.025015,-23.91669,-29.444504,-26.330832,-28.331797,-27.588675,-27.102695,-26.244467,-25.680029,-31.770985,-20.656939,-31.518997,-26.60817,-23.183834,-20.622353,-28.698004,-23.266737,-23.0601,-31.064566,-25.149395,-27.633265,-28.65449,-31.39181,-26.408726,-24.642044,-24.235088,-26.214577,-27.580761,-26.124214,-23.463425,-24.55697,-23.702332,-23.40394,-23.412676,-24.186056,-29.131248,-29.713364,-24.742737,-27.7115,-25.182785
-26.069315,-31.186087,-28.167793,-22.443134,-32.53753,-23.130667,-22.375809,-27.982758,-27.299957,-24.040205,-25.640192,-24.995071,-23.505907,-24.880875,-25.371883,-32.650593,-27.92599,-24.448156,-25.436287,-18.351164,-23.291431,-28.462318,-23.2261,-26.364,-29.387457,-27.250988,-25.2081,-22.992779,-27.741726,-24.225895,-26.069214,-25.609945,-27.467413,-30.6158,-31.949543,-23.682566,-24.320995,-29.646196,-23.817154,-20.734943,-29.74733,-21.133028,-23.005604,-21.964825,-22.533869,-22.818779,-23.546827,-29.624052,-28.253845,-21.722385,-28.744612,-24.866413,-23.999535,-24.432697,-20.686703,-21.805683,-22.289364,-24.849726,-23.958214,-31.23677,-46.51188,-32.566555,-19.691792,-20.498037,-24.569307,-26.573444,-23.28387,-27.106209,-30.640926,-27.23308,-21.07108,-28.724716,-21.872095,-28.574903,-23.757624,-28.078846,-29.926964,-28.832075,-24.970016,-26.417793,-26.179884,-26.383787,-22.458769,-23.597158,-27.350628,-25.427837,-18.534924,-28.761784,-34.61807,-26.624142,-34.151634,-29.132616,-28.868996,-30.322222,-28.41464,-29.038225,-26.189379,-21.636204,-21.560883,-31.567583,-28.307735,-28.018482,-27.209143,-27.153948,-22.760838,-23.95348,-28.305805,-28.398026,-23.562407
-26.13838,-28.651588,-29.633419,-26.879478,-28.339409,-25.779509,-20.491203,-23.117968,-30.333546,-30.332859,-25.731268,-23.410984,-23.342636,-22.256474,-21.60238,-35.511673,-21.417353,-23.735348,-22.824036,-23.841198,-29.098206,-33.343433,-25.668102,-28.438139,-31.566116,-27.113096,-25.106728,-24.258102,-26.983963,-27.237024,-23.861155,-28.845806,-24.8025,-29.179708,-39.48735,-23.712364,-25.911627,-23.97525,-27.004784,-17.84793,-31.250895,-24.484402,-24.044086,-21.153006,-31.123848,-23.246853,-22.137495,-24.987297,-24.832518,-25.137142,-28.322731,-23.834656,-23.23136,-23.78793,-27.897617,-26.356215,-23.924965,-29.002907,-24.187641,-23.87735,-48.1212,-32.632107,-20.58374,-27.279894,-28.424994,-28.611341,-24.805983,-25.46759,-27.40905,-28.16149,-24.618973,-31.012093,-20.841148,-25.973875,-20.441692,-22.769295,-29.30982,-27.326412,-23.124607,-29.130157,-24.750343,-28.411747,-25.396416,-32.47578,-28.094515,-18.3708,-24.759254,-26.967447,-35.06598,-20.78793,-27.198656,-28.766453,-26.917759,-31.263597,-31.10747,-24.815914,-28.333172,-21.65535,-21.27634,-32.621494,-29.182293,-25.147085,-31.205051,-19.884794,-22.929047,-20.464481,-24.751919,-24.113956,-20.233185
-26.500378,-22.784126,-32.421627,-28.324072,-22.201256,-25.97781,-20.917435,-25.449314,-30.105713,-26.559927,-28.825966,-25.63976,-25.033607,-24.66132,-23.846817,-36.853336,-22.790907,-31.594604,-21.941025,-26.353891,-22.384792,-26.376492,-26.376469,-26.010109,-29.05206,-25.997194,-30.556664,-23.66947,-25.06544,-27.124794,-22.307419,-34.033604,-28.720655,-21.221493,-34.6974,-26.781357,-23.899721,-23.687353,-34.157314,-19.869051,-26.549408,-25.965118,-23.449743,-25.536392,-25.93482,-26.14597,-23.733501,-22.24501,-30.384771,-28.243462,-29.661085,-20.078644,-28.926294,-23.749783,-24.479721,-26.66164,-22.862907,-30.119389,-25.873997,-23.394836,-50.144974,-35.831604,-23.297522,-25.621714,-24.965794,-25.50172,-24.55119,-23.856133,-28.760853,-20.780529,-26.936623,-19.793049,-24.437418,-23.111217,-21.124,-21.6778,-27.470428,-30.337389,-25.072367,-29.985378,-25.342499,-28.423275,-26.475166,-23.205503,-28.433676,-19.019255,-31.492008,-31.176443,-31.879295,-24.362473,-24.885696,-28.507708,-24.51845,-24.518644,-24.381184,-23.869392,-30.448635,-25.51627,-26.404621,-26.984451,-30.642216,-21.92947,-24.584497,-19.911112,-23.440157,-20.800213,-29.905495,-21.228844,-23.836512
-27.424881,-24.582985,-35.34644,-24.205269,-21.725773,-23.225986,-27.690842,-28.535728,-29.80952,-24.511292,-25.669182,-25.567764,-26.818897,-31.836813,-33.312172,-28.998861,-25.563366,-39.79301,-21.641556,-31.052921,-20.581244,-22.393814,-32.13155,-24.672958,-26.810205,-24.784918,-32.163483,-31.131504,-25.6796,-25.542198,-24.024694,-29.331684,-22.72267,-20.358192,-31.371407,-30.153204,-27.797794,-20.418512,-24.267998,-28.375805,-22.033634,-30.545921,-24.01404,-26.58042,-23.706646,-28.824297,-27.212648,-26.533993,-25.936317,-26.109608,-24.376625,-27.767868,-27.91843,-26.509178,-26.66628,-30.702366,-27.107235,-31.248957,-21.394737,-28.777596,-49.993156,-34.50595,-27.707668,-26.04372,-21.253197,-25.620493,-24.71133,-30.25077,-23.357637,-22.009546,-23.063213,-16.932074,-28.504633,-23.549164,-29.909891,-26.367144,-23.272614,-29.04294,-30.032478,-26.13609,-27.183128,-35.812172,-23.494352,-24.93853,-25.834572,-23.676718,-26.6892,-29.465849,-24.160202,-33.423737,-28.09578,-35.638977,-27.990011,-23.178955,-22.658688,-27.51271,-25.627274,-22.483364,-29.219929,-31.607784,-26.128426,-20.212986,-26.441563,-24.604456,-28.512142,-22.801582,-31.421047,-23.26365,-25.503725
-26.799467,-23.55075,-27.614416,-22.414257,-26.294323,-21.04031,-28.628883,-24.601095,-25.828886,-27.550398,-22.367125,-30.159561,-26.910147,-28.664293,-23.865993,-23.247147,-20.36421,-29.28968,-27.106434,-32.64335,-21.840702,-23.945744,-23.651058,-23.989233,-24.498133,-24.37189,-25.783104,-23.324875,-25.682983,-23.84142,-26.354723,-24.537815,-18.027248,-25.133255,-27.5397,-22.466503,-22.942331,-21.584606,-21.148249,-28.135086,-24.34237,-30.361622,-30.255125,-27.070932,-30.108665,-20.89704,-22.397892,-29.067535,-20.357437,-27.85276,-20.174358,-26.283892,-27.319414,-26.930038,-22.755302,-33.911377,-24.015184,-34.450634,-22.70346,-27.560787,-48.93773,-37.444393,-35.799316,-27.979572,-21.537987,-24.970457,-28.371029,-26.797028,-19.692446,-29.284578,-23.688469,-21.640118,-24.448078,-23.067621,-24.884523,-21.023659,-29.274084,-25.750961,-26.856968,-25.509697,-36.695618,-23.512331,-22.650558,-25.846262,-27.0726,-27.597893,-22.677586,-29.63582,-27.748837,-26.955761,-21.821705,-34.30892,-25.515932,-25.462692,-23.851864,-26.807577,-28.25773,-23.388783,-33.97235,-29.16118,-26.56008,-23.385193,-30.379492,-22.911156,-26.445696,-27.175446,-23.29249,-21.799673,-23.966843
-29.432186,-25.997572,-28.36121,-27.1098,-28.20493,-23.136822,-31.783886,-23.287598,-21.226189,-27.005764,-23.525728,-28.453691,-23.029182,-33.600346,-24.690088,-26.407593,-24.659924,-25.891144,-28.528118,-31.544603,-28.135279,-30.106354,-18.745102,-22.32644,-26.2749,-25.036411,-19.415855,-21.001163,-37.52171,-28.595215,-28.845531,-24.093388,-21.93216,-27.27339,-31.706024,-21.896301,-24.037825,-28.607876,-27.759712,-26.978718,-20.429527,-25.77569,-28.09905,-24.395298,-39.957546,-20.786324,-23.993832,-22.919474,-21.48423,-31.24897,-22.924187,-27.448406,-25.879599,-25.70467,-21.84936,-31.68479,-28.784752,-30.31766,-25.101158,-30.349245,-53.50241,-37.02557,-30.813692,-26.592316,-25.62799,-26.156868,-26.164074,-24.199284,-24.529654,-29.485458,-28.751625,-23.530138,-26.450996,-20.153599,-24.716015,-24.45842,-34.855095,-20.212114,-23.115856,-33.866806,-29.249386,-25.134336,-19.408504,-23.794651,-29.653868,-28.013939,-26.58221,-29.51739,-33.257263,-21.43495,-23.586197,-27.454617,-20.781212,-25.899656,-26.5159,-28.187021,-26.21757,-28.645079,-26.325045,-29.429216,-26.6398,-32.265495,-28.980698,-32.433598,-24.121717,-31.59391,-27.758581,-22.483082,-27.730934
