-21.853241,-21.95488,-20.174934,-21.407326,-28.83537,-19.477362,-20.910496,-25.335037,-32.40114,-19.417978,-25.121292,-17.283047,-26.881384,-22.577785,-23.521309,-22.256044,-24.816803,-23.553814,-21.95213,-20.486658,-24.160069,-21.424217,-26.18371,-23.632437,-24.345032,-28.892204,-24.006535,-25.401266,-22.911781,-14.686447,-23.835426,-21.321308,-29.75289,-26.3223,-21.723955,-26.42035,-26.03574,-21.832127,-25.740086,-29.034939,-29.570778,-24.130814,-27.444141,-20.896774,-24.415894,-25.225956,-18.89657,-24.201595,-28.563513,-21.81448,-35.137543,-21.845139,-24.36053,-20.407043,-28.226303,-22.90878,-22.031635,-30.04278,-20.816929,-25.037159,-22.626455,-24.378891,-19.955637,-23.059498,-20.908611,-20.280712,-24.157135,-20.434814,-24.700455,-19.943678,-21.814156,-21.469723,-28.444393,-27.848307,-27.986366,-21.711163,-0.732975,-1.6390991,-1.7853355,-1.6142998,-1.774374,-1.6857758,-1.9910469,-2.1381168,-2.0853844,-1.5874138,-1.9780254,-1.9232426,-10.600363,-23.01722,-26.311436,-24.281412,-18.47912,-18.485725
-20.516254,-21.820208,-25.857674,-24.097128,-20.207157,-20.813438,-18.624214,-26.179993,-26.014193,-16.484192,-27.64573,-22.871304,-24.969887,-25.965738,-23.421776,-24.532928,-19.885109,-19.409836,-22.479702,-21.088184,-21.078926,-17.708588,-25.151356,-20.166414,-18.503017,-26.98787,-24.169641,-17.76527,-20.826696,-18.755127,-18.517742,-28.732122,-29.588886,-21.604565,-24.80729,-22.298986,-17.429703,-30.232178,-25.4286,-29.13713,-29.39563,-26.197357,-25.32316,-25.313095,-22.580208,-25.56676,-24.294998,-26.834164,-25.038063,-21.928753,-33.02351,-21.07759,-20.444529,-24.60331,-21.448082,-23.352837,-18.40062,-22.953512,-20.182829,-29.140352,-31.67259,-23.61024,-20.209396,-23.381933,-22.299843,-20.547272,-22.94811,-18.317478,-23.4138,-23.10558,-22.246992,-22.338057,-27.03835,-23.846706,-21.060856,-25.940172,-11.239426,-32.0973,-39.466766,-31.911783,-32.73092,-28.041292,-32.214264,-28.953964,-25.453604,-38.57734,-33.112465,-34.83879,-15.429742,-25.907036,-23.41122,-25.462502,-19.218971,-20.721508
-25.644556,-23.176182,-22.767595,-21.975521,-22.282505,-27.248175,-21.91371,-32.5052,-26.540213,-20.346775,-25.098059,-19.989086,-22.21276,-32.58711,-30.223537,-23.888178,-23.743267,-18.610062,-17.721579,-30.229776,-21.20825,-21.814802,-21.11065,-23.270012,-17.147038,-27.578709,-20.543749,-21.46594,-18.66606,-24.975607,-18.186632,-27.133606,-22.65807,-17.648382,-26.551813,-23.357498,-18.550755,-27.463379,-19.899284,-22.235655,-29.28172,-21.67731,-19.979641,-33.51186,-27.048912,-20.856365,-28.716393,-23.96679,-20.42597,-27.180693,-23.137398,-21.702927,-23.98516,-29.917519,-17.943226,-20.063032,-22.308395,-21.374062,-19.634628,-25.66074,-29.482233,-31.126263,-21.754559,-22.017525,-27.2337,-31.807365,-26.126263,-24.164913,-38.190887,-22.178654,-22.542154,-22.710701,-33.69446,-23.19633,-19.517021,-23.633347,-15.66479,-33.073692,-38.099888,-34.64674,-32.85105,-28.855633,-32.792744,-28.710413,-27.314522,-37.418133,-32.81414,-34.297455,-18.807344,-27.623545,-21.018665,-24.710846,-19.024155,-20.601845
-33.051712,-23.565584,-22.124435,-24.378904,-29.315266,-27.810892,-24.504423,-22.498585,-29.230967,-23.192696,-25.357418,-21.167383,-19.298485,-36.040775,-24.872707,-19.332466,-23.707151,-23.137478,-19.283667,-32.27464,-18.419075,-26.049955,-24.626425,-19.385489,-21.163834,-24.250391,-25.939682,-28.997446,-20.609907,-27.67305,-22.286564,-22.735363,-26.058598,-16.632473,-23.455063,-24.097237,-26.262642,-26.254253,-22.614899,-18.010878,-26.594242,-19.639822,-21.568401,-25.499638,-22.630901,-21.518198,-29.326483,-22.235878,-24.064232,-29.676888,-21.830084,-23.906456,-23.856295,-30.672678,-20.506737,-20.035799,-19.774181,-22.3507,-22.407476,-25.30077,-30.201582,-27.030895,-20.166025,-21.593035,-30.708874,-26.88964,-24.168758,-17.997784,-33.389366,-21.52691,-22.805538,-23.32822,-33.392395,-24.075226,-19.158348,-22.71133,-19.11372,-31.47448,-33.564148,-31.014668,-33.247746,-27.288067,-35.09559,-27.803148,-31.69587,-34.66141,-33.76783,-29.304207,-21.271744,-25.884155,-21.785076,-23.884924,-22.398026,-17.166023
-32.698143,-31.580017,-19.36851,-23.4519,-31.26096,-29.770552,-30.80294,-18.621891,-26.035435,-21.262615,-21.387482,-20.148277,-19.900236,-23.063606,-24.305923,-22.835888,-21.857697,-18.95623,-26.009533,-30.875984,-20.406239,-23.545301,-26.535774,-20.0618,-25.864923,-23.362122,-26.28408,-29.501217,-27.109604,-30.2132,-25.413746,-19.531126,-32.0054,-24.707531,-22.557226,-23.266193,-21.581453,-21.940514,-30.859447,-22.93298,-25.841984,-29.97013,-25.857643,-20.826347,-27.185516,-28.21092,-21.344364,-24.970274,-29.691692,-21.703901,-22.41541,-26.35461,-26.040663,-24.993376,-25.064333,-24.828033,-25.148,-24.27425,-23.118013,-26.282976,-24.044455,-24.343206,-25.440868,-26.405006,-27.434,-22.114716,-21.384636,-16.413038,-25.55732,-19.39955,-19.503601,-21.906002,-27.702438,-27.129982,-23.29143,-21.656742,-21.916386,-27.478088,-31.105902,-30.242476,-27.536257,-29.06245,-36.804306,-26.772514,-27.071678,-32.297783,-29.611517,-30.350538,-16.450542,-24.471626,-20.189316,-23.667091,-24.154877,-24.784443
-29.743351,-36.05121,-20.843182,-17.01238,-31.721386,-26.778929,-27.394094,-24.906157,-22.136782,-24.138985,-22.892513,-25.90748,-23.899797,-20.386276,-30.45869,-27.932165,-18.20812,-19.441498,-25.519207,-20.569279,-23.618637,-21.431423,-29.454523,-26.403116,-26.81015,-22.682217,-24.201336,-30.632679,-26.241644,-30.57823,-22.585735,-26.143784,-33.805134,-23.182491,-23.636406,-27.314323,-21.440907,-17.91734,-31.946163,-25.107178,-25.415747,-29.845646,-23.781113,-21.40261,-21.128834,-21.879744,-19.737305,-24.491299,-25.166855,-23.582996,-20.529282,-25.196281,-24.025833,-24.29438,-20.69572,-25.986881,-27.67593,-26.835438,-22.910341,-29.019245,-23.087566,-21.945202,-25.41005,-27.401476,-25.814226,-25.534634,-24.291105,-18.669798,-32.212376,-22.143013,-22.586628,-25.867924,-28.544935,-23.284092,-19.355309,-23.233562,-22.151558,-31.034323,-34.638905,-26.914816,-30.929022,-31.912455,-34.694855,-29.104488,-29.316244,-25.83323,-25.49517,-32.004593,-21.307743,-28.78801,-23.606236,-20.472609,-20.061373,-25.599358
-24.408844,-21.026892,-26.830963,-19.017315,-25.397171,-25.212664,-22.686623,-31.019526,-25.656767,-29.401655,-18.962484,-25.146801,-20.996616,-18.913479,-25.638056,-25.694778,-19.112259,-18.017494,-22.438713,-19.67725,-25.674116,-19.604435,-31.698156,-24.16367,-19.94521,-20.494331,-22.102356,-18.420387,-22.217808,-21.864971,-18.384619,-29.275553,-23.542389,-24.321724,-23.149761,-27.816668,-18.675648,-21.842985,-34.788353,-22.115187,-27.39336,-20.764278,-26.61094,-18.962513,-18.39946,-20.675554,-18.404043,-21.361877,-25.500198,-29.893902,-21.735477,-25.91286,-21.847435,-19.535633,-21.07069,-27.279388,-24.039362,-21.921677,-24.002274,-25.233843,-24.260271,-20.771158,-21.020884,-25.613798,-22.890715,-25.013287,-20.832376,-21.729641,-26.940052,-18.598095,-30.82894,-25.375195,-27.116735,-21.566257,-16.271015,-20.435104,-20.589035,-32.590004,-31.153187,-27.866907,-27.898018,-28.276495,-32.51274,-29.406715,-30.479755,-26.138338,-29.446453,-30.085543,-19.131706,-25.06662,-25.362183,-24.33503,-22.156143,-25.174887
-24.416245,-16.909374,-22.387047,-26.673738,-27.192265,-24.677336,-22.063208,-21.459562,-27.629158,-37.087326,-19.945774,-23.173279,-20.670727,-22.26056,-23.37902,-25.05623,-23.96389,-17.469412,-20.51764,-20.8049,-27.148401,-20.055777,-27.219841,-22.257633,-26.602852,-29.305717,-27.174011,-20.051353,-27.367945,-21.64309,-20.855614,-24.800999,-19.026493,-23.066053,-25.338322,-21.216927,-19.835728,-19.242775,-23.101572,-23.592049,-30.428818,-20.852674,-26.601042,-27.412535,-19.27883,-17.48959,-18.336304,-26.554375,-22.609798,-22.00772,-22.673832,-27.020908,-29.783445,-21.787487,-19.001596,-26.434256,-23.121593,-21.632738,-22.335625,-24.270788,-30.530537,-29.262383,-19.484911,-23.372276,-27.349901,-23.16802,-19.351273,-19.599783,-30.2377,-22.067429,-35.841553,-24.283468,-24.76172,-22.17782,-21.974548,-19.23415,-27.245049,-30.72904,-33.193077,-30.341396,-28.243464,-33.538513,-35.03208,-28.18679,-28.773994,-29.882528,-29.485573,-33.088108,-19.022072,-22.458324,-23.732677,-28.752588,-27.215126,-24.750523
-26.169258,-21.34536,-25.585823,-27.163261,-23.759245,-16.640482,-20.96653,-17.955778,-19.77066,-33.585926,-28.601673,-20.9463,-22.065762,-23.918728,-21.741966,-29.91027,-27.371418,-20.519005,-17.792862,-23.404411,-23.239609,-19.952316,-22.360907,-18.803726,-23.165606,-36.76888,-30.204489,-20.72553,-26.862658,-24.911137,-25.37405,-22.892433,-18.987938,-19.58296,-23.629171,-19.1269,-24.634289,-17.216278,-21.882256,-25.6706,-26.963459,-18.83245,-21.236439,-23.738594,-25.318409,-18.47735,-19.47617,-25.983078,-25.151867,-23.328615,-15.742092,-22.329205,-24.72696,-25.365685,-21.881365,-21.362661,-22.858223,-24.23633,-23.240362,-26.575518,-23.265118,-20.514662,-22.789272,-25.324898,-22.761986,-24.838675,-19.521544,-20.136324,-29.984383,-18.055765,-37.79703,-29.205147,-22.299072,-25.738073,-34.380184,-26.454868,-32.221416,-31.410189,-32.602127,-35.391117,-33.233875,-30.821188,-34.479927,-28.954107,-36.012466,-25.256836,-33.426666,-27.490887,-25.309948,-18.52378,-23.065655,-24.70698,-27.738472,-24.471867
-32.566753,-19.337572,-24.995913,-27.13956,-29.492683,-19.810482,-20.546705,-26.403454,-25.309084,-30.52601,-21.182323,-20.702253,-23.738941,-29.143572,-21.091549,-27.19163,-23.867887,-21.889797,-17.921562,-23.817429,-33.355495,-30.440695,-25.426138,-22.526104,-22.939617,-25.115166,-29.775764,-21.67649,-24.845589,-19.193014,-35.18741,-22.626162,-21.455856,-18.390041,-29.9853,-25.909042,-24.830956,-18.963121,-29.198229,-23.052662,-28.362436,-22.389442,-20.840378,-20.619177,-25.66553,-24.664371,-18.517834,-24.580267,-23.981634,-33.063007,-21.209366,-24.449375,-27.061224,-30.989483,-21.711788,-19.340702,-25.085667,-23.593056,-23.596857,-21.520218,-17.161526,-25.975035,-22.60724,-30.7352,-28.64894,-24.3822,-21.279402,-21.097626,-26.859434,-21.89887,-35.399956,-32.0135,-31.733967,-23.505035,-29.430155,-26.898024,-27.08683,-34.731964,-31.184143,-36.15373,-36.34085,-27.535784,-37.52791,-34.793903,-37.490192,-31.49767,-31.100441,-29.59975,-30.102167,-17.718885,-22.87912,-21.051376,-27.751755,-30.752502
