-24.404892,-20.178034,-19.534378,-21.052313,-19.862524,-20.399408,-17.043226,-17.944132,-31.867088,-23.513369,-23.232754,-21.41217,-15.570854,-4.3820534,-0.96278,-2.07576,-2.4464912,-2.313816,-2.3277512,-1.9636497,-2.1517334,-2.1829987,-2.5251503,-1.9344215,-1.5387497,-4.7425823,-19.099125,-22.390287,-22.003088,-23.20686,-22.233713,-21.618454,-19.74047,-22.626652,-21.015026,-19.064207,-18.6093,-21.965595,-20.239738,-19.883656,-19.33443,-18.888546,-21.749569,-19.61864,-33.596146,-19.775778,-19.913559,-20.751694,-15.016285,-17.493559,-20.605865,-16.665176,-16.302507,-18.940483,-20.375244,-15.94537,-14.248497,-16.165665,-19.175514,-16.01732,-18.626217,-21.243742,-15.888687,-19.284515,-18.81399,-16.391161,-14.383554,-18.422398,-18.627344,-20.035862,-18.419384,-17.669178,-17.365545,-17.053665,-19.35977,-19.154089,-17.598639,-20.075386,-19.49117,-18.991352,-18.780209,-17.914898,-17.50879,-16.438051,-20.280794,-17.366459,-16.076752,-16.360796,-18.856113,-18.863804,-18.458391,-24.712166,-20.98866,-20.39575,-27.132511,-21.2276,-21.799969,-22.257744,-19.557354,-16.458345,-16.497698
-25.696022,-22.82685,-22.195114,-23.61348,-22.574411,-22.968729,-19.885431,-19.635258,-25.784506,-25.312895,-25.720848,-24.072018,-17.503073,-5.8663464,-3.6292496,-4.944372,-5.3142014,-5.1815414,-5.193487,-4.81835,-5.0052757,-5.0461617,-5.381199,-4.7861137,-4.3179245,-6.137108,-17.69727,-25.029282,-24.437834,-25.728397,-24.614325,-24.435083,-22.504147,-24.995197,-23.812872,-21.86668,-21.348078,-22.917755,-22.293245,-22.651127,-22.093838,-21.698277,-23.37749,-20.44715,-25.689068,-22.579868,-22.712765,-23.068113,-17.462397,-19.942581,-23.454618,-19.27669,-18.937202,-21.799301,-22.80859,-18.642145,-17.015085,-18.796936,-21.822542,-18.574638,-21.47145,-22.887022,-18.259192,-22.009655,-21.41727,-19.226614,-17.061562,-20.434132,-21.20261,-22.78965,-21.175774,-20.506245,-20.181871,-19.819912,-22.12239,-21.934502,-20.3027,-22.743992,-22.331673,-21.83092,-21.614891,-20.73722,-20.251543,-18.972128,-21.601152,-19.633636,-18.467886,-18.065285,-20.978752,-21.156347,-21.008326,-27.188179,-23.609266,-22.438492,-27.131405,-24.062134,-24.358868,-24.73675,-22.403885,-19.14453,-18.477518
-27.56061,-32.591393,-32.19563,-31.96524,-33.7746,-31.433136,-38.72299,-22.580261,-23.077934,-28.625381,-33.18323,-34.0545,-21.327168,-8.20702,-13.748289,-44.236946,-37.819763,-37.7651,-33.34211,-26.398243,-26.24402,-30.58083,-27.395447,-25.530346,-17.915947,-8.247379,-16.43391,-34.609024,-31.35701,-33.57359,-31.049725,-40.3626,-35.41755,-31.330494,-38.41546,-36.75952,-33.350945,-24.09527,-26.661022,-35.722153,-34.83639,-37.090374,-26.125599,-21.410301,-22.770435,-37.579075,-37.398643,-28.998518,-24.491226,-26.999975,-43.513725,-28.379604,-28.438635,-44.869827,-29.714476,-29.450626,-30.048798,-28.237001,-31.552862,-26.874338,-40.8313,-25.681904,-24.610565,-33.586357,-30.3875,-37.086296,-27.429764,-24.605133,-29.751148,-35.317665,-33.801853,-38.58021,-36.084503,-32.839455,-34.992928,-35.592262,-31.295425,-32.908062,-40.900658,-40.25947,-39.375782,-37.163517,-32.3873,-26.97082,-23.533209,-25.217287,-24.992752,-21.053474,-25.697784,-26.914658,-29.209919,-34.520893,-32.863922,-26.754517,-26.988773,-41.804165,-32.679855,-32.1012,-42.008003,-29.69889,-22.505177
-29.172401,-30.970478,-28.409395,-29.359789,-36.4516,-32.640667,-30.46244,-24.495995,-23.805775,-29.04421,-23.106758,-24.99871,-17.681955,-12.865192,-16.993362,-30.272652,-33.560528,-32.609173,-51.256588,-25.222868,-25.256348,-34.716526,-27.392586,-30.152103,-15.420494,-12.242027,-18.122992,-46.334328,-32.989033,-32.33696,-35.197346,-34.10385,-45.848446,-30.369135,-30.878532,-38.86468,-27.306904,-21.185942,-23.109959,-31.36193,-26.957636,-24.733269,-22.555485,-24.290485,-21.860401,-29.633654,-39.561596,-34.48597,-32.585396,-28.375793,-46.58448,-27.465147,-26.892485,-38.388096,-26.598202,-23.043285,-24.590324,-37.80271,-33.174503,-23.180592,-24.51395,-33.91386,-24.615625,-27.303925,-26.794697,-27.22385,-42.77944,-25.851137,-26.14563,-34.69251,-32.332428,-40.07246,-39.989624,-38.56813,-30.999962,-28.286297,-35.765182,-37.245632,-30.859348,-30.617508,-34.040474,-29.289,-24.350386,-29.911184,-25.276745,-24.834255,-22.0118,-17.177986,-17.740932,-23.412598,-28.52134,-29.485811,-33.51764,-30.69181,-24.778856,-29.225185,-32.88352,-27.467089,-35.97306,-33.026844,-28.273243
-30.957846,-30.19432,-27.499533,-26.595646,-29.521172,-36.4134,-31.670456,-40.15219,-24.404255,-23.45026,-24.020195,-30.26184,-27.12811,-17.341482,-21.153202,-29.202242,-33.25633,-33.13684,-26.697994,-26.601343,-40.718124,-30.696665,-27.827118,-28.435102,-18.838154,-17.73122,-25.302391,-40.35776,-32.71773,-36.197197,-38.205303,-37.484318,-50.37643,-32.86734,-28.641417,-32.150673,-28.183805,-31.37138,-23.036106,-26.472473,-36.161747,-25.064331,-31.964258,-37.257122,-24.909216,-24.687622,-33.083656,-47.479126,-34.514793,-29.196537,-29.551268,-30.763224,-33.764374,-31.522907,-32.11213,-25.968563,-27.441528,-31.39344,-28.736649,-24.592655,-24.121897,-27.713694,-27.50526,-32.10611,-29.238766,-30.70573,-34.566048,-31.453999,-32.71349,-31.231232,-31.35929,-30.033209,-31.781693,-38.71379,-33.101044,-29.59358,-37.592197,-41.47587,-34.426514,-33.81295,-36.2262,-30.054113,-27.459911,-28.215908,-27.51705,-33.91413,-31.150234,-23.498713,-21.623074,-31.006538,-35.9582,-25.261158,-22.719788,-25.331825,-22.771437,-28.809906,-33.057625,-26.308517,-28.83323,-38.868355,-33.311573
-31.09142,-28.133348,-28.269384,-27.585646,-27.757511,-33.92685,-32.542347,-30.969374,-23.32679,-20.969687,-23.968998,-30.977673,-25.701763,-18.631002,-22.525822,-29.494059,-32.010483,-30.43731,-23.90361,-25.497877,-38.12408,-32.344128,-28.827274,-29.2936,-20.386696,-19.46762,-28.242958,-36.252277,-33.313213,-35.256805,-35.636204,-37.764187,-50.19839,-33.317104,-29.22166,-31.863598,-28.254513,-28.952839,-23.47675,-26.5528,-30.911255,-26.131468,-31.727678,-32.113644,-24.061066,-25.872513,-30.953575,-34.14563,-35.5121,-29.647966,-29.773209,-32.7216,-35.675007,-32.54108,-33.70723,-27.04187,-30.025505,-31.53585,-29.98523,-27.037083,-25.100368,-28.437508,-28.861877,-33.983093,-31.110264,-30.888832,-34.918934,-33.64059,-35.180332,-33.214188,-33.797615,-28.568466,-30.735416,-39.534203,-32.84204,-30.689583,-36.793846,-36.309956,-34.204464,-34.454216,-32.124172,-29.579483,-30.10667,-28.476763,-27.597229,-35.626568,-34.357853,-25.894714,-23.941982,-29.592218,-36.15602,-25.418196,-21.448994,-22.043552,-22.101099,-27.405806,-31.894827,-26.323517,-29.440584,-38.37514,-34.424953
-30.978498,-26.241749,-29.294754,-29.153172,-26.069828,-31.755299,-33.672344,-27.28006,-22.041918,-18.896055,-23.658705,-31.437738,-23.690994,-20.372473,-24.54111,-29.702139,-30.616947,-28.228619,-21.701572,-24.17643,-34.68357,-36.13085,-30.284847,-30.530674,-23.06845,-22.319069,-43.865845,-33.586296,-33.987335,-33.977554,-33.4459,-37.756207,-49.56319,-33.613575,-29.92862,-31.395777,-28.097046,-26.45842,-23.883419,-26.524857,-27.813976,-27.754255,-30.452562,-28.81408,-22.887402,-28.004263,-29.057117,-30.466715,-36.860218,-30.03621,-29.988163,-37.212635,-38.643623,-34.2553,-36.08275,-28.470089,-44.917324,-31.606413,-32.29322,-38.139393,-26.551725,-29.482876,-31.022789,-37.60988,-35.33805,-30.745539,-35.315926,-38.570923,-41.50927,-38.99549,-46.808624,-27.07907,-29.551544,-40.617035,-32.252163,-32.31668,-35.702362,-33.338646,-33.583797,-35.00857,-29.420841,-28.81268,-53.163105,-28.654392,-27.394333,-36.983875,-46.15204,-31.840986,-30.994055,-27.772694,-35.6131,-25.488821,-20.097786,-19.636969,-21.20073,-25.903713,-30.553925,-26.15284,-30.269169,-37.34031,-35.661755
-30.147068,-28.052067,-41.6892,-31.710556,-26.329334,-32.528255,-29.977968,-29.451838,-26.192606,-21.371525,-22.643492,-30.273869,-31.785688,-23.694084,-28.414017,-34.89925,-36.963177,-30.828411,-20.96596,-21.686525,-40.073948,-36.43391,-35.738213,-45.061863,-26.558937,-22.983479,-26.818333,-30.194183,-39.25223,-37.11363,-35.773575,-33.051678,-33.854847,-38.349014,-33.575764,-37.46443,-30.059265,-23.325205,-29.890932,-35.8606,-30.594713,-29.339737,-34.92035,-23.680365,-22.601955,-27.98237,-28.024261,-26.821777,-29.190916,-27.486053,-27.813745,-29.868649,-29.290607,-37.056076,-28.871712,-34.71999,-24.23593,-23.928162,-24.573729,-25.331352,-27.65538,-39.877815,-43.00161,-29.211164,-27.590565,-23.376387,-28.245739,-34.868065,-32.920475,-41.788826,-34.427002,-25.008724,-24.785755,-31.134756,-52.99716,-35.356964,-40.8282,-31.09533,-32.229675,-29.971699,-55.52237,-25.40222,-28.219036,-35.37622,-25.953978,-33.61118,-40.2017,-33.06765,-30.279278,-24.194979,-24.591131,-51.377663,-21.897123,-23.764801,-26.865665,-22.642796,-30.770714,-28.07854,-36.462498,-37.637062,-38.500713
-30.716717,-32.794807,-41.442577,-28.942467,-26.282822,-32.01253,-27.04018,-28.554876,-29.776306,-32.984318,-29.545006,-40.981827,-35.184074,-29.052958,-36.64046,-33.870502,-37.230858,-36.55629,-25.51418,-24.148361,-28.32484,-30.294262,-30.991955,-29.50383,-28.899544,-31.134903,-28.67625,-32.64283,-29.110666,-32.53664,-34.170467,-39.1588,-37.429398,-30.682346,-29.227179,-32.613605,-31.819141,-27.155663,-34.94807,-47.8697,-35.60673,-31.436373,-32.487057,-29.52979,-30.554985,-29.873333,-32.312412,-39.505024,-29.565956,-36.327557,-31.889881,-29.05126,-27.696949,-27.736,-28.356318,-30.947813,-24.34208,-22.839254,-23.816969,-24.960491,-40.19087,-30.873617,-30.13793,-27.78306,-25.653507,-23.527279,-26.112902,-28.591156,-31.626545,-34.636223,-42.61906,-27.009972,-23.359997,-31.690117,-35.536793,-33.0967,-52.33194,-32.751667,-35.09322,-29.302624,-28.041626,-25.575558,-25.850895,-30.44378,-28.84027,-27.875618,-32.978447,-35.518074,-28.259033,-23.041573,-32.359768,-28.949455,-27.483982,-28.372055,-26.544874,-24.502619,-30.011784,-29.841904,-33.96995,-31.577154,-36.444035
-29.596867,-28.947437,-31.987692,-28.170732,-26.861607,-26.81262,-26.701698,-28.723797,-27.03444,-33.807083,-32.625122,-36.940315,-35.117752,-30.361912,-33.505066,-32.780014,-36.065823,-35.089252,-27.689028,-26.126247,-29.318571,-31.699677,-32.247414,-28.253326,-26.587322,-27.772507,-27.718748,-30.37038,-28.79467,-32.489243,-33.705544,-40.30088,-38.571365,-29.883926,-27.197638,-32.075756,-31.255373,-28.696888,-34.438015,-39.128006,-32.96111,-32.65497,-34.49961,-31.394064,-30.983273,-30.06931,-31.560263,-34.1206,-30.737091,-35.815887,-33.663837,-30.482729,-29.195805,-28.473423,-28.993986,-31.638279,-25.877073,-23.450891,-25.497944,-24.739075,-32.81059,-30.339748,-27.799654,-27.161186,-26.540913,-24.115993,-27.934204,-28.908499,-33.17398,-36.06814,-37.527515,-26.715462,-24.034748,-29.184267,-30.500957,-29.592554,-37.81461,-33.43546,-32.415997,-28.387798,-28.695957,-27.006397,-25.940182,-31.966738,-30.566954,-27.921963,-27.368069,-29.372551,-25.65808,-22.446632,-28.086334,-27.454868,-30.160595,-30.553118,-27.849491,-25.195639,-29.856333,-30.341646,-33.61134,-30.71475,-34.576427
