-19.874352,-15.72452,-10.568593,-15.307712,-11.399492,-14.371232,-11.311519,-12.905989,-9.893315,-15.942345,-14.885691,-10.799033,-11.483991,-19.568525,-11.537749,-16.22653,-15.431779,-9.730119,-22.494493,-11.847941,-12.822799,-15.990435,-17.140465,-16.661987,-10.147692,-14.846981,-13.856926,-11.650416,-19.488205,-15.8391075,-18.128767,-15.753107,-14.661673,-10.532005,-15.788984,-22.107859,-15.669764,-11.849486,-12.7830105,-21.49378,-14.06245,-25.300488,-16.219685,-17.319008,-11.789634,-11.325009,-12.614066,-14.491779,-13.6090145,-14.942636,-20.311552,-20.761587,-13.495249,-13.655327,-15.386654,-21.07506,-14.462644,-20.58928,-16.494013,-10.650081,-10.169376,-17.993393,-19.626095,-14.272293,-17.47323,-15.107511,-18.208828,-13.241784,-17.80842,-17.106417,-14.757501,-21.237818,-17.777983,-11.3419285
-15.478092,-10.22184,-13.187709,-13.018021,-14.873383,-18.074612,-11.879233,-15.258528,-16.846163,-23.022505,-12.532691,-16.763874,-13.561718,-16.451206,-12.077681,-19.896069,-13.823463,-10.1289015,-18.990604,-18.083626,-15.646416,-15.602034,-18.779081,-15.5193815,-13.266291,-16.636353,-21.237171,-12.074607,-17.674034,-16.797976,-12.295515,-21.456482,-11.632853,-13.894757,-12.257767,-19.976,-14.732819,-10.640323,-15.764069,-25.892372,-14.095137,-22.168865,-16.76175,-18.184505,-15.3980255,-11.984533,-12.310088,-10.59911,-15.626904,-18.205692,-15.424242,-13.337748,-18.161095,-12.709999,-22.934456,-12.253053,-13.402518,-21.52966,-19.11491,-11.278331,-13.661667,-20.188822,-12.71556,-18.078974,-19.544983,-17.15226,-16.570621,-13.945436,-16.634157,-18.364342,-16.079737,-22.571175,-15.014681,-11.231516
-16.583511,-13.09034,-13.166219,-19.571932,-17.049381,-11.650623,-16.292826,-15.1270075,-17.699064,-17.9819,-18.114105,-16.635918,-16.153152,-18.309391,-20.971745,-14.51945,-14.211857,-13.705341,-17.343403,-21.723827,-12.589139,-18.421242,-15.602444,-12.00667,-19.617287,-19.078766,-20.73761,-18.526056,-18.133966,-13.219622,-11.2934675,-18.155136,-12.932036,-16.577013,-10.963768,-16.788353,-20.615267,-13.46794,-18.53173,-12.424153,-15.024372,-21.925291,-14.768048,-14.266179,-11.918846,-12.605319,-14.279908,-13.793218,-14.751973,-13.709177,-11.643387,-11.972876,-18.97179,-19.197596,-15.97837,-12.996587,-14.310389,-21.914635,-26.434616,-24.484844,-17.058882,-22.449203,-13.723888,-15.746993,-13.492778,-17.715786,-14.023312,-13.568649,-13.973776,-16.022154,-19.029604,-15.591835,-11.668741,-12.608939
-21.725636,-14.107144,-12.055905,-17.165077,-13.916096,-12.525414,-10.085415,-13.602726,-14.969852,-14.463674,-15.272142,-17.821793,-12.831812,-18.273903,-13.329926,-10.524572,-19.785559,-15.46492,-12.755556,-13.616361,-14.611708,-21.774488,-18.325172,-14.744996,-16.405926,-19.711983,-25.042828,-13.202743,-16.909761,-11.19433,-12.5030985,-20.879583,-14.168958,-15.64936,-14.664704,-19.484478,-18.852001,-11.749212,-16.408459,-7.8697863,-22.475782,-18.284119,-12.964626,-14.664122,-11.862631,-14.076292,-13.8115,-14.461787,-12.886157,-11.641436,-13.66728,-17.011742,-15.549068,-19.590548,-16.192154,-10.257176,-21.297544,-21.289242,-25.55333,-12.824537,-18.720217,-23.589193,-15.564974,-14.725093,-14.737353,-19.52307,-15.790496,-14.482484,-14.227252,-12.502275,-21.05173,-17.20772,-9.4885435,-12.548787
-25.710094,-16.518051,-15.544108,-17.858677,-17.47758,-13.70017,-7.558445,-21.150661,-13.124536,-17.39742,-12.418638,-18.86241,-11.148361,-15.131853,-11.271289,-15.641324,-25.159283,-20.534714,-11.23834,-11.013571,-13.291117,-15.639408,-14.449958,-21.145435,-14.246536,-17.452663,-20.86545,-14.002449,-19.70634,-15.982787,-16.723804,-17.857668,-13.597332,-21.960556,-22.837496,-20.16629,-17.030432,-13.861013,-12.363986,-13.926136,-14.772622,-18.619362,-17.17608,-16.049885,-21.828348,-17.413826,-17.25404,-15.937976,-17.54945,-9.519915,-22.08443,-23.785648,-16.90887,-19.250778,-15.627726,-16.464087,-23.040434,-16.191547,-16.806288,-8.450658,-18.914724,-21.603659,-19.067997,-13.762126,-22.81905,-11.889959,-9.204543,-21.29397,-14.624005,-13.563757,-18.022104,-11.558472,-8.290981,-15.354032
-30.845219,-17.180744,-12.120182,-19.74721,-13.732693,-20.507782,-9.183911,-23.883984,-12.190091,-20.956045,-12.605831,-19.847237,-18.162178,-10.443696,-9.031199,-15.144296,-18.379448,-18.530762,-11.806392,-11.884438,-13.123178,-16.63521,-13.692665,-13.981796,-15.338271,-21.91005,-14.190322,-19.262688,-19.625921,-23.8214,-18.749516,-12.214684,-11.846237,-22.658005,-13.988376,-16.151451,-20.599993,-17.256142,-11.502074,-16.96024,-14.26423,-20.193377,-13.36711,-13.614063,-14.658876,-19.11353,-21.42332,-20.431791,-17.658281,-15.224489,-18.91898,-19.48213,-21.457367,-18.804708,-12.964955,-14.352625,-14.828983,-18.368355,-9.982094,-13.749659,-14.005743,-17.02717,-12.55214,-18.703068,-16.545475,-10.122532,-11.711638,-15.658563,-17.520948,-13.4937935,-12.212021,-10.393494,-7.947463,-16.519669
-26.504688,-16.189808,-16.803114,-22.898142,-11.65591,-18.121021,-16.945892,-15.657469,-21.994364,-14.742619,-14.753652,-20.787598,-17.057081,-13.738229,-14.405489,-13.260448,-13.528552,-15.616829,-14.654018,-13.939169,-19.38975,-21.998358,-14.326743,-11.927871,-10.367272,-20.33124,-14.5627775,-18.432331,-16.649654,-27.95041,-13.8669405,-12.448906,-18.353886,-10.689576,-14.1617565,-12.522382,-14.025535,-12.195215,-12.302596,-15.042621,-11.10507,-16.28803,-11.894525,-17.475727,-10.3229265,-11.316642,-19.569578,-14.252083,-17.081284,-12.51593,-10.954945,-11.88988,-16.415033,-17.477507,-17.00266,-11.573048,-16.158802,-17.182755,-13.510322,-15.421016,-11.615984,-11.242123,-10.915567,-14.200914,-10.362461,-12.634197,-20.955818,-15.666845,-15.695765,-20.418324,-11.212215,-15.562977,-13.002175,-17.91411
-24.187449,-18.600845,-24.009426,-15.340203,-13.013395,-16.17885,-20.592194,-14.868781,-22.734367,-12.215757,-12.287562,-15.781246,-17.902828,-19.172472,-11.939016,-13.135219,-11.341636,-15.600933,-13.859207,-15.7363825,-16.684637,-17.871664,-11.697387,-15.2892475,-18.690199,-11.069269,-12.694497,-18.545855,-18.413128,-21.006113,-9.625767,-16.464401,-13.430543,-7.791563,-18.455826,-16.799154,-10.870961,-10.831505,-11.4338665,-13.364615,-12.740301,-17.234947,-10.635761,-13.452393,-11.423534,-9.846875,-14.33124,-15.311058,-18.798824,-15.187816,-8.57014,-14.775196,-17.293636,-11.119137,-19.759089,-13.929115,-22.42786,-14.591068,-21.346575,-13.318021,-10.486705,-15.901032,-19.379065,-15.643805,-15.082424,-16.201656,-24.56093,-20.878208,-14.662765,-23.399353,-15.0777855,-11.869189,-13.8782625,-17.805555
-21.094578,-18.292301,-16.713879,-15.408723,-14.786161,-18.026773,-13.525769,-20.501408,-11.445566,-12.903997,-15.764969,-15.902703,-12.174248,-17.968401,-9.52787,-12.436922,-11.666597,-12.071672,-11.16251,-12.685284,-21.841,-15.191301,-12.87501,-17.085665,-19.303,-11.7943125,-14.415242,-16.479126,-15.029924,-15.242867,-11.328624,-16.964252,-9.698004,-13.738626,-12.45675,-12.482462,-11.689299,-13.487759,-12.296571,-13.89752,-8.752804,-16.217688,-12.919621,-15.3506975,-16.56459,-10.077284,-16.819803,-18.009684,-19.047527,-18.334269,-12.22572,-17.313593,-12.850149,-12.0301,-15.05117,-18.89129,-15.633255,-16.686775,-15.9541025,-18.404053,-12.213646,-13.07964,-15.342892,-20.463587,-14.812371,-19.283785,-20.715899,-21.215073,-15.791513,-21.546257,-18.476143,-13.003292,-13.921938,-18.218687
-17.474054,-19.85235,-15.039318,-17.085857,-12.122845,-20.109056,-14.514246,-21.234028,-11.972281,-18.133316,-13.051875,-14.9442215,-15.84376,-16.629904,-13.801418,-21.429739,-20.46068,-17.125223,-13.4212055,-9.609254,-22.166126,-13.930119,-13.462028,-16.1959,-14.273813,-15.846359,-11.825796,-16.885187,-15.228175,-15.1354065,-13.792595,-18.108809,-18.413967,-15.809887,-11.316855,-13.628832,-8.788379,-17.946777,-11.593575,-16.428932,-9.223191,-13.188406,-16.141537,-13.563995,-17.062782,-18.471888,-19.791801,-20.303553,-21.505817,-15.058676,-23.190538,-10.706085,-19.180586,-16.504196,-18.735022,-15.669786,-10.314999,-14.433016,-14.393568,-14.158055,-18.720982,-16.122282,-15.144593,-21.134077,-16.518524,-16.55316,-19.258013,-27.309734,-18.176926,-23.756355,-14.665491,-12.098228,-16.910227,-18.243816
