-7.623416,-9.271218,-7.610179,-4.025568,-6.844327,-5.095619,-9.88272,-11.866909,-7.844782,-4.6227427,-7.8923492,-6.785082,-7.696048,-2.8099403,-5.7026205,-7.632618,-5.1354,-7.531727,-6.335779,-8.0305805,-5.725232
-15.416674,-18.368303,-14.610104,-11.410191,-17.031586,-8.377796,-10.363255,-15.743598,-12.824664,-17.297941,-13.585628,-13.791395,-15.433319,-4.2527714,-14.567148,-19.835909,-10.073378,-18.980175,-9.77779,-13.04909,-15.32313
-15.588907,-16.041506,-16.807962,-11.295163,-23.4934,-9.685084,-14.059237,-17.078587,-10.792237,-11.802592,-16.171852,-15.259623,-11.0384245,-8.129817,-14.564958,-16.786407,-14.272419,-20.47988,-15.519247,-14.1725,-16.177202
-18.50737,-13.971725,-16.235443,-15.820843,-22.222462,-9.476254,-13.501916,-16.570171,-13.275543,-11.701326,-13.52561,-14.357571,-14.999032,-12.196537,-13.186313,-13.17186,-14.136185,-18.12649,-13.746561,-15.214119,-18.055668
-22.703062,-17.565344,-17.229048,-14.923369,-20.354137,-11.603492,-16.413866,-15.722129,-16.734602,-25.017048,-12.607055,-15.007279,-15.372603,-8.977526,-12.899083,-13.603638,-15.535133,-19.254934,-13.6333885,-13.271978,-14.233497
-23.4195,-14.410471,-13.614943,-14.302551,-17.704514,-9.655988,-18.357925,-13.76429,-15.164366,-17.61982,-15.101943,-16.688148,-17.125729,-10.052589,-15.352768,-11.919174,-16.115417,-13.430008,-21.308523,-12.966452,-14.0902
-15.083786,-17.152943,-11.384715,-13.31101,-15.468481,-16.305708,-13.868676,-11.36785,-15.592533,-13.297323,-17.145964,-13.320859,-15.375698,-9.839289,-21.565723,-9.810309,-13.251454,-14.386171,-20.20758,-15.427207,-18.137243
-13.410025,-18.001713,-13.868795,-13.9745865,-17.15895,-15.6246605,-12.227571,-15.535326,-17.78187,-11.459946,-10.951716,-15.402598,-14.170982,-10.42292,-26.02789,-16.458263,-15.751292,-18.999117,-17.57222,-16.178154,-10.947441
-17.142313,-9.657779,-13.308229,-9.238466,-19.273296,-9.889409,-12.087307,-12.0898075,-14.62469,-9.331715,-13.716312,-11.272256,-17.072144,-14.986924,-22.74309,-14.633955,-13.94234,-9.831734,-14.073338,-12.011041,-10.510433
-18.68183,-9.725227,-13.298136,-9.217741,-14.3295965,-15.804684,-13.289099,-12.631933,-13.537298,-11.346211,-15.131661,-13.567768,-15.822168,-17.704638,-14.603198,-15.361767,-16.287024,-10.91575,-15.533713,-13.559961,-15.373822
-14.860651,-11.990129,-14.389802,-11.849949,-12.57727,-22.16721,-16.873724,-10.368066,-18.003662,-9.151378,-13.973718,-7.760455,-10.880976,-16.2203,-10.074953,-14.918933,-13.209864,-13.015686,-15.150156,-13.727598,-14.7798195
-19.797564,-18.768038,-17.94751,-12.259877,-15.68276,-12.68686,-16.996065,-11.4842825,-17.604965,-14.455448,-15.284719,-9.393127,-13.589574,-13.948837,-11.012397,-12.181964,-15.833998,-11.625046,-12.712184,-12.685627,-11.724003
-20.944439,-17.463055,-21.424313,-18.628292,-14.628013,-11.102401,-17.107332,-12.435804,-20.387527,-17.05322,-15.2306595,-17.786968,-10.078308,-19.044645,-12.492777,-16.873894,-17.871653,-13.451954,-14.377104,-9.059095,-14.316894
-17.71016,-17.01773,-9.258396,-21.587524,-16.899967,-18.523388,-18.153238,-12.678077,-14.657082,-16.016756,-16.181849,-14.808075,-9.361353,-12.961794,-13.156585,-15.100632,-19.115536,-9.947208,-10.702524,-11.42812,-16.965332
-22.950993,-20.314035,-7.989936,-13.324844,-7.7364073,-24.779758,-17.240791,-16.00427,-17.31933,-16.112013,-15.770069,-13.33296,-12.839785,-12.488996,-13.631579,-12.9902725,-12.379778,-15.269129,-14.804741,-12.810329,-15.541917
-25.630213,-15.785721,-17.788458,-9.456263,-8.480686,-16.276728,-17.673841,-16.097652,-21.018663,-9.938267,-14.143349,-12.5346985,-9.905131,-14.849179,-16.77742,-19.122494,-10.472082,-14.725433,-18.470951,-11.558662,-19.013508
-19.339533,-14.909002,-20.503145,-17.125805,-14.796373,-16.881414,-14.667239,-19.393663,-15.448989,-9.56337,-11.324024,-11.273786,-16.54179,-14.251179,-12.393909,-25.316154,-12.032781,-12.13872,-15.638542,-13.476649,-18.698683
-16.910637,-15.068377,-20.798002,-17.633701,-10.168867,-17.44057,-14.364629,-17.303436,-12.721823,-9.636902,-15.959362,-10.003237,-14.788929,-13.571529,-9.905408,-21.537722,-13.200075,-18.354898,-12.858872,-15.522917,-15.468814
-22.032251,-14.8206835,-19.634642,-14.611244,-10.216267,-17.731922,-12.542645,-19.314322,-14.169951,-16.546072,-13.340099,-14.345299,-12.880546,-11.957493,-10.78557,-14.645198,-14.007685,-14.759258,-15.250437,-18.141815,-16.050602
-24.64333,-18.816908,-21.937735,-15.063167,-12.807698,-12.735035,-8.901762,-19.080671,-19.727947,-18.847652,-13.001077,-18.66361,-15.39197,-9.991239,-10.961452,-11.668571,-10.429168,-12.705907,-16.52369,-13.72674,-13.36453
-23.758871,-11.382316,-19.925913,-10.530325,-15.614674,-14.262475,-9.708482,-18.016657,-23.299353,-16.626474,-11.585322,-14.431606,-13.905388,-8.286158,-17.280788,-12.727763,-13.422171,-13.193647,-14.403203,-15.519173,-10.247572
-19.958933,-12.253373,-12.289091,-12.734043,-10.348988,-16.586817,-13.30564,-12.5752945,-18.994423,-13.57305,-16.014494,-13.44917,-14.712818,-9.801591,-17.580488,-11.562239,-22.195538,-12.646938,-11.067764,-14.999372,-8.816603
-16.083782,-15.790255,-9.871375,-14.209665,-11.324595,-16.125444,-18.00612,-9.999062,-10.920181,-15.596487,-13.199855,-12.126267,-12.676624,-11.190681,-21.650038,-15.713257,-20.727627,-13.382678,-12.478255,-20.469955,-13.404028
-16.98715,-12.293657,-8.253814,-9.687285,-13.087075,-13.501064,-14.146619,-15.052023,-11.496832,-10.790946,-11.499122,-11.228947,-16.547258,-12.886264,-18.68918,-11.874917,-16.000374,-14.843281,-12.782897,-17.35314,-9.231879
-18.409956,-17.277832,-12.322404,-9.527509,-18.497238,-10.896467,-13.35899,-19.10993,-21.195621,-15.670898,-17.154943,-19.880062,-9.321405,-16.052351,-19.471426,-15.345536,-11.762003,-15.055771,-7.0598326,-14.072327,-11.570633
-17.115107,-14.89299,-11.688194,-15.725722,-17.321234,-6.868478,-15.222938,-18.669813,-18.327028,-15.42992,-16.858353,-15.715524,-11.099394,-10.040656,-13.368463,-17.523096,-13.888422,-17.644823,-8.50537,-15.430555,-13.052216
-19.169462,-16.66,-8.546182,-11.585924,-18.002407,-10.389746,-15.152798,-19.679989,-18.097086,-8.854203,-11.767551,-14.941612,-12.074294,-11.012332,-14.463821,-17.911594,-16.193657,-16.721004,-14.977722,-20.32124,-13.171789
-18.521265,-19.03825,-12.949176,-8.885872,-14.1667,-15.347158,-21.127989,-16.960361,-14.386047,-12.84205,-12.90845,-15.483621,-13.768181,-12.649408,-14.897745,-12.947306,-13.302614,-20.154705,-15.8032055,-22.42304,-22.968422
-15.134626,-17.932789,-17.281595,-10.290922,-11.357581,-21.266453,-19.08683,-18.460466,-15.069199,-23.554657,-16.892595,-20.889065,-14.289174,-14.3606415,-14.845788,-8.943034,-13.389677,-20.872631,-15.3264065,-15.598078,-15.813914
-16.764048,-20.184795,-14.929939,-18.592731,-13.93471,-16.559074,-16.198318,-22.395018,-18.455368,-16.367708,-13.920351,-23.395786,-19.057405,-14.116598,-13.549551,-7.8643074,-10.104387,-12.550703,-13.729383,-13.33356,-15.053252
-19.181576,-15.1316185,-14.985825,-17.346598,-18.600647,-14.766648,-10.941352,-16.296188,-19.943436,-14.740489,-16.407513,-24.873398,-11.320155,-19.87185,-16.30726,-11.37202,-11.693647,-13.834359,-11.108681,-12.135238,-13.242983
-17.444715,-17.99692,-14.141811,-15.304157,-24.886047,-15.135889,-12.520819,-13.24959,-21.390472,-18.26344,-19.49798,-26.953987,-11.268395,-16.85057,-16.624233,-15.48174,-16.1104,-12.36359,-6.84991,-16.741148,-14.207048
-14.335306,-17.200275,-9.406043,-14.261654,-22.030424,-15.160298,-15.619105,-13.632006,-19.246567,-11.394812,-12.127415,-16.08503,-12.525047,-11.146237,-16.545841,-15.296548,-15.17446,-10.837561,-10.773583,-21.63155,-17.64742
-15.6124325,-11.974268,-8.887442,-10.269763,-11.43718,-17.289879,-13.115276,-16.047707,-23.671394,-15.440311,-10.81831,-13.6373005,-14.84317,-13.309664,-12.846466,-11.96929,-14.349624,-13.32704,-22.098255,-13.363209,-15.1714525
-18.950312,-13.0275135,-16.983046,-9.177994,-10.137007,-19.44938,-17.57116,-12.017931,-15.40686,-15.022928,-8.80787,-15.409395,-15.41168,-19.99588,-13.315922,-15.348101,-23.722143,-20.38103,-16.258976,-15.776199,-14.9212
-22.852652,-13.751916,-23.073082,-12.150684,-16.121418,-12.955208,-17.88966,-14.910433,-15.28809,-9.630978,-10.048918,-16.843618,-12.196852,-14.443647,-12.953236,-13.16516,-17.874039,-11.3104725,-13.252485,-14.679947,-11.272163
