-27.423357,-24.097466,-13.908033,-18.619358,-21.526024,-16.546535,-18.87135,-17.416267,-23.115448,-17.453362,-17.321589,-16.821068,-19.129154,-25.72449,-19.53334,-25.503828,-18.383247,-21.331436,-22.827007,-15.273001,-19.477478,-15.030979,-18.75957,-22.924034,-17.833906,-20.394373,-24.196945,-19.799826,-24.57556,-26.342388,-18.45373,-26.782808,-19.060253,-13.29915,-22.419178,-19.644466,-15.656377,-19.576475,-16.195246,-23.638107,-22.575188,-16.68803,-20.848734,-17.533634,-20.467506,-15.680256,-17.928473,-22.353964,-20.816101,-16.57153,-23.781301,-14.947008,-16.118622,-18.529266,-23.322193
-29.53262,-18.34287,-14.539577,-21.30457,-22.504091,-17.888655,-27.754045,-22.978363,-16.702679,-13.15888,-19.14844,-16.023079,-15.09332,-24.193192,-20.33097,-16.457773,-25.256699,-16.954262,-17.528141,-15.15587,-14.559654,-14.16579,-15.755689,-24.858208,-23.225628,-18.444262,-15.769571,-18.476559,-18.412766,-22.336142,-18.48695,-21.653154,-16.12341,-14.491761,-19.452967,-12.719309,-13.637508,-17.03244,-18.708982,-16.647312,-16.651783,-14.572823,-15.49955,-18.75101,-14.286595,-13.996681,-17.739223,-23.524952,-12.627132,-19.904202,-18.931904,-13.67844,-19.735756,-20.164852,-18.966007
-22.378548,-20.062407,-16.034729,-21.104813,-21.097107,-22.49125,-20.046556,-21.2095,-12.707365,-12.405233,-22.05475,-20.48456,-12.037645,-15.829226,-21.835598,-17.06535,-25.839363,-17.285833,-14.840273,-18.382435,-9.075232,-6.188406,-17.393332,-18.861599,-16.388588,-8.814375,-16.435982,-14.784366,-7.9109936,-13.817556,-10.796173,-16.528795,-18.177376,-15.42251,-21.63329,-6.8027935,-16.506569,-19.02451,-16.316502,-9.1813755,-11.613832,-16.472717,-14.497511,-22.962101,-13.162149,-15.73212,-16.580996,-13.238655,-16.214012,-14.1113825,-23.794392,-11.638395,-11.373594,-12.090448,-15.624617
-19.385754,-25.939013,-12.437084,-14.551107,-15.812152,-20.977493,-15.713813,-21.367683,-15.113239,-12.285458,-19.111614,-20.470642,-14.376203,-14.655778,-23.735056,-15.956144,-18.202196,-20.415508,-16.108324,-22.25566,-9.139051,-8.620657,-16.411762,-14.982255,-16.327423,-8.091417,-18.35175,-14.63003,-7.0220947,-12.259838,-5.95751,-12.784193,-20.01709,-8.127712,-23.314491,-8.661175,-15.818037,-9.596182,-12.782995,-7.8592052,-12.797869,-16.00946,-15.135939,-25.189074,-16.21204,-9.354782,-16.375412,-9.753931,-12.527542,-14.473483,-25.156157,-12.470879,-8.12192,-9.14152,-13.453278
-17.91976,-23.684566,-20.221375,-13.032621,-13.772602,-19.319859,-15.624434,-16.95482,-15.138751,-16.185629,-23.681595,-20.664526,-20.316723,-22.262642,-19.333576,-18.349583,-17.757269,-18.448902,-17.115456,-24.249107,-13.7570095,-19.976353,-21.425093,-15.42033,-18.558453,-11.739397,-17.942772,-15.4492,-15.2316065,-24.69009,-8.689461,-16.743692,-15.360281,-6.9962635,-19.704641,-16.701014,-21.635965,-8.388144,-7.595436,-14.966694,-17.971806,-15.00956,-13.251083,-21.264177,-18.796587,-13.518091,-17.187078,-15.660858,-10.537792,-25.523466,-20.704647,-22.633091,-16.354836,-15.937099,-14.591313
-14.480171,-19.194168,-26.401234,-11.58383,-14.744485,-20.372654,-16.451408,-14.067486,-19.597204,-17.997047,-23.688925,-18.050014,-18.985992,-14.958958,-14.1284,-19.487886,-16.243614,-12.422667,-13.502489,-15.666892,-23.11964,-19.826126,-18.963978,-12.734564,-19.045437,-14.909364,-16.394798,-19.305382,-15.529148,-22.20214,-15.409491,-21.918304,-14.941231,-6.644211,-21.008879,-21.283257,-18.286488,-11.892761,-5.7977333,-13.107527,-14.713466,-15.331772,-13.608633,-19.059978,-19.894575,-18.132217,-20.529724,-13.706253,-13.87901,-17.871546,-21.41697,-19.200056,-16.088713,-15.532166,-13.970909
-12.118685,-14.574745,-19.709444,-14.700666,-12.141689,-20.680069,-20.310558,-14.213385,-16.379562,-24.816845,-18.62095,-17.479809,-17.876759,-15.282522,-16.633524,-17.162916,-19.52575,-9.905529,-14.636702,-15.532096,-22.880348,-18.391092,-20.106625,-12.718803,-14.649305,-13.729443,-21.180645,-20.159758,-17.581114,-17.926592,-22.308846,-15.10356,-19.023712,-8.425489,-27.14813,-16.603144,-11.924347,-13.390095,-5.018507,-14.081523,-18.91115,-17.63192,-16.533466,-19.370087,-18.172207,-22.066332,-22.690542,-14.182943,-14.280387,-11.300453,-19.880802,-22.146656,-22.788998,-13.485128,-13.113651
-15.289062,-14.789232,-18.13481,-20.200993,-17.791695,-22.99269,-19.901009,-17.110508,-13.354498,-22.529991,-24.477081,-16.175245,-17.272678,-21.921246,-21.459164,-10.7298355,-23.536184,-12.66098,-12.505726,-17.958633,-20.780567,-10.95063,-18.749317,-12.973553,-17.128925,-15.52496,-18.006598,-16.067966,-22.885815,-18.914803,-19.565882,-17.52666,-15.573769,-9.689928,-25.238178,-12.637606,-13.985117,-11.932617,-8.95422,-16.979027,-17.653109,-17.675508,-16.56975,-19.038818,-15.709325,-16.523472,-21.44028,-17.73846,-10.517801,-17.133434,-21.734207,-19.488667,-29.867897,-17.574593,-18.725262
-17.69207,-11.996489,-20.008797,-13.588089,-17.636284,-16.530811,-9.970985,-14.958631,-16.38543,-17.733974,-21.405624,-21.133762,-14.927935,-17.09731,-26.01845,-10.847584,-23.404713,-20.379562,-9.070063,-14.013842,-15.674383,-6.2211742,-18.547909,-21.04215,-16.025707,-9.7103405,-10.891397,-13.196579,-21.239288,-12.131987,-10.185123,-19.548628,-12.134329,-12.856432,-18.26213,-12.731663,-12.598242,-15.727746,-12.258627,-13.583294,-9.966148,-16.87283,-9.813925,-22.260382,-15.950678,-14.315913,-22.25185,-19.222633,-12.053312,-12.686308,-21.668102,-19.323208,-25.208979,-21.045898,-26.07563
-16.660107,-12.042847,-15.947107,-11.479317,-17.234743,-8.783346,-7.224571,-15.39313,-21.161669,-19.962877,-18.100826,-15.734688,-19.661324,-15.5191,-19.571379,-14.48171,-33.337505,-22.813492,-14.508125,-13.93191,-14.762962,-13.04192,-20.247063,-11.202263,-11.704906,-7.6290436,-11.262747,-15.514337,-23.73692,-12.12953,-7.650341,-18.34037,-11.129532,-16.783028,-16.72934,-15.365811,-19.08133,-8.976183,-10.709814,-16.194,-10.675497,-11.489925,-12.292463,-22.685911,-16.279982,-9.439421,-20.189184,-15.4954815,-12.798283,-11.347929,-16.137383,-22.0955,-15.633643,-19.711346,-20.679222
