-6.3448563,-15.549282,-2.600563,-15.723755,-32.976025,-19.249445,-21.49882,-17.975965
-7.429638,-17.448496,-32.561207,-15.604139,-31.082487,-22.335325,-19.136679,-22.343088
-8.608364,-21.590025,-25.891603,-28.891796,-30.544968,-21.087263,-19.175472,-20.970087
-9.356319,-24.702118,-27.102448,-26.678465,-21.495602,-17.56863,-14.661896,-20.365143
-10.667316,-25.319378,-30.913338,-26.388441,-17.373951,-12.5155525,-14.684654,-8.427429
-11.170439,-17.25029,-27.106033,-19.765417,-18.667011,-10.688591,-1.812439,-1.2596092
-12.959219,-19.277557,-22.77977,-15.374359,-13.776659,-6.648844,0.0,-2.0377464
-16.394447,-22.474995,-17.049253,-16.701618,-12.340931,-3.9666786,-11.343872,-12.570492
-14.970739,-17.918335,-18.187412,-20.337517,-18.637678,-7.281803,-13.542057,-13.743256
-15.692169,-18.604837,-27.42615,-32.41893,-22.834957,-14.702595,-18.407446,-19.862808
-18.449238,-14.494831,-20.79601,-38.367474,-18.763268,-11.474133,-21.31075,-20.337803
-26.8404,-16.712818,-17.470213,-34.67279,-20.62069,-20.73658,-26.686533,-22.673609
-24.658325,-12.633774,-15.585514,-24.660973,-22.051277,-20.322847,-16.712042,-29.135452
-28.229416,-12.690735,-19.087315,-22.121685,-22.086475,-19.718937,-16.627636,-31.019564
-29.536623,-18.907154,-22.226688,-23.150063,-24.009073,-22.353455,-19.982275,-23.920914
-22.034273,-21.489408,-20.406593,-25.089188,-24.62468,-17.857874,-21.818916,-18.040956
-19.012245,-21.280834,-18.271965,-24.990604,-24.926376,-9.871859,-18.298237,-18.629467
-22.517166,-22.353804,-16.143486,-17.014694,-19.43511,-8.49012,-22.305796,-17.445992
-18.576797,-20.158146,-16.034735,-19.368076,-15.486715,-9.9075165,-16.573385,-12.7172985
-16.013233,-14.757532,-12.2111,-27.78147,-21.484816,-8.028124,-12.214636,-14.03429
-22.472736,-12.522463,-16.606255,-29.458918,-22.70605,-13.229395,-18.400278,-16.97288
-23.35102,-15.9193,-19.902637,-24.943054,-15.9263115,-20.026035,-17.380112,-18.421581
-30.12205,-18.799534,-23.991606,-21.032549,-18.97967,-18.103916,-17.747086,-22.963242
-23.245312,-16.51083,-25.322454,-16.893555,-18.137516,-22.31601,-22.6489,-20.27588
-19.970612,-17.825184,-14.360943,-16.024824,-14.307934,-18.447464,-27.222519,-25.616907
-25.199886,-19.413837,-12.823956,-14.38282,-15.829027,-18.243439,-19.92361,-32.121883
-32.593704,-22.418043,-17.637383,-20.250622,-22.435806,-28.715881,-18.540934,-28.86563
-26.750011,-20.012135,-14.362469,-30.879906,-22.12684,-26.44566,-24.80106,-21.830553
-24.264647,-12.077274,-11.835339,-22.240133,-20.126432,-28.737335,-22.652237,-18.827833
-23.176327,-15.120831,-9.537548,-13.287657,-19.491758,-25.028248,-18.903141,-22.684464
-17.875507,-18.130184,-10.0322075,-11.397705,-24.062698,-23.912231,-24.780693,-26.083487
-18.187561,-22.701206,-17.145054,-19.097824,-20.334995,-24.966942,-24.287127,-20.764244
-20.051676,-24.846321,-21.955727,-25.042023,-19.896456,-18.812677,-21.925646,-22.555046
-24.566051,-16.072739,-17.1154,-29.407139,-25.102797,-17.13122,-25.974804,-19.415176
