-11.819936,-10.632515,-10.379063,-10.550592,-18.27618,-7.0981483,-10.440826,-12.219655,-11.980471,-12.584204,-10.741749
-17.725098,-21.283546,-28.811853,-22.243979,-25.419899,-10.174274,-16.283333,-23.918297,-26.507929,-15.315477,-17.908054
-20.385551,-16.827503,-27.402254,-20.718084,-21.729565,-8.12343,-20.963026,-25.391415,-31.277985,-20.961205,-18.107689
-24.78498,-18.990505,-21.829659,-18.051922,-19.697725,-7.288702,-21.741394,-26.357523,-24.477886,-21.257072,-24.22617
-19.422422,-23.904217,-20.657705,-17.98412,-20.473076,-7.635935,-18.594807,-22.280245,-20.41146,-17.907486,-22.346046
-22.741974,-21.390892,-18.692705,-15.527872,-16.92168,-7.97262,-23.483152,-24.649347,-20.897842,-22.362131,-25.10204
-23.245834,-17.12957,-17.522552,-17.233496,-21.207047,-8.3405285,-27.44217,-24.773355,-17.333231,-18.533232,-22.771843
-22.780052,-22.75542,-22.971352,-20.537706,-27.852955,-6.9283047,-28.9296,-30.870708,-23.744007,-19.48262,-24.258852
-27.76483,-31.015087,-24.040627,-18.980064,-30.006817,-6.538927,-22.08915,-27.14098,-24.546993,-18.22734,-24.477833
-23.317898,-21.766672,-16.834122,-17.469894,-24.280811,-7.260988,-21.762707,-30.191994,-26.179611,-21.59893,-24.43288
-24.948212,-17.555773,-16.497196,-13.936421,-18.338192,-7.198488,-24.936321,-22.823204,-26.784025,-19.043915,-23.989655
-31.999817,-19.197811,-19.271732,-15.973754,-17.404844,-9.254208,-24.783207,-22.888222,-26.72837,-17.107635,-27.442188
-27.099213,-25.950405,-16.259151,-20.362587,-17.541742,-10.279823,-21.613422,-21.014206,-22.592289,-19.34188,-20.295017
-24.880423,-24.017382,-15.076565,-17.561804,-15.490236,-13.076512,-18.511185,-18.777067,-25.537785,-23.591972,-21.903404
-20.316853,-23.02219,-23.093096,-21.585386,-15.417473,-13.061139,-17.366634,-20.540663,-30.961157,-18.499275,-19.728302
-18.474442,-25.786385,-26.437826,-15.933359,-20.10698,-19.495565,-19.063334,-16.618809,-22.14104,-20.096645,-17.511267
-22.141483,-24.853546,-22.44103,-20.349297,-21.737652,-25.958584,-21.773233,-16.462387,-17.562742,-20.190887,-18.360878
-24.77858,-22.69746,-20.190397,-18.962744,-23.277397,-22.167622,-23.374075,-19.171944,-17.507013,-22.191738,-18.74762
-20.325554,-22.479986,-18.18,-21.76064,-21.84666,-15.946131,-21.09282,-21.946442,-23.46281,-19.209597,-20.439445
-20.932005,-18.933266,-19.031254,-24.181232,-18.836128,-18.470104,-24.444237,-26.661396,-18.366756,-15.050499,-19.93534
-25.91406,-20.213142,-24.059633,-20.0113,-13.751264,-27.138205,-29.739529,-23.697037,-18.175617,-18.42674,-19.437046
-26.830402,-18.288403,-25.070993,-16.756424,-11.213646,-25.9996,-25.582907,-18.932621,-21.167175,-19.059195,-17.899876
-29.68394,-20.602861,-31.788282,-22.27757,-15.715089,-23.990868,-19.517996,-21.946579,-20.762358,-19.491714,-23.765902
-27.438606,-19.947926,-26.5434,-28.826014,-15.805369,-19.577082,-23.284603,-25.010904,-21.239029,-19.197775,-21.386103
-32.739056,-20.59704,-21.165195,-18.039162,-15.007897,-20.344414,-25.746294,-18.97343,-20.77708,-20.091606,-21.507784
-31.378931,-16.18861,-18.914623,-18.105713,-15.960903,-20.855078,-26.89571,-18.427076,-24.027622,-29.085104,-23.609787
-33.89949,-15.617042,-18.129368,-22.092243,-18.418167,-19.223103,-21.536282,-23.401398,-21.1601,-26.129688,-28.35395
-38.462246,-21.777561,-21.711279,-21.870453,-27.431135,-14.389062,-19.59885,-22.529179,-15.902586,-19.557325,-22.336882
-35.704033,-18.512365,-33.748672,-23.776876,-22.14103,-14.268524,-21.090744,-20.7784,-15.743014,-20.489635,-14.933307
-33.86167,-14.491411,-28.772022,-20.8453,-19.532146,-17.000551,-24.416706,-22.464294,-23.114717,-20.347868,-19.443468
-25.829512,-16.41,-28.148926,-27.968754,-19.042522,-17.936949,-21.061071,-25.775042,-27.145079,-19.062378,-22.026543
-23.459877,-17.724705,-20.891216,-22.756786,-25.062057,-17.606401,-16.585907,-17.815067,-25.52995,-20.614496,-20.27188
-22.81514,-19.296854,-17.828407,-17.68534,-20.821342,-16.163345,-18.794804,-17.522911,-24.272648,-18.178596,-21.357819
-22.640284,-22.34976,-23.114882,-17.872019,-19.977844,-22.144287,-18.069153,-23.144953,-22.889795,-19.784943,-20.773836
-22.658245,-18.215727,-17.619179,-16.023737,-18.328714,-23.429554,-17.884762,-28.785194,-24.54207,-27.715654,-17.91312
-21.727093,-16.53147,-19.394753,-16.530952,-13.712887,-20.833696,-17.700296,-25.417109,-19.745888,-21.124325,-16.00652
-26.217478,-19.594,-17.12379,-17.637045,-11.103575,-24.161783,-22.285156,-24.8883,-23.495579,-18.939684,-20.929459
-21.092731,-21.585537,-13.138231,-18.881817,-16.09633,-17.76766,-26.923231,-16.219837,-23.945255,-17.975716,-20.130009
-18.371157,-17.427078,-15.194894,-23.927082,-22.095757,-25.14928,-23.637062,-14.651198,-25.501667,-19.308945,-27.274591
-20.912321,-17.1847,-15.736435,-22.800446,-21.454063,-19.483673,-25.562973,-19.736109,-21.622684,-19.870415,-25.066647
-22.316692,-18.626984,-17.790432,-21.188189,-22.257668,-18.279873,-22.637829,-19.26779,-23.998446,-22.28788,-22.875011
-18.674822,-17.856457,-18.454739,-18.349009,-17.202082,-21.485104,-27.844591,-22.345388,-22.675243,-26.09293,-18.4204
-21.480167,-18.808567,-21.91601,-17.19752,-21.230583,-21.993847,-20.941551,-19.959024,-24.233473,-20.185493,-17.3583
-24.472721,-15.20663,-19.780327,-17.357952,-15.352449,-21.079329,-14.20195,-18.031277,-22.028976,-20.372862,-19.180275
-22.12426,-15.048953,-20.31678,-16.569077,-13.104284,-24.937567,-19.328545,-20.850912,-28.159431,-18.714489,-23.622242
-17.922386,-19.015747,-23.257877,-21.683552,-15.371347,-23.359879,-22.787865,-21.918858,-25.612198,-16.309204,-25.037205
-13.31904,-16.598684,-24.056961,-17.01708,-23.416546,-18.839527,-23.1643,-20.365887,-24.10751,-16.6776,-25.855347
-14.089901,-16.661446,-22.38456,-14.462649,-26.367805,-20.857527,-24.334852,-19.753723,-18.588707,-17.736359,-27.08618
-18.833118,-14.89895,-17.274376,-17.853815,-23.098818,-21.3331,-25.292864,-20.65153,-17.414371,-16.554808,-23.34085
-22.906971,-16.083729,-20.867823,-21.946867,-22.410276,-25.334364,-22.709068,-27.611275,-22.321037,-17.20264,-32.642212
-20.511385,-17.532513,-21.892849,-22.753607,-16.927717,-25.73128,-17.874273,-28.842192,-20.150623,-21.558315,-28.149807
-21.861115,-17.7021,-21.307878,-20.486315,-22.012197,-21.43429,-20.818615,-24.217144,-18.876541,-25.60082,-27.068602
-21.358051,-14.096486,-18.83368,-20.877462,-19.40316,-18.117725,-19.96829,-19.096832,-18.219164,-18.861721,-17.324654
-21.178356,-9.334415,-16.606539,-16.537426,-10.829548,-20.16293,-24.06893,-23.339973,-20.282457,-21.127089,-18.659325
-25.265455,-7.511759,-19.593687,-14.407602,-10.083349,-19.6199,-21.557877,-22.43618,-27.011599,-17.715124,-17.650211
-25.45041,-8.72517,-15.961003,-20.345795,-13.769937,-15.442005,-22.547821,-18.621119,-21.369717,-19.87207,-20.940784
-28.459408,-10.182013,-13.201734,-19.01435,-14.122891,-14.773871,-21.007,-19.668335,-17.00804,-25.125416,-20.83572
-27.065361,-8.687944,-8.338625,-16.93483,-14.988725,-18.351406,-15.6577635,-25.70285,-21.860037,-15.214639,-19.305214
-28.690975,-11.206701,-12.292919,-20.305363,-18.113693,-28.715483,-20.960243,-24.97103,-19.021435,-13.391006,-26.134024
