-43.35592,-25.882042,-19.481949,-30.754644,-27.866104,-25.680191,-21.02805,-21.47461,-25.781822,-18.39787,-22.770294,-21.113342,-19.468847,-23.737093,-24.99125,-24.071426,-19.430496,-19.685753,-32.297783,-23.64957,-23.629982,-22.97324,-22.080662,-29.324524,-27.028255,-26.997543,-21.332523,-25.669392,-28.421307,-27.715508,-23.70068,-21.923899,-22.086014,-21.845806,-22.549927,-24.075817,-26.30258,-25.187195,-25.39035,-24.461992,-21.856098,-25.971409,-22.822735,-29.48919,-25.98922,-21.060219,-24.20182,-25.344957,-21.499392,-25.59113,-28.00554,-19.94349,-37.54059,-28.163094,-24.463732,-31.237577,-24.056618,-29.517927,-22.834942,-28.59567,-26.97764,-26.196966,-27.600784,-29.121765,-37.016266,-23.819733,-30.447714,-23.994793,-25.34962,-29.81228,-19.383083,-18.536137,-23.566065,-29.092344,-32.945576,-38.35201,-28.71,-31.151909,-32.90997,-21.48797,-23.654024,-25.388664,-25.050272,-19.147236,-27.80144,-23.491184,-25.025814,-23.535135,-32.6366,-26.938673,-23.149086,-24.779396,-25.748817,-22.447117,-24.311398,-27.199615,-26.293251,-30.125181,-24.35912,-25.078108,-29.726795,-26.230152,-22.596487,-23.7659,-28.552624,-21.861506,-28.158422,-21.8713,-15.901041,-5.435135,-20.232538,-30.44485,-30.354336,-20.298431,-21.535168,-23.922918,-25.895502,-21.023987,-14.394602,-21.385527,-18.238415,-17.442749,-15.075058,-20.609749,-26.038935,-21.586971,-15.980228,-21.235626,-18.986153,-18.192802,-18.710365,-23.920937,-22.22562,-30.658495,-17.115356,-22.730259,-19.28657
-34.68417,-20.101624,-18.06968,-32.249443,-25.263063,-27.978434,-19.60145,-23.555592,-30.058828,-22.314548,-21.500456,-19.37077,-14.627676,-27.82624,-22.851444,-20.895905,-19.041906,-23.544739,-18.769934,-19.385971,-25.37688,-18.984098,-28.82438,-20.911959,-19.62144,-26.218788,-21.27714,-23.105587,-28.370369,-26.030148,-29.914482,-24.990372,-23.152079,-29.048367,-22.258476,-28.59305,-26.213772,-24.82042,-22.457302,-29.684313,-23.941177,-23.573196,-21.652126,-30.888294,-29.099792,-23.188564,-21.835632,-20.867264,-17.504856,-21.346153,-26.736513,-24.395187,-29.722464,-38.412186,-27.512487,-23.549835,-24.005322,-29.60637,-25.320568,-27.891876,-22.343288,-24.33141,-19.7671,-24.75458,-35.482212,-25.5994,-26.48633,-31.723797,-22.270767,-24.155302,-19.530197,-17.937794,-25.60124,-25.401745,-22.851383,-27.091518,-29.33497,-27.468039,-32.9299,-20.802671,-21.403187,-17.980618,-21.995045,-21.694738,-38.52702,-24.827703,-22.83636,-26.31197,-37.191692,-21.701157,-25.50522,-21.474731,-25.750559,-23.047516,-22.745186,-24.400208,-23.481041,-26.942492,-32.17206,-30.909437,-25.907433,-26.973988,-24.505238,-22.734726,-28.131096,-21.816086,-29.443026,-27.910084,-18.393608,-11.8751335,-28.625257,-23.510565,-22.467339,-20.890821,-24.448818,-30.672363,-28.514135,-23.27158,-21.005337,-22.938385,-27.40473,-22.385685,-21.634293,-22.046637,-26.010002,-17.348133,-23.041945,-24.457508,-16.916092,-27.26234,-24.761059,-23.342405,-25.603561,-22.02457,-22.84089,-22.857832,-20.991213
-31.611475,-19.208668,-24.140379,-22.153643,-25.276394,-22.798779,-19.326744,-24.917095,-33.843613,-26.505903,-20.830883,-22.364084,-19.231237,-28.174995,-25.131424,-21.740723,-26.267794,-24.709126,-17.239086,-23.808737,-28.70862,-21.496761,-24.960968,-20.227587,-20.505554,-28.453903,-20.296192,-21.203907,-24.370499,-28.642975,-30.419537,-26.863132,-22.404194,-26.939837,-26.879591,-24.212324,-28.785038,-20.687115,-29.647114,-29.196596,-20.277954,-22.028927,-29.8084,-26.398592,-23.27324,-26.89246,-23.588678,-21.46666,-21.213692,-21.943396,-26.599255,-22.745964,-24.946854,-33.733456,-35.422546,-21.827644,-22.028135,-24.309332,-26.60608,-25.2827,-22.680492,-28.8251,-22.981613,-24.840076,-25.344421,-21.165577,-29.575832,-31.467384,-23.486061,-27.440163,-23.88733,-24.12693,-26.824623,-26.570005,-20.477547,-25.236313,-24.65057,-23.526363,-32.056717,-19.969254,-18.311953,-21.682846,-17.771694,-23.163166,-23.343834,-20.887438,-26.856445,-25.04417,-30.137936,-21.176188,-27.435715,-19.125118,-21.431173,-21.895807,-25.344555,-26.057396,-22.384768,-24.581547,-33.32287,-30.769106,-20.665134,-24.190674,-27.634182,-23.966194,-30.665197,-25.95702,-28.045694,-31.295036,-26.414694,-14.225689,-30.346752,-24.91956,-24.909107,-27.30598,-23.059727,-26.660294,-23.404053,-27.630423,-25.630785,-23.067602,-27.603714,-17.253633,-21.009632,-25.94121,-20.261738,-23.798233,-20.505032,-30.842716,-21.043602,-20.658289,-22.717571,-22.680252,-20.99411,-27.042166,-25.682579,-24.613165,-18.51506
-27.521708,-20.266838,-21.39495,-19.028389,-25.217215,-21.942604,-19.47525,-19.984488,-31.76759,-24.157715,-21.716646,-27.499323,-18.04882,-26.853762,-25.452301,-18.64599,-21.636787,-26.380276,-18.813204,-22.937384,-25.436787,-25.22818,-26.573559,-23.064491,-27.188469,-28.471064,-24.87928,-23.2232,-22.977516,-25.353127,-27.984287,-24.321386,-24.148691,-20.371162,-28.177347,-19.97942,-24.741182,-19.815151,-25.171337,-27.31398,-22.156408,-23.124527,-25.207603,-23.204363,-20.7112,-27.712965,-25.988026,-22.081964,-23.839392,-23.216084,-30.626125,-25.479979,-20.14405,-29.085636,-28.759878,-22.260014,-23.341335,-24.46437,-22.640451,-23.517097,-26.857258,-21.355545,-20.386486,-21.768349,-20.241457,-21.540785,-23.657925,-28.651567,-22.67182,-24.482172,-23.798054,-33.88966,-27.787275,-25.462225,-24.651188,-28.498314,-23.61074,-26.440481,-24.841751,-24.270414,-18.018852,-26.795109,-20.952877,-26.544876,-20.767906,-21.281195,-23.055058,-25.440796,-31.24571,-17.111164,-26.415092,-25.245922,-24.695656,-23.288357,-24.20401,-25.422724,-22.552597,-21.809158,-26.563541,-21.342537,-23.058338,-24.666656,-23.871185,-25.62712,-30.070862,-30.53655,-22.882263,-25.20617,-22.0862,-14.038795,-22.524883,-24.258335,-29.183567,-31.303026,-23.271763,-30.797863,-26.808014,-21.28885,-24.176006,-24.255402,-29.377325,-19.802956,-23.548069,-26.659325,-19.431696,-28.509525,-16.935656,-32.880383,-19.644865,-23.58733,-22.284027,-27.724194,-23.88851,-22.261541,-22.834057,-24.771284,-24.691137
-24.060751,-24.600693,-18.837101,-22.467373,-31.243889,-24.702896,-21.35003,-25.293701,-26.740993,-22.545586,-23.29139,-25.57867,-19.528189,-26.154348,-24.908012,-18.73622,-18.095299,-25.721016,-21.98201,-23.079884,-24.973812,-27.593006,-27.485012,-23.322464,-28.554295,-23.754557,-20.657066,-21.217188,-20.703081,-17.118994,-28.080143,-25.154718,-24.055943,-21.640928,-27.817675,-26.511267,-27.020557,-19.544811,-25.226301,-22.106857,-26.779621,-18.760502,-22.010794,-25.28953,-26.578545,-21.921219,-29.182325,-23.642578,-25.317612,-24.855768,-29.32125,-26.71053,-23.914778,-20.934433,-27.664978,-20.109728,-27.102745,-23.570988,-23.02902,-26.91656,-23.08468,-22.497578,-22.632092,-16.755459,-22.226706,-21.594854,-21.941528,-26.761707,-28.283192,-23.936348,-33.417606,-28.75055,-28.640957,-27.817524,-26.179321,-25.412317,-24.963976,-28.360327,-20.374668,-29.642082,-22.889881,-28.431238,-27.98552,-29.544508,-25.392998,-25.767769,-18.290888,-24.918724,-31.387848,-23.126144,-27.0421,-30.054708,-23.927383,-21.875814,-20.598845,-24.839619,-22.134365,-23.287037,-26.95364,-19.672035,-27.635744,-27.058344,-23.072008,-26.77969,-23.976816,-22.806892,-25.12405,-22.948189,-17.910631,-15.180798,-25.697584,-20.767677,-26.758224,-26.937298,-26.945997,-25.512676,-21.362553,-16.832205,-26.419567,-19.031189,-27.594456,-24.63986,-21.745571,-27.411926,-20.534622,-25.225206,-21.059849,-26.168888,-18.612442,-29.112703,-21.530449,-24.47041,-20.627008,-19.61918,-23.246315,-32.94077,-25.174255
-23.463608,-20.661198,-19.505949,-23.16716,-26.762417,-21.546295,-26.95208,-25.825235,-28.983963,-20.048674,-26.876976,-23.39138,-26.262503,-27.191153,-28.432161,-23.590837,-20.194523,-21.751522,-21.488611,-26.620075,-24.513927,-19.273869,-24.28674,-19.743225,-26.12083,-22.263466,-19.555603,-28.669647,-23.8625,-18.239374,-27.267712,-19.089636,-25.313324,-21.021122,-24.270634,-29.959745,-24.262821,-28.091013,-27.304703,-20.403353,-24.963167,-18.976452,-23.234848,-24.686974,-28.12168,-22.463427,-29.898098,-22.128979,-24.04155,-31.616243,-27.691969,-24.18404,-25.52797,-22.8932,-28.466915,-17.746746,-31.460323,-25.612959,-24.272316,-26.621515,-22.961683,-23.189505,-27.493755,-17.9709,-25.697845,-22.08236,-26.49474,-24.91092,-22.157707,-31.226519,-31.431404,-22.908646,-28.534374,-27.594923,-26.242733,-25.019289,-23.681797,-26.027637,-23.97118,-25.922108,-25.84156,-30.6058,-27.748533,-34.628864,-24.704111,-27.777597,-20.627495,-20.219048,-27.026398,-26.70066,-26.179821,-25.083286,-27.913792,-22.808353,-22.953102,-27.765848,-20.972672,-24.280695,-22.208208,-19.065058,-28.183475,-29.027199,-22.203438,-27.698593,-24.176779,-21.333036,-27.85883,-22.427704,-22.099205,-20.875423,-32.473553,-21.860992,-24.288328,-23.00923,-26.426003,-27.646143,-20.304447,-20.292828,-23.66898,-17.62986,-23.675312,-23.751146,-24.844803,-25.00468,-17.708666,-19.816517,-21.319897,-23.611483,-23.82848,-26.044218,-22.411144,-25.695885,-22.335484,-16.600931,-23.45525,-32.530666,-29.67398
-22.379383,-24.012684,-20.412472,-21.03962,-22.119549,-22.896172,-28.64239,-22.7499,-23.32554,-19.153133,-28.97685,-25.31955,-26.528252,-20.223988,-29.343145,-21.81591,-22.368887,-20.64729,-26.146126,-24.84326,-23.589735,-20.765837,-26.730701,-23.094685,-18.920841,-24.02774,-22.064812,-33.77372,-24.377327,-21.879787,-24.354645,-21.607296,-21.162968,-19.407024,-29.270037,-23.293884,-29.04472,-22.55375,-23.398144,-25.628578,-24.255629,-20.616486,-22.57938,-21.184933,-32.132137,-29.935398,-24.044909,-25.915224,-20.711903,-26.67728,-24.701103,-23.576252,-26.077536,-24.83558,-27.082115,-21.835331,-27.09761,-29.89077,-27.561987,-33.155033,-22.27959,-26.997547,-23.684845,-20.936289,-23.961374,-24.292606,-18.416796,-20.335924,-25.306473,-29.43632,-26.286179,-23.503252,-29.89256,-25.253231,-30.259056,-22.489061,-22.743267,-18.433691,-27.901182,-24.815758,-23.37825,-21.19809,-24.146282,-31.248302,-22.299122,-29.190765,-22.14517,-25.514374,-25.4744,-28.667698,-20.901894,-25.813911,-26.243914,-21.458694,-25.427046,-24.042467,-21.139874,-21.41103,-22.067179,-23.241,-25.907562,-29.29941,-29.845154,-26.130596,-24.184849,-25.055708,-26.220085,-23.20026,-26.656872,-17.485928,-27.695189,-26.287323,-24.704985,-25.59108,-26.220955,-29.421135,-19.56669,-24.673998,-23.543297,-22.044054,-23.96566,-18.487867,-24.144264,-24.316826,-24.338394,-23.434513,-25.736229,-23.235592,-23.971779,-24.556927,-21.442217,-23.900105,-19.129765,-21.914785,-22.789753,-32.66346,-27.304573
-23.901558,-21.12343,-21.338348,-27.402197,-20.717064,-18.997963,-28.735106,-21.70429,-21.740143,-19.686996,-28.62492,-22.324911,-23.294262,-22.01999,-25.39436,-20.915178,-23.822912,-21.141026,-30.848349,-22.33401,-23.438622,-26.867432,-28.64708,-26.09531,-22.002785,-26.576729,-25.458305,-25.73867,-23.628735,-25.082901,-23.060593,-31.473118,-19.306189,-25.448215,-28.003843,-23.407867,-24.612638,-22.406284,-21.656193,-24.174004,-34.029224,-19.20828,-20.00885,-21.70541,-32.102562,-23.968285,-24.397995,-22.335316,-22.362774,-26.18304,-20.635176,-21.540955,-34.158554,-26.572803,-21.431366,-24.435076,-22.235119,-31.038618,-23.319252,-28.24627,-23.190887,-26.984423,-28.754576,-25.48911,-28.345165,-24.168385,-19.9767,-26.167553,-24.712944,-23.41909,-29.434595,-24.383472,-32.174347,-30.718966,-30.269527,-23.35689,-22.797106,-19.28312,-25.890747,-26.189413,-30.064852,-18.433779,-24.812677,-22.041874,-27.710976,-31.447992,-25.262623,-26.498425,-24.365469,-27.79484,-27.714483,-29.242004,-26.716806,-20.121777,-26.27491,-25.799719,-21.429918,-23.366302,-19.177307,-30.005224,-25.07333,-22.302118,-31.134703,-29.049042,-26.780054,-27.109892,-22.349812,-25.445917,-27.63474,-21.663342,-23.376427,-32.34967,-26.39772,-29.110765,-22.765545,-25.304697,-21.842154,-32.30495,-25.835733,-23.333235,-24.58107,-24.233768,-23.103504,-24.496128,-22.53249,-23.249384,-28.19871,-21.113369,-25.004116,-24.799877,-17.049587,-17.299028,-21.380676,-27.472935,-21.047207,-25.52649,-30.241066
-22.630589,-17.846302,-24.642975,-27.559944,-28.927603,-23.967554,-24.174894,-17.835127,-19.191334,-15.097385,-27.202967,-18.85275,-23.557522,-20.337803,-17.033478,-17.217129,-20.883396,-23.71796,-29.862741,-19.574226,-23.612211,-21.640017,-21.627157,-24.302221,-21.733765,-20.226788,-22.097633,-25.03934,-16.871716,-25.603477,-24.353428,-19.701235,-24.357605,-21.350956,-20.596512,-21.33458,-19.685995,-18.467249,-25.753195,-17.227854,-20.698322,-23.981035,-20.994635,-27.57539,-26.892773,-23.003914,-27.991167,-20.306082,-22.544086,-19.894056,-21.448418,-25.097775,-26.996666,-22.922321,-23.089943,-23.205276,-26.661316,-25.050222,-22.3609,-24.645048,-21.225172,-23.6473,-24.071526,-19.163084,-25.018385,-21.574688,-19.905373,-27.36009,-21.605227,-22.978416,-23.608309,-22.698095,-21.904644,-27.143616,-25.703554,-21.294369,-18.075111,-19.996275,-23.505146,-19.70685,-25.92758,-20.679161,-21.32708,-21.773159,-27.094238,-21.694515,-22.45483,-22.596376,-24.951134,-26.53817,-30.072977,-24.91906,-25.16177,-22.271759,-29.899668,-27.186743,-24.277763,-23.28269,-21.387947,-21.379221,-26.07885,-22.301228,-27.915848,-23.810799,-23.373222,-27.009216,-23.664532,-23.813507,-24.029095,-25.015562,-20.574259,-24.316128,-21.360924,-23.883062,-23.04818,-23.364243,-22.602451,-26.147787,-21.520828,-21.243858,-23.510712,-24.669954,-20.25767,-27.724525,-25.393,-21.65247,-21.807165,-22.469742,-24.837748,-22.566635,-19.667685,-19.556696,-16.884073,-24.684193,-19.217142,-20.263874,-28.171421
-24.32183,-25.659573,-27.254025,-22.416346,-33.322407,-23.922651,-28.413254,-19.743423,-25.742758,-15.152679,-22.579498,-17.036402,-23.736519,-27.664272,-16.579765,-22.37962,-18.941822,-23.051064,-23.187828,-25.64557,-20.529928,-23.906803,-19.150276,-18.181564,-22.823013,-18.605549,-19.64049,-21.457592,-13.796192,-28.651203,-21.113243,-17.764221,-29.002844,-25.070656,-26.237083,-22.79707,-20.994087,-18.005058,-27.166546,-19.191973,-22.010803,-18.197777,-29.29742,-28.406164,-20.53649,-26.928019,-30.62821,-31.652632,-26.681225,-20.437458,-28.559797,-22.77818,-25.513721,-25.908403,-22.951065,-27.113907,-19.621483,-22.716934,-28.382175,-18.34328,-19.389366,-20.131298,-20.84043,-22.689663,-25.781057,-26.316675,-19.817402,-26.103168,-21.754154,-21.229753,-22.424864,-20.518408,-19.112991,-24.699291,-30.200628,-20.811514,-23.951014,-21.415213,-26.528614,-22.017368,-21.823893,-27.666573,-20.457544,-29.308737,-22.917995,-21.979956,-24.183117,-25.114368,-21.878902,-26.953049,-23.448313,-22.955933,-22.682728,-32.180584,-23.046085,-29.178722,-27.202436,-22.967392,-27.975315,-26.603306,-27.922619,-22.305939,-21.745638,-21.659174,-22.64503,-23.751663,-25.693285,-26.689232,-24.039906,-25.260523,-22.005661,-24.810297,-25.25309,-21.232246,-20.942816,-23.832664,-27.067984,-27.317163,-20.250692,-22.19499,-23.903618,-25.283258,-21.441181,-32.12908,-25.564095,-28.35336,-21.953543,-24.883175,-20.084736,-19.61779,-18.886972,-20.919352,-18.6902,-24.123676,-19.47236,-24.343239,-21.89227
