-24.889093,-21.307753,-17.422028,-19.18127,-15.061506,-28.236229,-19.069073,-15.045575,-21.823284,-16.6476,-18.19106,-13.263755,-14.207693,-20.239119,-15.548591,-14.448164,-19.844568,-19.296791,-11.488615,-17.557411,-18.956188,-13.758464,-20.179249,-14.8891945,-24.969957,-15.770961,-15.592048,-22.91266,-12.00738,-20.49762,-15.353713,-19.440578,-17.483423,-23.560022,-17.338432,-16.058926,-14.826195,-17.0764,-19.035183,-15.274847,-12.552473,-19.753204,-14.984097,-13.3877535,-12.543251,-12.848389,-16.620667,-15.228022,-17.477085,-16.619799,-20.906038,-16.282724,-17.98075,-19.26815,-13.421721,-11.621887,-17.250542,-12.075626,-18.13036,-14.356898,-16.540382,-17.109045,-13.119483,-15.120953,-19.319462,-16.82186,-19.354137,-22.664927,-16.110767,-20.79482,-16.287865,-16.208027,-20.797995,-18.701775,-16.687752,-20.07177,-21.218136,-17.655764,-22.760056,-14.2192745,-17.32717,-18.292343,-16.835009,-17.062462,-14.558367,-11.633879,-14.284585,-14.755271,-11.509267,-16.975193,-16.979193,-11.624723,-15.094238,-17.164835,-14.29461
-34.92428,-20.492647,-17.138327,-16.69638,-25.7468,-24.398523,-14.638203,-14.664586,-22.27594,-20.181263,-14.314682,-17.600628,-16.586563,-20.739952,-18.502127,-15.38392,-15.6067095,-18.410378,-11.528102,-19.644855,-14.416832,-15.63183,-22.301949,-15.293682,-22.87091,-14.756272,-14.510995,-20.879578,-15.566201,-22.584137,-16.319233,-16.67874,-19.516064,-18.49487,-15.371208,-20.06897,-14.524343,-17.748684,-19.860783,-14.2813,-14.947669,-18.398306,-18.593142,-10.180164,-15.470261,-14.11982,-14.095847,-14.984598,-25.472479,-20.277506,-16.347004,-14.200526,-20.468685,-16.613539,-20.057016,-17.048172,-15.809092,-13.492216,-18.445717,-10.405863,-14.467532,-13.6213255,-12.36429,-17.584879,-19.250011,-16.617199,-15.053805,-18.980473,-17.072674,-26.436665,-13.871818,-17.753605,-17.898499,-19.398981,-17.263153,-15.383529,-15.21693,-19.140991,-23.004066,-13.892996,-15.206116,-13.774096,-22.219233,-22.63306,-11.209599,-14.242256,-13.487102,-12.716055,-11.020731,-15.269319,-16.303448,-12.309594,-13.952456,-21.315409,-19.490902
-30.506197,-24.301483,-18.468817,-16.1049,-19.665855,-17.771095,-18.815056,-10.320312,-18.44847,-16.019207,-17.41787,-11.206313,-18.112751,-18.51686,-20.964464,-16.944351,-20.985563,-13.070402,-14.712632,-24.262775,-17.085388,-17.320292,-23.206827,-15.530823,-16.58041,-10.071532,-16.198246,-14.679982,-21.85564,-20.161276,-25.715096,-21.18352,-20.400967,-15.501133,-16.734135,-24.482004,-17.098862,-12.70115,-13.110413,-20.925632,-20.39514,-15.406429,-16.715229,-15.61769,-16.295383,-16.015741,-13.720404,-24.330532,-23.14765,-19.828186,-15.574028,-18.222048,-26.571487,-19.710526,-16.356377,-12.3670845,-21.085655,-17.92362,-19.790531,-12.927368,-14.300117,-9.937163,-13.036903,-24.92046,-9.963017,-14.764634,-19.630434,-17.650436,-17.355923,-15.047405,-17.647976,-19.240849,-14.167797,-13.928485,-21.603277,-14.278045,-17.162605,-17.883245,-18.915207,-12.855749,-16.88982,-20.884785,-22.096958,-18.133461,-11.215144,-19.634102,-12.4272175,-12.89767,-18.235062,-17.498821,-16.509676,-18.147987,-21.311575,-16.632774,-17.056625
-23.732185,-22.051537,-12.120606,-13.456912,-18.541996,-18.25745,-12.463884,-13.685347,-19.910355,-13.528669,-19.839289,-9.391618,-20.385872,-15.455692,-17.346209,-12.342383,-20.600506,-18.144201,-13.212269,-21.9247,-21.617958,-12.134718,-17.930279,-16.6497,-14.978548,-12.494377,-16.867634,-15.729,-17.045286,-18.324451,-19.494404,-18.533081,-16.558834,-17.002789,-22.231752,-22.226501,-21.805302,-14.273529,-11.011792,-17.079762,-15.106885,-19.962542,-21.25063,-20.881111,-23.061571,-20.861662,-17.903738,-22.006533,-18.664059,-13.50337,-14.838533,-18.277943,-17.44845,-16.502823,-14.765353,-11.455594,-17.76728,-13.640654,-25.72552,-13.425383,-9.887865,-16.656612,-18.187544,-16.47891,-8.030039,-22.259426,-21.859312,-12.728231,-19.297895,-14.537282,-18.99722,-15.529249,-14.027569,-14.147359,-20.789963,-12.836615,-15.537932,-16.945244,-19.115444,-20.542543,-12.707645,-19.44429,-17.659815,-17.751366,-12.725035,-18.087034,-8.23309,-13.730295,-14.87989,-15.361069,-14.37776,-16.28252,-20.988422,-18.772255,-16.925495
-21.681356,-22.00607,-12.224789,-15.78333,-18.966473,-22.813831,-11.560198,-17.945238,-20.55536,-17.728888,-13.904187,-15.196683,-23.438152,-12.817619,-14.529538,-16.59475,-19.384987,-18.807503,-17.890736,-21.707579,-16.321194,-14.18448,-17.210308,-13.323861,-19.61187,-12.876974,-11.949522,-24.84272,-15.515017,-21.712112,-11.538535,-12.884891,-14.615216,-15.266541,-20.3891,-21.021873,-26.673012,-15.0608225,-19.94704,-18.43312,-18.545824,-23.738726,-21.062706,-16.110306,-21.640934,-15.930002,-16.181568,-20.284464,-16.428286,-14.936221,-19.082073,-15.191368,-10.924484,-15.251184,-15.143382,-16.565445,-15.694795,-10.5912695,-25.094486,-13.003199,-11.7001,-25.153233,-20.486036,-17.951893,-13.900705,-28.91193,-20.105644,-10.505515,-15.052853,-17.664642,-19.156662,-18.30569,-16.280235,-13.5241585,-18.798653,-17.692516,-18.154266,-16.683664,-18.943993,-23.77284,-17.851278,-19.385803,-15.341232,-20.595848,-16.010927,-19.041597,-9.749256,-15.494631,-13.986349,-19.318806,-12.473874,-14.768258,-17.87252,-16.53292,-16.06107
-22.019287,-17.904648,-13.75178,-24.64715,-19.917444,-22.673826,-16.915674,-12.798742,-15.687687,-21.960598,-15.711765,-19.02898,-19.904354,-16.42498,-16.751287,-18.94453,-19.827301,-13.83698,-14.501744,-21.791126,-12.117839,-17.598629,-19.633526,-15.090995,-17.797737,-17.977005,-13.756537,-20.03051,-14.483316,-25.150894,-12.056996,-14.605386,-17.438015,-15.846077,-13.596255,-15.236462,-22.21258,-17.537092,-22.187016,-13.400393,-17.898373,-19.668415,-15.707843,-16.346527,-18.55011,-14.084301,-15.5097275,-18.688961,-17.648926,-22.06946,-12.179159,-15.407309,-13.121848,-16.95803,-18.585262,-15.40763,-16.673685,-13.860822,-17.92036,-21.41983,-15.7998495,-20.76468,-17.356262,-18.123894,-16.96141,-20.91877,-17.674042,-12.431751,-16.559645,-17.373287,-19.419544,-18.78359,-12.850982,-15.684549,-19.229183,-16.02248,-14.465537,-16.165388,-24.324286,-15.542817,-17.524181,-17.505413,-19.506886,-20.115654,-19.350855,-20.555696,-13.66988,-16.95232,-14.001285,-18.693151,-12.820095,-13.855408,-17.08522,-14.469713,-15.8194275
-22.081,-16.05503,-14.223037,-16.590076,-16.447916,-15.426973,-14.613121,-18.05767,-18.71204,-22.567245,-16.60443,-23.356285,-17.015816,-19.414604,-16.063274,-18.06053,-16.61296,-13.609988,-13.731122,-22.64961,-18.234795,-16.777245,-16.740028,-13.898827,-15.915675,-23.216389,-15.262771,-20.261786,-13.528032,-21.843008,-14.347613,-17.703981,-12.157476,-20.601624,-12.867834,-16.769901,-18.252264,-18.275642,-19.361767,-13.679359,-19.446966,-16.5299,-15.117495,-19.769842,-13.280501,-13.499733,-12.371393,-17.511017,-16.95363,-23.158497,-12.862601,-13.73464,-14.539818,-18.613708,-23.402967,-10.855002,-17.710182,-17.882816,-17.627745,-14.839991,-13.2957115,-19.250298,-16.899014,-11.750658,-15.552122,-18.62093,-18.847164,-11.062578,-11.498789,-24.16497,-19.553764,-16.8734,-12.227361,-11.248246,-12.11125,-18.127449,-20.342167,-23.85987,-20.875654,-11.712409,-17.455439,-17.191854,-19.86491,-21.39417,-22.856129,-23.592167,-8.989236,-12.601237,-21.0279,-18.553978,-14.835418,-19.349003,-16.603493,-23.168388,-14.247698
-20.638897,-18.180164,-14.408848,-15.229887,-15.908696,-16.41121,-17.712202,-18.828054,-19.12396,-19.209719,-18.449306,-19.218723,-14.877689,-17.915663,-16.822575,-15.47259,-17.282055,-19.97672,-22.67366,-22.40336,-18.786812,-18.268793,-20.78663,-16.116478,-16.63881,-19.990713,-17.107784,-27.684046,-17.283752,-15.596764,-12.151196,-17.822891,-16.654121,-21.20598,-13.63568,-20.362885,-18.587317,-14.725925,-21.823944,-16.961853,-16.67984,-23.901905,-13.189573,-21.292763,-10.855947,-14.729173,-11.902186,-20.506712,-14.65514,-24.77272,-17.085045,-18.42047,-16.91656,-17.13392,-19.194473,-15.121869,-15.7528305,-18.318254,-21.58596,-14.145999,-14.531013,-19.607075,-25.658655,-10.604608,-18.105978,-16.603409,-21.714172,-13.52228,-12.6581335,-23.798145,-13.3494835,-14.230802,-15.353748,-14.6526375,-12.670867,-21.12749,-24.885042,-21.036793,-25.692015,-13.800692,-14.007573,-15.453003,-19.507095,-16.83054,-24.437231,-23.52964,-13.288071,-13.478359,-23.347416,-18.366179,-14.061987,-22.630386,-19.112663,-17.524857,-17.24305
-20.303215,-15.503981,-20.345154,-18.32298,-16.20387,-17.915138,-27.208052,-19.230148,-23.845814,-17.76757,-11.249323,-13.456908,-13.428819,-16.056046,-20.516464,-16.109106,-19.122189,-12.565203,-15.749974,-18.736578,-11.647983,-11.760326,-14.822776,-19.830227,-20.486065,-12.4454,-16.591915,-22.522259,-20.821325,-12.777792,-15.5584,-21.891947,-14.243426,-21.175474,-13.110216,-18.243748,-20.949715,-16.631954,-22.243868,-14.9243765,-15.959339,-14.203181,-14.121347,-17.007736,-12.611675,-13.913466,-15.332007,-19.060287,-13.336358,-21.92641,-22.459467,-24.807775,-16.496101,-20.46431,-16.808369,-22.587261,-15.092578,-13.180431,-13.956009,-16.346668,-22.059736,-17.85751,-28.042591,-17.899527,-21.044773,-15.686783,-18.91207,-13.475723,-13.668983,-23.2273,-13.578846,-14.11831,-16.645756,-13.390695,-18.638954,-14.419866,-18.92614,-19.303358,-25.23929,-10.752058,-16.1532,-13.434866,-17.962332,-16.713959,-19.3654,-22.525404,-15.365399,-18.126755,-23.246456,-12.769147,-20.423498,-21.93292,-20.13069,-15.326198,-19.181633
-20.39155,-16.182076,-18.229876,-17.296907,-16.843513,-11.689028,-28.973633,-18.309366,-20.773346,-20.10565,-13.895121,-16.966682,-18.140472,-17.889807,-22.926826,-22.025494,-20.092583,-15.405366,-20.200752,-28.118471,-14.149176,-12.312771,-12.544766,-18.705505,-18.941868,-15.374408,-20.572884,-17.542196,-24.742836,-11.643101,-17.106998,-15.119779,-18.05688,-22.97833,-16.900196,-19.098005,-16.64746,-17.719376,-17.070816,-16.101233,-16.813198,-12.8325,-15.97085,-14.560587,-21.161604,-15.280759,-18.379168,-20.227247,-14.412697,-18.543255,-20.69909,-19.665264,-20.924305,-27.732046,-19.32655,-21.346628,-18.990292,-13.6843405,-9.950354,-13.284016,-23.84149,-16.767315,-18.614075,-14.666579,-16.805946,-17.867622,-19.94802,-12.264028,-20.065132,-25.97131,-21.417078,-17.845003,-18.46924,-17.701614,-15.816025,-18.289152,-15.046893,-19.35983,-20.286407,-16.344896,-19.861774,-19.167782,-21.955658,-13.85665,-17.151548,-20.52099,-17.09817,-18.429611,-20.059185,-12.522688,-18.352135,-17.350424,-21.7177,-14.975971,-16.519104
