-7.748451,-7.2106304,-9.874096,-10.196784,-10.2782755,-10.6178665,-12.015419,-8.718918,-8.238806,-10.652262,-6.670521,-7.9900875,-8.289442,-9.767087,-7.864683,-9.387125,-8.055067,-7.854864,-9.582688,-11.8325,-8.221283,-7.7689724,-9.070799,-5.246477,-9.204664,-6.949848,-5.589033,-7.2178307,-6.180109,-7.0502815,-5.6835938
-13.798682,-22.22572,-25.235308,-20.114878,-14.987566,-22.180202,-20.938574,-27.771156,-25.139885,-20.850817,-18.80132,-23.222311,-20.879095,-24.563719,-25.874454,-23.561787,-28.050667,-20.876266,-19.694178,-17.5471,-28.397757,-26.41425,-15.751479,-18.497196,-22.801737,-16.602396,-16.283058,-21.122566,-23.32087,-16.91626,-20.917732
-18.512459,-30.504467,-25.177994,-26.221756,-16.691254,-22.143934,-23.695726,-25.341856,-21.551117,-22.030762,-20.931429,-20.508814,-29.421503,-24.778002,-24.513819,-20.186478,-26.39893,-22.854626,-18.501293,-23.522184,-23.399101,-23.619127,-20.095806,-15.619877,-22.74399,-19.174873,-18.620186,-19.026989,-21.390894,-21.92427,-19.631323
-20.915049,-29.446825,-23.095322,-21.286827,-21.968555,-23.989742,-20.738749,-25.584257,-24.491245,-17.20475,-28.668291,-19.695099,-32.92997,-21.715952,-19.510767,-21.075378,-21.685955,-27.063904,-19.13776,-30.070631,-24.914968,-21.342619,-26.447302,-21.741976,-21.207855,-21.145107,-17.10408,-21.731817,-21.32565,-22.83556,-19.312908
-20.844414,-28.396849,-24.616884,-26.401718,-25.811493,-21.375162,-24.047329,-22.441425,-23.906498,-16.703947,-29.095285,-16.926224,-24.57629,-25.33348,-21.683115,-26.522491,-16.895819,-23.611082,-24.863146,-21.934149,-26.306257,-16.993793,-27.891937,-30.803751,-24.798203,-17.854912,-19.253613,-19.537783,-19.971077,-19.40962,-16.957144
-20.809448,-21.98339,-31.438086,-25.065893,-24.016775,-21.962431,-25.866198,-25.17074,-24.54798,-18.844082,-26.714968,-22.21943,-24.927721,-20.767632,-22.5997,-25.108616,-19.879545,-27.448215,-24.41063,-22.065723,-19.656721,-16.021564,-21.84515,-27.585045,-27.547703,-20.307068,-24.95607,-24.636072,-21.949924,-22.578918,-17.692457
-19.480627,-17.783295,-26.381733,-19.16465,-24.176712,-20.45214,-21.713226,-24.45835,-26.17068,-25.4068,-29.010328,-23.046251,-24.607399,-24.169374,-18.145054,-26.207485,-24.687988,-30.924643,-21.371334,-25.764778,-17.938448,-22.400305,-23.443298,-24.55745,-24.053574,-23.128294,-24.284466,-27.058388,-19.897717,-28.668726,-22.93846
-20.034115,-26.624142,-20.706697,-24.102755,-16.788185,-21.987497,-22.062155,-23.387806,-25.97419,-26.233547,-22.00328,-22.555119,-21.243092,-22.69873,-18.652727,-23.103367,-24.388582,-32.485447,-22.259562,-23.394468,-23.569809,-19.365398,-25.902008,-22.356571,-19.267284,-24.668468,-17.675274,-25.461971,-23.694643,-27.28463,-28.91177
-17.655685,-28.427904,-21.383648,-26.12055,-14.922612,-19.58369,-17.887651,-21.287956,-24.771467,-23.972223,-16.611813,-22.604847,-25.298222,-25.303015,-20.954592,-19.634157,-20.020372,-26.1337,-21.481153,-18.287127,-24.305143,-19.227686,-19.963617,-20.183456,-22.876791,-19.081535,-17.285507,-28.99997,-23.827253,-24.159681,-28.187557
-20.76867,-29.929176,-26.657001,-25.852196,-17.40327,-24.082869,-17.74965,-26.483683,-33.850014,-30.935337,-19.871313,-27.552351,-25.319933,-21.18199,-19.987406,-23.209799,-21.432766,-21.678127,-21.396223,-23.51433,-23.252008,-21.687664,-24.474743,-22.315691,-23.442513,-20.688547,-22.927864,-29.792372,-23.39454,-20.664257,-19.70515
