-20.74011,-14.364323,-12.395567,-17.49131,-12.598858,-16.341623,-13.528845,-13.043413,-16.415997,-15.673721,-13.799011,-11.843103,-15.025644,-12.179678,-14.569464,-16.58511,-14.951765,-14.732145,-13.415058,-16.967297,-15.90053,-18.003206,-18.327972,-17.392553,-17.590485,-14.523405,-15.344355,-14.494406,-17.832806,-21.214113,-18.86791,-16.586142,-15.756121,-19.139015,-15.443901,-13.001581,-16.447235,-12.377979,-12.287025,-16.896784,-11.406679,-16.023241,-15.875799,-17.082516,-13.130999,-15.984263,-13.8846855,-16.919893,-13.989298,-13.968691,-14.776697,-18.523756,-16.749184,-20.970587,-18.215412,-19.502943,-13.01194,-11.64773,-17.370678,-16.192993,-13.862339,-14.02944,-14.519867,-13.725355,-11.619028,-13.570414,-11.9621315,-12.0836735,-13.852892,-12.718666,-10.052238,-12.203396,-13.735577,-14.091265,-15.507229,-18.581972,-17.690683,-10.491112,-12.534998,-24.56837,-21.49303,-16.25258,-14.689329,-16.510921,-16.059576,-18.042294,-19.378801,-17.745512,-15.695175,-20.579601,-16.85927,-17.683144,-14.911814,-16.100204,-15.772102,-12.374277,-13.981907,-14.6243305,-15.642685,-12.355188,-14.503649,-12.515039,-14.881924,-18.478518,-16.982527,-16.341957,-15.590679,-16.283125,-14.238289,-13.851137,-12.832119
-18.625465,-15.571308,-20.567997,-22.716644,-17.722572,-20.766546,-21.355099,-21.1182,-18.671825,-17.928272,-16.346176,-18.061487,-21.753576,-22.274471,-17.2309,-19.00572,-21.006681,-20.29,-17.529102,-19.919357,-25.857826,-24.91181,-21.623148,-19.408958,-23.037357,-26.08411,-29.039738,-24.41478,-27.94722,-28.564692,-27.00999,-22.225382,-21.363132,-24.629221,-23.198685,-17.932947,-13.461115,-19.422924,-22.083195,-19.860985,-20.678131,-22.169401,-23.270687,-21.169407,-20.005215,-17.058044,-20.49922,-16.915173,-18.064465,-28.998533,-24.158514,-23.957012,-26.666933,-20.548456,-18.647345,-21.31445,-23.7066,-24.57906,-24.343729,-29.002129,-28.669462,-21.911278,-20.152086,-25.79722,-18.005783,-10.05051,-13.1536255,-28.76881,-19.983559,-19.537693,-20.8441,-19.39691,-30.047127,-29.68321,-22.475811,-22.878628,-27.401085,-17.245415,-18.30454,-31.536917,-26.832115,-26.74396,-27.840536,-32.282223,-33.47492,-28.479137,-24.69942,-20.961645,-20.738943,-25.362331,-24.580282,-23.260883,-24.050186,-29.042437,-28.873781,-25.83554,-26.906582,-27.01717,-21.048403,-18.9451,-23.275146,-24.162985,-22.067945,-24.86206,-23.228882,-24.172138,-21.69059,-20.516203,-22.185051,-27.711102,-23.049503
-19.738441,-19.684542,-21.448566,-18.227938,-16.267836,-21.722675,-20.257336,-22.687859,-28.461933,-23.170246,-14.436726,-14.585115,-15.161928,-16.636942,-17.548548,-18.685303,-20.861515,-22.326237,-23.217276,-18.857517,-19.449745,-28.517181,-25.582273,-23.185242,-25.590034,-23.168194,-27.091751,-23.670841,-22.344849,-19.57688,-18.8106,-17.100637,-16.602135,-23.40245,-20.04066,-18.772911,-16.23515,-21.059555,-22.261358,-25.485645,-26.238602,-30.534658,-30.475489,-27.622463,-26.167013,-21.1279,-18.2317,-17.539845,-19.613808,-29.963932,-30.379179,-30.697855,-25.35646,-26.034721,-19.49641,-18.070795,-22.52106,-24.72084,-26.857702,-25.642553,-26.150002,-26.305311,-25.263668,-24.844936,-17.203995,-9.069368,-12.667627,-25.143185,-16.53877,-15.657661,-18.57109,-23.229092,-28.944742,-32.391872,-25.382769,-22.677887,-27.345608,-24.552643,-21.164024,-25.486748,-32.686253,-25.665678,-27.519905,-26.778393,-32.011414,-32.733463,-26.440578,-24.30642,-21.730562,-23.760563,-23.592947,-18.174713,-17.678905,-22.59989,-31.106901,-27.78996,-23.638615,-23.521702,-25.826996,-25.657541,-27.52975,-19.017841,-17.370752,-20.714783,-20.719028,-23.526377,-26.132702,-28.461937,-26.676609,-25.004372,-22.318855
-24.29187,-21.494577,-22.829329,-17.21409,-17.46572,-20.024048,-21.302618,-25.155758,-28.506868,-20.328121,-14.590616,-17.634293,-15.390907,-20.126831,-21.286669,-18.246174,-17.529474,-18.292961,-27.00776,-24.43343,-17.714643,-17.610086,-20.549473,-31.05174,-25.196453,-19.317394,-21.155636,-26.11039,-24.808422,-18.37068,-16.824543,-17.598064,-17.422897,-21.48889,-13.36849,-13.229038,-17.04897,-21.603195,-15.71007,-16.523893,-17.193666,-19.90526,-27.07616,-23.117317,-18.740377,-18.34897,-20.231613,-22.43388,-24.148891,-26.295345,-29.33112,-29.507772,-23.903278,-25.130539,-25.50992,-22.945585,-20.259485,-21.460114,-24.232325,-26.279095,-26.597832,-26.79429,-31.047558,-26.427645,-19.286304,-8.673948,-9.439419,-20.325104,-17.58332,-17.583021,-19.21591,-26.140999,-26.719194,-27.20508,-28.851063,-27.213167,-23.017967,-19.91866,-18.189405,-18.652225,-20.225903,-17.52158,-19.617939,-27.119354,-25.196573,-24.63991,-19.938808,-19.20961,-22.634653,-22.529453,-25.105715,-17.207863,-17.396708,-25.866842,-24.65123,-26.91381,-19.996668,-21.675598,-22.695343,-24.847727,-22.253262,-20.13766,-19.701641,-21.004799,-25.17155,-27.949493,-27.568007,-23.741854,-26.657276,-20.022528,-18.878706
-25.870228,-20.915384,-26.882076,-20.638664,-19.526335,-21.784107,-24.78293,-25.62679,-23.74749,-21.950506,-18.071198,-18.696014,-17.166721,-19.30497,-19.992645,-21.123161,-22.978283,-18.229435,-21.336685,-29.054836,-19.218056,-14.427444,-16.139606,-23.522614,-23.002197,-21.487364,-19.109423,-19.661055,-22.090878,-20.666485,-16.30772,-18.31883,-22.603909,-22.150995,-13.597435,-12.087507,-18.988626,-19.255627,-16.09389,-17.971157,-16.019703,-15.488483,-18.891954,-18.958958,-15.657019,-17.088993,-20.338676,-19.681023,-17.96724,-18.646732,-20.21714,-25.661676,-27.053476,-29.372435,-23.400131,-20.201572,-21.185297,-27.394775,-29.908022,-27.390928,-25.40198,-26.805935,-28.332634,-23.736332,-20.659454,-10.157267,-9.154469,-17.045547,-19.730183,-13.855358,-13.491953,-17.690098,-20.850761,-26.943195,-28.702648,-28.951069,-24.541697,-16.461231,-18.065079,-17.912144,-15.840994,-16.444275,-18.064674,-23.047312,-22.189125,-23.811584,-18.411343,-19.74562,-27.540012,-21.520569,-17.841642,-16.620031,-21.745066,-26.381641,-21.841618,-22.331186,-17.832855,-20.150473,-20.482021,-19.757858,-18.069317,-20.218597,-22.934448,-22.444546,-28.014732,-27.874073,-22.457743,-21.313747,-25.970644,-23.347603,-23.410297
-27.981407,-22.452753,-20.497576,-19.687643,-22.082642,-22.787226,-30.215525,-30.310633,-22.749035,-22.566214,-20.668304,-18.762787,-19.039768,-23.550205,-24.634455,-26.021925,-27.525719,-26.16069,-24.291965,-28.93968,-24.165936,-20.73956,-17.725193,-19.019203,-22.295837,-21.40359,-24.31469,-21.43297,-20.463428,-28.557108,-23.07786,-24.449688,-26.325703,-25.105991,-21.511381,-17.975428,-19.933147,-20.387314,-23.662289,-21.854345,-25.414299,-20.40065,-17.72403,-19.112406,-21.074675,-25.824928,-25.797415,-23.093658,-20.15554,-20.156462,-18.461887,-25.339695,-26.442646,-27.587082,-25.703953,-19.555273,-23.395409,-33.01214,-27.202873,-27.550205,-25.172337,-32.562405,-25.472025,-26.099962,-17.810993,-12.886456,-14.898874,-14.089075,-21.0187,-15.79824,-16.334785,-19.364468,-22.538702,-23.078653,-27.88585,-29.04839,-26.325127,-16.323956,-17.948856,-20.232773,-21.753742,-20.926785,-21.730965,-24.384037,-28.534391,-31.441048,-21.223679,-24.417463,-27.75997,-26.9187,-20.38837,-19.506874,-27.169903,-24.376335,-22.992598,-24.812908,-18.793776,-19.295433,-27.301298,-27.417927,-22.655659,-25.979456,-26.803373,-25.062096,-24.368439,-25.748993,-28.022682,-20.77177,-22.268997,-26.05311,-27.14992
-29.573923,-22.353264,-21.615467,-23.258793,-24.669754,-24.71468,-22.211708,-20.653263,-16.63645,-14.79274,-16.029346,-19.676708,-19.395887,-15.44128,-17.745987,-25.875946,-30.371616,-31.94019,-26.737629,-22.093107,-19.26997,-19.385765,-13.778524,-13.812582,-23.724909,-17.195108,-20.736078,-22.4366,-21.103476,-20.89926,-23.476938,-25.382198,-19.958107,-23.267286,-15.174208,-13.550331,-17.259155,-21.820831,-17.159344,-18.343637,-18.975084,-18.124365,-18.69902,-17.75776,-22.151104,-22.231504,-23.889431,-26.091795,-22.479288,-20.937193,-23.252539,-26.759087,-21.355947,-22.002218,-21.164793,-26.39252,-21.263132,-21.241615,-24.095598,-25.04453,-22.363285,-29.497034,-24.759123,-21.683224,-18.954365,-10.387005,-10.289873,-16.056099,-13.049429,-12.732922,-19.218605,-22.459084,-22.665417,-22.819443,-22.66176,-22.232567,-17.467327,-15.467886,-21.591995,-21.117184,-19.670261,-16.621336,-17.169136,-22.071133,-24.56466,-19.846428,-17.981276,-26.975994,-23.454674,-20.536901,-20.04013,-17.687366,-24.77208,-24.260536,-25.000996,-24.979956,-24.749027,-23.187847,-23.177292,-21.919544,-21.174896,-23.685478,-22.85016,-19.554947,-17.96146,-19.178057,-17.871479,-15.79699,-17.956722,-22.487125,-18.996954
-23.643833,-15.215565,-16.006887,-18.540035,-19.291111,-22.408749,-16.148853,-14.745092,-17.210016,-19.523794,-19.024782,-20.65852,-20.44381,-13.020311,-14.428686,-21.058048,-27.517708,-29.53964,-22.135527,-16.328758,-18.012787,-13.938644,-8.3907585,-7.4612026,-12.061138,-13.230827,-18.775307,-19.797764,-28.329668,-21.661386,-21.631084,-18.55397,-11.4826145,-12.942484,-12.406118,-10.668648,-11.161751,-20.467798,-17.21975,-14.549879,-11.178806,-13.800577,-23.916622,-24.236694,-20.742464,-24.808424,-23.36406,-22.84829,-27.936264,-22.977013,-21.591373,-20.446518,-13.934219,-15.278858,-19.739471,-17.491022,-15.413521,-16.93718,-22.009918,-18.26903,-21.434116,-31.664732,-30.7975,-21.84088,-17.107553,-11.259159,-13.437643,-13.867733,-14.752411,-11.51156,-9.742739,-14.485407,-19.748158,-17.222158,-23.908663,-25.008888,-18.883179,-16.371048,-25.190563,-20.773355,-15.2054405,-18.253443,-18.931767,-27.42663,-25.421793,-19.553421,-14.928268,-18.82634,-20.93123,-23.572607,-20.153324,-18.610836,-21.49641,-21.772476,-19.164375,-26.759945,-26.033415,-20.723385,-15.346964,-19.066624,-24.259083,-28.082207,-25.84402,-20.859924,-15.3557415,-14.945086,-12.934568,-17.933258,-22.555738,-18.955978,-16.03162
-18.039974,-11.709618,-11.958231,-16.759296,-9.607576,-10.84379,-9.666815,-13.410706,-22.254673,-19.118011,-15.747293,-15.556948,-22.112024,-15.933213,-10.028139,-9.049118,-13.2437725,-19.393196,-22.536646,-15.299292,-14.328978,-11.215958,-8.184206,-7.6269054,-6.3560543,-6.8439083,-10.809105,-14.797571,-19.504898,-12.6760235,-10.941196,-7.6875515,-3.3472328,-3.0590286,-6.3874016,-6.8709087,-5.908926,-10.091721,-11.323038,-11.262623,-8.505892,-10.331427,-15.924312,-17.491756,-20.894966,-16.607225,-16.749714,-17.123972,-15.922085,-14.553602,-16.853233,-10.256298,-8.789829,-15.205328,-16.993477,-7.21311,-6.0625324,-13.107384,-12.177513,-18.22034,-21.371586,-24.803823,-28.079018,-25.173388,-20.099934,-14.872393,-10.986551,-10.307371,-8.952766,-9.541134,-2.7576618,-4.118803,-11.130625,-17.118805,-19.710701,-25.401194,-18.071724,-11.415293,-15.02878,-15.63743,-12.155001,-14.8528385,-11.20443,-9.699038,-13.484676,-12.504686,-10.023563,-12.756836,-17.357952,-24.969425,-21.116066,-21.782557,-20.611055,-19.586273,-15.599756,-18.007767,-21.970333,-16.375853,-11.00984,-13.670942,-19.725029,-18.487099,-17.462648,-14.882277,-10.800898,-11.730383,-17.069338,-15.790158,-16.25792,-15.764008,-15.260723
-19.511322,-16.42871,-16.487091,-13.571278,-5.046776,-3.6546211,-3.7242336,-7.785927,-15.921333,-10.546135,-7.081066,-8.483122,-10.864351,-12.942038,-12.591944,-5.226755,-6.3108654,-14.099846,-11.838215,-10.762371,-10.959982,-12.715551,-11.160345,-8.947681,-11.963696,-9.718088,-9.42444,-15.229475,-10.70051,-10.006138,-10.297693,-4.9645863,-6.2704163,-6.145132,-9.86014,-10.867186,-7.6948013,-9.728891,-6.9571247,-13.79991,-11.412329,-10.883873,-15.445883,-19.435038,-19.455154,-8.563192,-5.1946774,-9.07247,-12.632055,-12.035597,-12.688133,-10.376629,-14.017494,-14.501455,-12.352793,-5.5984936,-4.0240116,-9.584614,-8.805513,-15.170977,-27.744453,-26.43052,-25.461416,-22.77961,-15.385109,-13.129744,-8.65559,-11.919168,-6.5732594,-2.6370602,-0.3760624,-3.609583,-14.056047,-16.53785,-21.02767,-19.20981,-17.12083,-9.951189,-10.971575,-12.782106,-16.008806,-15.795451,-6.749319,-3.0122147,-7.205885,-7.4804535,-5.7532673,-6.533264,-7.5518,-12.97191,-9.104179,-9.231478,-11.475115,-18.453781,-19.475592,-13.891451,-14.844942,-12.7050495,-14.794476,-12.68342,-15.018332,-16.853825,-17.79398,-17.396564,-15.637421,-14.872093,-20.375084,-14.22798,-10.640484,-15.55703,-15.985827
