-19.073257,-20.438118,-21.419071,-22.881136,-18.68936,-21.933998,-18.974838,-17.721405,-17.418156,-20.594944,-20.524971,-17.540224,-18.733068,-23.995785,-21.209984,-23.768871,-20.735065,-21.314014,-19.184484,-17.494888,-22.637104,-20.905396,-20.653944,-23.591137,-17.087725,-18.877552,-18.881271,-17.169106,-17.930923,-22.676083,-18.76657,-19.003769,-15.9134655,-18.685299,-19.65078,-22.443764,-18.91701,-17.500599,-25.353155,-20.56112,-19.827946,-16.839512,-23.297506,-22.690672,-20.54191,-22.863396,-19.848928,-18.761799,-16.47334,-16.729076,-17.445961,-17.844372,-19.992975,-21.49673,-22.235622,-17.206486,-19.31729,-19.444302,-26.491337,-14.356352,-23.028238,-19.194149,-24.814041,-21.124249,-19.459953,-16.391823,-17.052374,-18.106289,-18.648972,-17.944128,-21.245193,-24.989048,-23.11664,-20.85998,-22.127369,-22.234612,-19.177948,-18.934708,-20.273937,-20.586718,-17.493813,-14.654978,-19.498669,-19.564846,-18.124952,-21.186775,-21.562977,-19.497467,-24.08089,-11.794527,-4.209217,-4.7814465,-3.8133335,-3.8321285,-4.2193527,-3.901123,-4.0738564,-3.5765724,-3.5468502,-3.2042408,-26.5588,-24.129063,-22.914227,-25.885855,-22.089474,-18.596962,-21.33716,-17.506031,-18.391808,-12.994509,-18.902067,-21.773157,-19.587831,-17.519588,-14.01939,-19.148396,-17.77227,-20.637543,-26.454586,-23.056826,-23.86212,-21.05119,-19.347939,-19.377916,-24.465786,-20.481224,-19.456059,-19.268375,-21.89869,-21.259434,-16.657207,-19.32676,-21.046455,-21.744577,-14.822002,-20.292564,-19.573143,-20.421034
-22.639778,-18.621792,-19.97525,-27.42654,-24.981182,-20.976978,-18.96487,-20.28849,-23.57007,-25.118103,-21.775055,-24.932358,-18.397434,-20.797943,-17.300756,-28.227032,-18.06651,-20.95744,-30.938,-22.178339,-19.544638,-26.816822,-18.661028,-20.97821,-22.82352,-24.437159,-18.88964,-17.539482,-18.486496,-23.217682,-27.345722,-22.58997,-21.254139,-26.1566,-21.870373,-22.119808,-21.5589,-18.067833,-24.887276,-18.013157,-20.225578,-22.495136,-23.30375,-22.284777,-17.777433,-23.561605,-21.320608,-24.661741,-28.133127,-22.416935,-24.550644,-25.150463,-20.17014,-25.832397,-26.769037,-19.164814,-19.857323,-24.524406,-22.619448,-19.76595,-27.136242,-21.061563,-24.749329,-20.478569,-23.622482,-20.77104,-27.510193,-29.298061,-20.57064,-22.34998,-25.776287,-21.83713,-25.566952,-18.173231,-25.807098,-23.848236,-24.565002,-22.556404,-28.785711,-23.10148,-25.721754,-17.995644,-20.202738,-21.545301,-21.939075,-20.074547,-21.09087,-17.373152,-26.278664,-18.852552,-25.56231,-25.703045,-24.661316,-26.969555,-31.791962,-23.077034,-30.593544,-23.03684,-26.31136,-19.61152,-29.653545,-30.025436,-28.01438,-35.348858,-25.796772,-26.049652,-29.509922,-24.374176,-20.1161,-22.15962,-22.381,-34.114323,-25.231098,-21.497894,-19.136288,-23.175243,-20.183054,-16.396381,-24.224699,-31.59289,-26.737494,-23.068085,-19.580994,-20.929249,-27.682276,-20.967113,-20.939827,-20.588182,-18.29089,-21.013462,-21.761919,-24.626495,-27.525597,-27.320425,-18.565058,-22.823044,-21.636356,-19.858913
-24.315418,-23.227816,-20.717632,-20.744114,-21.60707,-30.013477,-17.95063,-22.177486,-20.60263,-23.722313,-26.0243,-25.722778,-26.037436,-18.75474,-17.816849,-24.810848,-17.601852,-21.370205,-26.566525,-22.682674,-19.116222,-29.892275,-21.375847,-21.936672,-27.569662,-35.44606,-19.68387,-19.717989,-23.247393,-29.647951,-27.548662,-23.793617,-19.606258,-21.508137,-21.3503,-28.662086,-26.405132,-21.909445,-23.134132,-21.847296,-21.428555,-31.222109,-21.732708,-16.677649,-23.579666,-25.239191,-25.7856,-29.871498,-23.271221,-21.130419,-26.803654,-20.792322,-18.20964,-25.586765,-22.459911,-25.718649,-26.052513,-20.779608,-26.857111,-21.154236,-20.846401,-28.788704,-26.466358,-27.934593,-28.13221,-22.314816,-21.93523,-22.653288,-23.714783,-25.417076,-24.180159,-23.95742,-24.437008,-22.269768,-27.981672,-22.280514,-26.783361,-21.642143,-27.523424,-22.745419,-28.765184,-21.52301,-18.599579,-26.118443,-21.650993,-18.757269,-20.247826,-20.973927,-26.330885,-18.796825,-23.325523,-22.665756,-21.000645,-31.635794,-27.408224,-19.482061,-26.793398,-24.837156,-30.997545,-25.58769,-29.956617,-27.26171,-24.992405,-22.312262,-22.559708,-36.391747,-25.864449,-21.2771,-17.368113,-29.09739,-23.738115,-26.593676,-22.375755,-24.78585,-28.11274,-21.737446,-23.4873,-17.091663,-18.585173,-29.905575,-25.84917,-26.001768,-19.86627,-16.747553,-21.044037,-24.585957,-25.759264,-23.806427,-15.376833,-24.948006,-24.789333,-28.373526,-31.087616,-17.272823,-18.555588,-15.271223,-20.530058,-17.769646
-24.282099,-21.48429,-20.51311,-20.168602,-21.639912,-22.994762,-22.124123,-23.112747,-19.01236,-19.787106,-20.637386,-33.574173,-19.824663,-21.868149,-14.090902,-24.533028,-15.319878,-24.705679,-19.602243,-17.33749,-21.44763,-28.476896,-23.551739,-25.815458,-20.930141,-35.96664,-20.490686,-25.13942,-30.128443,-21.97182,-22.375154,-18.561018,-13.088116,-23.785843,-18.05474,-27.675602,-31.42744,-27.512274,-20.916359,-20.978985,-24.107166,-30.664288,-21.326002,-17.043709,-24.36316,-23.685287,-22.873438,-25.59251,-18.144283,-20.929144,-25.036118,-20.447987,-18.472555,-20.992119,-22.74292,-29.354551,-30.732166,-18.737116,-19.571404,-20.839561,-22.452747,-29.020565,-21.445484,-29.67435,-22.927292,-25.18108,-21.131725,-21.187437,-27.632126,-23.945374,-20.436497,-22.396118,-18.30039,-17.218061,-22.09394,-25.008125,-24.69786,-24.76408,-20.713028,-22.935368,-21.005882,-21.9151,-18.151339,-24.04583,-22.17366,-16.636951,-18.797163,-19.40527,-20.459578,-23.14218,-25.15977,-26.301754,-20.659973,-24.307133,-23.823631,-13.271389,-16.033531,-23.838074,-27.227226,-26.371706,-25.191841,-22.740608,-23.512997,-19.722095,-24.156063,-28.810995,-22.554014,-21.021664,-18.22182,-23.598516,-28.187862,-26.838467,-27.207859,-21.863216,-26.723099,-20.371494,-25.305397,-19.745544,-15.108442,-25.350605,-24.720308,-24.99368,-16.41175,-17.0494,-24.239277,-30.049297,-23.813099,-19.684841,-15.303661,-24.538467,-25.032703,-24.268398,-24.474438,-13.985661,-14.687431,-9.639576,-17.7309,-15.781385
-20.862469,-23.064356,-19.503193,-19.23822,-22.192968,-20.41668,-23.4118,-21.744606,-20.118502,-17.619827,-15.10779,-22.36538,-13.250698,-22.422209,-17.746296,-25.047104,-15.2397,-22.493755,-18.970974,-17.45859,-27.156364,-22.204445,-21.912083,-27.334335,-17.646744,-25.388338,-19.43512,-27.503033,-24.24544,-18.815184,-25.745892,-21.457165,-15.694553,-21.166042,-17.042938,-24.006763,-23.26401,-21.493599,-19.239374,-21.417713,-22.005276,-25.55204,-27.1276,-17.813555,-29.281525,-23.794613,-25.424305,-26.975807,-20.233091,-18.629,-20.223135,-19.796503,-21.342056,-20.81351,-18.338228,-23.58484,-25.362019,-21.943016,-15.573914,-17.691818,-28.983969,-25.914597,-23.842716,-22.837767,-16.693705,-21.547998,-25.311348,-20.21175,-23.377241,-17.719704,-25.256939,-15.902361,-15.726265,-16.979092,-25.412832,-25.984245,-29.2007,-15.476305,-19.266438,-19.527082,-22.188759,-22.194088,-20.941536,-21.419437,-19.796257,-15.80999,-18.433212,-22.990387,-20.408428,-26.220757,-26.815138,-27.107983,-24.02388,-25.399979,-25.804398,-14.030525,-15.272972,-24.796928,-29.61964,-26.649605,-24.200073,-23.304684,-19.448822,-23.279325,-33.137337,-23.959518,-20.757391,-14.922821,-17.14383,-24.701,-22.590036,-26.19947,-23.720688,-24.003677,-27.989174,-19.702164,-32.43744,-20.24294,-17.093592,-34.952618,-23.025084,-22.796482,-19.31579,-23.269981,-21.6399,-23.92464,-26.86066,-18.935747,-19.710217,-22.218243,-24.850723,-24.732113,-25.643278,-17.510674,-20.156843,-11.944826,-15.357193,-18.900797
-18.12561,-22.630695,-24.304846,-16.230198,-15.27224,-22.329937,-27.243183,-24.665068,-27.253933,-21.850775,-13.910158,-15.553736,-16.635757,-20.891724,-12.780085,-26.358358,-18.046442,-21.570963,-14.731066,-19.674858,-28.08856,-23.991903,-19.502285,-26.874914,-22.208313,-18.801508,-16.803814,-26.133694,-22.129627,-23.314823,-26.32029,-20.56497,-15.855644,-23.61031,-16.46175,-16.81797,-20.344246,-18.362255,-23.68214,-23.56275,-18.07683,-20.23577,-21.451405,-16.326794,-33.783993,-20.55938,-24.797848,-22.315987,-25.799046,-23.552883,-23.503643,-26.060898,-22.191038,-17.21436,-20.269321,-22.489643,-23.777336,-24.919603,-16.103071,-23.234005,-24.391975,-24.35941,-27.317127,-25.118214,-18.100185,-18.078388,-16.359154,-16.51231,-20.23154,-17.312048,-25.72244,-15.502134,-19.745737,-19.274445,-24.89334,-22.753014,-25.580538,-18.188839,-21.2436,-22.253672,-24.83103,-25.4798,-16.256306,-20.245476,-22.547907,-22.195778,-21.884445,-21.587475,-27.134445,-27.564178,-29.436642,-25.998487,-26.566795,-33.029804,-30.910112,-21.749355,-19.745104,-25.874275,-23.779041,-23.806213,-27.590918,-27.338734,-17.772736,-23.355907,-27.883091,-19.704165,-18.823587,-10.604797,-19.582336,-22.348824,-20.786032,-25.099789,-20.206682,-23.95681,-26.677288,-24.17276,-28.297802,-14.732759,-21.353971,-27.457493,-22.061403,-32.264107,-15.644669,-23.16586,-20.220793,-18.678822,-25.46487,-18.56466,-24.246983,-21.513538,-22.597946,-22.085503,-24.340742,-17.03962,-27.60442,-14.524115,-19.331192,-17.055069
-17.159803,-21.619658,-21.779446,-13.009148,-11.321892,-24.789751,-24.021322,-25.723724,-22.269032,-26.36952,-13.898594,-14.57671,-14.194185,-12.844437,-14.135683,-23.8591,-21.100714,-24.827023,-18.360577,-22.393023,-27.676601,-31.680466,-21.09697,-29.045937,-23.457,-22.34718,-15.230101,-27.527542,-21.64236,-20.813148,-16.42716,-12.312473,-12.300379,-16.001118,-17.825308,-12.447748,-20.864155,-20.421366,-16.58106,-19.82184,-18.659481,-17.301966,-21.511158,-21.094585,-29.684952,-14.247427,-17.728867,-16.666183,-24.090996,-23.85968,-22.273525,-23.524147,-18.037672,-13.215019,-21.431879,-18.930683,-21.421072,-25.055725,-16.818073,-24.484829,-20.452095,-24.77793,-24.821903,-23.428661,-18.607376,-17.751926,-11.1823635,-12.39426,-21.330887,-19.028278,-24.135857,-21.029486,-27.871899,-16.681524,-23.612106,-21.675766,-20.329079,-30.462868,-23.982819,-14.233667,-23.448881,-18.480406,-14.601658,-17.963137,-12.144302,-15.134296,-24.998817,-22.40468,-22.131937,-24.66241,-28.547943,-24.573025,-19.06248,-26.825567,-27.555676,-17.365019,-18.776562,-35.312828,-20.259232,-25.01738,-26.392218,-23.572598,-18.315296,-19.08619,-23.6064,-20.365675,-19.446032,-13.656521,-26.70139,-21.92105,-22.878576,-21.538155,-26.111158,-24.084732,-22.531857,-26.99815,-22.569904,-13.51804,-20.690899,-24.300266,-16.071215,-30.55884,-15.469852,-17.230198,-26.47182,-19.089718,-26.265495,-21.306374,-20.525345,-19.663742,-25.597775,-24.334833,-20.229599,-15.47303,-21.465012,-15.956757,-23.596527,-15.9463215
-17.043226,-15.388563,-22.559032,-12.915766,-12.643345,-21.044102,-20.352295,-28.24456,-18.093655,-19.812588,-17.263147,-15.953468,-14.490143,-11.018736,-16.737434,-22.487915,-19.386272,-20.672417,-18.906662,-17.482574,-24.452414,-29.428259,-21.531662,-17.052172,-17.775885,-21.172321,-10.568544,-13.30364,-15.133358,-26.766872,-18.709898,-13.612183,-11.699123,-11.405968,-19.60109,-11.349218,-20.6109,-17.44199,-16.171661,-17.240536,-24.274395,-23.09092,-27.018023,-24.319628,-22.550762,-16.500277,-12.48947,-17.80395,-20.718494,-14.032782,-14.916779,-12.812613,-16.468447,-19.71629,-17.317549,-17.344692,-22.050566,-21.086884,-13.467058,-15.867207,-15.089304,-24.963572,-20.757,-22.561691,-15.579721,-19.705341,-15.178984,-14.482782,-17.518295,-17.037346,-25.503384,-23.093826,-27.635214,-19.596985,-18.158386,-23.385527,-16.065529,-22.817719,-19.484531,-11.404766,-16.307274,-13.424446,-10.896185,-15.261303,-9.479961,-9.961044,-20.639568,-22.01269,-20.345633,-24.304321,-24.605297,-25.380592,-21.19793,-25.546846,-28.151533,-20.067524,-18.188295,-22.114334,-24.536633,-24.670448,-16.296204,-25.26269,-22.157528,-18.49826,-18.454374,-16.561329,-20.973034,-17.36843,-19.358444,-24.122791,-25.0905,-18.395855,-28.318438,-24.894804,-18.400059,-17.263195,-19.097357,-16.76748,-12.757,-23.79694,-19.229303,-17.379072,-17.847214,-14.005175,-34.00503,-18.325535,-24.03963,-17.167679,-19.728394,-20.101316,-21.213451,-22.872252,-18.235397,-21.608547,-16.504965,-16.477402,-22.539473,-20.191128
-14.424812,-13.287327,-21.726566,-18.782066,-18.203617,-21.70062,-21.46834,-24.879671,-13.822807,-17.216341,-13.16416,-18.490757,-16.35532,-17.016356,-11.437183,-21.850222,-19.782078,-21.00739,-22.391727,-16.436798,-21.755367,-20.057625,-18.155298,-14.443756,-19.045433,-22.91037,-5.4398804,-6.2437744,-12.75845,-19.582611,-20.866074,-13.782269,-7.1153183,-11.340857,-15.182465,-14.227165,-16.475191,-16.396782,-20.719275,-13.594828,-17.810379,-16.831299,-19.072094,-22.591635,-17.44717,-12.092892,-9.326027,-12.14739,-16.500658,-8.719727,-11.418865,-10.750904,-9.763947,-21.031406,-14.29958,-15.4278755,-20.805096,-22.272217,-14.756248,-12.801027,-12.338242,-20.645695,-22.466692,-19.600393,-17.363216,-11.772757,-18.105347,-16.637442,-16.187668,-14.281925,-21.76186,-22.916023,-20.341331,-22.921705,-14.896057,-23.261719,-13.305672,-17.928482,-16.47108,-10.302546,-13.677143,-9.8976555,-6.6629505,-14.095219,-7.6499596,-11.053997,-17.59048,-17.599087,-24.229782,-21.49589,-26.460827,-21.72322,-24.48793,-27.023876,-19.6035,-24.146055,-24.17672,-15.353067,-24.05428,-21.881037,-15.103186,-19.757687,-19.815289,-17.180769,-17.041931,-16.369987,-21.852997,-12.912207,-17.311466,-24.412893,-21.163776,-17.17789,-25.025766,-24.300224,-17.908936,-17.094957,-13.798592,-14.085386,-9.409981,-19.218216,-24.582134,-11.079765,-14.284012,-11.094048,-25.43605,-19.848564,-25.49451,-13.736145,-25.166035,-13.646856,-20.356926,-20.584702,-18.833405,-15.965025,-12.809093,-18.023346,-21.372997,-25.23072
-17.643929,-23.080837,-17.640638,-26.206924,-20.990871,-17.317986,-26.968775,-21.89835,-18.451616,-15.247765,-17.357603,-19.092884,-20.795588,-22.528694,-20.115574,-22.56015,-23.955826,-22.1037,-23.213398,-20.949448,-23.988792,-15.847149,-18.359539,-20.547735,-21.252464,-16.461342,-11.180965,-12.492598,-21.8326,-16.977669,-22.260042,-16.379591,-11.636679,-15.455761,-20.731178,-26.1817,-14.290476,-18.376448,-23.881638,-20.499538,-16.355938,-14.361383,-19.051481,-19.537508,-26.434315,-19.024641,-16.533005,-16.396257,-18.75542,-16.831982,-19.187323,-21.484274,-14.446732,-21.151487,-22.212181,-27.192862,-23.555386,-26.146315,-23.562946,-21.148224,-14.123165,-22.025549,-25.437082,-22.570068,-19.608944,-14.763691,-19.671515,-16.719658,-22.236797,-18.736553,-25.59066,-18.599886,-18.762543,-21.409157,-17.58361,-23.985008,-18.269825,-27.644703,-26.042711,-19.096603,-17.077322,-22.329884,-14.876614,-24.843033,-13.795877,-19.300251,-24.438644,-16.931875,-25.453613,-21.357237,-22.933542,-24.491575,-22.685108,-23.429024,-17.779484,-18.517025,-18.756601,-13.253584,-21.805176,-30.602905,-20.918205,-20.415901,-17.113434,-24.260067,-22.819717,-25.123,-18.650913,-18.476461,-15.706167,-15.023846,-23.897512,-23.204914,-25.711203,-21.518948,-17.543083,-22.046436,-17.935589,-20.626505,-16.837896,-26.945599,-22.35411,-14.25724,-19.5346,-17.148,-19.538927,-24.698908,-28.465933,-20.743818,-19.514942,-20.119661,-20.627842,-19.882591,-22.415543,-14.565121,-18.055471,-13.032648,-16.98327,-19.578
