-33.691017,-28.039669,-19.866901,-25.616106,-21.481937,-26.693148,-17.909742,-20.882103,-22.010227,-28.158583,-21.06494,-21.818558,-21.69475,-26.749123,-23.357328,-33.675446,-18.405405,-31.142075,-24.82992,-16.048635,-20.550531,-33.780346,-21.097593,-17.418901,-30.080711,-30.224524,-19.725824,-28.269108,-23.946577,-21.7068,-25.393625,-21.640041,-23.97026,-20.278397,-23.376396,-2.131342,-2.309908,-2.053753,-2.500887,-2.1625652,-2.4749565,-1.7907524,-2.1703873,-2.0993958,-1.8359737,-2.5809555,-19.223185,-24.113995,-19.289322,-22.482147,-22.297619,-24.59407,-19.347435,-29.62981,-25.597466,-30.901655,-18.89627,-24.306324,-24.286156,-25.520039,-19.501307,-24.310108,-24.6447,-24.085384
-38.028534,-26.764215,-23.828857,-20.544739,-27.588022,-22.980366,-22.212961,-23.635954,-22.904446,-26.249043,-20.069393,-28.195036,-22.629019,-21.659317,-26.541008,-31.861874,-17.123648,-24.241707,-21.558397,-20.089613,-16.265991,-28.520136,-25.522572,-18.319557,-25.553812,-21.520483,-19.60122,-21.509548,-19.373035,-27.582817,-23.774586,-31.467323,-22.893684,-19.640638,-17.084095,-21.903631,-30.348022,-26.202465,-22.075779,-19.403465,-33.560596,-23.160381,-22.524754,-21.255417,-19.428038,-7.8879147,-18.564125,-28.185112,-18.919128,-18.563366,-18.895597,-19.31849,-25.000774,-34.58553,-17.93368,-25.101116,-24.84604,-19.898201,-18.639435,-22.96603,-19.539738,-20.95962,-21.789389,-29.090012
-42.247528,-25.609411,-30.70192,-25.752579,-25.274765,-24.572205,-26.461685,-26.134003,-19.995676,-24.998135,-22.489174,-29.23724,-18.665575,-17.993269,-25.968922,-28.582949,-21.317373,-20.476824,-29.953861,-17.5118,-22.886475,-21.865978,-22.38588,-24.276562,-22.172363,-19.34777,-23.468914,-22.439142,-19.980583,-26.995865,-21.557331,-24.65081,-28.417091,-23.215061,-17.79578,-21.51223,-22.930464,-24.162579,-21.664392,-22.648731,-27.452236,-29.243544,-22.801453,-27.938797,-27.52503,-12.487293,-21.908215,-19.644382,-18.556065,-22.64222,-20.093327,-19.477442,-26.953976,-19.442528,-18.981482,-19.81446,-26.331844,-16.29659,-19.74493,-21.274803,-19.688877,-20.317413,-22.661259,-34.752056
-33.414623,-30.68389,-27.763336,-25.196045,-21.854836,-19.351631,-26.655027,-23.65764,-20.708199,-24.850355,-18.379082,-25.851412,-20.601961,-22.627964,-22.30806,-24.229937,-22.93298,-21.034946,-20.787273,-16.557936,-24.802929,-17.873022,-23.12213,-18.033731,-18.071125,-17.923016,-18.340446,-31.372791,-22.78803,-28.874754,-25.448875,-20.6217,-28.250328,-22.797739,-27.772648,-24.289694,-17.849167,-26.539804,-25.06253,-27.721516,-23.765846,-23.994785,-22.634796,-28.666975,-26.820108,-15.773962,-23.930466,-19.536617,-22.717354,-28.516695,-20.563368,-25.233484,-21.870817,-18.96243,-24.600634,-21.181751,-23.46687,-16.021965,-23.556602,-23.323961,-16.129616,-20.397617,-23.07745,-28.417204
-33.70857,-22.162895,-29.09042,-24.872648,-21.718431,-18.360802,-27.177628,-21.761503,-25.894897,-19.784393,-19.242533,-20.749123,-19.744629,-26.380146,-25.570755,-25.284409,-23.441017,-25.616806,-19.81554,-20.560934,-20.040712,-20.68891,-20.382355,-21.383526,-19.402113,-16.454533,-18.099342,-30.569956,-26.549713,-30.113354,-24.356,-24.499899,-22.422653,-28.259298,-28.093111,-30.963623,-18.976562,-29.887903,-28.006907,-24.98584,-20.868196,-23.08624,-19.454731,-26.607298,-23.873005,-19.847279,-24.663097,-22.03009,-19.79654,-19.20683,-14.710953,-22.205414,-16.419985,-19.793644,-17.32193,-23.836994,-24.827469,-20.320826,-19.211437,-21.112011,-19.79813,-24.479351,-24.41195,-26.004484
-27.857075,-14.594587,-30.198404,-19.381042,-19.702795,-25.683048,-25.707958,-29.067305,-23.70762,-23.402048,-18.914894,-20.43709,-23.512272,-17.736574,-22.129288,-24.084818,-27.034039,-28.957369,-25.376171,-24.189486,-24.629633,-18.273386,-20.303528,-19.836573,-22.773739,-18.794462,-20.850288,-26.93858,-23.148252,-30.796919,-19.132484,-20.975893,-23.166538,-24.35241,-26.741905,-23.568693,-24.28431,-21.410534,-20.672558,-25.150404,-23.352467,-23.34889,-17.480873,-22.301094,-26.318237,-20.325459,-28.350334,-22.757343,-19.079803,-17.771002,-18.75758,-17.575035,-22.147846,-16.636242,-16.602642,-24.040634,-22.166058,-27.296478,-20.09708,-20.19516,-19.702969,-20.954414,-24.11344,-26.507746
-23.995129,-16.322348,-29.540184,-22.766817,-20.030506,-25.432621,-22.75452,-23.958462,-23.06935,-26.400497,-17.700283,-20.5173,-26.591763,-18.397652,-18.43015,-17.743967,-20.89833,-24.318619,-17.447403,-26.56976,-24.113247,-16.88854,-21.15459,-18.003895,-24.297417,-17.176735,-19.460222,-19.247961,-25.90337,-29.425777,-23.264942,-19.331543,-27.420998,-25.53076,-29.432072,-22.524681,-22.488743,-19.94329,-17.968884,-21.99488,-24.443266,-22.50792,-19.949503,-26.935066,-22.334848,-20.231564,-23.08015,-18.10292,-21.495274,-25.30401,-26.738651,-17.794857,-29.958235,-15.185247,-23.900797,-32.51139,-21.328636,-25.514769,-19.374481,-19.052471,-20.891338,-20.084091,-26.091904,-23.947828
-25.236347,-23.055618,-28.793005,-30.31966,-17.169216,-24.877975,-19.716953,-24.924036,-20.794071,-25.300323,-20.512945,-20.132883,-23.321945,-23.00874,-18.770998,-23.054052,-23.64469,-24.228699,-17.484678,-22.845587,-19.178612,-20.663246,-18.90232,-18.017443,-21.66461,-23.942001,-24.236954,-17.75093,-26.00269,-32.44085,-20.6375,-19.891418,-22.789238,-22.356209,-25.659575,-28.016155,-24.78513,-19.747166,-20.315054,-19.591143,-27.861776,-30.11504,-22.51382,-29.992731,-23.670036,-24.379591,-21.280735,-22.165974,-27.974806,-24.83595,-26.890285,-18.344559,-21.726366,-20.667717,-24.86816,-26.569176,-24.320744,-19.122456,-23.852451,-21.013184,-20.766958,-26.934307,-27.491379,-22.735617
-25.697094,-22.791563,-23.741987,-25.672972,-17.636024,-19.572018,-20.178596,-24.676735,-24.381012,-17.73334,-24.819511,-21.332836,-28.192764,-18.057707,-20.107893,-25.490177,-18.04203,-21.254974,-17.673126,-19.48945,-22.583975,-20.992033,-23.33075,-24.490683,-21.45547,-20.021744,-22.381527,-19.652596,-28.882048,-19.973717,-15.698147,-23.769863,-23.368996,-25.160164,-21.9465,-25.474308,-23.299244,-17.51399,-21.741817,-24.683918,-22.413446,-22.250723,-23.760212,-30.151403,-24.170366,-21.056456,-27.106281,-23.640417,-23.60421,-23.906519,-20.319283,-24.16293,-22.522297,-17.145775,-18.74477,-21.699356,-22.854126,-18.60609,-23.109577,-22.639105,-26.230434,-27.497612,-26.83866,-26.829851
-27.723635,-23.865381,-21.319252,-23.233208,-22.711369,-19.712584,-25.850897,-23.519281,-24.660725,-18.771809,-23.273457,-26.67759,-32.712044,-25.03441,-19.269804,-24.937532,-19.391468,-26.874697,-17.431952,-22.02741,-18.890427,-17.747272,-34.36718,-28.47201,-21.921444,-24.124239,-21.13545,-18.842789,-28.033825,-20.289896,-16.008106,-23.858955,-23.76102,-21.299046,-22.115913,-25.354313,-24.649666,-26.547028,-26.945076,-27.67405,-21.749893,-20.631649,-23.98482,-29.405058,-19.843195,-23.467896,-23.47689,-21.858963,-20.16712,-20.895233,-16.017326,-22.615395,-28.686865,-20.922047,-25.13645,-22.214314,-21.93051,-18.448,-23.680288,-23.985708,-18.058182,-26.459146,-31.913137,-33.747517
