-10.991102,-7.9745274,-8.602961,-9.840738,-8.047911,-8.950941,-10.19936,-9.4395275,-9.426905,-9.821892,-9.015511,-11.111265,-11.413008,-12.574591,-10.784449,-12.248255,-11.57052,-11.81208,-16.077595
-18.691778,-22.428701,-25.618195,-23.824652,-18.537174,-17.935171,-25.00505,-21.969906,-24.064295,-19.91605,-21.246372,-27.11614,-23.431332,-27.665209,-22.1979,-25.171867,-24.595482,-19.714157,-23.592157
-32.10962,-32.286205,-24.09996,-24.00499,-19.66557,-21.522778,-33.786976,-30.389143,-24.47308,-23.906807,-21.795605,-25.192678,-24.226192,-21.14822,-23.129423,-21.061996,-25.117115,-19.494171,-26.601078
-30.756678,-25.582825,-26.206097,-24.065628,-22.040962,-22.183132,-24.391016,-30.310469,-21.480476,-22.744251,-22.375675,-25.582611,-24.792648,-19.571669,-31.359045,-21.599174,-27.929981,-19.39265,-28.889668
-36.329086,-23.20193,-27.59087,-29.160358,-20.730019,-20.001669,-23.30442,-26.864445,-22.190422,-26.009384,-25.205536,-24.483673,-24.826748,-22.37469,-31.464298,-27.981396,-27.320364,-27.641628,-24.77816
-34.90684,-28.454767,-27.008785,-25.649956,-20.969261,-23.671082,-26.306833,-23.569824,-18.81215,-24.830336,-28.175255,-20.358976,-25.739285,-25.163305,-32.161377,-22.05194,-25.890694,-26.291302,-23.07986
-26.176378,-29.514862,-24.001087,-24.00277,-22.477642,-27.40186,-26.873459,-25.291317,-22.78426,-25.151798,-29.51944,-23.726763,-24.419504,-22.305992,-22.878119,-25.160332,-31.220543,-22.908792,-26.850258
-25.601263,-32.50736,-26.59045,-31.216345,-22.467663,-28.693842,-30.9177,-33.002384,-25.90688,-24.082682,-32.309723,-26.409552,-29.724604,-28.031548,-23.335546,-29.646654,-30.935833,-29.730518,-26.795883
-27.902021,-23.119022,-28.84362,-32.331882,-25.596237,-29.96932,-28.138681,-26.83631,-23.2698,-24.584116,-30.147081,-29.241652,-28.353283,-29.70219,-30.066021,-26.867886,-30.206259,-27.844107,-23.060595
-24.516176,-18.530138,-24.090778,-38.747387,-22.519644,-27.02064,-21.542694,-25.856863,-27.72342,-24.09598,-29.039557,-34.029076,-26.11153,-32.576233,-27.427021,-30.911797,-26.904625,-23.011639,-28.564638
-22.35769,-19.83642,-22.459562,-35.177612,-24.889175,-26.829508,-19.181547,-26.197609,-29.798332,-26.004425,-31.344109,-29.945404,-25.94301,-26.507141,-26.686659,-26.202003,-24.514107,-22.542715,-34.42386
-26.74844,-23.47071,-27.901417,-34.240433,-29.681824,-26.361904,-21.229313,-28.069654,-29.30747,-34.058575,-30.149412,-36.647667,-31.711828,-28.600864,-26.847288,-26.56959,-26.634686,-23.516748,-27.0856
-30.156355,-27.10964,-25.854485,-32.198277,-34.20352,-24.473198,-18.038269,-25.389881,-23.105782,-30.792532,-28.11196,-37.48222,-23.609173,-28.617544,-25.674017,-30.206295,-25.544113,-26.671099,-25.501335
-31.11289,-25.718138,-21.632523,-27.034483,-33.756046,-28.184492,-21.001482,-27.222462,-24.01703,-27.656242,-31.075409,-27.496998,-26.629963,-29.891136,-29.961695,-26.212973,-28.163395,-27.16161,-28.353178
-26.920412,-23.617577,-21.198372,-27.559145,-24.968452,-28.400475,-25.960794,-27.343315,-24.53882,-26.458954,-32.10605,-23.325926,-26.167816,-24.792755,-30.925812,-26.850815,-30.531122,-26.546764,-32.649796
-26.103674,-28.453619,-26.645016,-26.690216,-23.314344,-30.369604,-20.102707,-24.760517,-26.878178,-28.103985,-31.455667,-23.715271,-22.688644,-21.55384,-24.009691,-21.993084,-27.101965,-29.02821,-33.098816
-31.095184,-36.75225,-23.105003,-21.506174,-21.685047,-24.617859,-20.505432,-25.370302,-34.148098,-23.061726,-25.202818,-24.43111,-25.012226,-21.912075,-24.937426,-22.006386,-25.932072,-32.29464,-28.164139
-29.063,-27.719662,-25.254757,-24.19925,-20.608364,-25.221756,-24.803324,-24.201143,-26.926846,-23.82632,-27.447136,-25.063091,-23.775076,-27.633858,-32.79823,-30.796436,-26.183903,-27.455818,-28.429825
-29.769129,-26.80582,-26.616428,-28.95898,-22.199478,-26.12491,-23.424244,-28.79229,-25.943443,-24.236044,-25.571503,-32.36,-33.035446,-25.73811,-30.080915,-31.610992,-22.282818,-23.01726,-29.256863
-28.483631,-23.084108,-28.771544,-29.437761,-24.209377,-30.157444,-21.24646,-26.796421,-26.276089,-23.936932,-19.585232,-29.471594,-31.234314,-17.822544,-26.75906,-24.681461,-17.430895,-25.155575,-29.370796
-27.998846,-26.699009,-26.31354,-30.97191,-20.857761,-23.998466,-23.593208,-21.649357,-22.114346,-28.146639,-26.727509,-29.79041,-30.67508,-18.639423,-30.65113,-26.14029,-20.879292,-24.947422,-25.759212
-33.41149,-28.159595,-27.419983,-23.146564,-23.541424,-19.224361,-26.486807,-19.286243,-21.173105,-27.716908,-25.610447,-28.030283,-27.120096,-24.274479,-25.251532,-23.178402,-22.218292,-23.010445,-22.383558
