-32.470375,-5.2846985,-5.8565884,-5.971794,-6.004402,-6.2324905,-6.113245,-6.1066055,-5.844406,-5.767935,-6.1384487,-5.907501,-5.650383,-6.134157,-6.1066895,-6.111868,-5.7619514,-6.2934875,-6.0254307,-5.9287796,-6.1340046,-6.1891556,-5.8884983,-5.923378,-6.2386017,-6.10281,-5.842495,-6.1324844,-22.50618,-32.737423,-34.098423,-23.541084,-31.629335,-27.347271,-33.906147,-27.070885,-27.25806,-28.055065,-24.542633,-26.765797,-24.97455,-24.414175,-25.989155,-31.102402,-30.80164,-30.2678,-29.338427,-29.094582,-25.25954,-32.026768,-28.48582,-34.48184,-23.626202,-32.64215,-22.967121,-25.104603,-34.334396,-37.75604,-36.11571,-33.694294,-29.101547,-35.450264,-38.494354,-26.122309,-23.578629,-29.260101,-25.60886,-22.78548,-28.28464,-30.992115,-26.622135,-29.119776,-27.022995,-24.088821,-27.023891,-25.845306,-26.949112,-29.322187,-26.88752,-23.838478,-23.205383,-23.1826,-29.666286,-23.795355,-23.243435,-25.559101,-24.380692,-27.782892,-33.546024,-26.137608,-25.735258,-25.834705,-24.647657,-27.34033,-27.870708,-30.435251,-27.860325,-23.204052,-25.640635,-25.67126,-28.743935,-23.582382,-30.643291,-26.773617,-26.341608,-31.728428,-26.362774,-29.267408,-31.688913,-23.83797,-26.334497,-24.03341,-26.144913,-26.375023,-2.6840935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-32.523582,-13.861347,-35.0104,-32.146408,-41.84373,-31.397745,-34.01137,-32.789467,-33.525055,-33.884087,-33.498383,-39.39831,-40.160297,-33.208797,-32.559486,-35.112186,-32.31662,-38.521492,-27.714836,-34.79113,-33.267395,-38.744404,-39.926907,-41.770508,-39.196995,-29.179218,-32.992184,-13.880491,-25.263714,-30.875546,-26.39568,-20.640284,-28.23022,-32.7286,-31.521263,-26.551916,-32.3252,-29.97848,-25.478924,-22.476505,-25.774975,-19.690037,-29.601585,-31.066965,-27.636059,-27.519375,-33.579132,-25.898983,-24.48584,-26.802809,-28.368607,-28.605425,-24.003656,-27.845478,-26.635658,-21.007864,-33.081486,-26.231163,-33.734184,-27.86705,-29.64544,-28.20105,-25.397083,-31.28938,-26.099915,-25.72359,-23.976229,-20.298267,-28.869797,-35.4226,-30.070478,-27.763401,-25.069998,-27.852789,-22.98044,-24.568096,-23.426266,-26.78725,-26.410486,-28.363947,-33.617,-25.020447,-22.180416,-26.095034,-30.105314,-34.77549,-24.593973,-28.174963,-33.872215,-30.948845,-26.840532,-24.676367,-26.057688,-24.368643,-30.312815,-25.952038,-29.104418,-30.515408,-27.189762,-30.53008,-27.648315,-22.330658,-32.380432,-24.132198,-20.915571,-28.277084,-26.597908,-29.75848,-26.932228,-30.029572,-26.474148,-26.48029,-24.58685,-28.137037,-14.169437,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-38.419643,-20.902294,-39.603397,-35.457325,-37.726017,-32.825413,-35.866528,-34.37628,-31.399616,-36.06768,-36.627094,-41.784836,-38.772057,-35.94431,-35.759304,-38.65579,-35.246346,-43.62137,-32.258595,-33.456043,-36.08297,-31.859535,-32.26096,-35.216522,-40.279648,-29.37006,-31.48156,-19.392216,-24.829357,-29.54071,-25.43787,-21.945992,-29.031254,-28.6819,-28.46296,-30.21442,-36.242382,-24.378023,-28.782549,-27.708044,-28.230375,-26.512745,-28.568943,-27.335466,-26.857668,-26.60834,-28.240505,-21.990139,-31.68125,-24.425133,-28.93571,-25.508324,-32.17761,-24.446491,-31.21234,-22.984537,-31.362738,-24.6115,-28.160873,-26.200836,-25.145704,-29.65812,-26.451382,-26.31473,-31.871107,-26.833652,-27.13136,-28.160912,-32.334843,-32.24985,-29.33622,-26.670353,-28.508932,-32.27461,-27.607855,-23.19371,-28.976234,-29.071716,-30.078533,-28.97725,-31.592464,-29.854593,-21.589233,-30.764273,-26.502419,-29.949848,-26.174095,-23.178164,-34.67512,-26.95745,-26.215523,-31.409893,-24.762764,-25.812508,-29.000843,-25.10465,-30.51719,-35.82411,-27.394852,-31.845625,-20.234217,-26.631134,-30.500435,-23.616615,-25.7784,-30.806849,-26.314854,-34.497147,-20.410496,-28.84164,-26.89742,-25.949032,-24.5946,-24.622074,-19.303928,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-38.50015,-20.292799,-36.485172,-33.351906,-34.372322,-31.06042,-37.807137,-32.69524,-29.956032,-38.65483,-33.5973,-42.545162,-36.317646,-32.38925,-38.3273,-37.3576,-34.170895,-37.733913,-32.287556,-32.59237,-36.68922,-33.503372,-27.885157,-29.27177,-37.32966,-29.649212,-31.100168,-20.453297,-23.535465,-29.941711,-31.49826,-28.217249,-30.505568,-24.209152,-27.179956,-25.534399,-32.44147,-22.871723,-28.25164,-30.332298,-25.977814,-26.096663,-24.330456,-31.468561,-24.072437,-26.43171,-27.61581,-20.054504,-29.307531,-24.539108,-23.93121,-25.184996,-23.930426,-21.518879,-34.68169,-23.101662,-29.01255,-27.6538,-31.835548,-25.6048,-25.43562,-24.251003,-30.992289,-24.093641,-31.639826,-26.509321,-24.827929,-28.681156,-28.806042,-27.048979,-26.885632,-27.18457,-26.360188,-26.693613,-27.172062,-23.649725,-32.258816,-24.44821,-35.022938,-28.125008,-27.114244,-26.88704,-29.716896,-31.796185,-27.801521,-26.770588,-27.01803,-27.07439,-28.743637,-26.199795,-24.80444,-34.22693,-22.720297,-25.750008,-26.494364,-25.374748,-28.066196,-29.548466,-33.800243,-27.755856,-21.71842,-28.016327,-29.274876,-22.253525,-30.758076,-36.78462,-25.396086,-28.955757,-20.493628,-30.33648,-30.094208,-27.790419,-28.482061,-25.441513,-21.740105,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-32.622555,-22.702974,-37.329945,-39.826836,-35.38597,-30.598063,-39.24927,-33.668144,-34.181076,-34.08721,-36.403618,-41.289692,-31.4743,-32.59092,-43.827442,-32.908413,-34.54518,-28.909058,-36.6301,-28.5409,-33.522224,-34.065968,-29.482454,-32.17893,-36.16319,-27.92466,-33.29341,-22.189354,-27.803196,-30.79256,-32.7088,-26.376896,-31.14853,-25.36797,-31.297897,-28.436548,-26.303932,-27.451414,-25.762217,-25.603947,-28.540752,-24.238932,-28.005575,-31.014286,-26.666286,-25.040798,-25.977379,-20.348093,-26.101357,-26.372494,-20.353554,-24.101208,-23.921324,-22.13023,-27.675396,-32.31786,-26.83148,-25.349663,-26.824493,-20.792011,-24.882416,-22.178509,-32.251232,-23.149158,-31.017223,-25.5289,-30.286404,-27.698172,-31.050291,-23.025671,-24.831469,-28.398087,-20.474178,-24.23933,-26.588402,-27.729546,-31.475666,-23.404018,-29.117058,-22.150255,-20.549423,-24.64037,-31.843277,-26.349201,-29.30448,-30.120697,-29.5396,-24.963182,-26.12981,-33.310036,-24.838379,-31.106266,-26.523323,-21.734682,-27.468744,-24.873459,-27.40291,-29.763615,-28.632454,-31.093065,-29.7994,-26.549427,-29.187487,-26.22868,-32.0091,-37.916527,-23.375546,-23.172794,-28.247108,-26.609543,-30.85206,-29.628426,-32.128304,-22.4585,-24.052917,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-28.358047,-25.21856,-35.473896,-35.922222,-33.997837,-31.24054,-34.52913,-34.50465,-34.351437,-35.708305,-43.12271,-34.362446,-29.241606,-28.614674,-36.7169,-31.745523,-33.5207,-29.170387,-38.856743,-29.778858,-33.40792,-32.27198,-32.770767,-42.717175,-41.018982,-33.075813,-39.202293,-22.326069,-31.873724,-28.389149,-34.52755,-25.656013,-29.214888,-29.50488,-31.470592,-33.48195,-27.670721,-29.638931,-24.417725,-23.928787,-25.526684,-26.78616,-27.384438,-24.404991,-25.697903,-21.9194,-23.7656,-21.875965,-25.656124,-24.172554,-24.620163,-24.941908,-25.011139,-30.770237,-22.284412,-36.377934,-26.927101,-23.429035,-23.002373,-21.434845,-29.654575,-21.702023,-28.28103,-24.536282,-31.039091,-20.63067,-30.245123,-21.81679,-27.310265,-25.201855,-32.99784,-24.94854,-23.83351,-23.072319,-29.067642,-31.391247,-30.048756,-29.376923,-29.557894,-20.977251,-24.963943,-29.27129,-27.208775,-26.005253,-27.02097,-25.605217,-33.126747,-25.23708,-23.74285,-34.359325,-28.199944,-27.662424,-23.046892,-26.111506,-26.279385,-31.194431,-22.83123,-25.788052,-27.711086,-32.052494,-32.19749,-21.342312,-28.352247,-31.971458,-24.00891,-30.88459,-24.956646,-24.594515,-31.419598,-25.817091,-31.218027,-28.59103,-26.379715,-29.089106,-25.444016,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-27.735603,-25.21682,-35.957527,-34.37803,-29.728992,-31.4498,-37.350216,-33.052624,-32.025684,-33.963154,-37.551678,-33.77466,-34.723446,-29.367281,-38.831936,-34.480904,-33.86869,-34.508553,-35.003586,-32.9892,-31.517473,-33.411438,-37.200993,-31.062614,-30.236328,-32.398273,-34.537457,-24.984804,-30.614082,-33.234577,-28.059835,-28.568745,-25.441092,-28.168655,-29.683193,-29.129139,-32.493366,-30.038042,-26.799183,-24.78049,-29.960236,-28.450241,-33.056297,-24.772554,-31.676968,-24.567513,-25.82936,-28.31829,-23.97398,-26.566786,-28.83159,-23.806892,-23.492622,-23.209198,-25.578806,-33.232647,-28.264027,-29.14849,-24.229076,-28.08435,-31.972523,-27.5468,-25.41142,-23.311325,-31.068478,-18.291168,-26.323593,-19.417227,-25.760489,-31.582375,-29.55413,-25.023785,-29.286701,-23.760786,-28.618559,-23.781046,-28.74526,-29.334488,-27.569153,-24.637661,-29.960041,-25.968784,-26.359581,-29.027424,-26.161846,-26.003038,-28.899364,-23.320324,-26.701183,-22.435287,-26.139317,-25.481255,-25.92598,-30.281326,-23.10168,-28.677853,-21.358177,-24.060724,-28.161823,-26.223219,-27.708027,-25.719738,-33.239475,-27.827728,-23.147106,-26.90894,-29.219,-29.627335,-33.33464,-29.452202,-27.677238,-28.188114,-24.11529,-33.960968,-27.133392,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-29.888565,-27.093515,-33.45749,-31.963459,-31.252186,-39.321507,-38.03047,-38.284283,-32.575565,-33.13095,-35.330128,-30.874058,-45.56778,-32.195564,-37.1782,-38.536663,-36.354046,-35.143814,-34.80376,-34.090336,-32.623135,-35.985638,-30.508524,-30.814892,-30.779947,-32.537437,-35.90501,-25.61277,-25.509022,-32.015633,-28.309364,-28.142735,-29.961613,-27.618452,-21.871965,-27.192476,-36.547962,-32.507076,-25.189892,-27.00581,-29.454788,-31.382475,-30.53884,-27.121983,-24.540596,-28.671394,-29.788754,-24.92457,-22.707645,-24.605625,-27.216976,-27.02626,-24.927273,-21.360855,-29.780659,-32.79819,-30.686096,-24.322624,-28.2868,-28.953789,-29.979647,-27.015644,-27.498102,-28.775784,-29.748436,-21.694351,-25.822102,-20.876295,-24.458075,-27.774673,-32.093864,-31.616499,-29.6598,-26.46038,-33.021324,-24.855862,-27.39479,-29.883701,-30.15245,-30.122984,-30.431004,-28.328262,-30.30101,-29.774704,-27.302876,-28.013498,-30.733164,-23.226585,-26.142796,-22.013311,-23.88955,-27.838413,-27.424412,-28.69304,-21.634232,-30.00993,-23.296225,-28.46361,-27.817215,-27.567114,-20.451172,-33.490536,-27.923561,-26.2394,-29.253521,-27.409359,-24.751413,-28.263174,-25.571474,-26.095922,-30.973978,-25.58015,-28.83775,-31.119823,-28.666142,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-34.357388,-23.280136,-31.000772,-28.454037,-34.90385,-40.37706,-34.88068,-38.007294,-30.295414,-29.629738,-38.071705,-31.375122,-39.51374,-39.732212,-37.85176,-40.7948,-31.128323,-37.4174,-36.112175,-32.87206,-30.8041,-31.912945,-32.784874,-35.614845,-33.585228,-31.267155,-30.689713,-27.67831,-26.706177,-28.431368,-31.259312,-29.829466,-28.245022,-25.12022,-23.175297,-26.359194,-32.585667,-33.16993,-29.297007,-32.417522,-28.669983,-29.10546,-22.335321,-23.422081,-23.332088,-29.16823,-22.931635,-21.208767,-26.266956,-24.65062,-31.409733,-31.741398,-29.436815,-26.61588,-26.079071,-27.674397,-32.519917,-18.668446,-27.817528,-23.74351,-27.01419,-21.701893,-24.761343,-26.869684,-31.20604,-25.205576,-27.275307,-21.3937,-22.21689,-30.971,-28.112091,-24.334118,-27.330317,-22.842575,-30.060179,-30.934528,-29.87026,-25.782293,-29.161474,-31.749521,-24.668339,-26.806458,-29.600372,-27.236065,-24.149548,-29.117184,-37.454285,-25.736881,-28.419994,-25.325954,-25.760921,-29.282288,-32.74602,-29.943825,-19.4448,-24.671597,-22.26604,-28.272905,-30.088116,-32.32053,-19.679947,-26.719128,-26.0494,-31.690813,-26.03781,-30.279156,-25.143314,-22.219093,-25.09217,-26.668503,-27.79821,-28.205166,-24.794538,-23.951323,-28.595055,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-32.415604,-23.79623,-39.62027,-35.03475,-35.295834,-33.10232,-33.04882,-34.344875,-30.407356,-34.498062,-32.550163,-35.97075,-41.71196,-39.40022,-39.08706,-41.411346,-33.01157,-31.52443,-35.271133,-31.380564,-33.407837,-32.91388,-42.23228,-34.40813,-32.51922,-26.35984,-32.79904,-29.954052,-30.992834,-26.188387,-32.57636,-27.836573,-23.772263,-31.187449,-28.421871,-32.347046,-26.338238,-29.171173,-28.56854,-27.148186,-27.890253,-34.67918,-28.589643,-27.0672,-27.851303,-28.331993,-27.19324,-21.742329,-30.531658,-25.099707,-25.995373,-26.094273,-22.349758,-27.786024,-26.664522,-24.038483,-27.259884,-21.688877,-31.13852,-31.788412,-28.016241,-23.642723,-31.193745,-26.892538,-31.257652,-26.921576,-28.509398,-23.857368,-19.640596,-27.4217,-23.394173,-25.760647,-28.803534,-27.15239,-25.990967,-28.413036,-33.83772,-29.38383,-30.980282,-27.293465,-29.5947,-25.708282,-29.107145,-30.399868,-26.362988,-32.89727,-30.439013,-24.745096,-25.25481,-21.587193,-28.642523,-30.727455,-33.981003,-37.354103,-22.233095,-24.103073,-24.21218,-37.48838,-34.766113,-31.646246,-29.585993,-25.957977,-35.09746,-33.68108,-23.515842,-35.66346,-33.893543,-27.452251,-22.612946,-32.798607,-28.298725,-26.026512,-27.641565,-25.150997,-30.198296,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
