-28.234726,-25.596394,-21.639599,-24.048412,-20.922956,-25.877886,-24.407589,-20.493534,-23.563692,-30.428154,-30.705633,-26.931677,-26.829296,-22.390078,-26.2106,-24.968426,-26.185421,-23.043386,-20.370872,-21.796524,-19.065338,-18.061333,-26.515179,-21.700375,-16.300186,-20.574306,-23.600395,-21.880959,-20.429554,-17.471125,-19.853401,-22.300795,-19.835976,-20.254677,-15.912521,-11.73189,-20.281376,-18.632936,-17.339382,-15.443626,-7.470999,-5.3725414,-4.189972,-4.1830063,-4.198572,-4.194563,-4.200899,-4.2033844,-4.1981926,-4.2030735,-4.2014027,-3.1606636,-22.909863,-29.372381,-28.434095,-25.867748,-21.39422,-20.706558,-22.52009,-21.573982,-24.493061,-24.975763,-20.612675,-20.36434,-21.13224,-20.787487,-18.945148,-20.23471
-28.26684,-28.308277,-22.498974,-26.48167,-27.689016,-26.629572,-22.619984,-23.092045,-26.176502,-30.973772,-30.238136,-22.713995,-30.22872,-25.249935,-32.470985,-30.344986,-29.519053,-20.801876,-23.731564,-16.16231,-17.926735,-20.136265,-25.193314,-21.724052,-18.406162,-18.079754,-22.629833,-19.640911,-30.992905,-20.274023,-16.41291,-23.077845,-19.008295,-27.836143,-16.857782,-14.217007,-19.617975,-26.881485,-22.538353,-27.999447,-25.988417,-15.572155,-52.453865,-55.888805,-53.662006,-53.492687,-52.68402,-52.915554,-54.016956,-53.010292,-52.635315,-15.817913,-20.49444,-26.85257,-21.964,-24.223692,-21.370913,-20.752577,-21.850742,-26.810064,-28.478933,-28.458523,-26.013885,-29.857397,-18.233837,-15.864782,-17.202284,-16.387733
-30.938984,-26.20021,-22.739141,-27.839052,-28.403551,-25.841322,-21.414825,-25.308064,-24.180397,-22.280342,-27.47372,-19.756489,-28.035051,-22.383232,-33.8827,-25.697659,-29.400341,-23.82278,-18.900024,-15.934114,-15.48106,-18.77338,-27.786259,-21.939049,-21.12058,-10.2614,-18.771282,-15.444075,-25.080482,-16.851883,-17.710903,-18.668264,-18.56622,-19.140865,-20.893826,-18.069935,-18.161808,-21.542526,-19.172407,-32.073772,-25.663027,-17.845253,-62.551495,-59.378475,-59.4165,-59.363964,-63.046837,-62.2144,-59.828724,-62.23339,-63.06863,-20.188904,-17.778383,-20.958414,-18.237328,-22.568987,-17.719767,-23.634466,-15.562227,-19.366768,-25.208538,-23.088434,-28.937653,-28.916111,-11.291157,-13.663353,-12.217436,-20.298773
-22.998352,-25.476646,-20.866062,-17.965479,-22.05709,-25.23761,-22.255482,-30.245144,-29.80822,-20.890087,-26.646225,-21.096571,-34.226936,-22.750929,-24.789186,-21.477016,-23.807316,-18.936764,-22.124456,-23.55143,-14.064842,-16.790583,-26.731434,-19.14456,-16.577606,-13.517141,-18.184584,-17.81837,-21.85647,-16.669994,-11.853313,-15.460182,-19.506777,-19.571333,-18.009182,-21.325611,-15.856207,-22.845215,-26.88253,-29.580095,-27.52618,-20.13381,-53.96962,-53.616203,-56.390877,-56.0513,-54.84186,-53.187084,-52.378506,-53.161697,-54.694347,-21.856438,-11.75535,-20.139917,-17.24074,-16.932947,-19.16475,-18.03909,-13.537113,-13.575373,-18.105547,-21.913198,-27.956873,-23.242533,-12.465855,-14.49432,-11.540155,-16.407154
-15.2110405,-13.129957,-16.485971,-17.312988,-22.723139,-28.244713,-22.32577,-29.268156,-25.072842,-22.386097,-22.210094,-26.911566,-27.728907,-27.936678,-23.706285,-21.916431,-26.229439,-20.75583,-24.577656,-24.480247,-22.911505,-19.558155,-24.896336,-19.191555,-18.501236,-15.0480385,-13.517078,-30.852888,-18.332825,-17.179478,-14.053976,-16.97543,-17.826681,-18.074717,-20.563353,-19.716915,-14.248663,-26.076313,-30.049969,-26.261017,-31.98442,-27.397057,-45.65297,-46.290443,-45.072403,-45.074535,-45.557983,-46.01504,-46.17516,-46.054054,-45.577393,-22.847412,-9.203262,-8.901503,-8.139048,-8.647978,-15.298382,-22.869339,-12.746408,-10.610971,-20.123281,-28.676678,-23.9389,-21.832047,-6.0196915,-14.720114,-9.453955,-14.002413
-11.658289,-9.7774315,-9.186422,-12.276524,-15.262602,-12.664803,-13.153975,-12.587164,-17.977726,-15.157761,-13.302481,-14.788687,-13.144306,-13.23843,-12.703867,-13.912052,-13.773859,-13.449017,-13.088787,-12.909412,-12.918261,-19.475895,-23.304789,-16.73434,-21.837444,-16.748472,-12.039082,-20.418797,-18.087666,-13.467239,-11.027716,-20.84093,-20.646954,-15.3474655,-16.528175,-10.645714,-12.688137,-12.380087,-12.443222,-27.11203,-30.850159,-28.011961,-33.64686,-33.730923,-33.66831,-33.660206,-33.668167,-33.643917,-33.621265,-33.64584,-33.66527,-21.070744,-7.072613,-6.725334,-7.85709,-7.4684315,-16.31088,-24.598984,-16.50678,-10.247944,-26.585571,-29.228333,-23.197123,-27.21328,-4.5227985,-9.768183,-8.088676,-10.980787
-5.9485893,-2.5086384,-0.16695786,-0.032268524,-0.4897461,-0.49018478,-0.52807236,0.0,-0.82426834,-0.7879143,-0.44573975,-0.67962646,-0.4026451,-0.44425583,-0.11539841,-0.614254,-0.2792282,-0.29862213,-0.37192154,-1.2436447,-1.508995,-8.3625965,-15.822201,-7.1169186,-9.910236,-9.109322,-9.410805,-17.407585,-17.101889,-3.3024578,-3.6881618,-19.42279,-12.53792,-7.1177826,-10.424286,-2.7866821,-0.8699913,-0.4874382,-0.34861755,-5.893673,-5.815714,-5.8650475,-5.746229,-5.736347,-5.746273,-5.7462597,-5.7462673,-5.7462196,-5.7461777,-5.7462234,-5.7462616,-5.904705,-11.442093,-17.946812,-16.43774,-13.950914,-17.704418,-20.437363,-14.843422,-22.081497,-24.350243,-34.416653,-32.782307,-28.924545,-10.035313,-3.5236778,-6.721718,-2.7804546
-6.3259735,-3.4490795,-5.04393,-3.0235653,-2.877098,-4.021202,-3.6464539,-3.1941433,-2.386427,-3.4552402,-3.583477,-3.2042332,-4.0042343,-3.7693424,-3.5681915,-3.2871246,-3.4524555,-3.4387016,-3.727541,-4.3771763,-5.96574,-10.282192,-16.712032,-9.24095,-11.844948,-7.379591,-11.820135,-15.528175,-15.818623,-6.425667,-5.6148167,-17.524063,-13.588146,-11.559641,-16.211159,-6.089676,-3.926567,-3.8737774,-4.232437,-0.43922806,-0.2694931,-0.32367325,-0.24544907,-0.24552536,-0.2454338,-0.24546051,-0.24538803,-0.24542618,-0.24548721,-0.24541855,-0.24539566,-1.1554527,-12.5476265,-24.51524,-20.813396,-22.386269,-19.953121,-14.585091,-17.22187,-21.350708,-27.668083,-31.797533,-34.512856,-29.318691,-10.467823,-8.492374,-7.749462,-4.0896606
-12.344925,-9.164417,-14.355343,-20.088669,-17.930695,-23.497704,-21.667263,-21.211403,-19.1398,-22.667128,-25.07785,-19.01586,-24.19656,-22.996624,-25.81663,-19.99348,-22.988235,-22.04153,-19.525042,-16.089792,-13.942379,-12.665413,-20.211449,-12.218168,-12.793619,-8.913807,-8.002996,-7.3297234,-6.6770287,-10.975874,-14.934374,-11.176718,-14.269268,-18.724308,-17.668152,-11.829342,-16.571438,-20.267353,-24.06083,-6.7062645,-6.427109,-6.3929462,-6.531765,-6.5431423,-6.5318108,-6.5317307,-6.5319614,-6.531845,-6.531658,-6.5318775,-6.5319347,-5.257654,-12.966476,-22.029716,-24.258965,-23.074593,-23.870256,-10.166075,-20.563969,-21.637081,-25.988392,-27.691774,-29.870369,-26.293941,-13.461746,-11.238413,-11.120613,-14.717312
-18.082682,-12.504189,-20.057291,-22.169498,-24.000107,-27.93586,-27.119411,-24.897264,-34.710285,-26.414995,-34.22505,-22.302742,-23.715736,-28.30618,-25.587322,-22.58234,-23.039824,-21.099014,-20.667885,-17.81699,-12.335342,-13.359127,-17.95665,-13.516855,-19.385426,-9.252674,-10.712595,-4.918726,-1.8308239,-8.9183445,-24.787739,-9.659311,-9.93532,-13.30164,-15.060953,-11.811024,-19.0544,-17.42243,-25.715368,-31.850101,-31.79818,-23.020393,-32.75586,-32.729305,-32.72049,-32.725338,-32.739323,-32.770763,-32.79002,-32.770943,-32.74181,-15.124008,-16.860958,-25.690546,-24.210629,-22.558239,-20.182001,-9.810738,-19.982224,-24.006275,-26.437626,-32.67665,-32.340622,-25.159744,-14.266096,-15.305281,-7.350792,-15.55459
