-29.71583,-26.373764,-31.614584,-26.90438,-28.366507,-33.283,-33.16251,-22.93663,-23.773586,-27.700703,-29.891443,-27.185274,-24.32183,-28.316713,-23.392965,-22.728493,-22.704258,-33.735092,-30.934902,-30.596422,-28.69427,-26.578182,-28.556385,-27.134098,-25.768587,-7.9314575,-4.0171127,-4.629612,-4.0237846,-4.0962296,-4.310297,-4.3979797,-10.416801,-29.132753,-26.421644,-27.02264,-28.849514,-21.473644,-19.723003,-21.88625,-24.807863,-29.668879,-32.621616,-23.145172,-26.762756,-25.182274,-32.613327,-24.177414,-25.5348,-27.067669,-25.318254,-24.944962,-22.252914,-25.323748,-32.222416,-26.376232,-25.537107,-34.17984,-23.507423,-29.852581,-32.75811,-27.239002,-21.64109,-26.233377,-28.990417,-30.83585,-27.38035,-26.960726,-20.99708,-24.573689,-27.568577,-26.73192,-27.688982,-25.334854,-30.15799,-31.878902,-27.488049,-23.862366,-31.43949,-31.242022,-27.181072,-23.225853,-33.581837,-29.429815,-29.061455,-28.276922,-25.245758,-25.829878,-24.690708,-33.255024,-31.806768,-30.639812,-28.802757,-26.06657,-31.634983,-34.33351,-32.12934,-27.058937,-30.305374,-23.030842,-39.862377,-24.862988,-22.146187,-26.784359,-30.141937
-26.011868,-35.70148,-27.704918,-25.700684,-34.00617,-34.669975,-29.575108,-26.633326,-26.818996,-34.378532,-26.963774,-32.14202,-29.050222,-24.849152,-27.378157,-30.874235,-23.923138,-35.514923,-23.852283,-28.267805,-31.097157,-36.621178,-31.77015,-34.001637,-25.56467,-12.954472,-31.928846,-23.219032,-28.401861,-32.007202,-35.94645,-33.689255,-15.460651,-28.544521,-26.025396,-22.407955,-26.338516,-25.575413,-23.121742,-28.535694,-25.26456,-25.525108,-30.66454,-22.087639,-31.288334,-32.27417,-35.532303,-30.354233,-22.360165,-37.231956,-27.477678,-26.053703,-22.55783,-26.13691,-33.351437,-30.605785,-25.72734,-37.26651,-27.744598,-21.924055,-32.69894,-21.14901,-25.112823,-28.263239,-30.705776,-28.580029,-29.355434,-29.039307,-25.229633,-27.742859,-27.85851,-27.283138,-25.405535,-28.10403,-32.323036,-30.206284,-32.94599,-22.894491,-27.426449,-30.684666,-29.45224,-25.83719,-27.192669,-24.490772,-30.57782,-38.779762,-26.275427,-29.850048,-25.148067,-30.985603,-26.911242,-26.564144,-25.81275,-28.0098,-29.196323,-27.98869,-31.420362,-33.93062,-27.022583,-23.373077,-29.066597,-27.202145,-28.2387,-33.24055,-35.21883
-26.104294,-29.986395,-30.775776,-23.775787,-36.09926,-27.021454,-31.131653,-31.58461,-30.441275,-32.407875,-23.447277,-25.861195,-31.513477,-25.951693,-24.870338,-28.77353,-25.19903,-23.620821,-22.333073,-26.480762,-25.28234,-32.67746,-30.068062,-29.582424,-25.631796,-21.53243,-26.660252,-32.695297,-30.103413,-30.209177,-35.78871,-33.59912,-19.581606,-25.283916,-25.391521,-24.836985,-31.736902,-28.696367,-25.971224,-29.25187,-29.898636,-33.581917,-29.328892,-21.778658,-32.81386,-32.439724,-33.481274,-36.047455,-20.952393,-30.225271,-27.7929,-20.787485,-34.442898,-29.58398,-33.296368,-35.649323,-27.26348,-27.125113,-27.253563,-27.15447,-27.573818,-25.968817,-22.41033,-28.382652,-29.593647,-31.801762,-33.485497,-24.63993,-27.836748,-30.06252,-28.899681,-24.181326,-29.234398,-27.365204,-29.376072,-33.3901,-25.2534,-26.354095,-26.849405,-30.926552,-27.850788,-25.977654,-24.620235,-26.74373,-31.695091,-31.222754,-29.59466,-29.350044,-26.389479,-33.107914,-27.01907,-30.375515,-21.714119,-24.346453,-29.464874,-30.060427,-31.869375,-25.656174,-24.455608,-25.998955,-27.161373,-24.728748,-28.567308,-29.88456,-30.978456
-26.042355,-25.366756,-22.191566,-22.925835,-36.84958,-25.28181,-34.799286,-26.00882,-32.186882,-30.024372,-25.889513,-23.996586,-26.715233,-31.029959,-22.603075,-29.46655,-26.43874,-21.861307,-27.545761,-32.62885,-21.528574,-24.532185,-24.979092,-29.213919,-27.83304,-21.228207,-28.937195,-34.752586,-35.07909,-28.597803,-34.59118,-33.64267,-19.792877,-27.684963,-24.254107,-24.3409,-29.821962,-26.144604,-27.14994,-26.276327,-29.557411,-33.328365,-24.114685,-30.027271,-37.542755,-28.070198,-33.228817,-35.95975,-25.175598,-25.95929,-24.973286,-21.317335,-26.479687,-33.753098,-38.50546,-28.977926,-32.750977,-23.963799,-26.469753,-30.365067,-26.774693,-28.271828,-22.103016,-26.144896,-30.531519,-24.694185,-25.307705,-24.145111,-28.04229,-26.371044,-29.273151,-27.926945,-29.533604,-23.775517,-28.084656,-31.195728,-28.03933,-27.733068,-27.666489,-25.470173,-24.962284,-25.468487,-23.753077,-21.47126,-29.383375,-31.972528,-28.253532,-31.589651,-23.248894,-31.011538,-27.734318,-30.022167,-24.796492,-24.832724,-26.531254,-26.886274,-28.233997,-24.728146,-21.176012,-26.111143,-24.336311,-26.078026,-23.739235,-27.566378,-33.20464
-24.98346,-24.748587,-23.128687,-28.484531,-34.75412,-32.573853,-39.553787,-26.385715,-33.136528,-32.33216,-28.869612,-30.182041,-24.23391,-29.417511,-25.780027,-30.458755,-24.232605,-26.166847,-27.154701,-26.1776,-26.156208,-22.553076,-27.02121,-33.955532,-32.220173,-23.18454,-30.937838,-32.55535,-30.886576,-30.704838,-37.714382,-33.147606,-24.321915,-29.916164,-28.235159,-23.670362,-35.660164,-25.32738,-30.06698,-26.15009,-37.56838,-28.948395,-24.746227,-30.094597,-35.401787,-25.08363,-32.708862,-36.997906,-24.460659,-29.918612,-21.646612,-21.153898,-20.791445,-27.926704,-34.415928,-30.966625,-34.5411,-29.801956,-24.42609,-28.313246,-33.105896,-33.033295,-22.356558,-27.823868,-27.95975,-22.232967,-21.160858,-27.023561,-27.818993,-27.706614,-27.973629,-37.695137,-28.92275,-25.996426,-31.801367,-28.158321,-31.48581,-26.603863,-32.83071,-30.855856,-30.853985,-24.226612,-28.246876,-24.009895,-28.790514,-35.48767,-36.934204,-24.387045,-26.417585,-29.126766,-30.584017,-29.0645,-24.324104,-25.982004,-30.189314,-25.56137,-27.94974,-29.016329,-21.361935,-34.0121,-24.724663,-31.812784,-25.050835,-25.096363,-41.443466
-26.18832,-31.339512,-32.62121,-30.525461,-30.668417,-35.36934,-30.37298,-26.08286,-30.020123,-24.393957,-30.083115,-27.02562,-25.733318,-32.562813,-34.206116,-34.55166,-30.337488,-23.412394,-25.730877,-24.955753,-23.580383,-26.658352,-29.478138,-30.318192,-31.977533,-22.397821,-32.359726,-27.745508,-28.756771,-32.02472,-38.47248,-31.271387,-28.205746,-27.98059,-28.621523,-25.12873,-33.61836,-27.093037,-31.723799,-26.06249,-30.411562,-30.05635,-30.666842,-21.0889,-32.12115,-22.759418,-39.498592,-39.176613,-24.137102,-27.550632,-26.029844,-25.603333,-22.122948,-28.480825,-30.952179,-35.318844,-30.35561,-28.021034,-28.890625,-24.961039,-38.673496,-34.276752,-24.942871,-23.62767,-23.637302,-25.081083,-26.736862,-32.851936,-31.923895,-29.394114,-32.57109,-30.583256,-32.080826,-26.743618,-35.955395,-28.545366,-35.29117,-24.195515,-37.674473,-30.683746,-32.793262,-23.161652,-28.733154,-33.068462,-29.332829,-33.770676,-28.995201,-24.79586,-31.564386,-23.259403,-30.8169,-33.613613,-26.852901,-26.168158,-21.615097,-27.362762,-28.526735,-23.711378,-27.409916,-29.305946,-35.373177,-31.674536,-24.134932,-27.186613,-33.25647
-34.68751,-25.879362,-32.34162,-28.820152,-31.518394,-37.575096,-31.450111,-27.66528,-27.988132,-20.875957,-33.708076,-22.006964,-30.72292,-27.277294,-25.119263,-33.09637,-28.026512,-28.352787,-24.548801,-28.100784,-22.205366,-28.264286,-26.429808,-29.593233,-30.04351,-24.51854,-31.561913,-30.742443,-29.724678,-29.892786,-43.28834,-36.240273,-26.200315,-31.530195,-25.24559,-25.651457,-27.759886,-27.454031,-29.47664,-32.791214,-29.047863,-33.152683,-25.375835,-21.554043,-28.440536,-24.85241,-30.796349,-32.56314,-28.24229,-30.871803,-29.203161,-24.476513,-22.013237,-34.79013,-28.473726,-33.17985,-27.9411,-27.850876,-33.125324,-24.193592,-28.007338,-30.012945,-25.854687,-26.75203,-26.693823,-25.256376,-30.595564,-36.26852,-30.380041,-21.393236,-34.711872,-28.37275,-33.562412,-34.22724,-33.75974,-31.188292,-31.994543,-26.20391,-30.05576,-28.75011,-31.47773,-24.248459,-28.885752,-30.787605,-24.656216,-26.164753,-26.297794,-29.476349,-29.247883,-26.968307,-30.809294,-32.71766,-29.141693,-27.989674,-21.055,-24.04967,-29.204233,-21.244112,-29.601826,-28.849676,-31.822826,-25.743093,-24.75394,-26.87599,-26.173203
-38.04059,-27.729404,-36.257103,-26.192732,-37.93448,-31.57804,-35.286774,-29.164791,-30.890373,-25.608654,-29.633013,-26.063875,-28.438002,-28.013271,-24.270096,-32.88824,-30.744028,-28.573692,-28.681047,-28.125801,-25.067287,-29.768276,-27.248232,-34.434948,-28.824453,-29.216438,-28.363953,-32.076862,-30.55731,-38.06831,-45.89248,-35.47049,-27.210035,-27.346092,-28.39199,-24.605457,-29.030848,-27.25534,-32.85428,-37.820255,-28.950344,-32.1074,-26.937159,-24.93864,-23.764254,-27.723686,-37.412815,-24.26429,-27.835207,-34.547523,-26.365088,-21.936138,-26.403612,-33.396034,-32.527496,-29.620644,-30.00003,-26.139166,-35.304043,-30.07336,-24.64654,-29.574427,-21.824944,-23.433167,-29.352575,-30.969069,-32.66345,-33.500294,-32.474243,-23.224098,-27.803947,-32.3862,-33.476063,-29.919813,-36.252186,-28.97012,-27.265657,-26.89033,-27.512661,-29.790462,-31.514645,-28.752918,-26.945827,-29.155622,-27.13438,-28.517324,-30.052624,-26.010675,-23.181137,-25.882408,-37.045685,-27.256725,-31.144224,-22.74073,-25.597216,-25.337666,-26.74275,-23.82433,-26.535378,-28.864317,-27.857525,-27.515783,-22.423834,-26.125748,-27.81124
-38.608932,-25.06747,-26.619936,-28.698505,-30.69072,-34.139942,-28.425339,-24.174986,-28.20451,-27.006891,-24.546736,-31.995558,-30.817188,-33.961456,-27.147291,-29.222008,-29.01757,-26.768532,-21.464603,-30.333406,-25.21902,-29.652575,-32.169075,-29.546041,-28.7602,-33.90269,-31.015,-28.409689,-34.689793,-32.988266,-48.16784,-31.891117,-25.364826,-27.000095,-25.044598,-21.01875,-25.445852,-34.144592,-26.606113,-31.651188,-29.392506,-30.893349,-37.428307,-20.481236,-29.760033,-27.249968,-38.730366,-22.961689,-23.709995,-25.358845,-24.44107,-21.89355,-30.73427,-27.986221,-34.720886,-29.361,-32.51028,-24.032734,-32.31923,-28.873436,-27.41193,-22.187695,-22.672031,-24.323135,-31.464613,-30.389519,-30.60347,-33.173878,-33.952316,-25.90754,-20.512577,-25.26312,-30.960835,-26.228098,-33.3796,-26.393532,-31.93402,-28.287977,-29.36179,-33.540432,-26.940191,-27.489758,-27.571712,-19.94236,-28.333563,-24.550056,-32.30363,-24.132902,-23.541998,-23.066679,-33.02557,-25.350016,-26.524927,-22.219574,-30.165133,-28.146473,-25.632793,-24.922344,-22.11424,-31.442566,-31.823494,-25.925295,-24.511501,-27.43991,-24.017895
-35.681087,-23.66896,-24.849854,-38.46237,-28.656727,-32.62425,-30.264587,-27.66773,-28.394451,-21.7552,-32.592525,-32.92671,-31.921482,-24.126131,-31.562979,-27.275986,-25.531578,-30.479769,-21.66606,-24.030056,-24.974792,-30.511303,-34.70582,-30.326666,-28.689713,-27.763254,-34.09053,-33.945953,-34.745598,-33.2853,-45.182877,-37.892654,-24.228476,-32.695232,-21.523327,-24.18856,-26.487484,-34.77662,-22.83123,-27.534454,-30.487955,-32.30138,-33.947033,-23.792711,-34.375824,-37.684914,-28.573061,-34.30151,-21.401375,-29.999928,-25.636024,-30.824308,-25.11966,-30.292273,-31.94166,-30.723137,-24.53437,-26.500084,-29.035088,-30.07697,-26.912956,-26.19345,-25.331898,-22.54293,-29.17984,-30.088503,-34.777164,-26.023167,-32.196114,-26.661003,-24.392395,-22.6739,-30.876244,-30.362736,-34.242973,-32.28669,-29.440601,-31.229107,-34.12931,-35.40998,-28.29737,-28.135048,-31.30427,-22.528763,-27.476112,-29.007626,-31.828999,-23.07005,-25.208094,-28.751549,-30.188772,-26.700447,-29.395536,-23.954124,-31.677387,-28.010082,-27.676952,-32.14303,-26.594452,-38.221596,-34.327633,-26.925503,-24.451511,-34.52556,-25.704659
