-80.0,-80.0,-63.960278,-26.448553,-15.530258,-15.545464,-17.75412,-18.955671,-19.195232,-15.714432,-18.05703,-15.20162,-21.609604,-16.524397,-14.757259,-16.187956,-16.94933,-15.843353,-19.80798,-18.08014,-15.050068,-17.50264,-24.876656,-22.689198,-19.259283,-15.398523,-15.9234295,-14.513035,-17.74614,-16.03658,-16.199478,-15.511833,-19.232704,-20.419146,-10.725449,-5.4539757
-80.0,-80.0,-62.03271,-25.431314,-24.157095,-23.209377,-21.333612,-30.786392,-20.855503,-21.800041,-20.760319,-20.181667,-26.720987,-26.78229,-22.847847,-29.172302,-27.644262,-22.218042,-22.772667,-20.183546,-24.561405,-28.089874,-27.882309,-31.319914,-21.5993,-19.171835,-24.702139,-20.23629,-22.024542,-28.186314,-27.691177,-26.284246,-24.363274,-38.776073,-39.326626,-14.093519
-80.0,-80.0,-61.145912,-25.817627,-20.1461,-19.656685,-23.644318,-25.993711,-24.415215,-17.485205,-19.206207,-20.73588,-22.170168,-24.668781,-29.524624,-33.230877,-25.47506,-22.131775,-30.251835,-16.839067,-23.033537,-22.101368,-27.384735,-32.840004,-27.292896,-17.565529,-22.892998,-18.127752,-24.509277,-24.71432,-25.99461,-19.784285,-23.572292,-52.993336,-54.67147,-18.899364
-80.0,-80.0,-60.02237,-31.670189,-21.848137,-14.620949,-21.569578,-17.677217,-28.119354,-17.195765,-20.362764,-19.330503,-22.039701,-25.132923,-28.067158,-26.70311,-25.298107,-26.595427,-26.738453,-21.006586,-25.101673,-24.91134,-26.196486,-27.171146,-23.56009,-19.6689,-21.65329,-21.717178,-26.623184,-20.556038,-19.546438,-19.240686,-27.101645,-57.41,-60.839035,-20.30616
-80.0,-80.0,-59.642574,-23.202103,-25.828022,-15.804285,-21.514933,-15.605507,-25.913618,-16.074474,-20.754248,-22.151096,-19.193287,-27.221935,-24.31334,-27.089428,-28.169643,-26.679882,-25.457577,-22.624191,-24.167742,-22.51919,-19.255932,-22.484018,-23.927376,-17.208881,-18.392307,-21.66632,-24.15863,-19.417965,-22.44732,-20.467968,-29.468395,-62.57078,-62.928207,-21.369345
-80.0,-80.0,-59.8005,-18.889677,-24.8985,-21.698915,-20.246851,-19.288952,-22.78563,-13.5522785,-23.783714,-20.110294,-21.055794,-30.74079,-22.899147,-25.45039,-23.9352,-24.745644,-29.61084,-23.828432,-22.752934,-21.291376,-17.546795,-21.243223,-20.728071,-20.920086,-18.231354,-18.181408,-23.163609,-26.145376,-19.437138,-26.824522,-29.981987,-63.945885,-67.871124,-21.667099
-80.0,-80.0,-60.144688,-22.567066,-23.367954,-20.414425,-15.8348675,-19.812477,-23.733318,-17.323284,-23.755104,-21.4915,-18.577244,-31.253658,-27.270592,-29.204103,-24.293184,-24.87054,-25.150734,-18.122097,-19.19051,-22.530365,-16.04651,-23.44617,-22.38699,-18.54816,-16.142508,-17.898563,-20.788803,-20.996794,-16.552994,-28.837593,-27.18286,-55.366882,-55.022568,-20.99807
-80.0,-80.0,-61.76593,-26.30619,-21.15368,-20.676563,-8.737339,-18.830063,-29.587551,-18.046486,-21.095188,-20.127935,-18.377623,-23.990427,-24.620266,-28.158495,-18.534037,-22.722,-20.787992,-16.677849,-16.201427,-22.992813,-20.437962,-24.14934,-22.669937,-16.176903,-11.08725,-12.144472,-11.204281,-24.838669,-20.139578,-26.429045,-26.703802,-57.059425,-57.3468,-20.542324
-80.0,-80.0,-63.113785,-16.626831,-14.907742,-24.538324,-6.2230835,-19.093666,-23.039326,-18.52335,-17.098644,-17.592833,-18.733837,-25.102058,-22.085463,-25.583061,-20.009745,-26.444794,-20.84696,-17.333338,-19.104221,-23.094719,-21.156437,-23.489439,-20.497885,-17.538626,-5.934078,-11.357111,-9.73106,-25.479824,-16.144257,-19.263557,-26.52251,-58.86056,-56.1267,-17.727982
-80.0,-80.0,-66.54854,-17.014374,-9.758701,-14.749573,-10.42186,-14.559988,-18.258656,-17.723244,-17.202206,-11.3593235,-21.649464,-19.731628,-22.39045,-21.990438,-19.537748,-23.907377,-22.943089,-20.265095,-14.884459,-34.24297,-18.982271,-17.159533,-17.163261,-15.876505,-5.0571938,-9.651054,-15.900719,-25.296682,-20.946943,-14.750906,-20.6586,-20.132225,-20.130344,-13.091774
-80.0,-80.0,-68.18968,-17.760296,-5.2057457,-6.786869,-10.50333,-14.556545,-22.194885,-15.384821,-14.396864,-11.805912,-14.72747,-17.660927,-23.823225,-16.322847,-20.534761,-21.66894,-23.921116,-22.553183,-14.396381,-25.604607,-21.51035,-17.49467,-18.581173,-10.908283,-9.962704,-9.438026,-17.871422,-22.825378,-22.182962,-15.79232,-12.629898,-1.3554115,-1.3545532,-2.431446
-80.0,-80.0,-68.09961,-14.128933,-7.1751556,-9.159897,-18.342945,-16.055557,-18.499609,-12.147293,-19.086193,-15.971056,-13.42547,-24.118591,-23.409784,-13.952852,-17.302145,-18.654612,-22.432596,-20.339897,-16.584023,-23.362906,-20.785894,-29.78031,-16.050589,-10.055756,-14.695087,-13.492836,-11.725803,-12.065838,-18.724024,-15.809216,-18.177837,0.0,-0.00038146973,-1.9432716
-80.0,-80.0,-65.25779,-10.976891,-9.9317665,-16.718533,-19.45499,-16.048092,-16.888176,-13.461538,-12.909359,-17.059084,-11.519819,-26.515686,-20.412415,-17.108961,-17.836525,-20.344639,-19.14117,-13.931364,-14.425776,-18.773266,-13.867651,-19.577805,-19.27831,-15.504919,-15.029081,-8.484518,-13.865931,-7.9442863,-14.1650715,-10.371176,-16.490372,-10.54324,-10.546566,-9.191057
-80.0,-80.0,-63.493332,-8.647442,-12.221264,-12.734283,-16.026081,-12.060778,-18.187166,-6.2239037,-10.398342,-16.376516,-10.640203,-20.304186,-18.380192,-14.5341625,-18.89776,-19.809101,-14.258762,-7.91687,-11.332848,-12.633738,-13.338127,-11.748997,-21.200548,-13.880522,-15.1464615,-6.7716026,-17.103138,-5.589649,-9.745869,-9.541914,-13.860542,-57.802017,-53.89014,-20.262873
-80.0,-80.0,-62.541054,-12.074467,-13.014463,-11.187496,-17.595005,-16.446262,-14.69627,-4.214199,-9.994278,-18.443876,-18.514805,-24.274508,-20.301952,-11.401178,-12.915663,-20.064556,-13.474529,-6.4331512,-8.197369,-12.146582,-14.140484,-13.628637,-24.63293,-11.388302,-17.655285,-9.481163,-18.29639,-8.116657,-8.778965,-3.1731987,-11.808235,-58.9187,-59.16353,-23.920618
-80.0,-80.0,-62.474575,-16.037922,-8.825935,-13.296455,-14.277489,-11.701113,-10.635437,-8.467127,-16.611095,-20.624058,-18.649214,-17.83899,-14.91098,-9.95562,-16.115126,-20.705898,-12.226776,-9.99662,-10.359434,-3.863575,-7.2434807,-12.266533,-16.505154,-18.570463,-12.783527,-10.824953,-15.590553,-4.874279,-6.938278,-4.8357277,-11.166477,-54.48468,-54.726242,-27.091309
-80.0,-80.0,-63.783325,-16.852022,-8.013439,-14.258022,-18.344975,-8.162939,-15.104378,-12.036423,-10.492117,-21.397879,-13.07881,-15.338692,-9.696365,-12.732994,-18.06054,-18.08273,-10.8486805,-4.8767433,-8.651939,-0.31196594,-3.7138329,-9.925062,-13.008865,-12.972958,-7.637686,-11.089632,-11.905186,-7.874815,-5.6192436,-12.765888,-18.280678,-61.48146,-62.872757,-29.688738
-80.0,-80.0,-64.862656,-31.826054,-8.341064,-13.339731,-14.684765,-8.9693985,-14.528414,-14.505312,-4.9183273,-17.58226,-11.987555,-6.68573,-7.965328,-15.215895,-18.607962,-12.281057,-15.043106,-10.197653,-12.454094,-8.831055,-7.2929688,-14.375389,-9.3382015,-11.365231,-7.825344,-13.245596,-15.5702915,-16.940674,-11.160475,-12.870121,-16.283928,-64.013626,-64.3665,-31.08398
-80.0,-80.0,-64.81473,-18.055376,-12.932373,-17.459665,-16.226133,-17.551826,-16.661766,-14.080835,-12.041956,-18.08311,-14.225533,-6.919119,-9.116505,-26.583124,-23.600983,-11.160931,-9.7909775,-11.076075,-14.672102,-15.689016,-7.445368,-17.828384,-15.437103,-9.095463,-14.526484,-21.738316,-29.41174,-16.714312,-19.560455,-19.966465,-17.047813,-61.894924,-68.13971,-33.359627
-80.0,-80.0,-60.053886,-10.45397,-12.580645,-23.744303,-24.108885,-16.284359,-22.565475,-13.371765,-16.237278,-15.529549,-14.110739,-7.7844315,-7.4198494,-22.156158,-13.242207,-5.396702,-3.941475,-14.144093,-14.934856,-13.861149,-12.228609,-11.812386,-11.888315,-9.124859,-19.334423,-19.84422,-12.981541,-17.58479,-10.827042,-12.453009,-13.600948,-60.822235,-59.95919,-33.943996
-80.0,-80.0,-56.98537,-14.96368,-10.957857,-15.865568,-23.471348,-16.643347,-20.898335,-19.287363,-16.544775,-8.9915695,-14.540005,-5.1903725,-8.413799,-12.456858,-16.946394,-5.90131,-4.231632,-17.807688,-14.761906,-20.789467,-12.590157,-11.469885,-15.478252,-7.693001,-17.486588,-20.937525,-11.498482,-20.780184,-15.880745,-12.628525,-18.15634,-60.706043,-65.93324,-35.87785
