-20.76915,-16.568275,-20.143158,-30.192327,-19.65736,-17.83549,-23.143003,-21.356403,-24.991398,-25.758097,-23.963634,-25.495564,-25.859335,-24.633286,-23.758755,-29.319199,-23.505241,-22.916159,-21.432823,-25.318233,-27.16608,-26.004808,-27.289988,-24.439152,-25.32515,-22.72809,-30.308163,-25.531536,-28.789864,-26.566273,-29.775919,-23.630096,-23.113592,-28.809216,-29.228401,-23.403355,-21.405514,-26.516602,-29.884722,-24.653332,-25.246456,-24.096699,-20.030598,-24.109276,-18.547215,-25.433949,-22.30263,-21.261665,-17.203775,-24.366688,-28.51785,-24.508707,-25.528397,-20.341124,-21.613338,-20.728014,-25.0614,-22.948803,-22.91962,-27.597195,-21.960186,-26.92941,-24.628012,-30.929995,-16.618568,-27.122822,-28.797392
-23.567936,-20.052574,-19.977734,-29.98293,-22.48239,-25.372879,-19.755283,-20.265072,-23.632984,-25.882269,-21.699167,-23.296165,-27.612003,-18.823105,-22.76369,-27.318844,-26.824713,-29.763008,-24.452427,-21.944841,-23.904222,-20.781345,-24.838356,-20.292099,-25.457657,-23.44565,-27.146614,-24.150948,-27.170357,-24.851337,-29.413944,-25.475973,-28.03133,-28.469364,-25.042858,-26.028542,-25.403103,-25.79306,-23.670654,-26.629253,-25.868578,-20.73979,-19.26509,-28.001123,-21.36353,-21.35116,-26.27002,-22.575647,-17.78262,-23.795746,-28.60819,-17.858631,-27.587862,-22.343563,-23.692577,-30.40942,-21.66739,-19.418257,-22.218843,-25.926823,-23.080639,-22.111523,-22.106249,-27.080238,-20.291288,-18.694855,-24.113476
-21.587597,-30.263973,-19.752571,-26.249376,-28.224033,-25.836315,-20.116777,-20.950966,-30.23967,-25.629164,-22.330208,-21.979494,-19.272228,-17.750347,-25.084738,-27.066456,-24.551327,-31.820715,-23.850422,-24.491734,-20.132757,-23.58152,-19.892803,-20.72454,-24.652576,-26.745798,-24.332912,-27.84863,-23.87291,-24.816334,-31.167728,-31.954445,-24.520546,-31.164776,-27.497593,-24.442877,-20.861206,-28.638504,-24.286732,-28.086624,-21.224064,-21.698599,-25.48065,-25.602491,-21.438126,-25.356956,-28.120184,-26.102291,-18.236742,-25.453362,-22.936485,-15.702368,-24.729698,-32.133007,-23.150574,-24.971493,-19.784603,-22.77401,-24.482433,-24.13544,-24.671871,-22.780523,-18.343246,-23.634308,-19.362865,-22.612347,-20.175798
-18.943325,-25.243544,-20.662601,-22.196476,-27.233784,-25.788128,-19.534744,-24.960224,-26.833618,-19.048302,-21.55246,-23.851656,-18.309757,-21.610546,-25.626104,-29.420095,-23.541573,-31.517967,-24.422558,-27.09665,-22.094501,-31.38261,-23.578423,-23.103952,-22.051367,-21.320751,-22.384577,-23.6053,-21.496723,-24.17854,-27.184435,-25.229673,-23.42136,-28.976599,-28.643536,-22.054684,-18.78546,-32.674885,-26.951614,-29.146814,-23.110502,-28.052216,-21.664635,-25.154758,-17.89535,-28.41691,-20.213537,-20.4922,-19.726612,-27.011833,-19.275425,-21.526577,-25.199646,-27.3928,-23.260279,-19.036509,-19.799294,-24.521439,-29.737688,-22.647255,-20.373981,-27.945345,-16.459257,-18.731636,-19.428143,-24.869745,-21.839973
-18.947926,-26.319586,-21.905766,-17.48919,-26.890762,-20.917046,-21.840359,-28.810127,-22.346039,-22.116531,-20.712914,-25.871906,-23.588667,-22.978514,-25.001236,-30.804895,-26.150225,-23.469744,-25.167868,-30.439396,-31.122572,-23.7341,-35.828583,-26.669561,-25.479958,-21.641327,-25.298214,-24.768154,-24.686106,-23.837734,-24.07074,-19.091862,-20.184387,-25.541517,-29.260872,-25.946451,-24.517128,-30.339859,-26.031155,-28.753254,-31.704044,-24.686993,-22.619444,-20.593681,-22.346363,-23.321304,-17.893658,-27.134775,-24.976873,-20.764751,-25.473108,-26.376038,-26.484417,-25.60661,-22.868359,-21.70305,-25.52665,-27.716747,-25.61156,-21.50486,-20.839912,-25.611557,-21.485306,-19.930359,-22.431854,-25.650124,-21.831532
-21.149654,-19.992695,-17.974901,-24.26051,-24.829956,-22.260855,-23.70037,-28.709871,-24.658588,-22.556211,-16.392166,-18.732533,-26.602903,-20.600178,-21.6015,-32.141987,-26.56009,-29.072027,-28.723597,-30.493855,-28.313152,-21.74968,-29.387333,-25.569363,-23.898388,-26.358574,-23.274086,-18.780832,-23.800503,-25.958061,-29.000473,-20.08266,-23.267479,-28.582489,-26.65638,-29.214647,-23.067863,-23.138168,-25.880434,-24.123863,-31.301329,-21.502605,-21.296799,-22.557407,-29.093552,-24.173706,-24.533161,-30.002508,-22.65877,-20.726463,-31.551126,-26.180443,-28.869734,-27.088451,-27.099266,-27.27078,-25.924122,-23.66187,-26.532732,-24.207493,-25.487097,-30.232014,-25.07228,-25.04192,-25.759148,-23.554619,-27.875134
-24.83869,-20.776764,-17.675648,-29.389343,-23.826124,-25.393597,-21.579136,-24.429996,-19.840094,-22.831728,-19.908222,-15.38044,-26.328638,-21.855343,-24.552961,-22.918415,-22.873856,-25.536922,-30.370962,-27.711004,-24.053825,-19.775574,-24.933744,-28.654041,-18.240452,-25.628849,-24.358353,-18.100574,-24.054808,-18.089975,-36.507042,-17.510508,-16.761337,-25.410843,-24.154457,-19.810673,-19.351437,-20.63681,-28.220533,-24.505175,-24.73359,-24.016626,-24.582582,-26.186598,-26.955261,-21.340654,-26.904537,-23.873135,-23.642315,-24.803968,-31.877419,-26.653093,-25.955421,-22.818638,-31.106237,-24.020752,-27.519424,-21.110043,-24.555178,-22.416475,-26.494219,-27.781237,-26.1974,-25.573067,-24.598124,-25.597761,-27.336384
-27.992575,-20.721045,-22.600664,-26.069244,-21.36875,-20.945185,-22.450266,-24.126358,-20.867645,-22.86963,-25.382236,-23.051105,-22.042664,-17.815668,-24.474419,-21.069262,-26.560764,-25.287796,-26.004456,-30.670464,-28.70298,-21.62106,-23.974712,-25.527325,-24.668213,-26.194141,-21.63614,-22.471786,-22.922844,-18.935064,-27.060179,-21.818768,-17.499695,-21.124203,-28.235355,-17.960773,-22.510061,-20.921684,-26.011356,-29.837784,-26.39308,-28.796886,-26.320713,-29.117302,-25.12169,-21.163841,-23.64743,-20.954697,-21.790512,-21.943005,-28.444214,-20.45082,-26.587923,-21.625717,-30.368155,-21.195576,-24.168507,-26.059872,-20.716217,-17.672356,-28.764141,-24.397568,-24.368015,-28.64416,-26.762974,-25.947878,-26.731937
-23.426174,-26.423336,-18.946968,-25.160526,-23.044895,-19.92996,-20.571533,-25.24964,-23.885786,-23.035389,-24.950512,-22.865849,-21.174374,-21.449448,-24.15712,-27.80582,-27.852776,-21.352598,-24.79963,-24.25115,-22.359444,-20.791563,-21.874973,-26.902565,-27.750217,-22.607922,-24.088148,-19.32241,-28.15109,-21.50921,-22.839378,-18.333864,-21.788631,-19.21119,-25.750942,-19.215263,-30.730236,-25.449623,-22.285358,-29.072123,-29.875576,-26.309341,-20.422585,-28.020885,-22.098988,-24.121092,-22.774908,-21.494015,-24.111317,-21.575533,-20.96863,-20.92071,-26.328983,-18.891119,-30.42658,-23.000965,-17.39904,-20.778238,-22.217798,-21.50624,-31.18541,-21.962585,-23.964766,-32.92827,-17.71029,-24.25751,-20.662237
-24.528555,-29.925402,-22.231293,-25.852497,-26.54398,-18.186775,-24.224525,-26.19496,-25.109413,-21.621607,-22.519196,-24.525623,-15.458078,-20.890778,-28.969362,-36.483807,-29.848263,-25.111465,-26.26803,-20.163845,-25.756533,-23.037468,-23.94703,-30.25894,-23.555534,-25.732048,-26.073278,-18.728994,-27.828974,-24.735973,-24.479034,-18.132788,-25.351944,-21.521114,-28.570686,-19.924,-29.042812,-29.063517,-22.561522,-33.640743,-30.7117,-29.106617,-22.201763,-28.071308,-22.018103,-22.560604,-28.345373,-33.74039,-27.490047,-21.423914,-17.439428,-27.613197,-26.374565,-19.489344,-29.92717,-22.759499,-22.923128,-20.347801,-26.503885,-30.725338,-27.56493,-29.89548,-20.955149,-25.137108,-18.582722,-27.396042,-23.72313
