-23.763416,-28.063515,-27.87122,-30.665827,-27.131218,-31.685658,-20.407024,-31.615572,-27.09599,-21.366772,-21.147812,-24.632105,-28.377659,-22.092281,-26.086939,-32.1015,-25.440966,-22.484673,-27.764637,-24.473097,-22.994806,-19.948465,-25.574646,-25.885168,0.0,-0.8112335,-0.8112335,-0.8112335,-0.8112335,-0.8112335,-0.8112335,-0.81116486,-16.23516,-24.716156,-28.630993,-25.512735,-35.387733,-33.10096,-21.86877,-25.653557,-23.652061,-33.308933,-28.580128,-23.64695,-29.055939,-31.590548,-22.165718,-27.14508,-30.91959,-29.368404,-26.207066,-29.572166
-22.657318,-29.016209,-29.626938,-28.593113,-28.178574,-27.118023,-28.869919,-36.5104,-26.493252,-24.323689,-27.987766,-25.323189,-26.599415,-27.008123,-31.068092,-29.475893,-23.888296,-25.69394,-24.049358,-29.697062,-26.452065,-23.343132,-28.493319,-27.419325,-12.247471,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-15.290888,-28.543568,-33.012016,-33.332016,-31.290974,-32.81024,-22.210741,-25.477442,-29.338345,-34.703968,-29.304956,-26.76384,-33.116383,-31.504068,-24.851652,-34.46556,-31.109509,-28.924694,-21.945374,-31.785545
-28.342373,-31.452759,-29.708706,-32.288895,-31.951965,-30.5256,-29.803417,-37.417988,-32.055744,-28.284515,-28.540567,-28.237667,-26.413418,-25.973082,-26.103493,-28.4756,-29.732386,-30.287935,-27.036903,-26.219597,-35.235184,-21.620768,-24.52776,-29.153551,-17.339155,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-25.812208,-29.739237,-33.890324,-32.70121,-33.86418,-33.674576,-26.063295,-25.564901,-32.240932,-32.737156,-29.670765,-35.241596,-29.04197,-35.25509,-24.011477,-29.24313,-36.865307,-25.49188,-26.244202,-31.16877
-33.064228,-34.40047,-25.579208,-33.945988,-27.345665,-32.73782,-24.845161,-31.26419,-33.880356,-24.450338,-20.361797,-31.865482,-21.00276,-29.815952,-28.410187,-31.009455,-29.558655,-30.765306,-29.309473,-27.430933,-28.813734,-21.179743,-24.248379,-26.356918,-19.008898,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-21.715752,-33.863995,-32.29617,-31.066849,-31.116276,-28.071262,-28.618565,-30.550083,-26.311367,-31.016739,-31.808243,-36.30641,-31.902952,-31.406017,-23.134062,-27.683939,-32.42499,-26.549898,-32.66196,-32.74717
-36.08484,-30.691448,-28.503462,-29.968723,-20.8163,-27.885494,-26.958694,-25.063305,-34.7503,-27.306725,-17.914873,-26.695671,-21.075066,-35.055115,-26.766869,-31.186535,-32.421864,-26.052246,-28.088034,-26.672405,-25.835606,-27.546577,-22.891905,-23.618198,-21.733532,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-22.26373,-40.833622,-32.818165,-32.678944,-28.511955,-29.952879,-26.90121,-31.656902,-21.823126,-33.865704,-24.28371,-28.530945,-33.780956,-27.806955,-29.511583,-32.039513,-28.15382,-29.791803,-29.491367,-32.367374
-32.2005,-29.093292,-24.722597,-32.809486,-23.903027,-26.094126,-28.455029,-27.400566,-35.52792,-27.555319,-20.683016,-32.70482,-21.487354,-37.91207,-25.980532,-30.78315,-32.677803,-27.938747,-35.26286,-26.420124,-29.207611,-23.938665,-25.034115,-19.830757,-24.408684,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-23.711752,-35.863483,-36.52553,-25.204302,-25.395386,-30.07993,-28.996834,-27.622871,-22.907104,-31.146017,-24.465002,-25.108007,-40.49858,-24.890778,-21.727028,-31.545042,-25.782532,-28.42389,-28.928686,-28.67525
-29.411297,-27.605232,-25.941542,-27.802479,-24.680616,-28.066338,-28.666456,-32.143475,-26.056293,-27.819172,-28.636303,-33.623577,-25.312595,-29.224724,-27.05346,-27.91566,-29.913685,-34.22962,-33.09005,-27.789288,-29.938171,-29.053167,-27.07505,-21.68029,-25.139713,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-25.460701,-28.697742,-28.730034,-28.277666,-30.854567,-36.021397,-32.670204,-29.26564,-26.429176,-31.3267,-31.694967,-30.725319,-28.90635,-26.822302,-20.437088,-28.051582,-30.186533,-30.170624,-28.974363,-29.005764
-34.485832,-32.655075,-24.228977,-31.42238,-25.420862,-26.442886,-27.47374,-34.092434,-25.081074,-28.164759,-28.01437,-42.533062,-28.628342,-31.692385,-26.2505,-29.697533,-29.92661,-35.509953,-29.116505,-23.389362,-29.933952,-41.99655,-30.48104,-18.641241,-25.129505,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-24.822336,-24.582628,-29.83357,-30.799688,-32.413857,-38.172844,-35.501762,-38.439186,-22.396643,-31.66934,-33.26077,-31.44355,-26.460297,-29.875278,-27.056883,-28.665693,-35.025932,-33.754772,-32.82206,-36.210224
-30.743135,-31.473642,-22.333548,-33.59047,-22.962864,-25.446888,-23.584806,-33.817818,-31.018063,-25.047302,-28.147776,-30.167614,-22.865128,-32.309025,-28.126846,-23.27641,-31.053211,-26.318226,-25.673359,-25.97649,-27.055138,-25.478168,-33.060917,-20.59159,-23.812653,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-23.98085,-26.131035,-33.27073,-27.433998,-35.43755,-33.202156,-35.61904,-33.410698,-22.465672,-33.454483,-31.923824,-30.5891,-32.882072,-27.59179,-27.492062,-29.572767,-41.84424,-32.41443,-24.672235,-33.58346
-32.079105,-37.985382,-22.709387,-35.374428,-22.569485,-28.41079,-20.882486,-30.710815,-33.336205,-22.841827,-28.977161,-33.073147,-18.013174,-30.82913,-23.709066,-20.029556,-30.709473,-27.07163,-23.643467,-39.362244,-28.282537,-22.376806,-32.76747,-17.808247,-26.061668,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-16.903185,-22.501808,-33.875034,-34.481884,-35.020287,-27.904457,-29.206177,-32.430786,-23.940105,-34.827335,-34.988976,-27.498138,-40.92427,-29.828297,-26.501839,-30.389584,-29.003906,-32.357338,-20.967705,-32.773624
