-16.103123,-18.360703,-24.017225,-23.820011,-21.56,-15.316864,-17.33551,-18.276558,-24.668121,-18.78377,-18.095463,-13.048365,-21.263786,-25.790474,-16.282822,-19.36074,-16.775867,-24.977303,-18.96232,-19.874262,-26.238638,-27.300253,-24.477575,-18.064587,-21.802406,-16.241333,-23.842176,-20.5504,-26.124163,-20.004433,-17.51206,-23.966066,-25.86379,-14.808554,-23.335087,-18.975391,-27.78909,-21.83683,-17.07508,-22.567799,-23.130806,-22.481434,-27.444643,-15.384817,-13.880779,-14.489597,-14.38464,-24.52785,-14.775297,-19.528286,-9.494324,-14.967272,-25.55679,-18.84825,-21.519032,-18.793032,-31.060347,-17.05656,-20.690712,-19.440954,-23.374737,-26.099438,-25.150848
-16.025684,-15.813211,-24.893253,-18.946165,-23.806297,-14.374954,-15.340975,-19.451912,-20.391323,-15.12067,-14.025909,-12.726044,-13.144968,-18.46793,-14.694044,-15.968515,-15.194586,-21.507626,-19.648893,-17.466698,-19.424156,-27.333809,-21.342682,-21.80768,-13.249231,-19.686892,-25.32089,-20.482174,-18.46244,-16.751762,-14.497791,-16.26447,-19.437574,-13.271769,-13.8249,-17.761173,-21.075916,-17.933102,-14.913073,-22.814087,-21.62857,-22.678827,-23.806664,-15.038063,-10.162441,-12.512888,-12.03018,-25.837605,-14.595139,-13.197548,-7.6003227,-15.577002,-28.192286,-19.573828,-18.794155,-17.94388,-27.09259,-10.186348,-16.547773,-16.868568,-18.401985,-19.967815,-23.033728
-21.754467,-19.882221,-15.701263,-16.654072,-21.06593,-16.7616,-16.940636,-20.005524,-18.38104,-12.379616,-10.882414,-13.407114,-13.146656,-16.453957,-18.685398,-18.774668,-18.490566,-18.6311,-19.476252,-22.554794,-15.728617,-18.385761,-16.754368,-17.464014,-15.153721,-19.225338,-24.754536,-23.853943,-12.217863,-10.910816,-11.780041,-14.868591,-16.298435,-13.879196,-13.709347,-20.423029,-20.637487,-15.063021,-20.188004,-23.189863,-24.163208,-18.373411,-17.052874,-14.870266,-8.989603,-10.504875,-7.048794,-12.436712,-11.481293,-11.39287,-9.814503,-12.947968,-21.03097,-18.204365,-15.024149,-21.998194,-20.119505,-11.734293,-13.447964,-18.313255,-13.598585,-15.644629,-19.428368
-27.472813,-15.270973,-9.967863,-15.0926,-17.238626,-18.470102,-10.333027,-13.54912,-13.834295,-8.988943,-6.4236946,-10.747545,-7.0109577,-13.050051,-11.665594,-15.21364,-15.216234,-21.122803,-14.058163,-16.79008,-8.682991,-12.350714,-13.423384,-11.952913,-10.159645,-12.391979,-24.189453,-15.415756,-7.297882,-6.62512,-5.582844,-9.611368,-10.800266,-11.055603,-11.47584,-10.674696,-18.455797,-14.205334,-16.108791,-17.472382,-16.212746,-11.386364,-8.4049835,-15.232708,-4.417015,-4.5421696,-1.5126953,-4.4047165,-3.970518,-4.363018,-6.8299713,-6.3786774,-13.110886,-11.095642,-11.275436,-15.784006,-13.796793,-8.358652,-8.019056,-13.379829,-8.764257,-11.53124,-15.823143
-23.198086,-16.576824,-12.950016,-16.4514,-23.723986,-22.441418,-12.625015,-17.538368,-15.931164,-15.399906,-12.841175,-13.313068,-11.764982,-15.3001995,-15.690313,-17.752548,-19.240507,-22.011372,-18.744358,-18.829754,-13.197678,-15.481857,-17.488995,-18.758244,-11.904394,-15.596855,-20.301514,-18.231314,-10.73531,-9.420715,-8.442654,-10.036028,-15.521414,-17.762215,-11.185413,-11.757706,-22.685112,-19.627007,-13.914238,-19.118507,-20.865925,-14.654978,-9.503494,-16.866957,-8.188639,-9.960928,-5.7957916,-8.456972,-6.4179516,-9.634142,-11.724365,-10.402676,-14.388927,-13.855383,-16.35844,-15.872881,-19.65393,-13.879555,-13.267015,-14.065468,-13.7682705,-14.475895,-20.84858
-23.465721,-21.03158,-12.073845,-19.755016,-26.991816,-26.418285,-18.099384,-22.885155,-17.995949,-14.241262,-19.350918,-16.699467,-16.702913,-13.100224,-24.458405,-20.05595,-19.838661,-27.681265,-27.157234,-18.000628,-18.58436,-14.619209,-23.397861,-25.806082,-14.021057,-19.192734,-19.656553,-22.416538,-18.011848,-13.926628,-16.56295,-15.988209,-22.824781,-21.037731,-15.517525,-18.531937,-19.47703,-16.565939,-10.420715,-27.3113,-20.795593,-16.993547,-11.948107,-14.306202,-16.219547,-12.651651,-11.998396,-15.849728,-13.588875,-16.212683,-9.302652,-14.415583,-15.971767,-16.579044,-25.875864,-19.324879,-27.409008,-20.405424,-18.395208,-17.757149,-19.842379,-18.12669,-17.932878
-23.473873,-22.377777,-11.550903,-19.728294,-18.67947,-18.649681,-15.027571,-17.985312,-19.418816,-12.396082,-12.28636,-18.30672,-16.823189,-16.66131,-16.893805,-17.338266,-16.279232,-21.042648,-24.434776,-17.640285,-13.732887,-15.734234,-16.948483,-19.685135,-16.406439,-17.163033,-18.60588,-16.217886,-15.676998,-8.330496,-20.67534,-12.855068,-16.911135,-13.759058,-15.994465,-11.9473915,-15.77544,-13.576113,-10.176069,-26.068392,-18.410868,-15.351948,-13.02763,-9.224659,-17.925236,-12.640427,-13.957073,-11.740095,-10.391148,-9.959587,-9.697094,-7.1836815,-17.874832,-11.654263,-13.693083,-13.809748,-20.227636,-20.164375,-17.229761,-18.98371,-18.57838,-21.543938,-16.150547
-21.65762,-14.114208,-9.489819,-11.843899,-14.948793,-14.256485,-10.647774,-11.164282,-14.4726715,-12.343079,-11.067959,-14.636862,-9.546043,-12.523336,-11.030085,-11.698746,-9.870907,-16.546608,-21.36746,-10.698431,-4.7047234,-9.274351,-11.001591,-11.055119,-8.391781,-10.663799,-12.196539,-12.901928,-7.857008,-4.838585,-11.299976,-4.047371,-11.054087,-7.375574,-10.697538,-8.998854,-19.873028,-12.321547,-10.716085,-18.415392,-12.570499,-11.020937,-5.7005997,-9.62141,-9.129482,-4.9263763,-9.361809,-3.7645035,-4.0656815,-3.4212532,-7.2837524,-5.021944,-10.117655,-8.167841,-8.661083,-12.9227085,-14.240152,-12.625946,-17.93013,-17.137177,-18.269543,-12.529772,-21.580769
-22.102127,-11.001539,-9.798378,-12.370512,-18.870445,-11.048702,-9.882511,-10.610931,-15.726149,-12.6208,-11.931494,-12.332239,-11.988497,-12.158976,-10.345215,-12.070055,-13.196041,-20.708286,-12.210758,-6.1067924,-5.939005,-11.136372,-8.014915,-7.2218037,-7.166523,-10.637028,-5.9682045,-10.318504,-9.810961,-5.000847,-9.633057,-5.0212097,-11.756653,-10.754805,-13.590542,-13.993607,-20.93715,-13.699705,-13.821032,-17.222584,-15.187765,-12.951929,-4.8718605,-7.529707,-9.132854,-7.4978867,-11.3258,-5.9997463,-6.9345055,-5.131569,-12.294882,-6.5657425,-11.034433,-12.744404,-12.587612,-15.978437,-16.167501,-15.101341,-18.237474,-21.143501,-17.149204,-12.769491,-18.131947
-17.667152,-15.445717,-17.298908,-17.934322,-5.3382225,-11.608948,-7.258835,-14.367813,-15.366125,-13.105461,-21.740427,-18.553097,-18.91679,-7.022007,-7.788109,-12.23386,-19.869633,-21.748106,-6.126137,-7.7479763,-17.121563,-12.486269,-12.448523,-13.017918,-9.94071,-17.328285,-5.083475,-6.5934563,-18.019047,-7.7352047,-11.898186,-13.843229,-18.924421,-15.456169,-13.212715,-16.498386,-25.255184,-20.544342,-24.570152,-27.539772,-14.832386,-13.71666,-9.130291,-6.8505974,-12.441345,-15.4323845,-22.07631,-20.651196,-19.489237,-13.2023735,-10.335842,-13.514397,-7.0535374,-9.36935,-12.642921,-16.383583,-23.81108,-19.548569,-22.622276,-21.961517,-21.997665,-23.855623,-22.88218
-14.432846,-12.181347,-15.174747,-18.372625,-0.15861511,-14.274071,-12.979372,-21.595146,-14.409557,-9.032042,-7.44483,-21.888527,-19.565502,-9.668976,-9.558537,-11.335642,-15.4753475,-19.963749,-9.230679,-5.1283226,-20.141144,-12.655186,-7.049469,-11.653236,-14.399639,-20.508083,-12.847225,-13.774557,-17.6157,-13.518751,-17.581503,-17.019176,-22.756088,-19.057297,-8.967064,-18.221588,-22.599586,-22.29214,-15.193926,-34.445084,-4.6597576,-0.75152206,-4.622612,-1.3933964,-12.457182,-15.525394,-16.922932,-15.1404915,-14.136614,-12.459299,-5.310629,-9.750938,-6.840431,-9.614525,-4.890209,-14.088129,-18.9953,-20.768385,-15.040304,-21.950703,-16.59346,-23.11454,-20.45372
-14.9313755,-18.245487,-15.077345,-11.491842,-7.0110893,-14.819586,-17.022179,-15.42248,-9.0429535,-10.993937,-4.6160736,-14.757805,-16.281202,-9.2569275,-13.377417,-14.691336,-17.822098,-16.490103,-9.76759,-8.930771,-16.4905,-7.0855827,-13.114582,-14.28282,-12.917225,-16.159763,-14.693163,-22.04468,-21.138828,-14.4935055,-14.583567,-16.306791,-18.969175,-13.671549,-15.55748,-20.925882,-17.7267,-13.804129,-11.319813,-10.766764,-0.35906792,-2.2723484,-11.950758,-6.1961346,-8.314722,-11.610283,-15.942646,-8.707981,-13.071075,-10.290302,-14.571369,-12.830513,-14.985273,-13.7361965,-4.1777973,-11.648586,-13.248173,-14.845257,-16.620789,-15.176561,-11.724419,-16.327839,-18.066246
-8.6154785,-5.7891655,-14.105309,-13.216286,-13.516893,-16.034822,-13.99073,-16.287426,-8.633514,-15.671829,-7.5691013,-9.699036,-11.417475,-8.2151985,-19.445496,-14.058712,-18.588745,-12.496508,-14.878788,-12.36244,-14.989391,-6.622696,-16.15576,-8.800205,-12.042982,-17.231869,-15.868645,-22.524914,-18.128881,-13.602686,-14.775709,-16.03222,-19.658146,-14.467739,-15.551254,-13.307268,-2.8903942,-2.5811367,-1.4277096,0.0,-5.857153,-13.783192,-16.69197,-15.103844,-13.0266285,-10.27582,-18.750193,-9.244673,-17.998402,-9.477613,-14.10051,-8.021561,-10.304821,-14.1514015,-5.7235184,-9.727325,-6.7217865,-15.261974,-16.392918,-13.800274,-11.571182,-17.71936,-3.9740334
