-19.426788,-20.564693,-23.50681,-20.81897,-22.155224,0.0,-0.75967216,-0.9727745,-17.114582,-33.405933,-21.306725,-16.267693,-24.779842,-27.954369,-28.449747,-19.769655,-27.012026,-26.722485
-21.415264,-21.577621,-19.508305,-19.729347,-22.562809,-8.986042,-31.649067,-34.145927,-20.763624,-21.028301,-19.255287,-18.822985,-19.591198,-27.645771,-21.565079,-20.056578,-21.326763,-24.214785
-28.208347,-25.126907,-23.885006,-25.494802,-24.907618,-14.212175,-31.039032,-28.087353,-20.82038,-22.407024,-23.067482,-23.217064,-20.498276,-30.386387,-17.738245,-21.618008,-19.031887,-25.672396
-27.173141,-20.469086,-19.477486,-27.840961,-25.297253,-17.882595,-28.397041,-28.827488,-25.49798,-23.83714,-21.507776,-31.802786,-19.84114,-31.677683,-18.44448,-18.310686,-20.037563,-22.911633
-32.122894,-21.112335,-22.099035,-23.51882,-22.341072,-20.214464,-31.421827,-28.771193,-20.771101,-24.35043,-25.999361,-25.712116,-23.173271,-26.373074,-19.564896,-23.326088,-25.085087,-21.892168
-31.647627,-21.576149,-20.257202,-26.494417,-27.119152,-19.64447,-31.299465,-28.715666,-20.725548,-28.35355,-32.38944,-17.865467,-21.045887,-19.653528,-22.799686,-20.981941,-22.096119,-23.1161
-27.606358,-22.662226,-17.282711,-19.937754,-20.97483,-22.269909,-26.895779,-23.454792,-19.146328,-24.83962,-27.448053,-20.526413,-20.302933,-22.65006,-22.25233,-20.659645,-19.95353,-22.069416
-27.476336,-27.183895,-20.05456,-18.724495,-24.381563,-21.058674,-32.685406,-27.31325,-22.854437,-23.07394,-29.916204,-26.416666,-22.879627,-23.968285,-23.20713,-19.579449,-17.40998,-24.902643
-26.618893,-19.903582,-25.591732,-21.463345,-25.246468,-22.274956,-31.329277,-31.33325,-23.97677,-20.020243,-20.633022,-24.597528,-15.175241,-26.12045,-19.494728,-21.489708,-17.646255,-28.281693
-29.403631,-23.507242,-21.06902,-24.982042,-20.875538,-28.522379,-30.308401,-31.775791,-22.784832,-23.236498,-19.008928,-22.08038,-16.332952,-31.618122,-26.675615,-23.125967,-24.44127,-22.319492
-21.23707,-30.883108,-17.51229,-22.425058,-26.779165,-29.917482,-30.190948,-35.03497,-23.653124,-24.04341,-20.319519,-21.019377,-20.760979,-22.212788,-26.036367,-25.906992,-19.55872,-20.542109
-20.635288,-26.768263,-25.051794,-18.924946,-25.945675,-33.20028,-26.366024,-33.475155,-20.567055,-18.876368,-14.145498,-23.587366,-26.380854,-26.740023,-21.725803,-26.67456,-19.72865,-20.064201
-22.84625,-22.511242,-20.852852,-21.16662,-24.55351,-30.004831,-27.478642,-33.79426,-22.612482,-19.966522,-14.088909,-22.407654,-24.57419,-30.182478,-19.116009,-24.221518,-24.44622,-22.246248
-27.73021,-26.072693,-19.525158,-29.16023,-23.92649,-26.11957,-27.294516,-36.95112,-26.4021,-30.402153,-21.858648,-26.914387,-23.737206,-23.430002,-21.486313,-22.163836,-27.679226,-29.125858
-27.256493,-26.479027,-22.324532,-23.09282,-22.925734,-26.585236,-27.502987,-31.458302,-22.030746,-24.583635,-21.445953,-24.790274,-20.96289,-20.373243,-25.248833,-26.547123,-23.796728,-26.108246
-24.889557,-21.139244,-21.389175,-21.648643,-19.91501,-28.561893,-33.725204,-29.426903,-22.171343,-21.998665,-22.906258,-19.699503,-20.574728,-23.53521,-25.489437,-23.000631,-20.085293,-22.681772
