-34.651344,-31.70051,-23.257607,-25.874655,-29.689034,-28.298845,-31.53086,-20.087933,-29.136143,-22.445957,-26.975605,-29.122576,-28.110937,-20.27996,-19.250813,-22.624641,-29.200645,-13.940838,-22.277487,-22.015396,-20.074705,-22.16605,-18.42565,-18.498539,-21.630392,-20.50076,-19.237108,-19.188774,-16.130043,-12.920177,-16.161587,-21.444695,-15.483637,-20.461899,-18.008799,-17.181442,-12.340029,-20.407633,-13.40313,-14.758287,-12.76952,-17.05007,-17.450697,-11.744946,-17.291279,-9.438778,-15.474335,-15.997608,-15.368717,-17.800718,-14.456339,-13.619682,-4.7901764,-0.12381363,-0.12381363,-0.12381363,-0.12381363,3.8146973e-06,-28.435812,-21.900692,-21.5382,-23.482367,-19.222012,-21.312307,-29.394117,-28.30032,-20.340197,-18.433805,-16.979233,-21.868174,-16.958242,-23.674269,-24.432953,-20.80246,-26.023193,-21.029488,-30.60894,-26.387775,-18.877022,-15.591579,-8.258436,-24.279116,-16.570763,-17.379066,-9.243467,-10.396488,-12.519358,-19.525488,-16.550201,-20.110235,-22.691513,-27.834318,-23.322174,-23.919817,-24.5629,-22.213188
-28.800415,-30.552235,-30.999493,-27.814934,-27.95686,-23.402615,-32.320942,-17.75252,-27.21418,-17.1102,-21.07348,-26.181618,-26.9623,-16.049719,-24.826859,-21.812973,-24.361963,-13.025194,-17.5743,-10.196968,-13.958397,-14.795301,-17.04721,-11.959068,-12.156231,-13.074598,-12.046267,-7.2420006,-10.632301,-2.8228455,-11.529285,-15.074301,-9.540115,-8.3083,-5.4571724,-4.5380116,-5.1281796,-9.860233,-8.481392,-4.502857,-10.470972,-5.590084,-11.362551,-7.051897,-11.083157,-4.6657524,-9.686592,-8.393394,-5.3412476,-17.327208,-9.659092,-6.5215664,-5.37253,-80.0,-80.0,-80.0,-80.0,-32.310783,-22.552444,-18.925999,-21.731266,-19.336958,-17.735035,-18.876867,-17.054504,-21.662779,-18.112118,-14.584322,-14.321243,-18.08414,-11.440056,-11.611792,-16.171923,-12.297977,-14.394684,-25.749659,-20.982635,-16.72985,-12.167307,-14.563961,-10.735548,-15.883556,-12.930601,-11.7895355,-5.5210934,-8.288261,-6.057415,-9.682323,-9.416107,-18.337936,-23.73567,-20.67682,-15.548086,-27.367172,-17.244118,-18.328123
-28.491854,-25.709562,-30.46316,-30.732185,-24.971468,-24.717358,-29.999363,-23.096827,-30.532543,-23.071762,-24.648693,-30.97816,-27.418894,-14.994358,-21.36171,-23.223484,-22.15158,-15.658327,-19.345413,-9.759304,-10.316357,-18.611046,-18.132538,-13.838638,-5.4463806,-16.77431,-11.895687,-4.961624,-11.05298,-5.5698566,-11.164034,-15.781967,-9.511417,-8.065258,-5.746687,-4.493782,-8.008371,-6.8121223,-9.680073,-7.129574,-9.669664,-8.232866,-16.53692,-9.033237,-11.767225,-13.4266205,-14.597212,-13.50379,-7.5970364,-26.161232,-16.467499,-10.727011,-9.136482,-80.0,-80.0,-80.0,-80.0,-33.280342,-15.031971,-12.478657,-21.650417,-12.107058,-18.400097,-16.792967,-8.261864,-9.859491,-15.010832,-4.9015903,-12.258966,-14.175039,-5.642067,-6.7222023,-8.886829,-5.99852,-11.282118,-20.862955,-12.08326,-15.185268,-9.99486,-15.037209,-15.325836,-14.3340645,-12.533276,-6.2134857,-9.839907,-12.990709,-8.643547,-11.230812,-8.82966,-15.644287,-15.911186,-18.073406,-18.985832,-23.668182,-20.595072,-22.745445
-27.94729,-26.214493,-22.02729,-24.408278,-26.432985,-26.167555,-25.97407,-18.48112,-22.65046,-23.692234,-25.733812,-30.66492,-28.52562,-15.356831,-21.051193,-24.995829,-26.437489,-17.041485,-15.586004,-17.919304,-14.240219,-20.393278,-20.313086,-18.139957,-9.529034,-20.472385,-15.814043,-12.947546,-16.5145,-18.880556,-13.401554,-13.6178665,-13.940781,-17.459614,-14.325726,-13.595291,-18.100214,-14.375404,-12.321249,-16.634466,-11.80974,-18.05273,-20.520279,-14.695854,-13.208471,-17.601686,-12.735174,-14.997442,-19.048073,-22.41049,-16.629827,-19.02721,-14.358086,-80.0,-80.0,-80.0,-80.0,-33.642815,-7.430105,-12.000721,-13.29903,-5.746887,-11.073139,-8.936956,-7.629406,-5.6176376,-8.600449,-3.7188492,-7.6297493,-13.905392,-4.952276,-9.095125,-11.128328,-7.4821663,-16.685078,-15.490046,-7.428892,-12.48695,-7.5553493,-5.6109734,-14.804508,-9.834652,-5.092575,-4.989832,-14.100065,-14.365978,-12.030018,-11.678015,-12.548962,-17.445938,-14.477146,-16.316807,-19.629345,-23.812164,-23.964838,-18.491566
-18.717224,-22.821003,-20.717583,-25.95761,-23.635906,-19.441608,-22.691967,-19.724747,-20.209246,-22.494253,-20.315453,-22.635592,-25.666307,-18.558805,-23.378029,-28.20995,-22.802856,-20.037556,-16.96271,-20.879932,-19.233093,-21.74142,-17.796871,-22.728947,-20.883337,-16.416939,-15.529919,-16.457668,-14.049885,-16.280775,-19.159466,-11.4469185,-17.891544,-20.166325,-22.322325,-16.917755,-14.142475,-22.801643,-17.065401,-21.194319,-14.571533,-14.52405,-17.678656,-18.158863,-20.087194,-22.751503,-11.888058,-13.803919,-21.843523,-22.987957,-15.756979,-19.850636,-19.01036,-80.0,-80.0,-80.0,-80.0,-34.542664,-2.8415375,-4.8925667,-6.4819965,-4.9554214,-8.198132,-6.760336,-6.8037148,-11.995459,-12.656717,-14.586447,-8.494354,-9.417864,-8.667217,-12.294872,-16.084013,-18.089117,-15.486652,-15.577946,-11.438255,-16.555676,-5.311016,-3.984642,-9.414768,-5.3009205,-5.0536156,-8.640347,-10.793671,-17.312248,-14.325743,-11.466549,-16.880827,-16.554314,-20.318499,-14.974756,-18.421339,-21.175234,-20.950903,-19.018929
-10.441898,-8.025234,-7.717285,-8.516893,-6.3669434,-8.028774,-6.629463,-9.298582,-6.7535286,-8.284941,-7.467518,-6.219309,-7.5631237,-6.9112625,-9.941444,-7.483135,-6.693592,-9.262638,-7.5974445,-11.633854,-8.1223755,-9.404638,-8.070873,-15.050535,-18.456697,-17.881622,-14.583527,-18.794765,-13.140245,-19.122482,-14.589239,-12.31653,-16.598572,-21.999056,-19.844723,-19.20789,-11.151045,-12.2612095,-11.520687,-17.181982,-20.712276,-18.924782,-7.619583,-10.38904,-11.91317,-13.260822,-12.458349,-9.551626,-13.095795,-7.866577,-9.736395,-10.293119,-19.11669,-80.0,-80.0,-80.0,-80.0,-35.454525,-10.094166,-5.2705345,-4.76256,-13.248489,-12.751272,-13.521069,-9.425541,-14.587011,-17.316668,-19.65043,-10.271215,-6.5224495,-14.964275,-13.34243,-18.829374,-21.772678,-19.701048,-21.679104,-18.467731,-17.095255,-8.01907,-12.78689,-9.044952,-6.487131,-12.952078,-12.888315,-7.7742653,-13.555069,-15.975424,-6.1718616,-9.762825,-8.334387,-8.226343,-7.5602684,-7.63023,-6.719225,-8.697067,-6.6372013
-7.093338,-1.9194794,-2.1741142,-1.9165535,-2.1753502,-1.7859421,-2.089203,-2.4303055,-1.9242439,-2.6776237,-2.332817,-1.8965149,-2.0952568,-2.8173676,-2.423973,-2.5210762,-1.7739449,-5.0374756,-2.7813835,-4.830059,-3.7799625,-3.2346802,-3.9190598,-10.906637,-13.004971,-16.146366,-19.270573,-20.190876,-17.594994,-22.95126,-12.94627,-12.925175,-13.566919,-20.28473,-12.513367,-19.32927,-9.05756,-8.4966755,-12.739344,-17.820782,-19.480057,-15.417688,-4.2015038,-7.137623,-5.459347,-10.016132,-9.947042,-5.9141617,-6.7133007,-2.7947083,-4.670744,-5.918148,-11.100489,-80.0,-80.0,-80.0,-80.0,-36.117397,-19.220444,-13.18251,-15.49262,-18.765066,-14.517183,-24.490017,-14.795517,-22.682272,-16.632757,-20.857061,-15.90564,-8.376606,-24.162567,-24.231487,-16.853138,-27.497272,-27.243996,-33.245384,-24.797606,-18.287506,-13.799194,-19.485624,-8.5431385,-8.744295,-11.093683,-13.013725,-10.438917,-6.217079,-10.585243,-5.815983,-5.4670906,-2.5256119,-2.5046425,-2.7843704,-2.4597397,-2.1502724,-2.3180733,-2.1794167
-10.832697,-9.951412,-10.202007,-9.55669,-12.351465,-9.000509,-11.792498,-10.145561,-11.037825,-11.261545,-10.5213585,-11.484285,-10.775381,-13.284035,-9.345369,-11.795271,-10.376808,-12.775429,-10.720558,-11.678778,-11.545227,-10.934719,-10.761156,-17.989796,-19.157078,-20.657146,-25.895866,-23.20802,-17.923212,-23.235064,-12.37838,-21.538603,-16.536982,-19.57161,-12.550364,-14.972187,-11.63372,-15.750765,-14.353369,-17.67326,-21.815681,-18.985657,-11.846973,-16.6885,-10.953239,-19.35396,-19.82763,-14.791359,-14.952362,-10.791996,-13.449032,-16.452242,-14.641634,-80.0,-80.0,-80.0,-80.0,-37.496048,-27.283379,-12.913567,-27.13942,-23.896254,-22.857643,-27.386177,-17.048597,-20.439789,-21.609177,-18.910965,-20.84264,-17.131104,-23.13649,-20.296555,-17.482697,-22.974903,-27.162624,-34.981564,-21.968319,-23.516739,-13.48843,-21.566742,-12.842583,-17.48779,-17.70327,-18.079378,-17.512085,-8.857285,-14.9031925,-17.80445,-14.105949,-8.737627,-10.356054,-11.072651,-10.827305,-11.328884,-9.1568985,-11.854622
-17.942858,-20.481642,-23.026049,-23.538311,-23.29698,-17.992031,-21.943062,-19.868347,-22.336224,-16.99397,-21.03176,-24.386066,-28.957579,-20.611626,-22.880665,-26.959541,-26.986267,-15.169651,-17.964745,-17.497673,-19.538132,-26.548359,-18.870901,-19.931847,-14.36087,-9.99902,-13.227745,-24.677155,-20.505543,-17.671122,-8.752869,-11.635378,-9.417799,-8.028763,-13.958433,-12.99535,-18.703789,-13.5727215,-10.980421,-18.626476,-10.890024,-12.877983,-17.877457,-15.442741,-16.330965,-16.80431,-18.85552,-21.769747,-20.409004,-20.314438,-26.230453,-29.167118,-13.993481,-80.0,-80.0,-80.0,-80.0,-37.912437,-19.420376,-14.956352,-20.339828,-24.619377,-21.671717,-21.97173,-20.37411,-25.020443,-28.959427,-17.08688,-23.647276,-19.93768,-25.574633,-18.18006,-22.076971,-21.894918,-25.040802,-32.704292,-23.656637,-20.909527,-17.73368,-16.739258,-16.896954,-23.270788,-17.986542,-20.374104,-14.285894,-16.723124,-16.722965,-22.30893,-17.14393,-23.60047,-23.207039,-16.018854,-19.736217,-38.52167,-21.374676,-20.726051
-19.366907,-23.677788,-22.935953,-32.03193,-26.313562,-27.517471,-32.63908,-20.667274,-23.850048,-19.261303,-31.500214,-33.236492,-32.775505,-18.449451,-20.912884,-28.245499,-28.325212,-13.883844,-20.848742,-23.863386,-19.772297,-26.2448,-20.529488,-18.527008,-12.480442,-11.182587,-10.255859,-19.990705,-17.489935,-14.338924,-9.812153,-7.798504,-12.67432,-10.012222,-12.57436,-17.525517,-19.610685,-17.020565,-14.865751,-23.69324,-9.107023,-13.013493,-17.618092,-23.369846,-17.2566,-18.393679,-17.29029,-15.653561,-23.792324,-23.866426,-19.270157,-20.057692,-13.700161,-80.0,-80.0,-80.0,-80.0,-39.80472,-21.433777,-19.432583,-17.707476,-25.526638,-21.572437,-22.450891,-22.556156,-23.322628,-32.659767,-14.179031,-24.509718,-19.130798,-29.946651,-23.537941,-23.949596,-27.686354,-28.013252,-26.45489,-22.95552,-21.549284,-20.976368,-16.404997,-16.918766,-16.055143,-18.148684,-18.572742,-17.086035,-19.046688,-23.92572,-12.95166,-17.822186,-21.390865,-20.133858,-18.58236,-28.327156,-28.36937,-24.09365,-21.954954
