-9.851292,-3.3525352,-2.586214,-8.0516815,-12.496235,-5.9715633,0.0,-4.241295,-3.4577713,-2.239664,-4.1561584,-3.6458893,-15.475636,-7.022703,-1.4970741,-0.43273544,-0.5954857,-0.5695152,-5.320387,-19.8288,-10.703833,-2.8639889,-2.0569649,-6.847191,-18.719591,-13.455349,-7.5316963,-6.0677032,-8.984701,-5.1645565,-3.1233635,-2.9196892,-0.42020798,-1.3479385,-1.6177559,-3.4115124,-0.88432693,-0.5900421,-2.7372437,-4.580572,-0.8729515,-0.6231384,-2.0754318,-2.3073273,-6.0097847,-8.473003,-7.9377136,-6.8222733,-3.914156,-8.545782,-15.603155
-15.64884,-12.335136,-3.793295,-5.5668488,-18.956558,-9.286972,-7.3091087,-27.008635,-7.5268097,-12.396923,-11.693127,-10.772457,-20.167404,-12.520088,-8.390625,-6.1350803,-6.5310097,-6.5628796,-18.171612,-8.47224,-4.402519,-14.202782,-6.2623234,-1.9974442,-6.418499,-4.7422104,-8.271017,-14.349415,-8.100378,-9.046814,-10.925753,-13.175856,-6.1822414,-4.996435,-11.850006,-3.3123817,-8.911541,-6.9757557,-3.4968739,-4.793434,-2.2930527,-8.311403,-10.017525,-8.34627,-3.7682648,-4.110153,-4.669283,-3.2785378,-5.584738,-15.035402,-17.289341
-22.617628,-11.390665,-7.571871,-8.577148,-15.055725,-8.708328,-11.841866,-29.798704,-5.287739,-22.064304,-16.80693,-13.277903,-16.98623,-6.1185303,-13.255363,-11.873209,-11.060007,-10.968666,-19.838009,-6.3262005,-4.02055,-14.621937,-10.27256,-2.7272186,-4.4836826,-0.5831604,-4.1602345,-11.317987,-5.6584263,-17.630661,-24.430561,-15.794811,-11.941626,-7.156456,-14.558962,-3.397194,-15.455692,-14.212566,-9.362984,-8.751814,-11.225958,-14.519823,-11.634729,-14.018328,-12.944557,-6.388714,-11.896946,-11.899651,-8.251238,-18.67803,-19.191135
-26.949793,-17.11468,-13.950804,-9.214191,-11.6550865,-12.982716,-13.2097645,-28.463152,-5.594017,-21.868431,-17.489286,-16.533077,-10.301676,-8.705931,-16.369349,-13.694311,-12.840273,-12.816433,-22.29901,-7.0735626,-11.996424,-19.37504,-10.256197,-10.530645,-2.3514977,-6.2700195,-7.9189835,-14.809717,-13.52124,-24.059364,-24.167297,-27.31502,-15.352491,-12.121666,-13.702749,-8.431158,-15.221666,-15.653622,-10.90785,-9.333397,-9.5075035,-16.460733,-11.375748,-14.824844,-17.066488,-7.486809,-16.097841,-17.604641,-14.999748,-19.824213,-26.92514
-27.206232,-19.043695,-20.3901,-17.542149,-13.903507,-21.763922,-16.746677,-29.653221,-9.999878,-18.498413,-18.041948,-16.70853,-15.785671,-16.272255,-18.42843,-16.377983,-16.571772,-14.100752,-20.453672,-13.6088295,-16.317924,-18.395386,-11.434422,-16.149553,-5.8624153,-18.81586,-7.683033,-21.009003,-23.589432,-24.210478,-22.102512,-23.715916,-20.198784,-18.381912,-12.271166,-13.302292,-19.250664,-18.62112,-11.976013,-11.463661,-16.628866,-16.102266,-14.823418,-19.387218,-17.680511,-13.166283,-25.653198,-15.221737,-24.234001,-18.809956,-24.270905
-22.89837,-17.654894,-18.032913,-22.05716,-18.079575,-22.966633,-21.13755,-29.665833,-15.187746,-24.907875,-25.326632,-18.562681,-19.862087,-19.852814,-20.080383,-18.521225,-16.161348,-17.89292,-18.893517,-26.68015,-19.708372,-21.348011,-17.196873,-16.13293,-9.686932,-26.117964,-12.059076,-15.829201,-20.201923,-22.9515,-19.335272,-24.38243,-17.409428,-13.990557,-13.465578,-10.23617,-20.296345,-24.314213,-14.274794,-17.603504,-24.638193,-18.144821,-22.943335,-25.455608,-15.989559,-19.75695,-20.373865,-17.264774,-20.868511,-18.88213,-24.935822
-22.212711,-19.250177,-15.4129715,-17.62415,-26.22616,-20.221313,-19.365538,-27.586075,-14.181494,-25.250916,-34.73006,-21.24156,-19.990664,-17.120878,-25.515476,-17.922028,-20.13048,-19.278282,-18.704796,-20.296692,-16.878069,-31.975937,-23.988688,-14.354582,-14.629496,-27.976604,-15.539896,-17.863413,-23.908455,-23.29263,-16.02543,-25.653473,-18.358786,-14.161345,-19.763504,-15.057705,-21.470322,-27.287514,-13.211012,-14.316223,-19.516514,-18.556332,-26.15958,-22.084457,-13.669792,-19.500988,-17.86932,-17.102774,-18.373806,-22.183197,-27.083738
-24.971977,-19.411087,-19.323807,-18.879856,-29.96735,-23.003479,-18.970888,-28.69955,-12.222691,-25.503132,-31.488386,-26.16199,-24.225119,-20.710514,-27.189247,-19.77378,-22.110064,-21.626083,-24.780361,-21.47591,-26.067112,-29.153109,-23.61053,-11.131527,-19.761976,-16.54866,-14.608065,-18.427439,-22.311485,-21.916046,-17.78446,-28.17899,-23.651054,-20.858786,-20.51273,-24.446068,-22.498297,-26.430061,-15.784719,-16.892197,-20.009415,-20.210974,-27.293812,-25.689438,-18.767653,-15.869282,-21.24408,-28.395863,-22.98626,-24.932001,-26.174889
-29.93132,-22.834389,-23.531887,-16.306284,-20.87719,-20.263866,-25.068733,-24.272724,-12.961531,-24.8269,-23.74527,-22.66685,-27.073158,-21.239166,-25.725346,-23.666885,-19.568115,-22.920418,-32.995934,-23.014572,-20.078148,-24.754313,-18.828066,-14.386095,-23.356472,-12.856373,-17.084665,-18.339714,-26.645643,-25.114769,-25.92337,-25.696867,-26.570572,-22.124714,-19.73394,-21.57764,-19.430195,-27.258755,-23.909185,-17.045862,-20.479809,-26.802073,-25.868046,-22.386385,-15.141481,-17.506393,-19.762493,-21.161707,-26.98663,-32.180824,-22.80619
-28.583326,-30.624804,-25.125912,-24.51167,-24.6862,-20.880585,-29.068327,-27.48824,-20.63219,-28.369503,-24.70935,-28.183498,-23.86126,-23.399717,-29.804935,-27.293007,-25.777403,-18.685303,-32.872555,-18.359203,-18.673,-21.05441,-17.79585,-21.323507,-21.308498,-18.926674,-22.308872,-30.054882,-34.185345,-25.39155,-37.557568,-24.476639,-23.668713,-19.334713,-28.259007,-22.10661,-23.681265,-26.61871,-18.497412,-18.865734,-18.579922,-28.11167,-29.880676,-18.275057,-14.687065,-25.100132,-26.032463,-19.49967,-19.47773,-25.200657,-24.04615
