-30.723194,-25.896889,-23.641914,-23.737,-23.881378,-27.753263,-26.011581,-21.000404,-26.635057,-26.13939,-21.900414,-22.879997,-22.763037,-24.953066,-22.19554,-24.327908,-25.540092,-26.491755,-28.703915,-27.927334,-22.564419,-27.074131,-22.843153,-23.86531,-24.95057,-23.659761,-24.798107,-24.38407,-24.408264,-29.963268,-27.929747,-24.536205,-20.913776,-23.736328,-24.87995,-25.088032,-23.365002,-24.987494,-29.27441,-26.053522,-28.46807,-23.199417,-25.124397,-26.269464,-25.098331,-29.543964,-25.37494,-25.600538,-21.351082,-25.137028,-26.652596,-31.796225,-23.724625,-23.366592,-26.413256,-28.29493,-25.115698,-24.558455,-27.6176,-25.869738,-29.041874,-30.01268,-24.574383,-28.427338,-25.712904,-26.720585,-21.796465,-27.609617,-25.235558,-23.196438,-28.019749,-6.98736,-0.89284897,-0.89284897,-0.89284897,-0.89284897,-0.89284897,-0.89284897,0.0,-30.512749,-24.26307,-32.986073,-27.73597,-21.403625,-40.800995,-27.072546,-25.924696,-26.386232,-27.322388,-25.7491,-25.719254,-35.545723,-29.046154,-28.764029,-24.855455,-26.076887,-23.490753,-28.387266,-19.657385,-29.876007,-29.667149,-21.782795,-26.043636,-27.751923,-26.417673,-22.67796,-19.353386,-23.754543,-25.809269,-25.74807,-28.964432,-29.843365,-23.714504,-22.567955,-29.361853,-22.911312,-25.595936,-35.505077,-22.067127,-24.137024
-28.340738,-26.452553,-26.513891,-24.090012,-27.169659,-24.955082,-27.801174,-26.310467,-31.323881,-28.447542,-21.279049,-28.119972,-27.491753,-30.202915,-24.6348,-23.13375,-31.545883,-25.328007,-35.801952,-31.179178,-27.469904,-37.964874,-27.397644,-37.633724,-28.150162,-34.784782,-33.894165,-27.37553,-31.892284,-30.415543,-35.32626,-23.671444,-29.339811,-24.649483,-26.74624,-31.509449,-20.314392,-27.67271,-24.331604,-26.010525,-29.250942,-24.889193,-25.747814,-33.560616,-33.7592,-25.760462,-26.586674,-29.825188,-25.943527,-26.442215,-26.399462,-26.499367,-33.291466,-28.23095,-21.026386,-25.661171,-29.262226,-29.242765,-29.114798,-29.262276,-31.774061,-31.532396,-25.187735,-28.51001,-29.189613,-33.441723,-27.200148,-28.91724,-27.841358,-32.76873,-27.672062,-21.338207,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-12.058033,-27.090206,-27.3348,-28.735098,-25.673306,-21.764845,-32.362244,-34.184975,-30.357637,-27.243893,-26.426182,-38.91885,-27.464334,-32.178577,-32.067318,-24.12291,-21.72818,-29.039732,-27.137432,-32.495304,-25.07115,-28.917688,-29.567194,-25.346542,-28.152689,-23.261728,-26.424866,-29.847366,-23.89559,-27.722929,-24.945316,-34.698235,-29.68364,-34.04148,-28.339779,-31.869547,-32.737988,-22.068419,-25.555155,-30.644802,-24.564495,-23.40886
-29.648432,-27.872162,-23.271671,-26.69621,-26.594261,-25.401512,-30.331133,-28.33409,-27.663395,-24.198189,-25.268925,-32.14063,-26.78688,-30.827024,-26.062717,-27.583206,-32.77328,-28.085493,-34.288662,-28.468542,-31.588684,-32.15103,-30.412804,-30.188017,-23.807964,-27.234797,-33.12827,-29.1377,-24.74965,-33.875446,-27.411621,-27.150078,-38.778484,-35.254322,-27.455036,-29.832935,-26.419945,-29.684935,-23.714893,-28.0271,-32.862762,-27.247715,-33.45106,-29.669796,-35.163498,-29.948654,-29.62365,-36.13028,-29.95733,-25.03291,-23.217325,-29.022438,-31.318596,-26.476143,-21.530693,-34.378773,-27.913528,-31.247679,-27.61622,-30.78598,-29.621243,-29.296913,-29.175282,-30.548504,-30.597221,-32.838486,-25.59599,-32.784847,-31.276676,-32.72693,-30.053617,-24.650177,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-17.684038,-27.46385,-28.634409,-25.00237,-26.782104,-22.560843,-28.54092,-32.146732,-23.351707,-25.478703,-26.841751,-30.429163,-31.121578,-26.954338,-30.438652,-23.705807,-22.760641,-26.587803,-29.662788,-30.770618,-28.200985,-34.571617,-29.087685,-24.666752,-29.982185,-26.603882,-30.02243,-26.702538,-27.197004,-24.135502,-28.19447,-34.15657,-35.430363,-32.40508,-29.524746,-33.86671,-26.722466,-25.275465,-25.271212,-28.696947,-30.462547,-26.71083
-34.3862,-24.251823,-24.850517,-26.035387,-25.845757,-29.199944,-33.15332,-30.283833,-26.505459,-31.556118,-29.530191,-32.575565,-30.320559,-28.256569,-26.279957,-28.441313,-28.912477,-27.578728,-29.222004,-29.042591,-30.061584,-27.285957,-28.355944,-27.999174,-28.12033,-24.695368,-30.69292,-36.28863,-26.350332,-31.098713,-27.252388,-30.787365,-37.66963,-32.660168,-28.177824,-26.932302,-31.673094,-28.87138,-30.783867,-26.432678,-29.487318,-28.027386,-34.22755,-24.234362,-28.688297,-32.23001,-31.676376,-26.841408,-26.932165,-28.407978,-24.102285,-31.57669,-27.710947,-32.56799,-24.200981,-26.823223,-32.34372,-31.388988,-29.327368,-27.130085,-23.731003,-26.768084,-31.879631,-29.654903,-33.1081,-30.983084,-27.799568,-32.485107,-31.170311,-33.052628,-30.262093,-28.877491,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-20.22987,-25.523794,-26.03226,-26.186855,-21.384298,-26.431906,-28.40998,-29.454124,-23.608402,-26.845997,-23.710209,-23.654312,-31.050377,-26.75077,-26.893074,-26.72528,-27.876863,-26.108458,-24.130562,-32.794983,-28.832832,-35.06844,-21.916391,-30.177896,-24.364119,-28.864033,-25.244581,-26.90518,-27.658443,-25.930737,-26.119495,-32.934193,-32.837006,-25.706596,-31.984564,-29.301214,-24.629784,-31.066906,-29.408474,-31.10762,-31.885921,-34.241417
-29.457918,-20.78144,-30.735306,-28.205624,-25.234825,-28.46486,-23.556763,-35.71481,-29.109215,-36.187416,-36.056473,-32.09402,-34.450268,-26.471287,-21.574705,-32.222954,-29.714848,-23.933754,-26.8803,-25.584927,-31.734968,-27.959763,-28.076351,-28.408596,-35.677086,-27.241707,-32.425743,-35.562668,-32.639847,-28.831951,-26.247923,-29.560654,-27.227163,-30.259502,-25.674294,-28.919605,-28.109962,-26.931007,-34.4081,-32.33843,-23.860178,-26.85719,-29.298716,-28.711042,-25.390821,-27.730812,-34.46671,-24.658592,-30.988262,-23.796394,-28.186241,-25.105604,-30.164864,-31.374498,-25.6458,-28.76653,-32.833675,-31.124254,-30.795048,-27.119652,-22.424904,-22.75937,-38.768295,-25.584887,-30.53527,-30.080132,-29.831245,-26.556545,-28.502174,-33.015617,-32.271896,-30.245394,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-23.294277,-28.808498,-28.683546,-28.623552,-23.343426,-27.241444,-25.712015,-26.573082,-26.928543,-39.64284,-26.6725,-24.710945,-23.857841,-28.434628,-30.805658,-34.10784,-32.6857,-30.457981,-23.72781,-31.18061,-30.097157,-32.367714,-24.69196,-30.738087,-27.02199,-29.74176,-26.815125,-25.904884,-27.98941,-26.740698,-23.360405,-29.32146,-29.222876,-25.518265,-33.298042,-26.001698,-29.754757,-31.904556,-34.377327,-31.859426,-32.213158,-33.06678
-29.174019,-22.728142,-34.402187,-27.65348,-23.360352,-27.681103,-25.06631,-30.329136,-27.532166,-32.003338,-37.31506,-35.181034,-34.745087,-24.56234,-27.068668,-28.36907,-32.241123,-26.583088,-31.310575,-25.336878,-24.267546,-35.18007,-30.57798,-30.611382,-34.04048,-29.017172,-31.058796,-29.788177,-37.392323,-28.840363,-27.100904,-31.065094,-23.906055,-27.88673,-25.485413,-28.97845,-31.648613,-27.062462,-29.682995,-33.889954,-27.625675,-26.967781,-26.543589,-28.648993,-30.191645,-23.701572,-32.883553,-27.49593,-28.330141,-22.590881,-27.223984,-28.775543,-30.438126,-26.945988,-25.000328,-27.63805,-26.420609,-29.117416,-32.636044,-27.62328,-28.488094,-25.935081,-32.80169,-24.920307,-32.352303,-27.325651,-28.20045,-29.552277,-29.46252,-31.127733,-28.052696,-32.340885,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-24.796434,-27.691372,-30.17303,-38.859913,-30.866755,-24.043,-26.043633,-24.364864,-23.81132,-33.12509,-27.470024,-26.088003,-28.098627,-30.64555,-27.19471,-37.94522,-34.030785,-27.66158,-32.721764,-30.04756,-30.390644,-29.318562,-31.854942,-29.362377,-30.160803,-31.510828,-33.5586,-29.078356,-26.483795,-28.455532,-24.16892,-27.899633,-34.0114,-27.287184,-26.508307,-25.395918,-29.867495,-33.7811,-30.072521,-31.090233,-28.089138,-32.715626
-34.37804,-30.494968,-32.85792,-23.126726,-26.295805,-24.882553,-32.003494,-30.79372,-35.124683,-27.039816,-30.02128,-28.162506,-31.710026,-23.137516,-29.753494,-26.567528,-29.745728,-33.693417,-29.389172,-26.114841,-20.4554,-29.66285,-29.715694,-30.48875,-36.865124,-30.488247,-30.371416,-31.295963,-34.720577,-25.91458,-26.093334,-31.789053,-27.03896,-27.786066,-26.539623,-29.42805,-32.830746,-31.790747,-29.452402,-32.54837,-33.755836,-24.992119,-29.792244,-32.24591,-32.800663,-27.223295,-25.903997,-28.699032,-23.951365,-27.984821,-23.058926,-36.366707,-26.633862,-25.873531,-27.188555,-26.533262,-26.660633,-25.701561,-28.204079,-26.073425,-31.135471,-31.739132,-26.769026,-27.587397,-31.416136,-31.76852,-26.658484,-31.160595,-24.655739,-27.373234,-23.539381,-33.14734,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-25.535473,-25.04009,-30.394897,-33.157265,-25.932999,-28.885565,-26.36739,-27.74675,-28.323174,-30.110977,-28.769575,-26.628963,-24.886202,-33.110275,-27.364424,-28.306686,-38.006943,-27.036896,-32.659065,-30.783215,-29.504524,-30.974598,-35.657143,-26.752853,-24.25278,-28.573603,-30.192183,-30.38133,-31.45104,-28.698074,-23.993433,-26.570534,-28.707344,-25.39582,-31.226685,-28.091307,-29.193985,-25.020758,-32.785637,-25.494568,-24.444653,-28.73023
-34.56795,-30.89879,-32.02152,-31.006145,-29.503727,-30.19561,-29.134491,-29.873695,-29.813023,-30.873882,-31.498705,-27.82797,-33.70662,-26.494644,-31.516323,-29.735336,-29.203447,-39.541924,-23.952663,-27.667904,-28.93436,-26.926003,-29.222065,-32.354694,-39.3942,-25.53573,-29.498554,-30.678648,-35.319263,-29.329002,-25.040909,-29.012505,-28.920025,-37.935085,-28.518856,-27.741644,-33.023647,-29.267649,-24.660587,-37.44917,-30.982248,-30.331663,-28.170702,-33.200855,-36.389145,-25.857204,-28.64396,-32.301056,-25.450083,-33.01899,-26.050867,-36.076256,-26.052032,-29.097565,-32.241875,-26.241758,-29.46847,-29.92638,-34.247997,-25.894424,-26.145535,-26.57631,-27.758041,-30.352615,-31.659191,-34.397747,-32.994675,-35.153973,-23.043652,-29.74099,-28.016459,-34.88611,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-27.514448,-26.44986,-30.485435,-32.781937,-26.492443,-27.678535,-28.310375,-23.54926,-31.334398,-26.597315,-27.815329,-29.67195,-25.996134,-35.23452,-35.68802,-32.529255,-30.148064,-33.478405,-30.659672,-35.482655,-32.337624,-26.497398,-26.62371,-23.811861,-23.965328,-27.25225,-32.277416,-31.934982,-29.730572,-22.097252,-28.761864,-25.843845,-23.691296,-26.17176,-34.23034,-29.753885,-35.73101,-28.859877,-30.066748,-27.798763,-28.433325,-24.69276
-32.662083,-25.18114,-27.935785,-27.236418,-28.33573,-27.114418,-27.985283,-31.417217,-25.633236,-34.744404,-30.326763,-30.902397,-28.267696,-27.521126,-26.95028,-29.250912,-30.983658,-31.137451,-22.133474,-34.145687,-41.650127,-24.993607,-32.836754,-32.428062,-32.418724,-24.889198,-29.911303,-29.83449,-25.26087,-29.984568,-28.097565,-28.481684,-31.114319,-32.252182,-28.577957,-28.024282,-32.269768,-25.547863,-23.106861,-24.953169,-29.968294,-30.475252,-26.333462,-28.94438,-36.29766,-28.255283,-28.523136,-28.08178,-25.207542,-36.824787,-28.691368,-30.979889,-27.190065,-33.076942,-29.730343,-24.537851,-34.52024,-31.11931,-27.903316,-30.14935,-25.644985,-27.977676,-29.85301,-29.420527,-30.658915,-23.634039,-27.877794,-29.920954,-22.46159,-29.878748,-30.904362,-35.58499,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-28.301657,-29.606487,-27.663792,-30.541191,-30.66111,-23.8648,-32.806736,-19.59409,-32.93116,-27.686321,-25.478662,-29.487755,-27.510921,-34.043644,-33.16974,-27.936289,-26.049599,-28.439598,-28.024364,-24.901741,-29.412067,-25.708008,-26.285435,-27.13979,-25.876179,-25.864967,-26.350395,-30.670277,-28.503458,-21.763203,-26.43745,-30.329617,-25.283873,-23.36908,-31.498198,-32.48957,-28.508694,-33.10653,-31.385107,-34.377636,-25.514217,-24.142115
-32.344902,-29.805412,-28.81801,-27.897854,-28.69543,-29.731165,-32.235104,-36.390766,-34.145615,-34.619297,-34.947037,-34.296318,-29.205671,-27.30997,-32.237926,-30.795889,-27.921509,-29.307594,-28.40393,-29.231049,-36.74051,-25.228218,-25.517273,-32.230324,-27.313286,-24.968027,-33.21245,-26.85149,-25.798021,-25.061058,-32.953777,-27.895798,-31.401155,-25.616894,-32.571926,-29.804363,-36.081135,-25.52612,-29.730927,-31.608458,-24.666477,-28.742897,-30.07846,-28.033077,-35.72399,-38.15793,-24.609272,-28.61735,-20.267693,-34.28689,-23.067049,-26.234646,-29.31018,-30.070793,-28.506344,-25.015919,-32.51713,-36.06685,-25.750504,-31.28778,-31.414213,-35.73625,-26.578629,-28.034363,-27.472881,-25.34949,-32.175995,-27.194132,-26.973755,-25.675457,-28.831438,-37.910942,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-29.687784,-32.09513,-37.95345,-35.06478,-33.628067,-29.802458,-38.764954,-27.53167,-31.865685,-27.970516,-28.63737,-28.26809,-26.366905,-26.326675,-30.469584,-26.638203,-28.942968,-27.945633,-26.551628,-23.271952,-28.439907,-29.160192,-29.412064,-32.062344,-22.559433,-27.219284,-25.398102,-28.720844,-26.523954,-27.292038,-27.147934,-29.35496,-35.035538,-26.114693,-30.280525,-31.41934,-27.007767,-30.235369,-27.824585,-34.740486,-28.387066,-23.54922
