-80.0,-12.153698,-13.817949,-13.504816,-11.500307,-15.1205845,-20.706171,-20.325539,-22.517044,-16.484734,-21.521748,-20.110586,-24.628235,-1.1989689,-22.172318,-22.777283,-21.223112,-20.861187,-14.862452,-19.122812,-24.151329,-21.659779,-25.892946,-18.496592,-26.02502,-23.707273,-19.88335,-24.640451,-17.609486,-19.099205,-27.534199,-24.71151,-23.934624,-23.464266,-19.19593,-17.69122,-22.397934,-21.581728,-22.744244,-21.733158,-18.690617,-22.443459,-16.971506,-22.259594,-18.843058,-14.715364,-18.039541,-19.588345,-17.931927,-19.84911
-80.0,-16.082167,-15.543808,-20.024742,-18.42469,-19.008045,-21.098679,-26.717949,-19.24683,-16.517086,-21.494839,-20.95483,-22.044464,-12.654955,-21.369555,-20.50557,-22.227158,-18.798233,-19.085413,-14.976322,-18.10431,-22.05516,-30.963966,-23.816261,-22.2673,-23.847416,-19.267365,-25.92012,-20.087772,-18.995811,-24.154451,-17.804253,-26.090883,-17.499369,-21.80835,-18.53582,-24.117878,-24.717953,-27.292662,-24.04122,-24.792343,-27.97955,-18.922676,-24.829113,-27.534227,-23.76156,-22.688835,-19.422962,-26.405207,-25.354603
-80.0,-26.833794,-14.157951,-15.304937,-21.570053,-19.968384,-20.27957,-26.22867,-23.284863,-18.34439,-21.345278,-21.924614,-21.370392,-17.287182,-28.33248,-22.28443,-27.04849,-24.064793,-16.587141,-13.064135,-17.868984,-27.85918,-31.816437,-30.892681,-17.530098,-22.47618,-24.055916,-23.380325,-19.846691,-25.448082,-25.031965,-18.878895,-26.574158,-18.011017,-25.649086,-27.217781,-23.529905,-23.757986,-21.626871,-26.111582,-26.96324,-32.276485,-24.31796,-27.60682,-23.92878,-19.747917,-28.389206,-19.46648,-25.076296,-21.771606
-80.0,-27.493528,-19.55484,-17.178543,-19.11488,-16.696712,-21.369099,-18.934734,-20.768541,-18.08931,-23.925146,-25.503578,-21.366001,-21.022552,-21.103062,-20.18061,-28.752987,-26.360245,-19.199436,-16.86854,-15.340834,-26.052338,-27.678207,-22.254757,-21.949059,-18.996931,-27.97179,-21.789804,-22.535683,-22.235523,-24.195282,-24.339872,-22.188911,-22.31828,-29.997498,-35.386223,-21.89528,-26.355768,-21.465757,-24.633537,-22.254118,-27.329178,-21.010471,-27.26688,-24.360212,-18.065395,-27.128475,-28.289637,-26.630651,-21.90849
-80.0,-22.146236,-24.481213,-20.10149,-15.452966,-22.857735,-20.48491,-19.650326,-18.521751,-21.309757,-20.705273,-28.05162,-25.56332,-17.073736,-21.354214,-22.25312,-27.087101,-25.505419,-19.629189,-17.236866,-15.808897,-18.819908,-26.555466,-21.395874,-19.562057,-26.223076,-23.81841,-25.897434,-20.30909,-22.165459,-18.574827,-25.630869,-20.26722,-25.778667,-28.147532,-35.348133,-23.942171,-21.91729,-26.15936,-25.486996,-24.372627,-31.524035,-18.941536,-35.977135,-19.968973,-19.568321,-30.74739,-22.324291,-28.010681,-26.79634
-80.0,-18.60606,-22.787832,-15.930937,-15.553234,-23.713526,-21.570284,-29.61877,-19.888824,-22.99267,-19.665886,-26.778446,-23.129337,-13.85368,-19.241623,-28.839533,-25.425228,-19.89733,-14.511091,-20.506268,-15.29174,-16.863834,-22.067513,-21.568874,-17.333271,-30.308495,-24.63483,-24.846592,-16.506504,-21.28698,-20.245565,-18.92888,-16.179531,-21.58159,-25.715736,-32.477512,-33.206448,-21.39397,-21.844799,-22.261381,-22.317293,-24.374344,-25.65344,-28.729866,-22.788517,-17.272423,-27.938313,-23.017544,-21.356617,-23.4078
-80.0,-15.648713,-20.414118,-17.296253,-16.897142,-19.789911,-22.602615,-22.879908,-18.505116,-23.282574,-21.816242,-24.825735,-20.799076,-19.31746,-18.522736,-26.985538,-23.418497,-13.278986,-10.010487,-19.123146,-11.314747,-18.224308,-19.419926,-28.045528,-22.287973,-19.067019,-24.215649,-23.538263,-17.061945,-19.816662,-20.681438,-15.087556,-20.245346,-21.191418,-23.642782,-24.329374,-28.687624,-21.430567,-19.667189,-22.783432,-24.107346,-23.54966,-28.11009,-23.403826,-28.929071,-22.160892,-23.783247,-21.612598,-18.247925,-26.467684
-80.0,-13.910013,-21.684366,-16.873066,-18.572563,-18.065876,-25.503962,-18.14022,-12.052155,-18.664732,-25.341496,-19.001377,-26.539822,-23.989851,-21.061031,-19.021431,-21.66845,-15.1930485,-11.558756,-12.877888,-4.639742,-24.90212,-21.461737,-27.249537,-23.644384,-15.817503,-23.297508,-23.220753,-19.591908,-13.394192,-13.389778,-20.23338,-23.17426,-26.520498,-19.579216,-23.45488,-34.98882,-22.599884,-23.649157,-33.77966,-28.800795,-22.82164,-24.142416,-27.971659,-25.461367,-25.581196,-21.908716,-25.007488,-20.309505,-27.886795
-80.0,-12.310673,-19.91481,-16.558054,-16.72334,-12.398796,-25.836569,-20.226788,-11.966871,-17.18938,-23.880402,-22.42764,-22.858593,-22.883469,-20.127823,-18.558552,-16.490902,-20.96503,-6.915716,-10.003954,-3.8952656,-15.40147,-18.00713,-25.554409,-14.722469,-12.216883,-17.803627,-26.255672,-19.019035,-15.453087,-11.3618355,-26.352427,-22.069277,-25.17282,-22.150082,-18.033958,-22.177116,-20.51663,-19.487005,-28.54838,-23.99134,-21.748661,-19.470726,-29.932283,-26.425577,-25.247229,-22.625755,-27.265139,-25.9417,-30.7462
-80.0,-14.452589,-24.135624,-21.328325,-12.979773,-18.093971,-20.077408,-21.059732,-17.976799,-18.144154,-19.15752,-19.655354,-21.770576,-20.777342,-15.579899,-18.084126,-19.392046,-17.106998,-3.5846386,-9.758955,-12.397575,-15.781305,-19.050304,-21.550009,-13.085754,-9.805803,-13.493622,-23.932016,-14.015545,-26.298092,-16.013618,-23.73787,-19.72992,-19.403305,-25.996418,-17.101273,-22.929256,-22.617773,-19.332983,-23.83764,-27.101175,-25.006737,-16.626377,-25.89765,-21.27038,-23.349995,-27.613447,-26.351849,-24.629032,-27.644133
-80.0,-13.418707,-23.676224,-23.575542,-13.008644,-30.48483,-19.598608,-23.647427,-13.572552,-17.185707,-23.290407,-20.65897,-21.424372,-26.56937,-15.360361,-17.335743,-17.359419,-12.448938,-2.003973,-8.695963,-15.333146,-20.9591,-16.207489,-16.24213,-18.905788,-12.176392,-16.551975,-21.01561,-7.423254,-15.401304,-11.126768,-11.34709,-19.552568,-22.97338,-26.650084,-19.715809,-18.771519,-24.15823,-20.125713,-19.249872,-20.864008,-20.652973,-14.718243,-24.455473,-22.174274,-27.110378,-25.107758,-21.478508,-25.458591,-24.638048
-80.0,-15.8505,-21.420837,-14.534388,-19.99044,-29.817123,-13.365234,-25.86353,-15.02696,-18.943377,-18.277304,-18.129616,-22.767708,-29.032024,-14.800233,-10.473318,-20.39104,-10.51046,-8.833891,-4.291157,-8.702778,-16.974808,-15.128952,-17.253012,-18.370504,-12.552347,-17.969357,-14.140711,-7.6424503,-14.217855,-9.014563,-11.912123,-20.063314,-23.280993,-23.824402,-23.135778,-18.222908,-20.442993,-23.571604,-23.92394,-17.052185,-19.05177,-17.742027,-25.622625,-24.802546,-20.772175,-21.986502,-23.661604,-27.64886,-21.378395
-80.0,-12.425146,-13.800772,-15.139775,-15.678896,-18.99567,-10.486328,-24.316265,-17.79683,-21.389648,-14.278364,-10.983616,-19.15559,-25.740696,-13.741274,-11.190292,-14.932983,-12.749926,-15.361165,-4.4877186,-3.5710468,-14.224335,-14.550196,-21.135166,-13.000656,-11.399496,-17.167187,-11.175625,-11.978804,-9.548256,-12.666857,-20.649574,-16.600986,-22.74096,-20.410563,-15.9192295,-19.556889,-16.338388,-23.260323,-19.13649,-22.531048,-18.135021,-11.25354,-21.120863,-18.178814,-14.4446335,-17.051664,-20.477604,-22.081724,-25.455685
-80.0,-14.109245,-9.874506,-12.944288,-17.830225,-14.215542,-14.793372,-22.56792,-14.8804655,-18.484097,-22.856998,-8.178085,-16.349869,-19.299131,-11.454113,-10.979343,-12.153288,-12.177856,-17.027779,-4.795624,-12.526636,-9.59458,-17.768875,-17.680532,-11.061821,-13.249552,-22.48241,-13.837271,-14.820031,-10.728746,-16.7566,-20.65348,-16.200012,-16.71109,-17.463583,-16.557941,-21.516985,-19.730568,-18.894682,-21.131756,-23.774284,-15.177607,-10.064047,-18.89917,-20.457329,-16.67585,-18.925879,-21.705105,-23.38229,-38.042416
-80.0,-12.032349,-10.181253,-7.47023,-11.56572,-10.406651,-21.341469,-17.588276,-19.624096,-12.982992,-17.723694,-14.534853,-17.797848,-20.305637,-10.224796,-13.891449,-14.490349,-9.30081,-15.962104,-6.9426403,-11.511583,-12.0827675,-14.773739,-16.853188,-12.289652,-7.83782,-17.09514,-10.744772,-12.777826,-11.935036,-21.313992,-15.798429,-19.762129,-10.866854,-10.491522,-19.283865,-19.40033,-22.808937,-18.634113,-18.644417,-18.871523,-11.090055,-13.541615,-18.392723,-29.384315,-14.198101,-32.161133,-23.146406,-21.531689,-34.44498
-80.0,-15.645935,-12.28059,-5.3348274,-6.1299,-10.387098,-15.607423,-20.772873,-18.123184,-11.334433,-14.073946,-10.818153,-19.12606,-13.019173,-12.959879,-8.715418,-15.363806,-10.847818,-18.148586,-8.952444,-9.718775,-7.5687523,-11.281549,-22.474762,-15.57772,-5.051903,-16.410316,-11.861507,-15.213902,-8.686842,-14.5179825,-8.390421,-12.015892,-12.113325,-6.2052784,-15.836531,-11.029432,-18.224014,-22.187141,-16.45637,-18.951057,-16.40696,-10.83206,-18.200336,-35.398712,-17.015167,-26.063383,-31.24559,-20.29691,-33.543262
