-22.984844,-20.867918,-22.662266,-9.529453,-2.6011772,-2.1092396,-1.7605076,-2.4910316,-2.416607,-2.3550549,-2.12121,-2.3578205,-1.8173256,-24.996105,-19.003468,-18.443953,-20.276413,-21.131855,-29.410551,-21.797512,-27.847664,-26.581358,-23.980507,-21.423088,-21.72953,-21.35879,-23.781998,-26.665018,-30.170383,-24.27049,-17.147226,-18.43355,-24.767275,-16.746044,-24.554344,-23.062395,-19.540962,-22.934986,-31.469378,-24.773258,-18.531027,-23.472408,-25.471752,-25.4034,-22.465744,-24.873318,-28.306858,-21.677727,-19.737507,-20.04079,-19.069439,-23.537094,-24.7096,-23.191067,-21.382708,-21.06008,-24.09382,-23.86258,-18.624445,-20.561182,-21.33181,-21.115803,-25.756956,-19.088652,-17.750427,-22.094019,-18.705017,-19.5126,-24.970234,-20.84525,-20.708164,-21.60207,-21.435663,-20.6968,-22.73751,-17.839897,-23.702713,-28.490414,-21.6286,-21.34975,-22.569685,-24.092934,-26.729353,-23.93706,-24.017954,-17.348341,-18.579918,-22.438078,-13.701075
-22.984463,-20.085451,-27.033146,-14.20323,-32.49554,-33.560482,-27.09709,-32.085117,-27.34049,-27.221813,-27.198597,-28.194538,-20.060135,-22.188242,-19.605766,-22.920385,-22.919693,-18.786083,-22.296001,-27.818066,-28.91748,-28.142033,-19.3753,-25.779716,-17.980642,-24.548622,-28.048527,-27.175394,-22.231178,-26.410187,-17.911718,-20.991436,-27.905266,-20.66006,-22.165283,-24.750792,-22.191635,-28.107935,-29.900837,-31.656536,-25.196304,-25.09364,-22.826332,-28.369154,-24.337315,-24.867237,-32.782856,-25.388195,-19.523361,-31.00264,-19.917511,-22.922972,-23.68925,-27.57914,-17.249714,-26.759266,-27.318312,-22.171486,-22.418556,-21.539251,-22.265276,-15.924486,-25.35815,-29.562054,-23.079205,-20.807116,-22.700191,-20.300163,-17.775776,-23.608746,-23.705238,-36.25176,-27.083878,-23.43895,-23.162354,-20.88911,-25.867165,-24.813934,-25.434052,-21.452713,-16.749619,-32.989067,-22.821854,-22.757357,-34.97674,-22.79139,-22.190796,-27.724308,-21.995903
-21.284336,-16.580664,-28.698957,-15.964761,-38.686043,-31.951118,-35.282948,-29.91838,-32.764893,-26.569086,-32.482365,-37.97117,-26.45905,-25.534195,-16.522535,-29.343761,-20.049898,-19.707981,-20.26775,-25.21344,-25.94149,-28.170168,-19.09648,-24.108093,-24.41055,-19.445288,-25.067905,-28.277475,-22.5346,-18.681988,-21.610111,-20.183014,-23.254257,-22.694307,-27.581818,-24.453758,-19.757095,-29.352682,-25.596037,-22.137625,-30.22253,-25.99239,-18.199642,-23.3525,-24.225641,-24.97244,-28.8084,-22.557936,-24.032303,-30.174765,-24.62674,-31.155191,-33.020966,-33.03531,-23.546429,-31.122437,-26.332458,-24.980295,-16.805986,-21.922325,-30.398823,-18.425207,-22.306908,-35.318733,-22.288307,-26.361439,-28.187357,-21.776737,-22.79583,-21.785063,-21.543917,-27.540157,-24.4267,-31.453775,-32.736702,-25.724152,-27.493837,-21.809958,-23.786335,-28.797802,-17.990778,-25.487656,-26.905136,-21.91062,-36.0017,-26.508598,-20.861277,-27.311846,-27.107258
-21.73955,-19.343847,-28.465866,-18.82568,-28.66454,-29.32334,-23.888775,-24.312366,-35.178074,-25.667652,-29.39206,-33.722908,-27.160753,-24.30605,-21.692192,-29.55426,-22.762741,-24.00829,-28.118603,-23.094091,-23.370602,-27.488203,-15.041576,-22.37233,-25.588718,-17.731823,-21.439203,-25.047417,-24.139305,-18.331352,-18.111408,-25.185944,-20.237741,-27.728163,-26.63896,-23.036049,-19.301762,-24.572182,-27.585001,-22.38343,-21.675606,-24.637056,-16.59142,-25.645573,-24.949081,-25.911228,-25.598148,-23.860407,-24.271736,-28.583754,-23.809551,-24.593868,-25.5329,-25.91355,-30.265413,-29.442757,-25.596062,-26.011871,-16.941072,-22.374725,-22.241468,-15.882568,-27.416164,-37.82524,-24.04976,-23.993103,-24.921831,-20.84703,-24.512539,-22.432877,-19.241142,-20.444065,-19.90266,-23.841389,-35.712902,-23.645855,-26.265059,-26.276398,-22.082561,-28.479578,-20.29337,-20.32424,-24.402359,-24.140333,-26.274128,-24.505222,-26.097193,-28.284414,-33.401493
-23.866587,-20.914804,-31.250124,-23.43591,-24.31463,-30.048021,-22.987717,-29.132576,-29.855186,-31.69828,-29.867357,-28.571663,-28.808725,-24.981133,-21.251083,-25.600567,-28.504381,-21.258583,-31.777275,-27.428423,-27.50363,-27.188152,-16.383965,-26.551907,-25.711039,-24.870054,-19.012627,-25.18608,-23.010813,-21.898472,-17.348207,-24.926592,-24.45785,-23.74701,-23.751774,-26.131044,-28.54381,-19.123528,-28.382864,-25.431675,-18.351177,-22.265318,-21.700314,-26.254778,-19.342293,-23.747446,-26.084831,-27.612186,-19.560036,-27.862574,-34.12301,-26.148249,-22.605745,-23.638958,-31.88161,-27.324957,-25.543304,-27.44049,-24.1235,-21.198101,-23.614166,-19.843904,-23.998888,-24.51868,-22.915855,-25.533482,-23.337622,-27.128887,-24.656887,-28.168936,-24.545637,-20.830063,-22.214767,-22.577734,-33.581768,-21.462074,-24.339142,-23.817162,-22.93064,-25.771667,-21.501287,-21.112413,-20.568546,-23.798233,-21.606424,-20.948872,-22.936527,-30.905445,-37.798363
-24.541054,-21.002298,-30.50485,-24.074373,-30.776434,-29.395372,-32.019135,-29.47659,-29.17555,-32.806572,-29.284796,-31.517767,-33.44375,-24.30156,-22.408962,-21.57406,-19.666643,-23.306225,-25.658205,-26.557156,-24.193016,-21.308022,-20.852139,-19.508026,-31.125097,-20.675709,-20.41992,-32.90571,-21.825565,-25.512577,-25.433672,-24.580479,-24.188803,-20.786236,-22.479095,-28.780764,-30.016876,-19.059351,-24.746529,-28.190708,-19.809181,-19.939919,-22.044905,-21.86264,-19.94261,-24.42432,-24.178852,-19.405788,-26.504503,-24.483232,-30.493181,-22.654558,-23.91303,-23.454596,-31.908854,-22.999441,-26.95204,-32.666092,-31.982132,-24.969917,-23.00489,-22.211342,-21.85524,-22.568005,-25.16278,-26.65612,-22.032372,-28.391506,-23.548285,-23.356977,-26.330826,-23.132044,-24.246922,-20.633835,-28.686073,-24.909328,-22.566511,-25.490673,-27.700235,-24.531864,-21.057568,-23.958315,-23.022886,-26.595745,-27.21988,-27.770897,-21.438932,-23.44654,-39.707245
-21.049736,-23.42657,-23.88597,-26.530775,-33.190075,-27.342861,-30.068527,-28.532291,-33.488358,-28.776712,-29.850544,-31.769073,-26.085102,-26.63269,-24.135498,-23.96894,-18.05962,-23.841105,-24.109386,-30.8811,-18.815254,-20.149448,-29.123066,-18.224041,-21.699205,-24.078487,-26.347473,-24.03769,-23.397308,-22.229094,-18.937906,-18.464008,-16.712357,-24.977564,-21.766941,-31.06953,-23.973944,-24.356956,-22.417763,-26.51685,-22.137814,-20.910576,-24.366074,-26.656618,-23.33058,-25.932991,-22.556969,-19.6866,-24.553894,-21.186203,-24.761776,-18.422113,-29.0026,-25.92953,-24.723083,-24.572075,-31.475275,-35.20898,-33.576492,-19.736969,-20.827843,-24.024328,-24.986195,-27.950426,-20.619236,-26.913311,-20.791096,-27.969385,-27.18178,-24.91607,-23.091301,-21.621222,-20.669537,-19.25011,-17.255758,-19.978834,-21.30868,-22.002922,-27.751469,-23.007229,-18.09425,-24.02245,-27.684015,-27.29157,-28.360508,-29.057003,-23.942636,-18.790287,-29.737522
-20.80561,-27.56812,-22.444067,-24.222626,-34.283653,-32.14532,-23.64334,-34.892876,-29.311684,-28.778149,-33.92474,-37.135315,-29.64332,-29.688194,-23.961199,-24.975279,-24.718903,-25.939217,-27.594685,-25.981508,-19.060654,-20.478107,-24.157825,-21.50287,-20.470013,-27.188665,-23.526978,-19.895273,-27.85939,-30.520748,-18.458193,-16.212786,-22.341282,-21.390059,-28.522552,-27.451475,-28.39886,-24.262566,-24.620516,-24.436108,-27.649704,-25.802769,-28.15153,-28.625944,-32.95137,-24.769869,-21.922058,-18.583103,-23.267609,-23.3516,-24.73926,-25.435795,-29.292498,-26.011143,-24.049286,-29.283388,-30.13868,-27.906982,-28.807201,-26.253021,-22.31026,-28.31952,-27.55623,-27.40869,-21.090532,-22.568756,-20.069962,-28.79501,-25.884338,-23.16195,-25.534735,-22.672707,-24.42314,-24.62046,-14.979242,-22.358418,-29.76796,-26.365337,-25.677074,-21.796562,-24.940601,-22.45579,-23.172783,-20.228127,-23.121368,-21.172005,-23.350002,-18.977072,-26.96085
-22.280098,-24.01976,-26.661661,-19.566252,-30.812067,-26.762794,-24.332924,-33.75845,-33.515377,-33.499825,-34.316364,-33.70183,-32.3532,-27.295244,-22.786549,-24.13816,-25.37841,-23.191832,-28.879732,-27.460535,-25.107082,-21.822517,-22.805,-21.952232,-24.741194,-34.096786,-24.164701,-25.434252,-21.530384,-29.3118,-25.932056,-23.835003,-22.471653,-22.757963,-27.884977,-28.00523,-22.63976,-25.776514,-22.919575,-20.298725,-35.583065,-27.2035,-32.57311,-21.410843,-27.381815,-22.81702,-18.040302,-15.915583,-27.7552,-22.684813,-23.909975,-29.488033,-28.235664,-22.087322,-20.741714,-33.14863,-24.671936,-21.723785,-24.88372,-19.97287,-21.50681,-27.861752,-28.248753,-23.720379,-23.36678,-19.337168,-23.784775,-16.902073,-25.848122,-24.91754,-29.533327,-22.624908,-24.1898,-26.379065,-18.559488,-26.554876,-22.908932,-27.17683,-25.815733,-17.899757,-23.90325,-26.826475,-22.212921,-20.399998,-22.637682,-22.239906,-20.588892,-21.13982,-30.97548
-26.350529,-23.832962,-29.435274,-19.378147,-25.839718,-26.403093,-30.254185,-30.186481,-30.321749,-33.115437,-30.260002,-28.519485,-28.20769,-28.772587,-23.801289,-22.84975,-31.54229,-23.407314,-22.60991,-26.586199,-25.754507,-26.216963,-26.59675,-24.18444,-23.442295,-30.333776,-27.381346,-31.31091,-28.709099,-29.457663,-32.377346,-35.579487,-25.140465,-26.450298,-28.44807,-29.253565,-22.740826,-27.105879,-23.298748,-21.782644,-19.706406,-27.327293,-24.196514,-23.009794,-25.718689,-24.676987,-21.858727,-18.410084,-22.290882,-19.927187,-27.299885,-24.26155,-23.365139,-27.4412,-19.223381,-28.167675,-20.134819,-22.94209,-27.588669,-21.656818,-19.992748,-24.235691,-30.250353,-28.372833,-27.505999,-19.39423,-24.152485,-16.582602,-35.09302,-23.056396,-33.379322,-19.995022,-30.334044,-22.47971,-23.749886,-37.239697,-23.988243,-19.740004,-26.788319,-17.423275,-29.649872,-25.628963,-20.973923,-22.017565,-27.29974,-30.538776,-28.675226,-23.625738,-34.775852
