-80.0,-2.0843601,-6.6597385,-8.514942,-7.99102,-8.614037,-9.756487,-10.156254,-10.714773,-8.052709,-7.2404156,-8.028955,-8.159637,-6.3638535,-5.8594437,-6.114683,-5.50259,-3.975315,-4.305704,-3.3472328,-2.7983513,-3.0097675,-3.9124146,-4.6190147,-4.010439,-4.4081955,-3.442978,-2.9304867,-3.5770454,-3.384678,-3.1439514,-3.6326294,-4.0636673
-80.0,-9.89473,-20.627258,-22.089275,-19.011269,-19.89219,-24.96006,-26.217121,-25.632637,-27.463486,-20.554909,-20.622635,-26.526974,-18.563625,-21.296951,-18.063362,-23.337433,-20.877506,-20.87055,-27.26169,-22.278608,-26.209917,-21.72741,-25.179058,-21.858997,-21.772596,-21.657564,-22.799221,-26.315159,-24.15208,-21.476582,-17.684553,-18.201271
-80.0,-15.85376,-21.856203,-20.872152,-17.017958,-24.956747,-25.849865,-23.255941,-26.926565,-26.126991,-22.324326,-22.86232,-25.946774,-20.336538,-24.495554,-20.423723,-25.852045,-16.746374,-25.00444,-23.619295,-19.206797,-25.107294,-22.107513,-22.2182,-18.562181,-28.237026,-24.877798,-26.78837,-25.18325,-30.089268,-21.492882,-22.425438,-17.041645
-80.0,-15.995547,-23.621851,-20.960424,-23.628992,-20.552235,-21.04184,-24.809135,-26.627254,-25.277369,-22.35075,-18.234127,-20.681835,-18.818932,-21.078781,-18.470844,-23.52982,-20.534887,-19.910833,-18.722176,-18.876476,-23.035496,-24.297276,-27.428537,-16.06512,-25.25645,-30.452145,-22.210464,-24.609802,-22.586544,-20.623402,-26.387545,-18.578573
-80.0,-19.999664,-24.777168,-15.867078,-20.631691,-19.354992,-23.604645,-25.055502,-20.389904,-23.772528,-22.658947,-23.599562,-22.260965,-19.24102,-22.962143,-19.357052,-24.320791,-15.498159,-15.679434,-25.404808,-22.110031,-17.217342,-21.825397,-21.186514,-18.346947,-25.040154,-26.0492,-25.214655,-18.991716,-18.238306,-25.526392,-21.843863,-23.683685
-80.0,-17.56138,-25.657928,-16.600534,-20.298233,-23.408743,-26.54262,-23.676054,-21.73711,-22.684212,-25.46215,-26.779161,-27.571657,-21.07727,-27.104954,-18.350372,-21.036522,-16.079077,-17.725174,-26.470518,-30.420876,-21.077726,-21.161087,-19.413582,-21.122929,-24.637827,-25.392298,-24.615664,-13.895626,-20.533323,-25.343157,-26.30833,-17.67602
-80.0,-14.990868,-29.440014,-23.526276,-18.91449,-18.626886,-24.55125,-23.60026,-21.943806,-19.798801,-27.858578,-22.702892,-26.120373,-22.116547,-23.185707,-18.037676,-19.337242,-21.540955,-22.558403,-19.553802,-28.488924,-20.245045,-22.706207,-22.412027,-21.84787,-26.933641,-24.30136,-26.956436,-14.630578,-22.14019,-20.82768,-26.814705,-18.877956
-80.0,-15.876806,-27.48794,-22.992252,-16.763155,-20.573277,-25.524582,-22.061527,-23.473072,-18.584663,-28.341103,-24.845465,-25.078362,-25.525026,-22.083149,-24.755102,-16.072958,-24.53043,-25.510134,-23.57735,-26.604553,-22.119553,-21.625204,-23.104069,-26.588299,-27.927805,-23.063776,-27.227428,-20.874748,-21.50233,-20.561508,-31.978512,-24.072403
-80.0,-20.000364,-23.450775,-20.568699,-22.016651,-17.366013,-19.805832,-20.16432,-24.256477,-17.301632,-29.783209,-17.864193,-22.103405,-20.491926,-25.957796,-22.204262,-20.35915,-25.460743,-18.770212,-26.886845,-22.78728,-24.625309,-23.213242,-26.797043,-19.81367,-24.286982,-22.703398,-19.662046,-30.875477,-22.585169,-21.055231,-22.886564,-26.0863
-80.0,-23.03882,-24.358257,-24.240417,-33.418106,-24.809868,-19.716429,-19.122059,-25.827995,-22.986807,-29.624823,-17.15712,-17.12643,-21.393572,-22.778477,-19.550688,-29.664078,-25.301838,-17.875816,-24.286175,-21.775576,-20.311623,-24.162909,-26.937277,-16.977142,-27.660532,-22.795927,-22.30015,-32.879135,-30.524002,-20.325094,-21.35868,-21.113857
-80.0,-18.797474,-22.160877,-25.34388,-21.632402,-30.73047,-19.90514,-25.854269,-22.36069,-19.92241,-34.442284,-13.755395,-17.32021,-26.306787,-22.921684,-23.535091,-20.521511,-21.427643,-19.793201,-21.483955,-18.139065,-18.40657,-20.329552,-22.629646,-18.877848,-31.273167,-23.290962,-29.636686,-29.017002,-22.091434,-19.408154,-26.84092,-18.358847
-80.0,-15.561058,-19.861443,-20.683264,-18.054668,-30.70789,-23.181545,-24.76615,-19.571335,-22.545774,-24.454576,-17.310776,-29.881699,-22.349579,-25.157804,-32.01306,-16.110046,-28.384865,-23.56229,-19.079912,-18.096073,-22.70095,-23.567677,-27.266739,-21.896212,-24.723392,-19.941656,-25.013475,-32.646233,-28.052448,-23.900772,-23.852814,-20.717634
-80.0,-18.221382,-18.934511,-22.600971,-23.49405,-28.607162,-28.525543,-20.668547,-25.503292,-21.849579,-21.961287,-20.328005,-26.163414,-25.193615,-22.42791,-22.6994,-18.322176,-25.613169,-20.708548,-20.772669,-19.973154,-16.548077,-23.94687,-21.022535,-20.190369,-27.256302,-22.709417,-23.596594,-25.530159,-31.531612,-23.589617,-16.796099,-21.350874
-80.0,-25.119026,-25.683655,-26.808317,-25.115269,-23.823484,-22.57228,-22.554573,-26.654125,-25.656836,-22.445875,-27.536991,-24.842731,-29.5577,-25.067982,-19.588947,-18.785852,-21.206879,-20.505962,-25.266476,-25.140093,-17.64034,-23.840776,-20.509968,-22.904066,-29.81398,-27.822035,-22.499718,-19.31501,-30.164291,-19.945793,-19.635874,-22.78227
-80.0,-23.692545,-22.57424,-26.54676,-20.19729,-21.845924,-17.585875,-26.746796,-24.832403,-18.122618,-23.031391,-21.092262,-28.214256,-23.670195,-23.287983,-20.819035,-21.165855,-21.299982,-23.945429,-31.791641,-29.69994,-21.670794,-23.67672,-16.503395,-22.526354,-30.690666,-26.02462,-25.653698,-17.743906,-24.359907,-17.012032,-22.808208,-23.152199
-80.0,-21.39765,-20.778128,-21.342333,-21.34265,-19.793167,-18.518726,-23.49381,-20.042278,-16.780285,-19.572891,-24.009918,-26.117886,-21.379911,-27.11183,-19.456871,-19.899677,-18.567974,-22.32703,-21.842314,-27.331842,-21.59552,-27.68192,-19.64177,-23.3874,-18.073711,-23.623579,-24.130972,-22.06232,-22.605373,-18.693504,-23.878819,-22.437067
-80.0,-20.64013,-19.45305,-16.719612,-23.507635,-20.795452,-23.609892,-26.828875,-18.960165,-19.861311,-22.816957,-25.041687,-18.511038,-20.943237,-24.476389,-19.381554,-20.1205,-24.219349,-22.691072,-21.474253,-24.661364,-20.08255,-24.010237,-21.803097,-24.345713,-14.403487,-27.290787,-23.686138,-24.245485,-18.869652,-27.698639,-22.179005,-21.295908
-80.0,-23.34317,-19.921165,-18.830986,-21.432106,-23.678303,-26.817225,-30.67588,-18.164864,-24.142458,-30.586718,-19.661137,-20.538052,-17.823723,-22.138538,-15.581577,-22.830017,-17.198345,-21.191486,-25.922802,-23.453457,-18.189957,-17.812965,-25.061134,-30.613735,-22.30418,-24.5069,-18.384346,-25.632572,-15.865972,-28.411957,-21.343452,-19.596157
-80.0,-19.084194,-16.426807,-23.492716,-23.651018,-25.038595,-38.33768,-22.816923,-22.058397,-22.619255,-30.154064,-21.994316,-25.923449,-21.729862,-25.71743,-18.600676,-33.469887,-17.262642,-19.12727,-25.458153,-21.989496,-14.965803,-15.1687975,-25.559456,-31.1793,-24.235905,-23.507246,-19.097572,-23.97853,-21.07908,-23.377611,-26.245031,-16.776451
-80.0,-20.575184,-17.415699,-20.500904,-21.605207,-23.254175,-24.392382,-20.92805,-20.801037,-23.066067,-27.834215,-21.883322,-23.467678,-18.593134,-20.269768,-16.811722,-18.5784,-19.756039,-20.723827,-20.57051,-16.330505,-15.559561,-18.270737,-29.831942,-31.674192,-24.695755,-23.254488,-20.332684,-20.799301,-24.416851,-23.32116,-24.437193,-20.453392
-80.0,-25.923075,-20.639017,-19.639668,-18.852596,-24.317688,-21.687382,-18.683044,-26.749369,-21.121294,-27.340357,-18.899647,-21.369564,-21.753407,-20.624466,-18.640041,-15.544325,-22.337904,-19.664795,-24.689903,-19.042612,-24.52146,-25.684227,-24.58257,-25.136543,-20.451715,-20.471073,-25.174866,-18.1315,-25.61685,-21.703661,-21.577044,-20.066118
-80.0,-26.151964,-23.858097,-27.109962,-17.148699,-20.493567,-24.3276,-21.934893,-26.027227,-19.43311,-29.278343,-22.501305,-16.850243,-22.755886,-16.643253,-27.705938,-15.248586,-24.606531,-21.05717,-28.494183,-25.982391,-20.253479,-26.828487,-19.91628,-21.394848,-20.54883,-24.111446,-28.392174,-21.861635,-19.797153,-23.370066,-19.746208,-18.117157
-80.0,-28.992607,-28.479483,-22.294493,-19.047417,-24.757149,-22.522556,-26.662916,-20.990154,-27.663986,-24.54681,-20.528809,-21.175396,-24.576393,-19.106606,-26.056904,-22.040756,-19.298004,-22.237038,-24.736057,-24.177637,-17.913366,-27.375553,-24.486609,-20.599878,-22.190351,-20.793543,-24.352455,-28.792805,-19.934732,-23.961061,-21.948732,-20.617779
-80.0,-21.759233,-22.483156,-19.527369,-21.692406,-19.887842,-23.692612,-21.982038,-21.88623,-29.80817,-25.725079,-22.600775,-28.251049,-20.544418,-13.897453,-19.641954,-21.870607,-20.5425,-22.624363,-26.242226,-21.5186,-21.306501,-24.517597,-20.508568,-24.747766,-18.956446,-20.95612,-26.020922,-20.785099,-24.28046,-23.694675,-27.435307,-25.155968
-80.0,-18.710487,-20.700336,-25.321405,-22.940811,-22.554495,-22.463789,-22.802383,-19.576746,-21.62856,-26.00589,-25.605299,-27.885323,-18.70324,-15.170813,-15.418263,-18.086693,-20.80563,-30.15237,-20.761887,-19.439938,-20.43042,-18.55187,-19.846565,-31.609888,-24.633018,-21.512705,-21.981108,-24.334253,-28.57093,-20.242386,-28.839834,-24.968586
-80.0,-23.169819,-24.97624,-22.468916,-23.22673,-23.986876,-22.815813,-27.736542,-19.95551,-16.871685,-19.051895,-26.547945,-22.317192,-21.66172,-20.202068,-17.097786,-15.963054,-22.427414,-30.337143,-20.80177,-20.847584,-17.936096,-19.825905,-19.634932,-24.879917,-28.429993,-21.60266,-22.835108,-26.056522,-26.786234,-21.295132,-24.14309,-26.190378
-80.0,-22.643297,-23.778076,-24.028952,-24.941927,-16.483498,-25.176752,-30.768856,-18.263144,-21.232712,-22.249083,-24.280722,-16.245071,-22.727093,-18.473278,-16.89891,-14.275721,-21.645905,-30.141094,-18.298225,-17.427694,-22.961885,-27.91335,-23.094702,-24.677376,-23.439465,-22.894789,-20.361832,-23.445177,-30.608074,-20.117939,-22.306372,-22.902044
-80.0,-26.775534,-31.6046,-23.979443,-30.374151,-19.096882,-22.43887,-31.135769,-18.033741,-19.906975,-22.654728,-21.890146,-17.910872,-20.948284,-20.069935,-18.871674,-15.318462,-23.212162,-24.788712,-20.381382,-21.484417,-16.93692,-26.271275,-23.556772,-26.4808,-22.434362,-22.978785,-18.55144,-18.650894,-29.389801,-26.054745,-24.007685,-25.759813
