-23.122725,-18.11088,-14.097471,-17.392809,-8.077649,-9.461241,-14.50425,-14.666389,-8.327365,-14.397894,-11.547875,-11.407147,-12.316861,-12.048782,-11.639756,-11.677398,-20.988949,-9.05423,-12.557341,-13.253871,-11.060234,-16.703283,-8.714218,-18.674105,-19.823214,-10.4141245,-10.022942,-12.393213,-9.701822,-10.908619,-22.525236,-10.673952,-12.676999,-12.090898,-11.766218,-14.097366,-10.136021,-13.597555,-6.4959764,-5.7580996,-12.800041,-12.566167,-17.35831,-15.598207,-12.405844,-13.338877,-7.5185347,-13.69462
-20.09606,-12.577501,-14.605003,-12.088338,-12.852998,-6.753607,-19.295555,-15.309886,-9.450401,-16.96518,-13.060195,-9.744004,-10.58825,-17.452932,-9.643255,-8.863888,-12.878065,-12.848601,-20.149391,-10.402216,-9.010486,-14.659252,-12.757076,-7.2931147,-17.653276,-7.9321337,-17.157108,-13.248357,-9.853869,-7.762953,-18.945099,-18.626045,-13.637373,-14.034975,-17.133692,-12.987833,-15.110752,-11.914223,-9.004722,-5.5967674,-16.658886,-17.514189,-15.163914,-15.954512,-12.4448395,-12.850714,-15.485022,-15.260208
-18.214571,-9.189495,-11.113247,-16.164265,-10.803743,-13.983142,-18.148489,-15.160965,-11.474071,-14.579103,-6.4500923,-9.76736,-8.888936,-12.717821,-12.5944805,-14.073108,-14.43545,-9.578234,-15.758312,-12.590969,-12.447032,-7.8851433,-11.652249,-7.0941734,-12.508856,-11.650821,-12.390053,-22.108313,-6.910652,-16.89045,-18.455557,-16.055693,-8.433531,-27.117586,-9.31731,-11.238395,-15.362762,-17.770277,-13.083487,-10.147102,-16.085667,-16.674404,-13.862684,-16.341322,-10.502933,-22.645481,-11.843341,-9.976774
-19.214062,-15.345971,-11.115497,-20.169783,-14.1542015,-14.044051,-16.060738,-10.017437,-13.787071,-15.376379,-5.76892,-8.987061,-12.29781,-9.306845,-16.695559,-15.358507,-12.028866,-9.58272,-14.027185,-14.568901,-17.650702,-9.945207,-10.991956,-13.173668,-12.966022,-12.590799,-11.194829,-16.99332,-12.031771,-17.91863,-15.439665,-19.12662,-10.940794,-21.070467,-6.7299194,-17.47346,-11.195483,-19.15625,-12.885731,-12.342363,-18.003345,-12.012856,-7.719118,-16.021626,-19.54716,-18.71045,-10.283119,-9.649253
-17.55024,-13.143897,-14.360527,-8.725578,-12.577044,-10.930518,-7.4516306,-10.80206,-6.5100594,-13.538335,-6.4042625,-13.052702,-15.627502,-15.322098,-10.507768,-9.51992,-11.691511,-9.866353,-11.974882,-17.94739,-17.355312,-14.355558,-16.73276,-12.98665,-10.205044,-15.598133,-12.192766,-12.828456,-8.959031,-7.997938,-17.958218,-18.183313,-19.108812,-12.041281,-10.447316,-19.327526,-13.504929,-13.895593,-14.690073,-12.448859,-19.800436,-14.098301,-6.912757,-16.405458,-19.800964,-13.029379,-9.116758,-15.606556
-15.684196,-11.745359,-16.307348,-5.7561827,-14.217034,-13.546267,-8.454746,-16.304409,-6.4598455,-10.410333,-11.85173,-10.142125,-10.539464,-16.735607,-8.024453,-12.781941,-8.706626,-9.625198,-9.612602,-22.741766,-17.384205,-12.067443,-18.649178,-8.438885,-13.570774,-17.237125,-13.929075,-11.251709,-4.4767275,-7.0872736,-21.32869,-13.954911,-11.902292,-12.66202,-11.406998,-12.65029,-21.212006,-10.886843,-12.318697,-7.007657,-19.29556,-12.002182,-13.487358,-16.657772,-15.649054,-13.853336,-11.978566,-18.095728
-16.13961,-16.061708,-17.676254,-13.018868,-18.153082,-10.12065,-13.808973,-19.534994,-8.975946,-13.4656925,-11.8437195,-6.53708,-13.946796,-18.309586,-13.288205,-13.555974,-10.7096615,-9.447856,-12.460647,-19.533813,-11.0168295,-9.794692,-18.88456,-9.675698,-8.257943,-14.45461,-9.5610485,-10.252973,-8.652853,-10.296121,-11.652435,-11.68302,-12.368099,-13.22825,-13.898001,-8.264994,-12.899591,-9.713979,-14.277181,-10.836803,-13.611437,-10.97015,-13.810659,-14.269001,-8.449584,-14.500235,-17.294115,-15.764893
-17.93298,-9.977406,-10.271363,-15.155821,-12.988539,-8.613378,-16.301004,-12.923277,-9.378674,-16.426289,-16.436558,-12.903389,-15.978525,-12.858683,-17.206448,-11.496651,-12.388764,-16.463459,-13.026413,-15.599352,-9.661904,-12.043923,-14.928255,-13.949294,-10.087615,-16.024696,-13.392318,-11.173774,-16.573751,-12.879205,-14.27493,-7.5249863,-9.706979,-8.493553,-20.70852,-12.806457,-10.659152,-13.59543,-11.163028,-12.86312,-15.396615,-13.740603,-17.355133,-14.149834,-10.056462,-22.307642,-15.817488,-13.004873
-15.01626,-9.394002,-13.127111,-7.965164,-11.4123745,-9.786472,-15.876503,-12.858536,-20.125956,-13.204374,-14.785983,-15.180571,-15.96744,-10.339762,-15.501934,-12.680401,-15.444351,-15.173454,-12.94454,-19.166296,-5.973935,-6.5435743,-15.388206,-20.44157,-14.948593,-12.0095005,-13.814368,-15.901959,-17.519524,-4.7328644,-12.773294,-9.819893,-16.693207,-9.571123,-12.362856,-12.478485,-10.877129,-16.242191,-11.2752,-4.577407,-13.786199,-11.406225,-11.4839115,-17.982676,-10.749641,-19.673172,-20.474367,-13.366498
-13.149534,-11.998974,-10.488541,-11.997157,-11.305849,-9.377694,-12.694067,-9.086596,-15.974694,-15.89609,-11.468757,-13.754343,-15.149174,-14.136897,-7.785715,-19.180542,-15.236523,-19.971966,-12.112345,-14.237555,-7.1424093,-11.521429,-10.212934,-13.421438,-10.243362,-13.213148,-8.280741,-19.147621,-16.088335,-8.285861,-5.5814753,-20.503506,-12.3021965,-15.520618,-14.216858,-13.835608,-13.227741,-13.63044,-11.319665,-10.143913,-13.206438,-9.570105,-12.38142,-13.228767,-12.172649,-13.531108,-18.809875,-9.85761
