-16.941668,-21.769695,-28.81205,-27.770222,-32.395584,-17.146963,-19.24134,-24.77549,-24.07318,-26.599327,-22.97646,-23.1529,-30.098886,-22.678976,-18.667767,-30.691399,-23.806404,-27.387754,-27.335625,-27.785223,-36.51954,-28.343174,-26.795073,-26.478132,-30.84034,-22.272854,-18.813875,-17.111908,-34.77743,-23.403048,-24.188625,-23.175117,-27.378798,-24.327423,-22.533852,-24.191837,-22.956985,-27.526848,-31.88965,-17.202415,-22.42201,-22.506336,-24.02258,-23.238955,-18.660683,-25.428894,-20.64563,-30.895424,-27.145178,-29.153584,-22.862738,-14.915182,-22.591253,-27.31714,-23.058922,-16.840704,-20.786594,-32.278164,-26.016285,-22.16911,-20.888094
-19.767073,-21.496845,-22.627266,-23.873531,-31.01769,-19.411915,-25.748856,-25.037495,-22.608704,-26.693577,-25.058495,-20.410023,-24.788284,-23.079727,-24.353111,-25.371704,-21.081013,-26.302404,-23.810226,-18.141443,-26.986286,-25.33259,-25.085735,-26.343422,-27.067162,-27.992397,-20.433434,-18.951353,-31.44137,-25.923454,-18.72961,-19.332222,-27.573849,-21.681087,-24.935226,-28.83447,-18.007378,-24.35385,-23.969475,-18.005043,-22.065062,-21.641739,-23.982838,-20.922195,-21.434576,-30.659369,-26.147636,-31.240316,-24.414806,-32.33194,-25.293568,-22.6973,-27.37497,-22.703594,-23.509407,-19.37046,-19.736486,-23.238266,-27.820934,-24.189665,-24.362623
-24.73484,-20.314415,-18.530823,-24.41355,-25.399466,-22.240986,-20.743168,-24.541794,-28.453989,-20.040016,-31.877655,-32.31306,-26.919357,-31.959965,-23.324562,-24.522,-24.142403,-29.984455,-22.227661,-16.557621,-24.9809,-25.284332,-22.552647,-26.956217,-24.119186,-27.415636,-31.24211,-19.400738,-27.036358,-26.408352,-20.890003,-19.520374,-27.896107,-29.728357,-26.409584,-29.480614,-23.428963,-23.695051,-27.651157,-27.671436,-21.838703,-22.567095,-25.643347,-24.165781,-23.79562,-31.473177,-28.03493,-24.274921,-27.366434,-31.995525,-25.528427,-27.818726,-25.20825,-21.46847,-22.374117,-22.907528,-24.511166,-26.61098,-25.253567,-24.530003,-29.829298
-22.482424,-27.438667,-25.359251,-25.713188,-24.613247,-21.449446,-17.857212,-21.294403,-20.623663,-22.248291,-24.462038,-25.982834,-26.9306,-35.45017,-21.694756,-23.491606,-19.726875,-27.02398,-27.578266,-21.415512,-25.950542,-27.270123,-22.835094,-31.109798,-21.099457,-23.369984,-30.685354,-22.003563,-27.534313,-20.589024,-23.04279,-22.272532,-23.356936,-29.359852,-30.551373,-25.884035,-30.773106,-23.92799,-23.81073,-29.01301,-22.674414,-24.043709,-29.49967,-22.22628,-21.73565,-27.19067,-20.42627,-24.587406,-24.772549,-26.549103,-27.545494,-20.25341,-21.852549,-21.327084,-21.460873,-22.159687,-22.702438,-25.303032,-23.775715,-24.488691,-27.655075
-22.827427,-27.23515,-25.577124,-26.847265,-30.60199,-21.750862,-22.110775,-20.231281,-19.311058,-23.850092,-22.918938,-20.538185,-22.664791,-30.394478,-25.109455,-30.096674,-19.927162,-35.376106,-24.226059,-26.349611,-26.516106,-26.922646,-24.625626,-22.046936,-21.950327,-25.214794,-22.169296,-19.385921,-28.979843,-19.647991,-23.097862,-23.791704,-23.972136,-26.267351,-24.551556,-27.066757,-23.400475,-22.000519,-19.55504,-27.132313,-31.30665,-24.20488,-30.402918,-19.192486,-22.682625,-22.055176,-22.983936,-29.160484,-18.607958,-23.332788,-19.284546,-20.900013,-20.4978,-22.46677,-22.371534,-24.338257,-25.387712,-20.089828,-24.284931,-32.824158,-23.683609
-23.55148,-26.745525,-22.606739,-22.478409,-24.355024,-22.313477,-20.996342,-23.142836,-27.248669,-19.688482,-17.99411,-27.634197,-21.97825,-29.482122,-23.561039,-30.851446,-25.473701,-24.693941,-22.097923,-27.14775,-32.91373,-33.274376,-25.42001,-21.587234,-25.528725,-20.283419,-21.794907,-16.874107,-32.23011,-20.943714,-22.29043,-24.558796,-29.97773,-26.57492,-17.525936,-25.415869,-22.562872,-20.878513,-22.85838,-25.075533,-31.387856,-20.501331,-24.938385,-21.81705,-25.549753,-24.006115,-24.390549,-27.893148,-16.954723,-23.58194,-20.430628,-22.442162,-21.727736,-24.14038,-19.605104,-21.456726,-22.854855,-19.039946,-23.31319,-28.442265,-23.742657
-26.847395,-25.7205,-26.998852,-23.262459,-22.4934,-20.3512,-29.161251,-25.71986,-25.438082,-17.396767,-18.380484,-25.913832,-25.191002,-27.734287,-24.896383,-19.573326,-32.52007,-24.82444,-22.717613,-24.218714,-26.268097,-31.056347,-20.7808,-24.41927,-26.948135,-23.914652,-22.82658,-18.837444,-25.092272,-23.80579,-18.955452,-30.560917,-28.048546,-21.089247,-19.297705,-20.194324,-22.859211,-19.989609,-26.257185,-28.241085,-26.554176,-21.858303,-25.153055,-24.017956,-27.001783,-20.104603,-21.801098,-26.8387,-21.633461,-17.895332,-20.61694,-21.749084,-25.256195,-19.694283,-23.557228,-21.028803,-20.882843,-20.69523,-28.092518,-25.940674,-24.978819
-24.906845,-31.917803,-27.656506,-30.776363,-24.884876,-21.283966,-24.790268,-25.912739,-21.301073,-25.244436,-24.138588,-27.175188,-26.738997,-26.505472,-21.827896,-19.670021,-30.896366,-23.336857,-26.015532,-16.188921,-19.538685,-25.84076,-25.514578,-20.79486,-24.52788,-30.96586,-18.738571,-26.276432,-22.854872,-19.184769,-23.561422,-40.7963,-19.563408,-22.200329,-21.236507,-21.802624,-23.444126,-17.124424,-31.259525,-26.735823,-28.911081,-21.055809,-28.304367,-24.990059,-22.628456,-21.30664,-21.417488,-29.016827,-19.522053,-20.599804,-23.472773,-22.234655,-27.636839,-23.935091,-22.983433,-21.675169,-22.678074,-30.814692,-24.568653,-31.331224,-21.601013
-19.0397,-32.187855,-21.827312,-24.077845,-17.714039,-23.801071,-17.68156,-23.68524,-19.71862,-29.193295,-20.578318,-29.76826,-24.791435,-24.86124,-21.671015,-22.39503,-22.18893,-22.077576,-27.51492,-18.371613,-21.932177,-22.117172,-22.408995,-21.994331,-20.490288,-30.493713,-22.929142,-23.029284,-26.410643,-22.436699,-21.487156,-25.63474,-17.201315,-19.235004,-25.305202,-21.454718,-22.201527,-18.222973,-23.63552,-24.3549,-22.095242,-20.725578,-23.508907,-24.597687,-18.542091,-24.674414,-21.9008,-23.932644,-16.109718,-22.548874,-23.052788,-24.683456,-23.714342,-29.035656,-22.369802,-22.368107,-24.108551,-27.418964,-24.427961,-38.99784,-20.0158
-21.311943,-30.46041,-25.459291,-26.962917,-17.77881,-19.575539,-25.541344,-31.777182,-18.31183,-24.999107,-20.428823,-33.444427,-24.295431,-27.428822,-24.749508,-24.542961,-21.771042,-22.138487,-25.622395,-25.475641,-22.758375,-26.475082,-22.263037,-23.40045,-23.68608,-27.169949,-22.385948,-27.65926,-27.74339,-22.210665,-24.406225,-26.248678,-22.8992,-18.333115,-22.81403,-21.812834,-24.955376,-26.445911,-26.178463,-27.50607,-22.231432,-29.858032,-20.700768,-25.74165,-20.731495,-24.281185,-27.389698,-22.1568,-19.442097,-23.83504,-25.883514,-24.138092,-23.52161,-25.16814,-22.367424,-21.904907,-23.95475,-22.39819,-30.097017,-34.473404,-17.57304
