-0.052944183,0.0,-21.051481,-21.253931,-21.494328,-21.136496,-20.476076,-21.053667,-20.82051,-20.67726,-21.523312,-20.65379,-20.575329,-20.312431,-19.381199,-20.265259,-20.169144,-20.205297,-20.215942,-20.234154,-20.38229,-20.70562,-21.253012,-22.099283
-7.21587,-6.6898384,-46.001347,-45.161915,-46.943047,-43.857254,-45.405167,-42.008892,-40.938183,-52.012135,-43.696167,-43.567226,-46.253384,-47.197372,-47.02827,-44.89993,-54.01917,-56.620987,-57.19593,-62.760212,-58.962982,-65.40277,-56.4056,-54.28425
-12.596016,-12.148504,-47.2169,-50.181164,-48.366028,-49.557453,-44.44435,-39.888306,-40.869263,-51.704967,-43.278065,-44.24872,-43.864162,-45.842278,-48.35865,-45.334797,-49.629585,-47.43811,-47.991943,-48.385223,-49.601685,-49.514046,-47.782265,-50.360428
-14.929998,-14.477356,-47.944504,-45.63468,-44.557655,-44.056446,-43.92366,-46.196583,-42.89605,-47.551662,-40.777435,-46.668377,-43.531723,-49.146366,-50.05029,-41.61061,-43.77946,-40.391308,-40.698147,-41.615887,-41.85881,-42.259182,-43.362034,-42.077206
-17.180717,-16.650703,-52.003563,-44.55355,-39.281124,-40.47927,-41.460003,-45.227455,-53.262684,-44.21285,-43.81774,-46.04409,-45.850037,-48.85327,-48.372776,-40.389324,-47.490166,-44.96926,-45.44244,-47.935513,-47.306206,-48.432533,-51.549614,-46.570774
-18.827188,-18.425365,-50.366802,-46.07241,-38.899822,-42.90486,-46.28478,-44.355255,-49.45436,-45.515305,-49.33889,-45.35067,-48.841675,-43.346,-51.358955,-42.739662,-45.066223,-51.07746,-52.612766,-57.45706,-59.596176,-63.668716,-62.79265,-58.076675
-19.975918,-19.595608,-48.077736,-43.655003,-41.604973,-46.976982,-43.328735,-47.349136,-40.89979,-48.90856,-49.474957,-51.646027,-46.099274,-38.38538,-47.99477,-47.6509,-43.999187,-50.724983,-50.84961,-57.29829,-54.965115,-54.439022,-51.243576,-58.27839
-21.57361,-21.060669,-54.643223,-43.480064,-42.405914,-45.825836,-42.052254,-45.566925,-41.049114,-50.68161,-45.42287,-45.032185,-44.48114,-39.811947,-46.63626,-48.54976,-49.1886,-44.298965,-46.922215,-50.26017,-49.978325,-48.53059,-49.14131,-50.2111
-21.999685,-21.504494,-46.890087,-44.121483,-48.883293,-41.150898,-39.448685,-45.09304,-41.48638,-47.19543,-46.247204,-40.961178,-41.04336,-37.257088,-45.245506,-51.20294,-48.976826,-44.81609,-50.672783,-52.0728,-51.74946,-53.55484,-55.15091,-51.717297
-23.662464,-23.373507,-50.60578,-42.255344,-45.33091,-41.77688,-42.95079,-47.441837,-45.033623,-47.84996,-44.886967,-43.42847,-50.90261,-40.954765,-48.338676,-44.26372,-47.843414,-48.690533,-52.478302,-58.036316,-60.58954,-62.05188,-61.264996,-57.36747
-23.771046,-23.379038,-52.077045,-43.41031,-36.62168,-49.040905,-44.263035,-43.03376,-40.917545,-47.64359,-43.067757,-41.64339,-50.39119,-47.137665,-45.845695,-40.243637,-49.2082,-51.2045,-51.235355,-60.866882,-56.619423,-57.365578,-53.323345,-58.594433
-25.16272,-24.709358,-54.74106,-42.93371,-38.712315,-43.801823,-45.03273,-51.190643,-45.729065,-45.843906,-46.66187,-42.683353,-43.989117,-52.159115,-48.908524,-44.997055,-53.61709,-45.8761,-49.621387,-55.493923,-54.439144,-52.839134,-53.599895,-54.908794
-25.39402,-24.892508,-52.477486,-43.889362,-43.47542,-45.01668,-40.698387,-52.94439,-41.99741,-50.243744,-39.09319,-44.471867,-40.65537,-56.67409,-53.32499,-54.98375,-60.592987,-45.078545,-52.286156,-54.98329,-54.20559,-57.767708,-57.57698,-54.645126
-26.314861,-25.664059,-54.5178,-46.903725,-40.830727,-40.06005,-47.867386,-48.334526,-43.416607,-45.07793,-39.616867,-47.531418,-44.37307,-51.491375,-56.25923,-45.01552,-54.38349,-48.011818,-51.94645,-58.98994,-60.271824,-63.622177,-62.085846,-57.723473
-26.823418,-26.281116,-53.857853,-44.715595,-39.284782,-39.36793,-45.16327,-50.910515,-44.456917,-50.03384,-43.10541,-43.906452,-43.511272,-45.249657,-53.106247,-40.52249,-53.190887,-54.400043,-52.469955,-64.812515,-57.4101,-59.787003,-55.765167,-57.763958
-27.292309,-26.96577,-52.360355,-52.717514,-42.776943,-43.308826,-42.756542,-48.768456,-46.179474,-46.668785,-45.543587,-48.65682,-48.743065,-42.7967,-56.72764,-46.315254,-50.209866,-48.136192,-51.910877,-58.7639,-58.227146,-55.52969,-55.55421,-58.12275
-28.10244,-27.774364,-45.113026,-49.880238,-40.323997,-44.947613,-44.112644,-47.999107,-47.06422,-42.818214,-49.775223,-44.60301,-43.96306,-41.6672,-50.49427,-49.708836,-47.417774,-45.68312,-53.603107,-56.93353,-57.009087,-60.834564,-58.229362,-57.03318
-28.136421,-28.095161,-48.078617,-45.74361,-40.300247,-49.753506,-44.164574,-44.351315,-42.80216,-45.90301,-45.676197,-43.201332,-42.574665,-48.940586,-50.605537,-49.117638,-49.331093,-46.088493,-52.140686,-58.34007,-60.5825,-65.08807,-61.92499,-58.70184
