-24.917212,-22.826958,-21.49546,-24.674496,3.8146973e-06,-26.150417,-20.80222,-21.483082,-24.385637,-22.935246,-24.095812,-26.34548,-22.577755,-22.43711,-22.07764,-21.90357,-21.60624,-20.76867
-29.12466,-36.083256,-33.647087,-33.178196,-8.169857,-34.70517,-30.246588,-34.96367,-31.765808,-38.482258,-31.075644,-33.529404,-36.202103,-34.887733,-35.07005,-34.51495,-34.12982,-38.33763
-30.951725,-32.347828,-35.897533,-31.423088,-24.189068,-33.732788,-33.496452,-37.356804,-35.8682,-38.4367,-32.78612,-38.635498,-34.341167,-36.228554,-34.051342,-38.27028,-37.427372,-34.1621
-36.207283,-31.811512,-37.68141,-34.960285,-20.203442,-28.207344,-31.87175,-36.62917,-40.66056,-36.276913,-31.322683,-39.315147,-38.618546,-38.033028,-37.426003,-35.973457,-35.550724,-33.365646
-35.987625,-39.753994,-39.220078,-36.16285,-21.697224,-31.682425,-33.130157,-34.800575,-36.734562,-33.73017,-34.729237,-36.632626,-40.182484,-35.67207,-36.198467,-35.83845,-37.31885,-39.538235
-32.305843,-36.02261,-39.42404,-38.728634,-26.828024,-31.332483,-43.324097,-32.4738,-36.661327,-32.896168,-30.865864,-41.674427,-39.8549,-37.257748,-32.913116,-36.336864,-33.746487,-36.911133
-35.425663,-30.057453,-43.38001,-42.547237,-23.967373,-32.60584,-29.809938,-39.04934,-36.662292,-37.867764,-31.12862,-39.254147,-36.22243,-43.29034,-30.486519,-37.36577,-32.368225,-37.60752
-40.06414,-31.324314,-41.738144,-41.549225,-23.459785,-33.072746,-27.678528,-46.052715,-36.414577,-42.561157,-38.380768,-44.232044,-38.65734,-33.40451,-31.37867,-33.664043,-37.29602,-36.51235
-37.472008,-38.03441,-36.816998,-34.32406,-29.521017,-36.550385,-34.32703,-38.539467,-35.64749,-37.198414,-36.26275,-33.07808,-37.31569,-29.864002,-35.405514,-32.02404,-37.61603,-36.287697
-41.990627,-37.870144,-29.894054,-37.392246,-29.73099,-39.862377,-35.19237,-42.920258,-35.858906,-37.746967,-36.34171,-31.952732,-38.66571,-34.816956,-33.387947,-38.098705,-37.258286,-38.65516
-38.823105,-33.112545,-31.17438,-36.6054,-27.545387,-38.81035,-35.531326,-37.39342,-36.271675,-35.147163,-35.235245,-32.036892,-38.72929,-33.748203,-37.813343,-39.25889,-36.632874,-39.925842
-37.079617,-39.26469,-37.990765,-40.232098,-29.0994,-39.37806,-33.99884,-34.43276,-32.980576,-38.95905,-32.058174,-33.491333,-34.089302,-31.55092,-35.090363,-36.160637,-43.361015,-34.191334
-41.951096,-39.86669,-38.183563,-31.824247,-29.571135,-40.39601,-36.52386,-32.65215,-34.67251,-36.828934,-34.674267,-35.64815,-35.149925,-35.320892,-37.827164,-33.537178,-42.031307,-33.96162
-39.195198,-42.60365,-37.971313,-31.612219,-33.27176,-40.99073,-38.735645,-31.956852,-36.7896,-35.15832,-41.4167,-37.20785,-34.958702,-36.76793,-39.17093,-38.176613,-40.8307,-38.264233
-42.588978,-35.179012,-35.14648,-28.988533,-32.49298,-33.57665,-39.6496,-36.438408,-33.85385,-35.717148,-31.675606,-34.734386,-35.35643,-35.078995,-39.51023,-40.22751,-34.58824,-33.06287
-40.91889,-35.500732,-28.348427,-29.862488,-34.126987,-35.133373,-36.57075,-31.786186,-30.228844,-37.2222,-29.928368,-36.05563,-34.308563,-39.671253,-34.866863,-36.32912,-32.988487,-30.228056
-39.23184,-35.203,-31.718903,-38.03037,-32.148083,-32.47578,-35.828487,-33.565975,-30.358025,-41.467453,-35.63645,-40.13306,-33.06106,-34.204964,-37.994064,-29.714527,-41.58294,-29.958755
-36.691864,-35.51661,-36.671574,-41.427906,-31.756464,-31.587593,-38.595135,-36.607674,-32.095394,-38.873985,-33.6177,-39.013256,-35.36145,-34.486412,-45.37976,-28.67025,-35.360893,-36.12018
-36.443455,-34.39979,-33.266293,-38.670845,-35.54709,-34.91566,-34.49845,-37.37997,-38.19042,-35.722885,-33.753586,-34.746292,-39.792225,-33.697998,-38.71872,-32.256706,-30.212223,-36.61698
