-28.143661,-22.562712,-26.74208,-34.129463,-20.01634,-24.008163,-24.906027,-23.222534,-21.785402,-20.59522,-20.00634,-19.177204,-16.045845,-15.405531,-17.837187,-24.241907,-21.407267,-23.664854,-22.891165,-21.679848,-26.363451,-24.718382,-23.601292,-21.791016,-22.389957,-19.6405,-19.20887,-22.7696,-23.81896,-22.035109,-24.330858,-22.336699,-17.49002,-29.831802,-19.941261,-24.846106,-21.167488,-25.22372,-22.665514,-25.014267,-20.510471,-21.595837,-27.278177
-24.346468,-19.672829,-29.3093,-23.921555,-18.672947,-25.824398,-20.703495,-20.518406,-20.244026,-22.71878,-25.004177,-24.170237,-19.085697,-15.707872,-16.776497,-28.281898,-21.85241,-19.561861,-17.163895,-24.535944,-27.56278,-20.142374,-22.77573,-24.893711,-22.379253,-19.62233,-18.166237,-20.534037,-21.136293,-24.20356,-23.903545,-24.108917,-18.215769,-23.631968,-17.918491,-22.153566,-19.709223,-22.658304,-23.30277,-30.919918,-20.391762,-21.365492,-25.43629
-25.389545,-17.191898,-22.478382,-21.565487,-20.172752,-21.675823,-25.02433,-27.17394,-22.796669,-29.59287,-27.534931,-28.100359,-26.382488,-24.595188,-20.760517,-27.001093,-16.813065,-21.45668,-15.606541,-23.325756,-25.31124,-26.975946,-25.564194,-22.871248,-21.58564,-24.741182,-17.05399,-20.536556,-26.43953,-20.077133,-26.516727,-22.836231,-21.26878,-22.718174,-22.727835,-27.246044,-21.435799,-21.482227,-19.468779,-26.234823,-21.308289,-17.023981,-26.293015
-27.948395,-21.046247,-19.94959,-26.117725,-17.481056,-17.775059,-24.11193,-30.100449,-22.013802,-26.536743,-27.823362,-24.087866,-22.541485,-21.325327,-30.631464,-26.084332,-16.191057,-18.928415,-17.835022,-22.472673,-20.761478,-28.203959,-22.717342,-19.024445,-23.67655,-22.79589,-18.113317,-23.212067,-25.883389,-19.22813,-26.492254,-23.519545,-18.891201,-21.860783,-19.706465,-24.61117,-21.802502,-21.984314,-17.782053,-20.927097,-21.245861,-18.256853,-29.544008
-25.665672,-27.85233,-23.718187,-23.985882,-22.8115,-26.033127,-20.290272,-24.095366,-19.834568,-25.498384,-24.595463,-26.065273,-22.660358,-19.430079,-26.082977,-23.16855,-18.77024,-21.660559,-22.731913,-22.820099,-19.824936,-25.608913,-23.245077,-17.5591,-22.123705,-23.66407,-27.702265,-19.545605,-23.044743,-20.13992,-26.63749,-21.117191,-19.831085,-25.790462,-20.766819,-26.12004,-20.368176,-22.212978,-20.309847,-19.881777,-30.055288,-23.030457,-35.4597
-22.450972,-23.394363,-20.758648,-22.500826,-21.365662,-19.126171,-23.319092,-20.228025,-19.478352,-25.30774,-29.019928,-25.934858,-29.404942,-16.937777,-19.630716,-21.962137,-22.824488,-29.1059,-24.244303,-21.877102,-21.499529,-28.670132,-18.882332,-20.512962,-20.793848,-24.74312,-29.025137,-24.21619,-22.978428,-20.74789,-21.327202,-22.992977,-24.23992,-24.172127,-19.644428,-24.654,-25.934887,-20.872078,-27.16107,-20.610325,-28.033892,-21.857018,-34.597626
-25.44159,-20.774342,-18.679192,-18.161098,-18.2528,-16.118036,-26.291306,-22.569317,-21.781872,-19.244236,-26.296534,-24.476547,-20.882036,-17.097404,-21.745655,-22.566877,-26.583574,-31.651667,-29.066353,-18.73632,-21.682331,-24.826023,-21.208378,-23.219467,-22.924755,-22.003864,-22.027874,-25.267414,-23.802368,-21.214958,-19.785477,-20.004831,-27.117744,-30.101536,-22.45935,-20.96466,-24.338234,-20.725105,-24.725765,-25.27523,-27.261595,-24.546276,-25.588688
-24.95401,-20.760284,-26.867851,-21.598648,-23.348701,-23.471045,-30.356874,-24.015274,-22.070175,-22.263855,-28.581024,-17.397068,-20.135805,-21.539352,-19.763086,-31.961554,-28.67107,-29.130257,-27.911446,-25.043041,-27.756832,-21.915272,-19.089119,-29.85827,-21.638603,-18.45409,-24.648558,-28.169945,-19.9966,-25.959173,-22.637169,-23.697685,-24.229652,-34.812836,-21.946877,-20.74082,-25.594543,-18.391253,-29.245287,-29.4459,-25.996487,-20.80676,-23.187443
-24.250145,-17.021378,-20.122158,-24.346405,-24.429523,-24.365072,-30.251852,-25.028315,-24.347176,-24.925312,-20.67017,-18.675854,-23.795734,-24.036667,-19.688097,-23.167793,-25.102036,-23.587353,-25.196896,-28.342083,-18.995853,-23.48427,-20.532223,-25.782818,-26.97867,-18.937439,-25.770452,-25.980465,-25.163551,-23.245869,-27.26944,-26.900515,-22.08643,-24.297228,-19.086002,-16.971252,-28.666563,-24.435703,-23.054638,-18.639927,-26.364925,-19.508226,-22.804817
-27.6248,-17.687428,-19.65918,-29.599659,-24.979969,-25.728165,-26.281885,-21.893383,-26.078516,-27.525343,-18.956442,-32.29621,-21.762684,-29.233902,-22.704292,-25.308382,-22.6736,-26.002338,-29.353926,-25.889797,-22.256433,-24.228424,-20.920519,-21.075443,-24.180424,-21.092657,-25.0569,-18.150278,-23.702057,-34.16384,-24.7204,-31.586346,-28.548986,-25.37186,-22.001785,-20.96487,-27.125645,-22.15548,-22.496838,-19.02847,-27.047876,-23.564604,-19.446302
