-23.109184,-12.151453,-13.032566,-80.0,-80.0,-80.0,-29.004892,-19.288885,-10.49679,-16.391983,-17.555761,-3.3490791,-10.591492,-10.550915,-15.527756,-7.5200768,-13.146414,-16.11749,-9.485344,-13.740492,-17.321373,-13.678343,-12.679464
-12.896595,-8.979218,-9.642614,-80.0,-80.0,-80.0,-29.803146,-11.101337,-10.486679,-13.572514,-7.509987,-6.5198555,-8.604233,-1.6766434,-8.074097,-6.616802,-12.777258,-13.950722,-7.1540127,-9.565521,-15.643923,-10.51638,-10.00168
-8.100937,-1.4516907,-9.80991,-80.0,-80.0,-80.0,-32.91686,-10.9334755,-12.188662,-16.710838,-6.1240883,-10.728046,-2.7227802,-4.9737434,-4.602865,-9.082598,-6.497963,-6.2916336,-8.298382,-5.1343365,-16.312881,-7.6052685,-14.180342
-10.335903,-1.1952858,-13.060347,-80.0,-80.0,-80.0,-38.15034,-6.8651333,-8.931313,-20.939732,-5.479433,-7.513695,-7.4232693,-12.369379,-6.4209003,-11.339664,-3.6174831,-8.57472,-5.983671,-2.8756561,-4.4566765,0.0,-8.606468
-18.625092,-5.484392,-14.898228,-80.0,-80.0,-80.0,-40.503685,-9.3752365,-16.38993,-16.69215,-4.2985287,-4.8655777,-12.279709,-13.761679,-4.5836678,-12.081333,-6.2981377,-8.618359,-10.878986,-6.7753468,-1.8507385,-2.7522736,-4.652172
-13.493956,-12.206619,-17.27319,-80.0,-80.0,-80.0,-35.012363,-10.981916,-19.282606,-12.286472,-12.56057,-8.164696,-12.15892,-11.545284,-9.655426,-13.81777,-12.59646,-6.257843,-13.795055,-10.531673,-8.413271,-9.795246,-7.2906876
-10.48159,-18.37141,-20.665028,-80.0,-80.0,-80.0,-34.063225,-7.5012226,-12.118441,-9.444962,-13.297451,-11.373413,-6.984049,-17.675999,-8.652317,-12.922083,-10.568218,-1.8490562,-8.242628,-10.6451435,-14.656136,-13.465908,-8.445784
-9.2519245,-16.361189,-21.53099,-80.0,-80.0,-80.0,-36.797104,-11.711132,-15.175413,-2.7890625,-8.9008465,-10.593922,-9.648182,-21.851105,-13.557299,-12.066486,-10.047209,-5.8848534,-7.0437126,-11.11426,-17.438202,-18.405972,-13.906097
-9.652716,-15.844683,-26.964735,-80.0,-80.0,-80.0,-37.98176,-17.651356,-11.264694,-5.0577183,-12.644213,-7.8962708,-17.16459,-15.688475,-15.674171,-8.562815,-6.9846287,-18.524265,-13.059177,-14.170404,-16.71465,-17.98353,-15.563007
-13.261772,-12.139336,-24.226906,-80.0,-80.0,-80.0,-38.3723,-14.757368,-13.320366,-18.588507,-13.391724,-11.719133,-19.45813,-14.273434,-17.210184,-10.772654,-14.139425,-22.317944,-17.87936,-14.652946,-15.163919,-14.081543,-19.990154
-15.001154,-12.16235,-14.544977,-80.0,-80.0,-80.0,-37.095722,-21.480024,-12.209053,-17.481005,-10.113079,-10.85965,-20.737726,-17.349037,-18.943254,-17.801758,-23.492844,-12.256048,-15.327547,-10.918907,-14.377113,-15.621683,-25.856737
-23.701797,-17.063446,-17.351345,-80.0,-80.0,-80.0,-38.240974,-22.357426,-16.166195,-17.976496,-9.050707,-8.724619,-17.255869,-16.142809,-13.458168,-16.379393,-10.061432,-12.596508,-12.569357,-15.433928,-14.957525,-13.861622,-26.213247
-28.64507,-19.718893,-19.70727,-80.0,-80.0,-80.0,-39.291664,-13.159983,-16.86045,-16.22228,-9.527882,-14.072268,-14.79594,-19.603148,-14.767326,-15.172892,-5.5578938,-20.150238,-11.693357,-20.265373,-17.498499,-13.115219,-21.771992
-23.497444,-17.084095,-19.638004,-80.0,-80.0,-80.0,-35.21104,-16.023983,-17.067663,-19.35579,-11.405045,-14.1460285,-19.58321,-17.417574,-12.985394,-9.881994,-14.607258,-19.129616,-14.485867,-24.645706,-18.766693,-17.777107,-20.52541
-19.655815,-15.524933,-21.310993,-80.0,-80.0,-80.0,-31.088408,-23.275467,-15.829021,-17.191212,-13.282858,-12.764587,-21.585094,-20.082783,-12.545649,-8.142878,-17.029291,-19.232674,-12.50646,-18.486195,-19.191242,-17.271175,-18.86164
-19.890982,-25.696484,-26.9774,-80.0,-80.0,-80.0,-29.303629,-23.719395,-13.246288,-11.79586,-17.989323,-22.33363,-17.459995,-19.740772,-18.012024,-11.994356,-18.265182,-17.423727,-16.793541,-18.8983,-15.11795,-17.927662,-16.26043
-23.065365,-25.40993,-21.356348,-80.0,-80.0,-80.0,-30.299934,-19.501049,-13.830681,-12.488302,-17.554949,-20.02264,-12.978695,-19.08851,-18.506187,-14.162733,-15.426746,-16.597769,-19.745188,-22.413925,-12.460716,-18.990156,-14.573362
-22.026318,-18.378696,-19.67639,-80.0,-80.0,-80.0,-32.712177,-22.099873,-16.619408,-14.144943,-20.653452,-19.676216,-14.284256,-24.900425,-19.734045,-15.3162,-11.744446,-18.84718,-24.675308,-23.089962,-14.229572,-20.150728,-15.66679
-19.070686,-17.799656,-19.43448,-80.0,-80.0,-80.0,-37.776077,-19.900723,-16.169676,-11.694902,-24.72644,-18.427856,-15.761673,-16.430126,-23.341805,-15.271807,-15.471064,-14.677961,-26.184723,-21.922691,-24.960428,-19.75819,-17.868742
-18.110222,-17.961983,-17.743277,-80.0,-80.0,-80.0,-36.722054,-21.006035,-9.731058,-15.183273,-17.303782,-12.764578,-22.085905,-14.393129,-26.413036,-14.13269,-13.190519,-13.480478,-20.322945,-23.246078,-17.071436,-16.661304,-18.305788
-22.594181,-19.155746,-22.159138,-80.0,-80.0,-80.0,-31.848038,-15.129923,-7.919647,-18.497303,-13.565422,-17.034136,-19.137882,-19.247393,-20.047237,-16.653667,-13.337837,-19.268253,-20.134296,-20.853945,-15.160639,-20.731646,-19.311407
-19.301468,-18.43437,-23.883015,-80.0,-80.0,-80.0,-27.614223,-14.51347,-3.457798,-12.1884,-16.462038,-24.421864,-19.226727,-15.570522,-17.193302,-16.671825,-11.577126,-19.194366,-12.816895,-17.914558,-15.9924755,-24.25362,-15.87895
-19.82558,-16.42347,-21.490326,-80.0,-80.0,-80.0,-26.310894,-16.277168,-10.12995,-17.72406,-21.100798,-22.08624,-16.042677,-19.398256,-20.344769,-14.29295,-18.93118,-19.241476,-15.347429,-23.292738,-20.11362,-24.859806,-17.079714
-22.318293,-20.710354,-22.850811,-80.0,-80.0,-80.0,-26.033981,-14.155167,-16.1228,-21.619747,-15.428659,-15.493736,-18.659813,-19.668,-17.542595,-19.173046,-20.49353,-23.162037,-19.007849,-28.51418,-18.668638,-23.826675,-19.88165
-23.795742,-24.798803,-23.616295,-80.0,-80.0,-80.0,-25.470423,-17.208866,-19.119509,-17.003323,-15.682188,-18.938866,-18.656918,-13.786762,-18.702957,-23.335032,-20.508823,-24.153463,-20.10191,-26.63401,-14.614958,-20.94862,-11.605545
-25.081348,-23.702469,-24.441753,-80.0,-80.0,-80.0,-23.742916,-13.165852,-17.142635,-19.510761,-20.246113,-14.783176,-20.36385,-15.242817,-16.78363,-20.330925,-27.203217,-26.136995,-18.706625,-22.903172,-16.336521,-20.984207,-14.531315
-23.981598,-19.577244,-27.858582,-80.0,-80.0,-80.0,-22.221004,-12.761147,-14.3863945,-22.439085,-15.521877,-17.620176,-19.199223,-27.786087,-18.132114,-19.695288,-23.033306,-23.868927,-16.560696,-15.5182,-15.010136,-22.07506,-13.837898
-21.24697,-20.411072,-29.517391,-80.0,-80.0,-80.0,-23.281105,-20.398792,-17.654858,-16.918758,-19.4352,-21.297482,-12.514057,-24.507294,-14.871235,-15.146545,-17.918648,-23.562082,-19.201796,-17.775663,-21.011494,-23.923203,-14.23979
-20.088165,-32.70692,-23.068897,-80.0,-80.0,-80.0,-24.728521,-14.026194,-14.738718,-13.312933,-17.876303,-16.734524,-9.5034485,-18.578037,-11.141989,-16.541512,-18.695133,-22.365276,-17.7,-22.163649,-21.332195,-26.377144,-21.571556
-22.11491,-26.830334,-23.060635,-80.0,-80.0,-80.0,-27.712416,-18.310898,-22.892723,-11.14703,-18.136362,-21.072805,-15.516216,-21.133389,-16.538395,-19.047588,-24.480154,-30.23265,-22.600008,-23.249365,-22.464294,-27.669415,-24.908941
-22.567722,-26.777435,-23.04712,-80.0,-80.0,-80.0,-27.48409,-26.976395,-22.406391,-15.667936,-22.816998,-18.896046,-23.353687,-19.53512,-15.938732,-26.265572,-21.121662,-26.40733,-24.039822,-17.091736,-19.850098,-20.159502,-27.798422
-29.198452,-31.120163,-24.493498,-80.0,-80.0,-80.0,-27.888441,-17.412373,-21.319605,-20.139858,-23.550583,-16.088379,-19.641539,-19.188082,-16.417612,-21.657516,-17.003664,-18.357513,-19.658768,-21.480297,-22.145397,-20.066875,-22.212372
-23.572166,-24.610157,-29.349096,-80.0,-80.0,-80.0,-27.368458,-13.120804,-21.238255,-12.79512,-26.624893,-20.920528,-20.95795,-17.69313,-12.650797,-17.610115,-18.878426,-15.500099,-23.137707,-25.09394,-24.578495,-20.360697,-24.542784
-20.124798,-23.333652,-24.734825,-80.0,-80.0,-80.0,-26.72842,-16.707508,-16.396418,-14.899277,-25.249338,-20.065342,-19.64394,-21.68705,-16.251326,-11.679939,-20.884113,-20.302483,-21.85091,-21.929031,-22.90213,-23.215347,-20.644934
-21.260431,-25.699291,-26.34889,-80.0,-80.0,-80.0,-26.209173,-14.995422,-14.920593,-15.116451,-22.936417,-22.896917,-20.954073,-23.15728,-14.244089,-16.285772,-21.050613,-22.320642,-23.983925,-24.279503,-20.90384,-18.398401,-16.988167
