-38.67958,-20.005487,-20.266842,-21.956972,-22.00557,-21.92325,-20.544128,-16.223146,-26.445988,-23.418753,-18.089287,-22.037434,-17.138887,-23.809536,-15.3992195,-22.19556,-25.406776,-22.823532,-18.92311,-25.12606,-12.644474,-11.097244,-18.777855,-22.63508,-27.414314,-24.28688,-19.56845,-28.303783,-16.407316,-14.450693,-24.9048,-17.119987,-18.385784,-14.113544,-23.042418,-19.331947,-28.96028,-23.340916,-16.051287,-19.023212,-20.646183,-6.5653954,-9.900957,-23.091858,-19.431858,-21.559334,-22.82773,-23.613527,-12.873816,-11.260933,-14.26441,-14.936468,-18.738598,-14.877457,-15.248539,-18.770208,-20.785952,-27.257053,-15.41029,-22.040743,-22.00236,-28.828289,-20.888706,-19.703434,-22.30648,-19.05995,-23.096601,-24.945456,-20.423073,-22.159168,-19.871086,-21.229635,-20.257761,-16.878584,-23.41325,-16.170385,-21.268099,-15.032661,-13.004036,-19.081749,-16.449965,-20.237297,-18.064236,-17.557087,-17.800444,-21.15611,-17.97037,-21.337145,-23.952541,-17.100857,-16.589083,-13.819294,-25.471851,-24.36908,-21.646645,-18.208424,-24.614433,-16.736933,-17.604774,-22.872095,-19.566845,-23.436558,-25.246647
-33.624973,-24.62844,-26.061226,-31.10112,-23.33162,-18.95285,-16.944014,-22.663082,-27.498722,-21.013874,-28.33284,-27.018389,-21.103588,-22.036953,-19.291859,-22.79324,-21.176313,-21.67283,-16.043839,-16.089891,-11.107336,-5.7711983,-9.989803,-23.332653,-21.808811,-27.713312,-9.943268,-18.782211,-9.099945,-7.493841,-20.230148,-10.200222,-11.482258,-14.294954,-13.132,-11.497997,-15.01614,-10.710472,-12.498638,-11.034626,-11.094685,-6.5506134,-1.728939,-14.553623,-15.934357,-11.994701,-18.593016,-16.446808,-8.579487,-5.1542606,-8.183495,-4.406452,-15.930382,-9.193235,-14.405575,-14.734516,-19.88351,-19.741486,-19.463274,-13.153603,-15.03186,-23.36803,-17.431797,-10.635735,-10.952066,-14.751255,-20.396212,-22.058458,-20.461906,-18.91344,-17.12339,-22.94765,-14.508244,-14.358971,-19.555841,-12.086082,-17.42157,-8.9711895,-5.7418385,-14.087673,-12.710079,-13.370998,-14.722956,-10.680977,-14.292324,-9.218369,-8.953272,-11.04332,-15.765514,-14.949125,-6.2406597,-4.9878845,-17.56165,-20.992466,-14.093185,-14.984629,-19.520496,-14.143742,-14.858789,-15.480612,-9.864744,-9.224659,-12.580357
-34.365765,-20.932404,-27.404522,-22.953793,-25.337955,-19.071331,-20.350464,-23.99203,-24.005379,-18.677166,-22.474241,-24.316143,-27.089134,-20.092577,-22.760021,-29.699762,-20.82676,-29.944298,-21.551636,-2.3436947,-5.5084496,-9.8618145,-9.428509,-18.932253,-23.038021,-12.03944,-9.853212,-8.645937,-4.973427,-9.185196,-12.796185,-2.0037308,-2.8653107,-3.583891,-10.78627,-13.128038,-8.869503,-4.8254986,-9.005817,-5.23831,-8.30113,-11.522982,-6.6246185,-12.599075,-11.000519,-0.5395851,-1.9655056,-1.8241177,-0.6874275,-5.4745865,-1.335495,-0.57231903,-7.931883,-7.2239723,-9.099031,-16.221077,-13.938255,-15.921474,-14.158527,-5.157402,-13.998974,-20.215063,-10.271576,-9.903965,-3.3316612,-8.474813,-12.69062,-9.805519,-13.720619,-13.754574,-20.51816,-20.073524,-15.347359,-13.671925,-21.131847,-16.25191,-11.66637,-10.568153,-10.419222,-12.881134,-13.022469,-12.950558,-6.1196384,-5.3826942,-11.137817,-0.9409294,-0.63163376,-8.666237,-9.840054,-12.574934,-5.7832165,-4.952776,-14.42218,-14.185997,-16.95596,-15.628349,-21.897926,-11.76952,-13.496464,-12.228024,-4.8384857,-0.12677002,-1.5067215
-38.750603,-25.36123,-31.461073,-16.673653,-30.593752,-20.76682,-26.43989,-23.87696,-21.32481,-22.33663,-19.161846,-22.252872,-21.001072,-20.64486,-24.19976,-29.663338,-23.460789,-33.590298,-25.24548,-1.2229614,-6.7993946,-7.1564903,-9.571096,-20.844036,-23.16255,-7.062437,-10.293819,-5.008356,-7.9193134,-8.501696,-9.863308,-3.8403664,-3.4776115,-1.5042496,-5.3287544,-9.414484,-13.160833,-10.278173,-6.6090546,-9.839403,-14.500885,-5.4691334,-16.689459,-14.108124,-2.3066273,-1.9574356,-1.270668,-0.78490067,-3.7779865,-5.008415,-3.456091,-5.398466,-3.6106415,-2.7726212,-8.855902,-15.637924,-9.487368,-13.677732,-6.3966255,-7.0970383,-19.71161,-19.706577,-11.985561,-15.196697,-6.1799965,-10.561207,-6.7035255,-6.6920223,-12.877287,-17.744926,-18.732882,-15.022102,-16.195377,-17.778915,-27.250824,-22.233328,-7.6189117,-9.493301,-14.518692,-19.011448,-10.980064,-16.23223,-8.283035,-10.42893,-15.97653,-5.1410885,-4.311182,-8.322767,-13.211206,-14.1309185,-11.317856,-8.929783,-14.416792,-12.527203,-25.300219,-17.66111,-18.76006,-16.762335,-17.739878,-6.600214,-5.090191,-3.4633179,-2.204939
-32.20114,-26.42485,-28.273872,-18.345184,-33.02019,-18.621868,-25.02147,-29.357801,-22.149157,-32.101948,-23.602917,-18.585987,-19.211884,-16.865377,-18.997389,-24.83001,-27.360611,-22.444614,-16.250881,-15.033527,-9.634909,-9.543039,-17.00277,-18.823807,-21.322496,-13.967377,-22.88579,-12.072653,-8.646265,-8.25741,-12.511679,-9.138227,-22.612871,-14.769878,-11.593292,-11.700083,-11.793747,-12.568874,-9.077669,-11.0180855,-10.497414,-7.02614,-14.0479965,-6.841528,-5.3729973,-18.056444,-14.882467,-14.302103,-13.976557,-11.781254,-10.494453,-15.493244,-4.5320663,-6.9779205,-9.266136,-11.656443,-16.279657,-9.080612,-10.830261,-15.200958,-12.041618,-10.461943,-11.741184,-18.474743,-20.912432,-18.054703,-9.371504,-12.246311,-20.316895,-9.681408,-6.065916,-5.995678,-5.5575867,-7.0964947,-5.2848263,-8.516546,-7.08255,-9.858341,-7.6947746,-4.9331474,-7.588581,-7.47554,-9.374668,-12.559761,-8.768646,-18.994495,-22.9625,-7.6514816,-9.373806,-9.230286,-10.643572,-9.549583,-10.75956,-13.953163,-10.225845,-9.121708,-11.9234085,-21.262611,-14.838587,-8.193821,-6.772045,-25.071354,-16.720768
-29.560194,-22.759747,-25.983456,-26.6571,-29.702225,-24.151209,-23.50705,-34.116047,-21.081398,-25.29,-23.462452,-25.179188,-25.582026,-22.73616,-21.08715,-20.17806,-20.4273,-20.034134,-15.568794,-18.2044,-9.963577,-8.876602,-20.937649,-22.58292,-22.038551,-17.125551,-21.437033,-8.073202,-5.3384457,-5.0709476,-8.337885,-17.150728,-22.408741,-26.748909,-17.884235,-17.048103,-7.5394096,-9.5121765,-6.947052,-9.188787,-9.236673,-10.509878,-7.058998,-1.8138313,-17.362263,-21.652134,-21.239006,-24.16423,-14.5657215,-8.166695,-16.714664,-16.796381,-5.5853214,-5.390896,-3.2343159,-6.994528,-18.060333,-10.193779,-20.921652,-10.868412,-6.9269295,-5.5802345,-7.909523,-12.667397,-19.723331,-15.803465,-10.827549,-12.268402,-19.389528,-6.424841,-0.5798073,-0.12138367,-0.7012749,-0.90306854,0.0,-2.2432518,-2.532917,-6.953209,-3.3217888,-0.9417572,-8.754814,-1.9868279,-2.5932522,-3.8930473,-1.4432278,-13.54851,-18.495653,-2.6498833,-3.4775486,-2.7319603,-5.1822224,-6.0774937,-3.7327614,-6.8155117,-3.3641071,-2.863552,-9.604183,-12.45414,-8.989517,-6.928694,-6.0417576,-16.022196,-15.295483
-26.398735,-25.547087,-28.764446,-22.978382,-27.763046,-29.2042,-27.110855,-27.951439,-27.30218,-21.962032,-23.464466,-21.132362,-20.997362,-25.680733,-30.89906,-21.842464,-19.805656,-23.413609,-21.827894,-20.303007,-17.112164,-15.341063,-18.72358,-22.146961,-24.121923,-24.193089,-19.874325,-13.228651,-14.037724,-11.478226,-9.746222,-24.980963,-16.806435,-23.053785,-16.187841,-21.572424,-10.814356,-17.997755,-14.56016,-17.945122,-19.742712,-9.179598,-12.519188,-8.689011,-24.81948,-21.668467,-22.514904,-28.259583,-12.796751,-9.21138,-18.023388,-18.853756,-11.581404,-11.603891,-8.739153,-12.0107975,-20.180618,-18.190716,-17.858082,-14.485115,-12.598211,-12.174963,-15.4484005,-17.658138,-19.126429,-18.843916,-19.121704,-17.787756,-23.476368,-13.660435,-7.5150566,-6.551464,-7.779991,-6.177143,-7.4554634,-8.968863,-8.703312,-17.385286,-10.814384,-8.422853,-13.969791,-8.272745,-7.7078476,-7.1539326,-5.4408035,-17.266628,-19.329832,-7.5949364,-8.018703,-8.616491,-9.50568,-9.077866,-7.8697014,-11.504766,-8.941225,-8.789598,-16.383394,-14.735447,-15.653091,-10.93346,-11.046354,-16.172138,-18.786705
-25.79752,-23.513748,-23.304785,-22.154884,-19.342813,-29.92207,-27.841883,-23.154766,-30.208717,-28.707432,-26.821604,-20.572903,-19.713146,-19.544548,-24.617138,-24.387094,-27.379086,-28.767056,-21.639,-22.449594,-22.042362,-18.997215,-13.669134,-21.728678,-19.886908,-17.283335,-17.947042,-14.065395,-15.513561,-12.54948,-17.85412,-22.681866,-13.296276,-21.135685,-18.256653,-18.886158,-17.842287,-22.947517,-20.88068,-16.906286,-30.20189,-15.443928,-19.046501,-18.181473,-22.627863,-21.451315,-25.38276,-24.6405,-9.504015,-15.530605,-19.990808,-11.950443,-19.476768,-22.421108,-23.10394,-17.795841,-18.145536,-24.82544,-12.392946,-17.846384,-20.365622,-19.520351,-24.558872,-17.736267,-23.033203,-19.643272,-19.854471,-25.9544,-24.989773,-18.103966,-22.547829,-15.66271,-16.763317,-23.349041,-25.75714,-26.893528,-10.854443,-26.713966,-22.263851,-20.1818,-14.673172,-19.033703,-19.514362,-15.65958,-15.92181,-25.534916,-19.208931,-20.016338,-22.897297,-14.804487,-12.540991,-17.681248,-17.149525,-19.86173,-22.07879,-26.864376,-19.90846,-22.881887,-20.311958,-18.460564,-19.187073,-23.642057,-20.835346
-25.761116,-21.219475,-16.740189,-20.920258,-17.753658,-26.277378,-31.199816,-27.174997,-29.192425,-29.510412,-26.276474,-22.40407,-21.621223,-20.381264,-21.201344,-21.619934,-24.992819,-31.437223,-14.714542,-15.805603,-23.867115,-29.42471,-16.916626,-18.82996,-20.198318,-18.395832,-18.779541,-13.823324,-18.377525,-18.535484,-21.230963,-20.33321,-15.072302,-24.295786,-19.231842,-19.987965,-18.523222,-20.161545,-18.11496,-14.743389,-20.66029,-16.315659,-20.572723,-16.016718,-12.75219,-18.460373,-20.014877,-17.009422,-13.929043,-13.533571,-17.629894,-11.657125,-19.78859,-21.554457,-21.00489,-15.941589,-16.991858,-22.354282,-11.594849,-18.158344,-20.22347,-22.044224,-23.068453,-19.479378,-16.83066,-15.053833,-20.462214,-18.402298,-23.796465,-21.85683,-19.54285,-18.189674,-16.13663,-27.684814,-28.692108,-20.837082,-17.367935,-19.86493,-18.211142,-17.573833,-15.067064,-15.785873,-13.562237,-15.294596,-12.131292,-16.510307,-11.434271,-17.84412,-22.665215,-17.258257,-13.738125,-19.819101,-24.266928,-22.426931,-20.606178,-27.923376,-17.602528,-23.32824,-19.624638,-20.946072,-19.331827,-11.453327,-21.57206
-27.030075,-22.86072,-20.60851,-24.791578,-21.39978,-22.800709,-26.798002,-27.20434,-29.92737,-25.316166,-26.14861,-24.253727,-22.993198,-22.35438,-24.480923,-32.249252,-23.700119,-32.47016,-14.839081,-13.66658,-23.891846,-25.453587,-17.661829,-19.70543,-19.93208,-25.418201,-25.464941,-16.010563,-26.559715,-17.093733,-10.514664,-17.595287,-12.628729,-18.658302,-12.134277,-22.700298,-22.489857,-26.181599,-19.663258,-19.44057,-21.597202,-18.020905,-19.696262,-18.992702,-15.776407,-13.496799,-13.499599,-15.567837,-18.774406,-14.065802,-13.037075,-22.7681,-17.098362,-17.615242,-22.948383,-12.797882,-15.4797,-11.794857,-20.206036,-20.943441,-23.78265,-21.41856,-23.729885,-19.376032,-20.013805,-15.695341,-21.789454,-18.748056,-19.042053,-27.369892,-17.615437,-22.101372,-19.621536,-21.033806,-26.490759,-16.259953,-20.11985,-17.145796,-17.92026,-18.52014,-24.405943,-18.16724,-19.472427,-24.546574,-17.035305,-14.547689,-12.689993,-20.576153,-22.314537,-18.107658,-15.957392,-22.055038,-28.372873,-24.127075,-26.059341,-31.488523,-27.428654,-14.304016,-17.1032,-23.37759,-15.708582,-11.536394,-14.368515
