-14.470848,-12.894157,-5.2165585,-8.430021,-8.340105,-7.561119,-6.1047077,-12.736668,-13.133341,-19.99632,-43.59438,-36.95237,-1.2814312,-9.200674,-10.279287,-5.6962643,-5.01392
-6.7836914,-9.047884,-3.8446064,-2.8058376,-5.1043453,-3.5545597,-4.1747913,-5.8801327,-9.026552,-16.10662,-45.091774,-38.296883,-11.001432,-11.899284,-7.656309,-6.8119144,-5.209322
-6.669243,-9.380211,-3.9319382,-6.2506256,-1.9360676,-0.06439018,-1.9073486e-06,-1.9000759,-4.822489,-7.822979,-41.683228,-41.656857,-23.926575,-14.010359,-1.063261,-2.6649609,-5.583231
-11.931278,-16.450321,-6.439308,-10.614534,-4.1127243,-6.851923,-5.9209785,-3.1495266,-5.8970737,-8.478474,-42.9265,-43.66153,-17.527817,-3.4828663,-2.6886635,-2.8592186,-7.024494
-14.979961,-8.644178,-4.9664326,-5.1738415,-5.8115864,-11.978176,-9.35573,-5.016226,-12.081652,-11.5715275,-47.39187,-44.50686,-9.218027,-4.2308254,-5.7230034,-7.0080357,-4.1656513
-14.137781,-8.646345,-9.440344,-5.3887215,-6.54521,-9.58939,-14.264994,-10.181513,-12.972343,-13.421909,-41.130913,-45.79919,-9.853384,-7.311676,-6.0946255,-10.586601,-7.690571
-10.356977,-16.498817,-8.119152,-11.059717,-9.801964,-10.027241,-18.726234,-13.919975,-17.753132,-20.40459,-40.146088,-49.429604,-6.792465,-4.3828754,-10.719782,-8.576578,-17.260014
-7.790571,-14.902144,-9.082804,-8.705433,-16.662941,-16.876118,-14.6840515,-13.977694,-16.056055,-16.982159,-46.825676,-56.714893,-6.9325676,-5.0603733,-14.708746,-17.055199,-17.276264
-8.485361,-6.201185,-10.245581,-12.335264,-13.805979,-13.240833,-15.908091,-13.090313,-14.035894,-14.402031,-41.90013,-52.17782,-14.501104,-5.6609364,-20.387304,-12.808046,-14.234697
-14.497667,-6.0123405,-13.303688,-18.332443,-15.062599,-9.65045,-24.2695,-15.341798,-15.055365,-19.339005,-42.453537,-49.331253,-21.413826,-4.3932095,-16.529242,-10.616495,-16.200006
-15.890001,-6.983341,-5.580593,-19.332762,-15.142423,-9.3959255,-13.92153,-17.691477,-16.513798,-25.288332,-45.1357,-47.011208,-18.011635,-8.53793,-11.601149,-8.232782,-16.738268
-12.308395,-13.676586,-11.5004425,-17.178835,-16.12392,-16.468666,-16.387592,-18.533611,-20.064793,-22.510265,-47.24177,-48.347862,-17.431543,-17.166344,-11.404427,-14.54458,-24.238575
-12.79755,-9.301374,-10.662588,-13.471098,-17.471624,-14.341274,-20.095425,-14.607288,-17.313835,-24.06158,-43.83046,-48.015495,-18.96961,-11.7331295,-16.434418,-17.318016,-16.380522
-14.373133,-11.606907,-8.862904,-12.303595,-17.034409,-17.989136,-18.98827,-14.149454,-20.2126,-21.426945,-45.933052,-47.003464,-18.517967,-13.620485,-13.079094,-17.294651,-14.831497
-15.279381,-16.370544,-12.7590065,-15.025963,-15.704609,-20.47253,-19.094517,-14.06889,-21.46186,-27.003874,-46.748974,-44.807953,-13.066,-15.472083,-10.364693,-12.340763,-18.376345
-19.290125,-23.041893,-16.20533,-17.30496,-18.782345,-23.039251,-16.876324,-12.179537,-23.929321,-25.777548,-41.07097,-43.0689,-13.829788,-10.27247,-14.667822,-15.437607,-19.883
-19.91726,-30.584927,-18.17832,-15.832676,-23.371628,-19.63392,-14.432529,-17.12782,-21.337841,-27.316254,-41.740593,-42.74975,-12.515877,-10.500517,-20.401382,-15.621199,-26.024445
-15.014583,-23.68569,-13.031446,-13.381449,-17.771399,-22.879715,-14.966063,-16.70284,-23.739904,-20.753443,-45.622337,-41.878716,-13.92049,-17.8312,-18.528618,-17.270374,-27.31594
-14.997704,-18.425346,-17.39635,-10.826361,-19.208061,-21.056976,-14.102583,-12.7778,-15.060649,-20.293797,-41.485813,-43.355213,-18.323738,-21.396526,-16.38844,-14.356302,-25.77218
-18.723484,-18.778358,-15.40095,-8.461142,-19.851185,-20.75113,-17.811008,-10.928036,-11.966309,-22.968029,-44.595028,-43.58868,-19.635292,-16.849287,-18.277802,-11.433287,-26.805885
-28.100433,-22.406052,-20.968912,-13.852713,-22.973913,-24.027077,-17.43127,-19.148762,-14.709948,-31.065033,-49.04872,-46.415226,-22.327723,-20.317272,-22.17221,-15.331603,-29.086391
-26.320553,-15.789009,-22.38335,-16.5838,-19.907425,-23.15851,-20.965208,-21.555271,-13.469355,-27.537914,-45.521347,-49.147606,-19.59446,-18.484016,-17.47259,-15.995236,-20.177753
-17.454506,-15.727641,-24.812845,-13.28166,-20.81646,-20.803474,-23.125507,-26.346106,-14.312277,-22.15451,-42.786907,-53.556168,-20.292198,-14.06251,-14.466112,-16.139511,-22.345654
