-28.547348,-14.94471,-8.021305,-5.414715,-9.146036,-18.160706,-2.310402,-4.2188187,-13.878986,-12.295803,-3.0147305,-6.446684,-7.4113445,-0.64193726,-1.6165276,-0.7652855,-1.7769165,-1.0468903,-8.919302,-0.55428696,-0.8681412,-1.1773949,-0.8550644,-0.6523628,-2.0814304,-6.8057213,-10.327887,-4.792246,-6.368286,-4.2777042,-6.238434,-6.0746613,-2.1242638,-1.7863197,-1.6515083,-21.010763,-23.200186,-20.872908,-21.559896,-20.972527,-16.914923,-30.657772,-80.0,-80.0
-25.216705,-10.833948,-15.216713,-9.152704,-19.431244,-13.949686,-3.0305786,-7.0928345,-15.930845,-11.4352,-7.6495533,-3.6588612,-4.083658,-4.527912,-3.1146164,-4.878126,-7.863743,-5.335146,-0.543808,-6.095663,-7.0781116,-5.2677994,-4.792803,-6.5558777,-2.5734177,-0.093112946,-1.2076035,-2.6442661,-5.507145,-2.7859,-1.8635521,0.0,-4.9345703,-7.7012024,-8.079998,-28.156136,-28.767124,-23.780481,-31.691467,-29.341986,-29.387173,-30.022099,-80.0,-80.0
-26.227581,-11.827112,-20.212797,-13.357607,-15.699417,-8.616699,-9.07749,-14.612989,-8.746292,-13.654953,-18.180336,-10.970266,-4.7598877,-10.960167,-8.524385,-10.42939,-13.487877,-10.29677,-5.5395584,-13.0050335,-10.977196,-11.67741,-11.523781,-12.038231,-11.520517,-7.09886,-5.2741547,-8.959272,-13.191875,-9.673595,-11.726614,-8.498413,-11.333166,-12.086033,-11.032671,-29.153543,-20.977167,-26.941153,-31.115068,-30.475239,-30.73676,-30.699142,-80.0,-80.0
-23.728024,-15.597164,-20.148157,-18.617378,-13.075851,-7.074005,-14.447325,-18.21748,-8.430601,-14.548733,-11.517666,-11.743162,-8.654423,-14.555147,-13.324314,-12.776564,-15.326937,-12.189978,-18.122107,-14.324108,-15.603243,-11.933207,-11.505451,-14.009735,-10.154556,-18.523447,-13.957882,-14.413122,-12.049717,-12.811661,-9.512003,-19.982841,-21.774761,-14.676157,-16.980408,-30.395287,-21.826687,-28.788088,-30.165234,-37.181736,-26.171797,-31.10043,-80.0,-80.0
-25.593037,-16.094475,-20.296356,-20.606766,-21.041553,-11.699034,-13.761061,-18.842943,-18.487818,-13.561674,-12.396143,-13.930162,-12.768063,-13.616089,-15.167383,-13.157671,-19.750208,-14.819189,-16.539658,-15.138611,-17.278454,-19.056036,-18.361809,-16.003706,-13.281143,-13.433357,-11.922367,-8.33765,-18.993221,-22.934227,-11.747448,-14.002361,-21.593554,-20.638517,-19.737068,-37.224934,-27.89947,-25.408058,-30.08796,-28.903652,-20.997406,-33.09783,-80.0,-80.0
-30.922682,-26.416374,-20.922417,-18.031914,-20.283367,-11.454777,-19.654083,-17.996857,-16.292236,-16.622643,-10.023611,-19.434504,-15.132395,-16.51501,-13.761745,-13.248013,-20.980076,-17.868473,-15.446251,-17.000225,-18.753239,-18.54024,-16.821573,-16.07748,-18.242207,-11.76799,-15.427567,-12.576225,-24.741455,-20.509426,-18.199356,-12.607403,-17.88256,-20.012478,-27.79086,-32.13836,-31.810673,-31.444288,-37.04104,-29.075245,-23.897625,-37.20449,-80.0,-80.0
-25.606552,-20.224487,-23.31083,-12.443851,-20.680702,-15.770565,-22.524467,-12.927488,-10.087494,-9.465578,-14.019768,-15.141323,-14.138086,-17.171175,-19.839497,-20.68478,-21.100163,-16.806734,-17.191393,-15.064278,-16.750347,-19.17976,-20.127886,-17.165638,-13.936897,-15.353643,-15.6570015,-16.130877,-30.064247,-19.817896,-13.759777,-18.865086,-18.884186,-19.019829,-27.669218,-26.691881,-32.402096,-30.28768,-31.429255,-28.483307,-22.985302,-46.38544,-80.0,-80.0
-22.351316,-23.704319,-19.67221,-15.063484,-33.896324,-19.973475,-21.822163,-15.601568,-14.079645,-10.483168,-14.766113,-11.749332,-18.375874,-20.18165,-20.10934,-19.661469,-19.463535,-17.60116,-22.822872,-18.781616,-20.16952,-16.549679,-18.17258,-21.453281,-20.248941,-20.509645,-21.316475,-14.651165,-27.665565,-20.769955,-8.723907,-16.387642,-24.439144,-21.230478,-23.927792,-24.975727,-36.45099,-25.252617,-31.904947,-26.010685,-24.075045,-51.050823,-80.0,-80.0
-22.341963,-22.549786,-17.18511,-20.717552,-22.714874,-24.67357,-22.52333,-18.885983,-22.49439,-13.54026,-17.032774,-13.794092,-25.97134,-19.524664,-21.468193,-18.483568,-20.017181,-17.241343,-19.729385,-17.56298,-18.390015,-20.932514,-19.18245,-20.58454,-20.482344,-16.722197,-15.784027,-18.530684,-22.141258,-24.66163,-11.939968,-14.964146,-18.698292,-21.649294,-25.71769,-27.511257,-26.12924,-23.334217,-27.333866,-32.768818,-26.473522,-50.882442,-80.0,-80.0
-26.444054,-22.465748,-20.547333,-23.627,-22.652496,-24.42941,-18.947435,-19.512915,-18.114267,-10.319639,-14.056877,-13.148333,-21.73853,-18.963478,-17.42516,-17.517479,-21.206928,-21.21349,-24.698893,-21.755463,-21.589699,-20.447811,-26.294321,-21.642937,-18.954933,-17.370356,-17.427385,-21.642838,-23.998772,-26.263157,-15.837505,-20.319216,-19.315968,-26.037512,-26.083115,-29.73862,-24.01487,-20.250288,-29.535286,-32.985977,-26.401026,-40.863647,-80.0,-80.0
