-14.27739,-17.074202,-6.633732,-7.375683,-8.497936,-4.2208405,-80.0,-6.853985,-15.907712
-11.218426,-8.2330265,-5.873598,-5.467705,-12.891542,0.0,-80.0,-7.5277863,-9.129097
-14.536699,-8.579601,-4.1928864,-7.529608,-9.7297325,-6.564928,-80.0,-6.41066,-12.911903
-19.620813,-9.63369,-0.42531586,-1.6738625,-0.34329987,-13.708782,-80.0,-7.083168,-13.166492
-18.590656,-6.303364,-3.2859383,-0.9443531,-2.989851,-12.765778,-80.0,-10.615145,-9.633699
-11.173435,-8.359875,-12.721027,-10.190298,-14.432167,-10.609882,-80.0,-11.727037,-14.734162
-9.0108795,-13.175846,-15.472068,-10.38205,-13.946131,-19.031717,-80.0,-9.823164,-14.61544
-12.618074,-11.712576,-12.929958,-10.8257675,-9.278908,-18.487616,-80.0,-8.577112,-11.799074
-18.940216,-11.372438,-11.37475,-13.465822,-6.7244225,-17.778301,-80.0,-12.378689,-10.126118
-14.725529,-5.1606865,-13.354628,-13.765245,-9.4656315,-17.870241,-80.0,-17.563396,-13.245245
-11.204058,-6.2250576,-8.481113,-13.172934,-12.660139,-21.778584,-80.0,-8.97637,-8.80591
-15.708955,-16.118223,-10.221909,-16.080784,-13.920557,-21.141565,-80.0,-10.165007,-10.237898
-17.2228,-13.543999,-11.26602,-9.665491,-13.911428,-17.925034,-80.0,-12.146183,-11.54071
-21.523806,-9.7428055,-13.411148,-13.692986,-15.803848,-21.203724,-80.0,-9.588608,-16.077274
-17.274734,-11.694035,-15.37671,-13.382065,-18.975245,-21.361576,-80.0,-10.074551,-13.377453
-15.070405,-11.674295,-14.690735,-14.508356,-20.776424,-24.598217,-80.0,-9.461834,-14.611427
-13.085745,-16.30412,-15.676241,-18.52417,-21.339417,-30.046598,-80.0,-11.21023,-9.551651
-10.458176,-21.682465,-15.049002,-24.007511,-17.99935,-27.755299,-80.0,-13.82428,-7.8650036
-11.7336235,-19.889801,-13.326595,-19.889425,-25.281832,-27.455645,-80.0,-16.999432,-8.304684
-13.281481,-10.011139,-17.730827,-15.461066,-24.10517,-25.291368,-80.0,-19.755302,-10.723711
-12.878807,-12.572367,-20.153107,-23.65221,-23.748302,-27.82794,-80.0,-12.993387,-19.623432
-10.0305,-20.035423,-28.06182,-22.455013,-14.621517,-27.678955,-80.0,-12.799347,-25.21954
-12.659876,-19.380987,-25.351955,-18.061016,-9.341166,-23.796854,-80.0,-17.063532,-20.9694
-19.2318,-14.718014,-16.519476,-14.376232,-12.428457,-28.04514,-80.0,-15.851935,-16.730564
-21.193481,-9.001423,-18.719467,-16.622578,-18.252087,-22.810055,-80.0,-22.182257,-19.502644
-13.6034565,-14.39732,-19.084412,-22.209278,-22.998058,-20.42979,-80.0,-21.562881,-15.266131
-12.220036,-15.284977,-17.967546,-16.05925,-19.515884,-20.28865,-80.0,-22.977474,-12.25428
-17.172947,-12.816402,-24.963974,-18.232004,-20.223263,-19.929817,-80.0,-28.025742,-15.725735
-19.99517,-12.630774,-24.092026,-20.662186,-18.648338,-25.519558,-80.0,-21.892593,-13.946053
-15.511431,-19.92725,-27.47787,-18.75624,-23.96498,-25.41353,-80.0,-21.579073,-13.572433
-14.8909025,-11.629963,-20.940613,-21.800556,-20.627249,-21.936234,-80.0,-19.064667,-14.608703
-18.694004,-10.317768,-24.260517,-19.579575,-20.68229,-27.383465,-80.0,-14.917977,-16.330082
-17.33857,-13.311293,-19.45572,-24.903248,-28.195843,-28.771652,-80.0,-16.71452,-14.48196
-16.772717,-17.532629,-16.025124,-28.779343,-23.147106,-22.196981,-80.0,-23.529016,-16.09708
-19.549133,-15.984636,-22.194458,-22.4512,-21.136017,-18.91466,-80.0,-25.431156,-15.519231
-21.915419,-18.289751,-21.439938,-19.854874,-22.511219,-19.443363,-80.0,-20.795753,-15.431146
-17.68784,-16.313194,-23.08419,-24.070381,-22.377186,-20.1814,-80.0,-23.692074,-15.993337
-18.253864,-17.383972,-24.132095,-21.826681,-18.03265,-17.2495,-80.0,-18.214643,-18.208961
-24.571995,-19.592955,-21.919727,-31.80316,-18.831015,-21.49381,-80.0,-18.279518,-19.653751
-23.389349,-15.697754,-20.55185,-23.46257,-18.63964,-25.103264,-80.0,-16.245413,-19.626726
-20.568855,-19.10673,-20.972683,-21.290127,-15.321997,-21.421722,-80.0,-21.1222,-23.174383
-18.38939,-22.48558,-24.09211,-17.496666,-19.242153,-22.889896,-80.0,-16.02866,-24.929832
-20.231571,-14.284365,-21.158432,-20.70929,-19.781897,-24.03871,-80.0,-20.062086,-19.586805
-20.86775,-14.67013,-19.177755,-23.685055,-18.897999,-19.236698,-80.0,-18.245518,-14.73947
-18.379875,-19.569147,-23.769718,-22.11562,-26.210112,-15.890165,-80.0,-17.122398,-13.973608
-21.735214,-17.06174,-26.79096,-20.629013,-28.691334,-19.16305,-80.0,-25.831099,-10.680977
-20.154865,-15.90526,-27.372631,-21.822641,-19.449974,-17.284485,-80.0,-26.586605,-10.88698
-19.867138,-13.290186,-23.586102,-22.942154,-20.532297,-18.896788,-80.0,-25.543627,-17.718887
-23.390106,-17.841553,-22.30597,-20.329548,-21.661108,-17.419529,-80.0,-23.667463,-13.644299
