-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-13.725151,-25.174635,-25.132057,-12.87471,-17.854904,-18.84431,-20.459091,-14.057238,-15.656803,-15.060337,-20.291977,-19.90387,-17.879036,-17.575237,-16.57196,-23.491844,-18.871527,-21.873672,-12.872744,-23.47673,-18.637707,-12.4104805,-23.197386,-19.15979,-16.41374,-22.45742,-14.512381,-14.273838,-16.723185,-20.58773,-24.689137,-24.521067,-17.88603,-22.94175,-21.623451,-19.940779,-23.966473,-26.683506,-20.74356,-15.639366,-20.426207,-30.63195,-24.361172,-21.806267,-19.715565,-19.960262,-22.532326,-26.95494,-18.055851,-18.953392,-15.106026,-15.96591,-13.404392,-18.255053,-11.491751,-11.430012,-23.091452,-21.392792,-13.807224,-16.420124,-11.383451,-17.701561,-14.171158,-16.756502,-22.463976,-19.486797,-17.203316,-18.822525,-21.74839,-19.66986,-13.474163,-13.979361,-17.649546
-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-17.887394,-14.391798,-16.005787,-7.901224,-13.42317,-20.097805,-20.29333,-4.3863373,-8.971928,-5.172985,-15.171391,-17.596073,-14.978916,-10.047102,-7.818676,-10.537838,-15.339476,-8.586721,-4.328146,-12.257301,-12.684711,-4.747898,-16.165695,-8.2092495,-4.794407,-14.486195,-5.332966,-8.579361,-13.541935,-8.761778,-15.257423,-13.959454,-10.842735,-25.63079,-21.825275,-14.733377,-14.509413,-17.232254,-23.984793,-13.132223,-10.200214,-19.915531,-15.943356,-13.904821,-14.934446,-11.2269535,-17.669388,-13.856934,-16.12415,-10.058073,-11.438601,-5.1665134,-5.0767155,-13.000771,-4.3253593,-6.1355324,-16.51689,-14.077063,-7.8286057,-9.306059,-4.6566544,-17.825941,-6.77948,-7.1651573,-22.17165,-13.704256,-13.636642,-17.953058,-19.562847,-13.119205,-8.920607,-13.316429,-11.775084
-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-20.21246,-6.425026,-5.1219864,-7.0066376,-11.614553,-20.116205,-9.232658,-4.0180416,-4.382267,-4.415886,-8.232143,-4.6541424,-3.0457306,-3.4684906,-10.776358,-11.190855,-15.508913,-4.4756203,-4.4220085,-5.727993,-5.760895,-7.7569523,-11.819832,-2.408905,3.8146973e-06,-1.8614769,-4.0467033,-7.155571,-4.4319267,-6.925997,-16.01052,-12.21063,-8.012869,-24.772467,-14.475607,-15.811249,-10.427565,-11.99361,-19.630772,-12.719788,-3.8502712,-10.863279,-17.102037,-15.789566,-12.634373,-15.947353,-16.094185,-14.972986,-11.991772,-12.729317,-14.098633,-6.93729,-9.6078,-16.190054,-8.270023,-10.463459,-15.383268,-9.26865,-4.087406,-1.1601791,-8.440046,-9.317583,-9.2999,-9.694412,-25.418377,-14.900272,-14.598652,-14.872198,-17.71568,-12.926943,-17.583902,-10.085234,-1.3183289
-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-21.870228,-5.789604,-5.0170918,-3.2366333,-9.788458,-21.136246,-5.7518845,-12.424654,-3.460373,-6.5360603,-3.455862,-0.7509575,-1.9781075,-2.8105373,-7.417597,-9.83707,-15.67111,-10.166742,-9.0447445,-9.708385,-9.356167,-7.6871986,-13.531351,-6.2805977,-6.152092,-2.355425,-7.612301,-2.419817,-6.530279,-9.723553,-13.812923,-10.5556965,-9.459705,-21.658089,-14.6270275,-13.675928,-13.3127365,-16.503893,-20.424654,-14.724199,-6.0733833,-13.355135,-17.923655,-18.513432,-14.543104,-16.518448,-20.558979,-15.280338,-12.554562,-11.910786,-15.958235,-15.493431,-14.085144,-15.18107,-13.934187,-20.236076,-21.098953,-13.451118,-1.8806496,-4.257082,-6.848116,-10.772905,-13.663591,-13.647858,-23.329407,-21.072342,-23.253948,-17.708519,-17.531723,-17.349789,-17.36453,-8.973963,-4.027912
-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-20.069452,-14.155624,-8.655329,-9.706215,-15.566183,-17.02831,-11.944237,-27.771027,-12.304386,-8.376785,-6.6608143,-8.687223,-11.660374,-16.3414,-10.965729,-13.319017,-11.094307,-12.481876,-18.739838,-15.567703,-12.824682,-9.661686,-7.273712,-11.118252,-14.034952,-19.869125,-10.142143,-6.498865,-7.344515,-7.7359657,-5.763916,-7.4167633,-10.718071,-15.912056,-15.366064,-9.922411,-11.34231,-10.284988,-9.168171,-17.177591,-16.608944,-16.430029,-7.95232,-17.447947,-16.501875,-5.849905,-6.1861267,-5.6069756,-6.247305,-6.4104233,-6.7574463,-11.949181,-6.5297356,-5.3083305,-10.808182,-9.165232,-10.298742,-10.290224,-8.138233,-15.922152,-8.793844,-8.637535,-8.532362,-11.579802,-9.078142,-12.61245,-7.895935,-8.667175,-12.842354,-11.729708,-11.940334,-8.732269,-17.209763
-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-20.830122,-18.802107,-9.064262,-9.979918,-17.471228,-13.460777,-12.560978,-24.247469,-12.918558,-7.872286,-6.539009,-14.520939,-12.5023155,-16.319883,-11.669689,-14.2268505,-9.239803,-10.567324,-12.732716,-10.565117,-11.54594,-5.564602,-1.7941875,-18.394234,-18.18476,-21.31709,-10.939083,-5.9478683,-4.311207,-3.5257874,-0.5886345,-1.7730541,-6.050747,-12.038078,-15.77412,-10.616882,-7.6373863,-4.8400345,-4.524048,-13.490118,-16.254715,-9.01157,-4.0096607,-12.143606,-12.87027,-1.1064186,-0.2970085,-0.78063583,-0.639164,-1.3618431,-1.2912865,-6.203991,-6.3507347,-0.66600037,-7.686352,-2.081482,-1.3898964,-2.018364,-7.8433304,-13.775225,-4.417919,-2.248024,-3.916523,-5.374817,-2.8084183,-5.329218,-1.8196831,-2.764639,-8.134731,-6.6375275,-5.206764,-4.584049,-15.302673
-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-15.028549,-16.34684,-18.036556,-15.825794,-20.558605,-16.579756,-19.853241,-17.675001,-20.831484,-19.289326,-12.461861,-18.544495,-20.887852,-26.043835,-18.806816,-17.164005,-15.324484,-14.029312,-14.645542,-17.48884,-16.016815,-10.149422,-7.389288,-19.534718,-22.596994,-22.56436,-15.104057,-12.099287,-10.75622,-9.183544,-7.741894,-7.074589,-9.812622,-12.8895,-19.252651,-16.363407,-14.229429,-11.574335,-10.262943,-21.611181,-16.362614,-11.886448,-11.485216,-18.257196,-19.327469,-8.101866,-6.6877327,-8.029959,-6.9913445,-7.872528,-7.5403557,-12.058704,-12.613386,-6.797413,-18.036453,-7.410536,-4.531952,-6.3887215,-13.530809,-20.48845,-10.273712,-7.8210373,-8.286167,-7.1358643,-7.3464985,-10.368816,-7.5178165,-8.97048,-13.931885,-11.521236,-9.035694,-8.888275,-20.95054
-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-14.74177,-18.947882,-20.716671,-17.240528,-16.853067,-21.969795,-23.11472,-14.932571,-24.070358,-16.652359,-15.490692,-24.23605,-19.340313,-19.16438,-18.885578,-13.346008,-20.46222,-16.060417,-14.209692,-19.177216,-26.377224,-17.594675,-19.615017,-14.123356,-17.033085,-22.049742,-12.907375,-14.79545,-13.2429905,-17.291813,-16.256226,-14.377432,-12.805548,-12.595732,-23.45345,-13.006222,-20.52372,-22.565334,-19.166874,-24.312101,-15.835276,-26.798424,-20.659275,-28.717562,-28.28673,-19.167074,-19.715714,-18.901089,-16.26102,-14.894758,-20.859304,-18.218212,-14.814371,-17.022516,-19.544283,-22.890104,-20.79821,-18.630413,-20.71677,-18.998203,-13.156937,-16.79229,-19.007889,-17.813568,-22.878136,-22.88975,-25.373241,-25.164232,-16.262882,-13.765394,-19.37984,-21.79679,-25.780962
-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-16.747091,-18.162178,-17.254929,-19.140799,-19.894794,-26.506918,-23.38422,-21.385403,-22.80091,-14.816362,-15.442001,-24.398582,-18.267447,-12.764162,-14.952751,-13.447121,-22.80909,-13.1502,-17.785027,-21.173523,-32.920956,-23.224857,-23.1432,-9.583654,-16.574928,-14.373808,-14.134573,-11.830847,-11.928108,-18.006886,-14.7855,-16.608953,-15.087715,-14.408863,-15.693382,-10.49003,-18.00135,-20.367561,-16.425144,-22.291962,-13.67144,-19.941816,-16.725883,-16.469955,-16.827354,-15.378828,-15.638613,-16.152847,-15.022089,-14.441677,-14.879824,-15.465578,-13.434551,-21.07463,-13.936783,-19.021053,-16.525702,-13.635685,-20.93261,-15.15185,-11.649551,-14.1430855,-17.867039,-20.859312,-21.743969,-23.029457,-26.952126,-19.471664,-22.939642,-15.703699,-24.502981,-21.808006,-17.311848
-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-18.55755,-18.146542,-22.067963,-25.905613,-21.350214,-23.73778,-32.07728,-35.229244,-21.454369,-21.545485,-22.965881,-24.786907,-17.046303,-16.12233,-12.062592,-20.525867,-18.846132,-20.470343,-18.819698,-24.773989,-21.957714,-23.29573,-19.702778,-14.635273,-14.569811,-10.910505,-16.03992,-17.170202,-14.714434,-13.974394,-18.160332,-20.284864,-19.297707,-11.875988,-17.334377,-17.826658,-19.186527,-25.801723,-25.99129,-25.665337,-18.743462,-25.610664,-20.959742,-17.79348,-20.437122,-20.15731,-16.468658,-15.583685,-15.387417,-15.999126,-14.996475,-17.98531,-14.667431,-31.930302,-22.01588,-12.486471,-14.162422,-19.410343,-19.793604,-14.077972,-16.220182,-19.662086,-12.529718,-17.803368,-25.079458,-23.361101,-25.00578,-24.855772,-35.18105,-13.191504,-15.629339,-22.745941,-14.969383
