-54.47694,-52.746155,-24.057516,-25.23522,-27.43249,-15.558311,-22.450117,-28.46336,-25.329386,-30.686327,-36.986343,-43.161366,-65.05434,-80.0
-53.453667,-51.034843,-19.082613,-19.830868,-17.356747,-12.794884,-13.426808,-25.03372,-17.085344,-36.543438,-34.740128,-34.338757,-65.08734,-80.0
-53.400215,-56.06317,-18.0357,-17.44407,-17.533985,-15.726275,-12.419528,-23.607107,-18.141903,-35.58363,-32.753307,-35.78897,-64.20918,-80.0
-48.84613,-44.14241,-8.798748,-17.117777,-12.057056,-9.331406,-13.434266,-10.944376,-10.840307,-25.291103,-30.496565,-40.33227,-62.43878,-80.0
-45.674324,-40.940212,-1.9073486e-06,-11.303038,-7.394396,-8.753378,-7.011595,-11.634813,-5.35248,-23.330034,-30.92612,-37.138824,-58.667572,-80.0
-49.300926,-43.634884,-0.01924324,-5.8798256,-7.9242973,-12.008157,-8.460653,-18.132463,-10.10615,-31.966793,-25.623339,-35.40253,-63.949577,-80.0
-50.050636,-42.788925,-6.5437984,-3.5847607,-17.15097,-22.962711,-6.1594715,-23.658411,-11.294441,-36.703003,-31.929735,-37.289955,-75.693985,-80.0
-45.855316,-42.665,-16.249884,-9.964796,-23.06017,-21.743866,-8.2276,-17.518085,-13.388235,-32.823265,-35.243744,-39.66586,-77.382065,-80.0
-46.29618,-43.372055,-21.866028,-13.321899,-19.582262,-19.434177,-8.50017,-18.021141,-16.387165,-37.134903,-30.178904,-43.015007,-80.0,-80.0
-54.54928,-39.654068,-16.904434,-7.55385,-18.966301,-19.901558,-7.7037106,-18.11821,-12.921064,-44.80803,-30.053627,-44.620064,-80.0,-80.0
-53.21048,-38.82628,-14.690608,-5.48411,-23.41697,-25.496454,-9.436352,-16.39202,-14.839807,-45.08766,-27.78449,-44.396187,-80.0,-80.0
-51.39657,-41.935375,-17.870514,-4.500757,-24.715147,-24.914524,-10.353708,-15.438946,-22.077097,-56.39138,-32.74696,-46.411564,-80.0,-80.0
-50.057,-43.94832,-21.088778,-5.481745,-16.439487,-26.138525,-9.456766,-16.061243,-23.383602,-40.97018,-40.94053,-51.433357,-80.0,-80.0
-52.894623,-45.91707,-15.25466,-9.376698,-18.72879,-26.89411,-10.471582,-17.755867,-28.536749,-36.839283,-33.45863,-52.37017,-80.0,-80.0
-56.161926,-40.889816,-17.340548,-17.426329,-20.065071,-23.697392,-13.73881,-16.7952,-37.130592,-42.13275,-30.637794,-53.08715,-80.0,-80.0
-54.925003,-37.747604,-28.942286,-13.13014,-16.110962,-19.829348,-19.495049,-18.009563,-38.388737,-39.11901,-32.868668,-55.82773,-78.228264,-80.0
-57.433342,-36.757446,-28.285591,-13.000955,-15.393966,-22.008728,-27.33909,-21.61879,-39.038353,-38.526268,-39.072247,-62.32363,-80.0,-80.0
-64.01007,-36.35502,-26.453547,-13.300438,-21.746225,-25.16218,-29.370392,-21.710974,-39.24703,-36.60882,-32.70974,-59.202732,-80.0,-80.0
-65.06791,-40.221848,-30.291807,-14.40865,-23.260925,-28.168934,-20.404953,-27.597534,-51.422188,-36.279633,-34.952606,-55.4423,-79.5677,-80.0
