-11.656462,-6.3930798,-2.7650013,-5.42157,-3.2134457,-7.179714,-21.062244,-14.616443,-6.8955,-8.449402,-8.439037,-3.2326355,-2.7378159,-7.4371643,-9.998215,-13.767899,-13.184765,-4.7387524,-2.7468758,-4.653906,-1.0521526,-0.98018265,-0.91012955,-1.7751255,-8.357082,-20.073679,-6.372158,-5.7397423,-6.092758,-7.075279,-2.3925972,0.0,-0.9641304,-0.77864075,-0.9747009,-1.7387733,-1.6526527,-2.3661175,-2.7210388,-2.968542,-2.785925,-0.06608009,-0.27212143,-2.7917366,-5.089258,-2.4983807,-4.263212,-11.649715,-7.8232117,-8.934778,-15.400664,-14.033392,-10.883661,-7.648617,-6.8153305,-1.1665001,-0.54306793,-0.90945625,-1.8292637,-1.9656792,-1.6749973,-1.3517189,-1.4974785,-1.6281624,-1.8435059,-2.102684,-1.7898903,-1.6244221,-3.4850197,-11.088936,-14.441016,-30.022186,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-10.163841,-2.443575,-3.6068478,-2.4598217,-2.48201,-2.9882965,-7.090164,-5.6195374,-2.7565384,-8.143703,-3.8190212,-0.8470688,-1.2765923,-2.9633827,-3.0566292,-3.0778198,-6.2590714,-6.0563316,-2.433876,-4.7335854,-6.437538,-4.858965,-4.047451,-1.9221001,-0.9689865,-2.1477852,-1.3249321,-1.1226654,-0.7213249,-3.0692253,-4.104946,-6.0660515,-8.56118,-6.9213066,-2.4337711,-6.344803,-7.414486,-13.627777,-11.571178,-8.761892,-10.212496,-4.745594,-5.515894,-3.6412544,-9.381794,-10.129196,-3.243164,-1.4416771,-0.5982475,-3.8982315,-4.943611,-4.237547,-9.053925,-4.04891,-3.4289894,-4.504627,-5.760975,-4.725363,-4.7646446,-2.8773022,-5.829323,-5.456665,-6.0584145,-6.9867153,-8.368029,-4.8614426,-5.0855827,-6.788683,-5.8792515,-13.129171,-14.350755,-26.602133,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-11.128735,-6.7257385,-8.257191,-5.8154716,-9.681265,-4.9600945,-1.3876228,-0.59693146,-3.544014,-6.6249466,-4.1038227,-9.379505,-11.671776,-8.049479,-6.633074,-2.1970634,-1.5574932,-3.9103355,-9.038406,-11.326643,-8.756487,-8.353643,-10.35334,-10.107964,-4.556759,-4.1449833,-5.583172,-8.435741,-6.3722725,-4.2052803,-4.131998,-8.985622,-11.347237,-11.340801,-12.4967785,-9.084253,-10.230936,-13.545141,-13.175137,-7.7737694,-10.776478,-9.353983,-8.808624,-10.861109,-7.587969,-10.948515,-9.292229,-5.7819767,-5.631878,-2.4992332,-1.5327988,-2.605774,-4.845133,-3.6648598,-3.790268,-9.0867195,-9.469143,-8.962013,-10.030901,-10.910797,-8.227547,-8.409527,-8.092245,-10.490244,-13.263004,-13.139847,-11.798601,-10.263466,-11.308575,-14.265616,-14.38635,-26.881618,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-14.285203,-15.911036,-13.5078125,-9.350637,-11.111275,-12.372414,-6.5083694,-5.389818,-9.849615,-5.2020855,-5.666054,-13.235514,-9.612148,-4.1850357,-6.6734715,-10.544149,-4.879101,-4.7671814,-10.851875,-8.873852,-12.038828,-9.445591,-10.8341675,-10.395582,-9.158005,-13.96726,-11.652903,-12.9032,-17.208073,-8.233574,-8.471472,-13.740337,-11.924183,-15.30279,-9.519299,-11.485159,-9.513203,-10.903439,-14.283714,-6.761421,-10.298199,-13.549789,-13.724451,-8.061153,-5.6808815,-11.617069,-14.864901,-12.6967125,-19.347847,-9.522705,-7.631794,-7.5711,-3.0224457,-8.41201,-8.268326,-9.81892,-14.008361,-13.68432,-13.4212,-12.760378,-11.764038,-11.415787,-12.442617,-15.08103,-18.84862,-12.826334,-12.970047,-16.773006,-17.035124,-13.807959,-17.846111,-28.95225,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-18.43919,-17.848648,-16.250835,-15.6508465,-18.426044,-15.524769,-19.414186,-19.482357,-13.555382,-7.7580013,-9.23097,-10.061092,-10.137985,-5.3701134,-7.322483,-15.207689,-14.878666,-12.07329,-8.9586735,-9.251699,-12.038149,-13.5487175,-18.370075,-12.08799,-13.267931,-16.682678,-14.916671,-14.214188,-14.15331,-9.594957,-16.230492,-17.811691,-18.816643,-14.654837,-11.359301,-11.84993,-8.418665,-11.435322,-15.707099,-7.980545,-9.687485,-14.986389,-14.249445,-12.3843155,-6.351486,-10.898663,-16.296017,-12.464354,-15.216706,-14.000141,-13.525791,-10.539465,-6.184725,-8.897156,-16.613285,-16.349234,-14.037206,-17.172672,-17.461365,-15.606921,-17.071802,-17.884172,-22.38898,-18.740273,-17.27192,-17.928768,-19.890223,-16.187986,-15.222122,-16.357653,-26.849506,-32.933018,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-16.91025,-13.470608,-14.691051,-21.31445,-14.796242,-13.842871,-21.749626,-22.781038,-12.840097,-12.948292,-16.298286,-14.921612,-23.656797,-12.81274,-14.077639,-20.970676,-23.255697,-19.881622,-14.050557,-15.042918,-17.352028,-15.088684,-14.612656,-15.015869,-21.164244,-16.707466,-11.443319,-12.611866,-11.747358,-11.713377,-13.525185,-20.889727,-25.10919,-16.529839,-17.526173,-20.149345,-9.760065,-10.926537,-17.214037,-14.351864,-16.322968,-18.70303,-15.147235,-12.08033,-10.077375,-13.7213745,-22.622887,-16.45446,-12.904415,-10.800552,-11.65309,-15.039883,-11.339415,-12.2915535,-20.317936,-18.522707,-20.587957,-17.283178,-22.303654,-23.97547,-19.001343,-18.957985,-21.680693,-17.217175,-16.634815,-15.403185,-20.799189,-22.537573,-18.84665,-17.4903,-29.246033,-35.747234,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-17.429771,-13.2426605,-19.079056,-19.688465,-15.938218,-14.873969,-20.182446,-15.800725,-15.268347,-19.721167,-20.833235,-17.459719,-18.851158,-12.6619625,-11.679848,-21.020462,-18.457355,-14.588776,-16.928751,-18.89851,-18.948982,-19.857737,-17.805225,-18.44095,-16.649944,-12.529478,-13.195183,-15.232,-14.9644985,-14.762089,-12.566841,-17.338463,-24.34625,-17.571169,-14.808369,-18.44137,-10.032465,-10.074661,-15.330099,-14.987782,-16.277023,-16.114384,-18.435995,-19.527287,-16.25408,-17.5934,-22.73824,-20.050098,-16.900064,-13.883153,-15.373901,-16.717213,-18.980757,-15.688993,-16.014297,-22.269861,-17.780506,-15.353746,-17.223783,-20.691994,-19.725914,-20.334854,-16.151379,-14.277367,-16.545153,-14.686661,-19.713142,-26.386879,-16.851124,-16.0023,-24.409046,-33.048836,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-18.350637,-15.540496,-16.973965,-14.392726,-15.983574,-16.27464,-15.280546,-18.628942,-16.899942,-19.153492,-18.496416,-17.427494,-15.807499,-10.116098,-12.643414,-14.924595,-10.438173,-9.737797,-13.378206,-15.59635,-22.700218,-19.213654,-16.341755,-13.911029,-11.727127,-15.1535225,-18.097971,-13.430199,-19.41333,-16.85299,-19.57618,-22.712265,-22.074873,-22.061543,-16.826578,-18.350645,-16.849434,-17.261246,-26.231197,-12.336153,-11.315651,-15.432293,-20.540375,-23.818192,-15.915719,-17.78238,-17.533493,-18.960474,-25.753902,-24.301855,-16.56983,-19.836327,-23.28729,-13.310278,-12.321701,-17.336987,-21.105225,-20.510609,-23.002987,-17.824188,-18.166145,-21.785524,-18.111353,-18.906712,-19.498287,-19.137497,-24.878487,-30.012934,-17.860819,-18.219181,-25.142725,-31.468203,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-13.463594,-11.491314,-16.30602,-13.9845,-14.587925,-16.665085,-11.586618,-14.012945,-15.488108,-14.890563,-13.764589,-15.738285,-18.886858,-11.280716,-10.56488,-10.46207,-8.610556,-10.511974,-15.877772,-19.472431,-20.797867,-22.18116,-18.763062,-16.999426,-14.473352,-18.649988,-17.855604,-16.937057,-15.25325,-20.44817,-20.109802,-21.008251,-18.646116,-25.129866,-19.347893,-15.554568,-16.941132,-18.12192,-20.166328,-10.785946,-11.274649,-17.581768,-18.009388,-13.905722,-15.88468,-20.57406,-13.641251,-12.816347,-19.799036,-24.54812,-17.781708,-21.206272,-20.10902,-12.023638,-13.772348,-20.215134,-15.450456,-15.587379,-22.184046,-17.862299,-18.892168,-15.911033,-18.848534,-23.001335,-22.84918,-16.643538,-15.145595,-18.867086,-19.637253,-18.185589,-20.575012,-28.602304,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-14.256952,-17.424614,-17.655434,-18.66423,-22.875385,-15.268422,-15.685749,-15.513318,-16.01062,-11.365807,-10.932928,-15.905692,-18.273771,-18.27258,-19.103752,-18.795599,-15.223099,-20.13749,-21.359632,-30.210398,-21.886677,-18.326773,-21.311758,-22.406872,-22.16986,-18.019161,-16.336416,-22.48255,-14.936372,-16.644987,-19.527485,-16.18584,-20.404396,-21.242191,-15.666624,-15.254071,-17.849205,-15.845557,-18.186314,-14.245537,-18.216682,-18.689997,-15.442573,-16.221502,-21.903961,-22.205484,-17.023254,-17.74098,-16.779484,-17.26295,-16.933695,-16.259352,-16.031782,-17.058048,-21.514378,-20.522522,-19.931396,-15.962512,-19.683823,-17.076675,-15.048758,-16.807816,-25.606634,-31.135885,-31.172195,-18.709488,-15.86237,-24.974226,-32.537777,-20.109612,-17.937637,-28.147858,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
