-22.54412,-23.256023,-20.624378,-20.3406,-9.348473,-11.125265,-19.196354,-18.559885,-20.188696,-9.448484,-4.5530663,-13.0330715,-6.7836323,-9.216717,-9.521429,-8.185459,-15.054218,-11.412865,-4.8602333,-5.3017483,-7.6842327,-7.864666,-9.246508,-6.867016,-6.718401,0.0
-16.423887,-14.708214,-11.185591,-7.6764355,-7.452017,-3.9342175,-10.139917,-8.801014,-8.421465,-2.4288998,-3.883297,-3.281372,-6.9148483,-12.259937,-4.929983,-3.1686726,-4.211561,-10.052437,-9.736492,-14.099047,-4.575409,-9.837824,-14.734165,-13.080841,-5.1730785,-6.0676804
-14.45624,-12.186993,-8.936947,-7.432436,-10.33807,-3.7073593,-10.501715,-12.248829,-4.4299164,-2.8841476,-7.973316,-1.8550301,-9.552538,-13.8040905,-6.3151627,-5.2713776,-4.3486805,-9.524616,-11.3075695,-17.92328,-8.946445,-9.231678,-17.334248,-14.684002,-7.381153,-13.76767
-19.861252,-19.081678,-16.632769,-19.160933,-9.687561,-10.902374,-10.901726,-21.810604,-10.182451,-11.573143,-11.489391,-10.235596,-11.515217,-11.141399,-12.691397,-10.877108,-13.628,-13.815073,-18.493929,-21.611889,-12.328308,-17.293962,-21.240223,-22.21348,-13.041033,-13.774979
-17.24624,-21.645874,-22.285864,-28.686523,-12.01343,-9.810595,-8.735096,-10.541256,-16.903858,-17.393564,-8.491663,-12.879276,-14.511517,-12.355303,-16.376287,-15.085196,-18.3759,-25.159313,-23.09111,-20.650398,-17.903107,-17.962173,-17.552813,-22.712322,-18.145813,-14.210072
-15.084097,-22.005327,-24.378338,-25.869205,-14.675928,-9.027826,-11.392975,-5.6130066,-12.883713,-13.144772,-11.7527275,-12.649185,-16.20403,-19.393948,-15.337141,-12.4748535,-14.052525,-22.6667,-20.782118,-25.69254,-24.537851,-19.027714,-21.735847,-23.328728,-20.190605,-17.812057
-18.789862,-19.519974,-30.796179,-17.560112,-19.421276,-7.9037437,-17.102066,-6.1531067,-12.077999,-10.71801,-17.039225,-17.302052,-17.472054,-18.636833,-13.62435,-14.945747,-15.694897,-16.398453,-16.011763,-25.41671,-22.880165,-19.284546,-23.496046,-19.448467,-14.411619,-22.306076
-21.478428,-27.928427,-28.465038,-22.465424,-24.350784,-14.114521,-10.493322,-9.293247,-13.481491,-15.7768345,-19.016891,-16.181356,-15.196623,-17.466536,-10.868046,-20.910727,-14.894915,-16.102854,-18.408543,-25.171429,-20.809391,-21.509966,-21.386248,-22.527813,-15.217249,-20.887402
-20.015102,-25.74285,-20.77463,-29.68539,-11.981884,-12.905489,-7.405346,-15.699974,-17.517328,-19.886475,-18.541403,-16.338978,-19.662704,-18.805481,-14.761646,-16.623795,-21.320757,-20.955671,-19.509468,-15.838266,-24.831451,-22.75259,-17.924017,-24.353674,-16.84108,-19.99855
-15.483658,-25.371384,-19.42022,-32.32247,-7.198101,-12.727341,-10.360685,-16.403605,-14.107948,-17.487928,-16.496216,-16.52487,-16.461876,-16.629656,-21.840675,-17.855835,-16.07383,-21.31662,-23.793736,-18.426527,-23.364147,-26.97149,-24.373747,-27.334137,-23.634308,-21.435747
