-19.029774,-16.313257,-10.165665,-13.871296,-10.913136,-9.816151,-8.624313,-13.505947,-12.601673,-64.80416
-14.176983,-13.2366295,-7.9716034,-3.6496067,-1.388567,0.0,-0.34910583,-2.6266556,-6.4478226,-61.765438
-8.929115,-10.8169365,-6.2413006,-8.580923,-3.8019047,-2.022892,-5.5587654,-0.4622383,-3.1777477,-59.9335
-6.5660477,-12.287531,-5.17478,-9.834888,-10.759836,-13.578821,-10.382641,-8.300636,-5.4394817,-58.055977
-9.46413,-6.8664207,-9.202448,-4.405676,-10.427013,-13.506958,-9.588108,-10.404083,-5.358433,-56.80186
-14.486471,-10.007582,-7.471941,-6.395981,-10.391426,-13.966051,-13.318338,-13.719883,-12.106836,-56.034363
-12.911549,-4.0397816,-5.079832,-17.014267,-10.23119,-10.353008,-14.910294,-14.517918,-16.473732,-55.08573
-13.859192,-3.9450645,-8.614012,-9.841612,-18.798512,-16.989355,-12.559761,-15.0408325,-17.80328,-55.175804
-20.688034,-11.5971985,-9.483927,-5.7923355,-20.958439,-15.334484,-13.417004,-17.755413,-15.719376,-54.320694
-20.89494,-9.396706,-12.712667,-10.228046,-21.05885,-20.432674,-13.924061,-16.672417,-16.94942,-55.009777
-21.833057,-10.60136,-10.177324,-19.52446,-19.845226,-18.440765,-18.105122,-13.450031,-11.630711,-54.38031
-24.076862,-17.235191,-12.787014,-18.859333,-17.29706,-16.832201,-18.651426,-20.80642,-11.613672,-55.16025
-23.06842,-18.37432,-21.2094,-19.882994,-17.870203,-16.311325,-15.816895,-20.737663,-15.55171,-54.939438
-22.179098,-15.69821,-25.482105,-21.915215,-15.866379,-15.9000225,-16.511036,-23.62031,-24.623375,-55.42084
-19.200516,-13.586027,-32.713764,-27.018644,-18.168972,-19.76865,-18.956738,-21.371277,-25.082779,-55.557808
-17.556393,-13.9256935,-18.418255,-22.381985,-20.472298,-19.849276,-21.164644,-17.516777,-25.007063,-55.6121
-20.90112,-17.541512,-19.160353,-20.5381,-17.570782,-20.79588,-25.300873,-18.119982,-32.358242,-56.039734
-26.00555,-17.251446,-25.256159,-17.409119,-15.634766,-18.51346,-22.36869,-20.677532,-26.172155,-55.653732
-28.881367,-19.20411,-26.654388,-18.043118,-21.31756,-19.19962,-17.221859,-24.875504,-24.96703,-56.39747
-32.93912,-21.153534,-18.578686,-25.09853,-21.474627,-27.181984,-18.6612,-21.74963,-22.631197,-55.726727
-24.834908,-17.83839,-17.063105,-28.355782,-20.659311,-25.862082,-20.956635,-20.213024,-22.506811,-56.662376
-20.008247,-17.770351,-20.816372,-19.580067,-15.399771,-16.836168,-19.234186,-20.359785,-23.335121,-56.30183
-22.300491,-20.770807,-24.557499,-14.881683,-18.591467,-20.852203,-18.374249,-24.355492,-19.658916,-57.05445
-25.954468,-21.39591,-30.510368,-14.672033,-16.994133,-20.935501,-19.839916,-21.1341,-22.45085,-57.252174
-27.501762,-15.724884,-31.095833,-17.054249,-17.918533,-20.52961,-21.34645,-16.15632,-24.365728,-57.88183
-29.173426,-16.01298,-26.460945,-22.285883,-23.2958,-18.637917,-27.59277,-17.569544,-25.909283,-58.678215
-21.40459,-25.250057,-16.599594,-24.078815,-20.768812,-18.202614,-23.701616,-21.07018,-22.958944,-59.209282
-21.568127,-23.191345,-14.276581,-26.694214,-19.046816,-24.288822,-25.262909,-25.566277,-23.599571,-60.62949
-22.080769,-15.572887,-19.70292,-27.962454,-25.051353,-24.74624,-20.25555,-29.164858,-27.018879,-61.036842
-24.465267,-17.926609,-29.009445,-20.942053,-17.884064,-31.937424,-20.76268,-29.092491,-30.381851,-62.944588
-19.795006,-19.440243,-28.362991,-20.749355,-14.7358055,-28.963842,-18.968052,-20.783892,-28.237007,-63.377064
-17.979748,-20.574448,-23.945238,-20.860538,-19.006815,-21.810413,-19.60787,-19.943521,-25.8669,-65.002
-17.314072,-22.467228,-22.806509,-19.134403,-20.226654,-21.55851,-22.907661,-18.418404,-23.545605,-65.26907
-19.139345,-20.252262,-23.334541,-20.486757,-20.366787,-21.035166,-21.37613,-21.83303,-25.233543,-65.69441
-21.988697,-19.19368,-20.111639,-25.33407,-21.707794,-24.815365,-28.65417,-22.967695,-20.9902,-65.43198
-24.129253,-21.57172,-24.284496,-26.494492,-28.855743,-27.811203,-26.807812,-21.708775,-22.445778,-64.66901
-23.962475,-26.297802,-28.456549,-26.411182,-30.73802,-30.238256,-26.927717,-24.930752,-26.76874,-64.358246
-23.896484,-22.601147,-20.326866,-22.966284,-24.706131,-30.298435,-26.413599,-25.678421,-32.969223,-63.099167
-27.773193,-27.518747,-19.281277,-24.471497,-20.440222,-30.228567,-29.5767,-27.310493,-30.55357,-63.148575
-25.158669,-29.578007,-18.201298,-25.940536,-20.092993,-29.476614,-25.013103,-25.682554,-26.785494,-61.8087
-25.486853,-23.475773,-20.115389,-25.193985,-19.85555,-26.186653,-22.43493,-32.614956,-23.036835,-62.028458
-29.488338,-16.869898,-22.781105,-24.31912,-21.786266,-25.110989,-26.718014,-36.767708,-27.879705,-61.077248
-31.752226,-20.33702,-24.69811,-29.322586,-21.59533,-27.870686,-26.23453,-34.14427,-29.134787,-61.056034
-34.15048,-18.361866,-26.051968,-24.547659,-19.699066,-27.282887,-21.883509,-31.776016,-26.543352,-60.577133
-26.715942,-19.426605,-21.575672,-23.254902,-18.271885,-23.158524,-25.72977,-24.900566,-27.31164,-60.28689
-23.737736,-25.807802,-24.600658,-22.401657,-24.061924,-24.543228,-22.96474,-25.938707,-25.065306,-60.260353
-26.650341,-22.419369,-20.28902,-19.438683,-21.058943,-21.885937,-25.380873,-19.870937,-22.856272,-59.709965
-32.893078,-23.05768,-23.295834,-23.053576,-26.900215,-20.16597,-26.49411,-21.280613,-21.689894,-60.15906
-31.63219,-28.710323,-23.4282,-23.736298,-29.544716,-24.236307,-24.449308,-24.12597,-25.807388,-59.389435
-27.454475,-30.551987,-27.380564,-25.065147,-26.271973,-32.960537,-25.263035,-26.339573,-25.75768,-60.21068
-23.75595,-25.138329,-24.939354,-25.286633,-19.635641,-23.3046,-21.081955,-24.262478,-25.86966,-59.686188
-23.734398,-22.444036,-23.190113,-28.118628,-22.14379,-24.38353,-23.901623,-27.565165,-20.200806,-60.480244
-22.934265,-27.065172,-21.519794,-30.232965,-26.07885,-25.716532,-22.573507,-22.677605,-21.21024,-60.50484
-23.925097,-29.104223,-21.000254,-36.94629,-24.948294,-26.075922,-22.615236,-18.485443,-23.671913,-61.20589
-26.945454,-30.812332,-17.173351,-25.755287,-22.347515,-25.11887,-23.470398,-25.87032,-24.377539,-61.850815
-30.311491,-32.508083,-18.70781,-19.072887,-23.007757,-25.062798,-27.785519,-27.276089,-25.151112,-62.478615
-33.196255,-27.807955,-28.005714,-20.183771,-22.89549,-26.570805,-24.739042,-23.076807,-25.571573,-63.760193
-27.734814,-21.912779,-23.50267,-20.73801,-25.94279,-20.029037,-24.552042,-24.202219,-27.432823,-64.28844
-30.80861,-23.319424,-25.712841,-20.432472,-22.13252,-24.24741,-21.811066,-27.744179,-30.670992,-66.134026
-37.32764,-20.00795,-30.24844,-24.849003,-20.002934,-27.24046,-26.243967,-28.88575,-28.397812,-66.6215
-33.850574,-18.912418,-30.233404,-34.202175,-23.694696,-28.35622,-26.967178,-25.08112,-27.655708,-68.615295
-25.907375,-20.892902,-24.010496,-27.726486,-26.547377,-27.994188,-24.802235,-20.237053,-26.018406,-69.29593
-24.053997,-25.246271,-26.026657,-27.148968,-28.851032,-22.291817,-29.12374,-20.325335,-19.003523,-70.897354
-28.293455,-27.558973,-26.562952,-25.60356,-31.497389,-23.387115,-20.87836,-21.681679,-22.428322,-71.92177
-32.3663,-22.234386,-24.397018,-22.765606,-30.31827,-26.880104,-18.380459,-23.279577,-22.992191,-73.29505
-27.903976,-24.276432,-24.491787,-19.636087,-23.032307,-24.650187,-21.32169,-28.012854,-27.015892,-75.08765
-25.475647,-24.017586,-23.487194,-20.058857,-21.62479,-28.681637,-27.873491,-24.311863,-23.322496,-77.0272
-28.509136,-24.307716,-20.382568,-19.801174,-29.109386,-25.94165,-26.760376,-23.413754,-27.192936,-80.0
-32.78968,-24.475945,-21.811668,-20.115732,-26.956244,-27.56274,-19.4729,-26.841854,-23.86665,-80.0
-30.231878,-26.231209,-24.100737,-19.655659,-22.027908,-28.259161,-21.453222,-26.352612,-22.850512,-80.0
-29.050648,-20.874302,-21.057022,-21.131866,-22.806751,-28.328411,-30.826164,-30.66844,-29.821308,-80.0
-27.716473,-21.612415,-21.569338,-26.906715,-23.268686,-33.9653,-32.90298,-30.58332,-21.378735,-76.78004
-28.449167,-20.726776,-20.51345,-20.2893,-24.81174,-24.945528,-30.90628,-25.663433,-20.814781,-73.69453
-31.063702,-19.979092,-23.098278,-23.161758,-21.71057,-24.826632,-29.909544,-26.012066,-23.039896,-71.60847
-32.63398,-19.82607,-32.86241,-27.287788,-21.295475,-24.799519,-29.014442,-31.511562,-27.867596,-70.2175
-31.288593,-19.503973,-27.10171,-29.06213,-18.906445,-27.923012,-20.05965,-28.76272,-27.064857,-68.77191
-31.359968,-27.68792,-24.92549,-29.010546,-21.431053,-30.169611,-18.849205,-25.644085,-23.007519,-68.42703
-31.943817,-24.607025,-27.641323,-27.186287,-19.228397,-23.782469,-24.59409,-24.338257,-20.579792,-67.242584
-31.411919,-22.802608,-27.925793,-26.157896,-21.839293,-26.529177,-25.099882,-20.363293,-21.5761,-67.64044
-28.51057,-24.233833,-22.73165,-21.574736,-25.734472,-25.080593,-22.48066,-22.351212,-21.821196,-66.803276
-28.823528,-27.362413,-27.14117,-23.938454,-22.128292,-28.25953,-27.383026,-22.78289,-24.318857,-67.52149
-27.998133,-28.019245,-25.617739,-31.143368,-22.106375,-34.19728,-24.840065,-27.448074,-32.31712,-67.3112
-31.009771,-26.355726,-23.469091,-34.42721,-26.138062,-28.490406,-28.160995,-28.267437,-29.588528,-67.964386
-27.465242,-29.14113,-24.959972,-27.340593,-27.545813,-29.259525,-30.934818,-29.754185,-23.36993,-68.642365
-25.460323,-32.018272,-20.527376,-25.247055,-30.418718,-25.322937,-27.181364,-25.995659,-23.548168,-68.87997
-25.579254,-24.81076,-23.485527,-24.547554,-26.436092,-29.99379,-25.871738,-23.652657,-25.041672,-70.23333
-22.700008,-26.456211,-28.61614,-22.947353,-26.338554,-23.463573,-22.808853,-26.12387,-30.958694,-70.98837
-22.9659,-28.664421,-25.218094,-27.103996,-24.740658,-23.892586,-24.09824,-26.705467,-25.629774,-71.46622
-28.32138,-23.911867,-21.91215,-25.664639,-24.891401,-27.434868,-24.566948,-26.849226,-21.825579,-72.58594
-27.552944,-22.593483,-21.889326,-28.713783,-22.1918,-21.912405,-25.599045,-27.823763,-25.265272,-73.06834
-27.994066,-19.42456,-22.621658,-32.601852,-21.191753,-26.977884,-20.356148,-26.47122,-24.233532,-73.250275
-28.360146,-18.92152,-20.63352,-34.744835,-25.26867,-31.810156,-21.336876,-24.234665,-23.86798,-72.86571
-29.483097,-25.260443,-26.509422,-28.834494,-28.180367,-32.68996,-23.265455,-23.300293,-22.959854,-72.43938
-24.80671,-27.467026,-24.010942,-23.837914,-21.165604,-25.660995,-23.101925,-23.064957,-26.785198,-71.61052
-27.216047,-24.276665,-27.586826,-28.148325,-21.950916,-23.356562,-26.485867,-25.875355,-26.957712,-70.56319
