-4.0084,-3.0002022,-0.68346405,-1.2383652,-2.5175781,-0.18993759,0.0,-13.25301,-80.0,-80.0,-80.0,-80.0,-80.0,-29.992075,-21.291164,-10.596054,-15.385712,-1.4755402,-12.178785,-3.6452293,-12.217117,-2.899435,-7.55735,-11.694452,-7.9958935,-8.414623,-13.727409,-3.1895142,-1.7250996,-3.8036842,-7.6389465,-2.4572468,-4.1193886,-1.6263924
-5.2070007,-0.4478264,-7.662695,-3.5066833,-3.3489609,-5.9069157,-4.4692707,-11.6750145,-80.0,-80.0,-80.0,-80.0,-80.0,-32.88475,-21.894285,-16.235598,-21.683693,-6.485222,-13.412294,-0.4621277,-2.5920773,-1.5301418,-4.8567486,-13.714729,-8.853428,-8.354794,-18.650007,-4.3757076,-9.297583,-5.1640797,-2.5237694,-5.2073,-0.9209976,-6.258934
-16.032974,-10.739748,-13.314678,-16.647245,-9.625813,-11.99996,-11.258472,-17.978241,-80.0,-80.0,-80.0,-80.0,-80.0,-36.298573,-29.911968,-24.333012,-27.373074,-13.293991,-13.784691,-7.10742,-1.7302246,-9.644205,-11.193596,-18.209717,-16.523912,-20.183104,-10.941818,-11.475311,-15.774559,-13.63546,-5.8402042,-9.3895,-8.187296,-14.679695
-16.75019,-12.993168,-15.942272,-11.641521,-8.611542,-14.432186,-13.736427,-25.660858,-80.0,-80.0,-80.0,-80.0,-80.0,-29.629734,-34.174305,-26.81504,-23.527748,-20.08878,-9.615423,-14.817831,-9.002743,-12.973305,-8.618231,-15.29052,-12.95595,-14.763676,-8.039043,-19.353767,-22.933582,-19.56747,-8.922825,-16.150969,-10.220911,-13.627823
-15.012314,-12.228497,-17.977123,-17.40914,-15.475304,-19.848259,-18.675154,-29.805655,-80.0,-80.0,-80.0,-80.0,-80.0,-30.576385,-35.650795,-26.37221,-23.284477,-16.46201,-10.624092,-14.816744,-18.4734,-13.773716,-6.013935,-12.991173,-10.145119,-7.8519516,-7.4982033,-13.433418,-22.129139,-14.367743,-14.0191,-17.286644,-21.416403,-21.652306
-20.820412,-15.490137,-20.029146,-13.794071,-22.58674,-20.55626,-20.49128,-32.315594,-80.0,-80.0,-80.0,-80.0,-80.0,-33.46202,-38.126316,-29.486519,-26.572216,-18.16867,-13.3081665,-13.343956,-12.780054,-8.855419,-13.357361,-5.927204,-11.303892,-6.797802,-14.289919,-14.950542,-21.544485,-13.174421,-20.002056,-16.433989,-18.973656,-18.478674
-21.860292,-21.06849,-21.403011,-13.362291,-19.02163,-24.987436,-24.346584,-35.254944,-80.0,-80.0,-80.0,-80.0,-80.0,-26.926474,-33.67883,-27.33998,-28.546198,-25.916176,-12.841408,-14.069744,-13.99917,-11.454279,-18.54419,-5.1530724,-12.136665,-7.6898575,-17.164705,-15.689386,-23.323195,-17.10092,-20.105484,-18.285791,-16.000984,-22.858665
-20.435247,-16.492462,-23.065924,-19.285263,-22.02112,-27.716827,-27.178333,-45.948826,-80.0,-80.0,-80.0,-80.0,-80.0,-24.754833,-28.418415,-25.65054,-26.173506,-30.5486,-13.1094265,-22.464651,-14.075148,-16.04749,-12.969477,-16.05229,-19.895964,-16.613522,-17.775978,-22.84417,-27.661636,-13.289654,-20.485138,-19.882542,-20.946136,-24.544113
-23.84159,-19.28239,-24.012411,-16.403524,-25.016806,-30.748436,-28.451965,-36.263096,-80.0,-80.0,-80.0,-80.0,-80.0,-28.798712,-29.96589,-27.785673,-23.641003,-31.287622,-11.710827,-16.294699,-12.976543,-11.663834,-14.622646,-15.11817,-22.38507,-18.558573,-17.081928,-15.137194,-19.120373,-11.251446,-14.680025,-22.786585,-17.130224,-22.861694
-26.092134,-28.191319,-26.944931,-22.471163,-20.624332,-36.57011,-33.06358,-31.166859,-80.0,-80.0,-80.0,-80.0,-80.0,-31.588411,-27.00018,-28.64046,-26.289734,-25.850067,-17.024994,-17.480373,-19.271431,-13.977074,-13.566565,-12.097694,-19.87627,-16.250858,-15.938095,-17.637897,-23.920544,-16.047092,-22.670246,-24.60479,-22.453188,-31.139107
