-11.571358,-21.81726,-10.913212,-13.635475,-16.276457,-18.089539,-13.524954,-27.865118,-11.901257,-3.1115513,-10.643454,-6.757477,-7.0003815,-16.88972,-9.966152,-6.050701,-4.911957,-3.3020592,-2.7554893,-10.818211,-9.228888,-2.0323296,-1.524334,-4.326153,-3.6301155,-0.8416405,-2.1902237,-1.0675468,-0.4157257,0.0
-8.875717,-18.709345,-12.601299,-11.334761,-15.134363,-11.246347,-11.371824,-14.355579,-1.6125259,-2.1236038,-12.251839,-4.3803425,-8.223728,-12.142231,-10.202944,-10.039181,-3.8674526,-2.5651703,-5.559841,-3.7276802,-4.7285824,-2.7862148,-2.6858025,-0.2237854,-4.005703,-7.13336,-10.966797,-6.380066,-4.956377,-4.8103905
-10.248816,-18.562653,-15.3344555,-15.648735,-18.844055,-14.556988,-16.718952,-12.476339,-4.625332,-13.6778145,-8.82868,-13.119331,-9.802631,-6.894886,-14.215115,-16.567223,-6.241482,-8.544924,-11.33256,-1.8638268,-1.7336807,-11.903675,-12.105354,-10.314695,-7.481947,-11.039326,-20.23592,-11.629501,-12.018278,-12.9464
-16.053802,-22.34263,-22.819805,-15.9296,-25.617016,-12.000591,-16.12084,-11.787937,-16.729918,-8.556185,-8.515511,-9.597919,-9.096176,-12.23613,-18.91362,-12.311214,-8.395033,-10.403496,-13.131859,-8.611279,-6.7658253,-14.491327,-15.2410965,-16.411522,-9.297016,-13.286646,-16.677416,-14.760889,-14.901165,-15.492359
-25.874393,-23.253727,-20.409904,-20.210663,-27.541954,-12.595619,-12.043188,-13.045208,-22.993107,-11.182888,-7.548958,-8.052158,-10.178415,-17.430387,-17.05838,-13.024235,-13.213156,-20.758793,-12.455982,-14.857208,-12.149164,-10.751505,-17.104307,-10.140842,-7.311783,-15.750935,-24.23156,-13.766756,-16.977879,-12.894485
-19.382736,-25.349342,-22.029728,-20.392889,-25.871742,-15.553568,-12.7348175,-16.940348,-17.452143,-18.754396,-11.954323,-14.482471,-18.857868,-15.786066,-17.487225,-17.093742,-20.843287,-15.926712,-16.139236,-15.458359,-16.587473,-14.604317,-18.655075,-12.36165,-14.591185,-15.856228,-21.173594,-16.247032,-18.198952,-16.004787
-15.811575,-22.814522,-18.061073,-19.951202,-19.062876,-14.661915,-16.37164,-20.220238,-13.449886,-17.32558,-11.492348,-19.002773,-20.21075,-18.279202,-14.772989,-13.3117695,-16.539251,-14.76766,-14.147106,-17.150562,-16.664082,-20.1127,-20.339222,-21.599936,-19.325325,-23.31752,-23.072325,-17.308836,-15.216045,-20.572401
-18.966228,-24.050943,-19.914501,-22.730228,-16.45742,-18.690353,-17.090775,-25.881044,-20.519903,-15.717463,-14.80946,-19.374924,-15.338188,-13.976221,-17.878124,-16.471676,-20.722069,-18.871029,-18.62045,-18.47705,-19.879221,-15.551632,-26.330294,-18.861118,-18.061928,-25.247086,-23.892517,-19.712757,-15.384224,-20.345167
-20.989716,-32.24147,-30.916723,-20.467216,-20.83097,-19.584156,-19.772097,-18.065586,-19.889984,-17.569046,-16.617386,-13.712631,-17.211205,-12.986677,-14.075092,-17.94053,-17.835339,-18.21788,-19.622349,-15.254738,-17.89994,-15.995863,-16.798405,-17.571444,-19.499226,-21.85331,-25.918667,-20.650162,-14.918676,-22.129038
-24.21061,-26.424778,-34.828556,-24.088715,-22.503464,-20.47902,-19.430222,-16.18816,-17.200935,-15.277771,-19.962387,-16.934278,-17.224676,-10.957472,-16.325699,-15.267401,-24.585787,-22.367905,-17.998253,-12.418274,-18.316196,-23.938765,-17.281229,-24.052433,-24.447918,-20.73903,-27.189734,-24.894878,-14.044065,-22.831902
-26.244194,-22.393723,-23.050835,-25.628239,-18.043257,-18.43289,-18.95943,-18.979546,-17.939749,-20.300367,-18.219477,-18.42451,-16.412216,-15.349098,-14.321835,-10.47422,-24.053743,-22.412724,-26.44559,-17.545856,-18.061317,-19.573797,-25.927105,-26.257107,-17.258781,-18.742218,-29.492634,-20.083103,-19.51487,-21.158518
-26.195467,-30.838373,-19.815624,-26.67117,-15.962784,-19.794811,-16.071793,-25.838703,-17.442553,-22.619705,-16.77762,-18.252728,-14.705036,-15.866018,-15.561642,-13.572523,-28.374668,-17.599874,-22.507797,-22.86077,-20.098143,-19.455856,-23.040413,-22.186367,-14.954727,-20.27489,-28.732176,-21.823755,-23.931671,-19.344044
-31.92421,-27.51294,-19.852543,-32.984238,-18.348267,-18.233643,-17.347519,-21.904812,-23.542645,-22.188156,-22.262217,-16.660116,-18.706617,-18.202038,-14.590946,-22.709293,-20.70739,-21.56246,-18.854206,-17.752682,-25.34644,-22.908339,-22.533455,-20.66094,-18.454819,-19.83375,-26.441307,-21.858534,-25.138838,-23.267128
-26.9625,-26.43711,-20.619965,-30.03223,-20.282148,-18.29184,-21.274347,-19.598604,-22.392271,-20.549917,-32.49299,-18.438013,-19.042683,-18.00431,-14.880724,-19.702663,-21.283194,-23.11469,-18.464607,-20.176003,-21.605331,-20.658308,-25.136097,-25.134247,-19.140535,-20.278557,-25.633091,-19.087091,-23.572567,-27.623352
-22.623568,-27.33874,-22.034668,-22.592407,-16.327997,-12.807274,-22.773647,-24.636852,-17.920208,-24.096722,-29.071354,-18.535458,-21.041605,-14.971697,-14.642395,-18.049385,-26.628263,-27.835827,-20.733917,-17.14885,-23.061037,-18.741062,-24.097775,-26.671726,-20.900997,-23.628569,-25.754375,-26.637123,-25.321808,-21.9353
