-10.817303,-9.616798,-1.6924973,-0.057907104,-0.034439087,-0.74261093,-1.9056988,-0.45101166,-0.092617035,0.0,-0.537796,-4.3987446,-4.848778,-0.95080185,-0.15800095,-6.3489323,-7.48427,-0.7575531,-10.998013,-5.4222775,-16.42633,-7.229233,-10.978912,-19.578032,-17.282047,-9.21723,-15.933744,-5.5807724,-9.356857,-9.993507,-13.039509,-8.431097,-19.257492,-20.465982,-26.462502,-5.9539585,-0.41015625,-1.5215397,-5.1107464,-9.353128,-5.212656,-10.431931,-10.756996,-8.101814,-26.974161,-14.932255,-9.48555,-6.7597256,-0.17457199,-0.49705505,-1.4101067,-1.090004,-0.6799545,-0.42041397,-6.246954,-14.131432,-4.470913,-2.2066078,-0.45645905,-1.5031776
-10.308903,-1.8724976,-1.6413193,-4.29883,-5.9498577,-3.4074516,-6.2151413,-2.5561104,-5.5008984,-6.3720818,-4.662819,-1.7162781,-3.975109,-5.3730507,-4.0887604,-7.7640705,-2.866642,-7.1541405,-1.7272072,-1.5950851,-18.846844,-7.7921677,-12.941729,-12.259411,-13.027363,-15.130524,-15.518951,-2.140255,-7.7787247,-10.582939,-15.008936,-7.4584618,-19.395287,-18.35848,-20.722553,-12.839991,-2.5039368,-4.5558834,-4.2344265,-6.6782284,-5.1685886,-16.918377,-10.300747,-10.90432,-22.087696,-17.8992,-10.21796,-10.135838,-4.5014915,-4.21957,-10.641972,-7.666065,-3.4289474,-6.831711,-11.5947075,-10.971781,-1.0697327,-1.9259605,-2.9196053,-3.4220753
-6.0012608,-4.991213,-14.412924,-11.411243,-9.374702,-13.175207,-8.1780815,-13.378378,-9.791611,-12.4839115,-10.667133,-12.303722,-8.891638,-13.128204,-14.373198,-11.2200985,-10.527658,-12.877445,-3.4712524,-9.437065,-23.155708,-14.963434,-26.131971,-16.606218,-19.88606,-18.920502,-21.520718,-12.367342,-19.863157,-21.775963,-12.803894,-14.470169,-18.61752,-10.860643,-25.566793,-16.693336,-14.509504,-10.482189,-12.770773,-14.230045,-25.153164,-11.035555,-10.174751,-12.133362,-23.35723,-14.503281,-8.318737,-6.9048023,-11.7953,-10.932386,-17.49963,-14.862467,-13.04077,-14.758543,-31.651922,-15.258825,-8.255825,-14.246235,-12.906391,-11.209093
-6.4370804,-9.165508,-9.061317,-12.082581,-13.756706,-9.744366,-13.687281,-10.948015,-13.434187,-15.108229,-12.573509,-13.735886,-13.84222,-13.404203,-13.592344,-13.091175,-19.065758,-18.161259,-11.676603,-16.678217,-21.94912,-20.088036,-23.710487,-23.799372,-24.77066,-22.411686,-23.704422,-22.186745,-21.773558,-17.006948,-12.63385,-19.586227,-23.356813,-13.211899,-21.80012,-11.589401,-9.556108,-15.793304,-18.683731,-7.491131,-13.902298,-11.137596,-12.58666,-13.917706,-25.964489,-4.425892,-10.052757,-4.697113,-18.095608,-13.201733,-15.10787,-18.724709,-11.692762,-20.094097,-19.531439,-11.277435,-17.806103,-11.9417305,-13.1707535,-13.720734
-12.441528,-9.955666,-11.003334,-13.516666,-16.42918,-19.558287,-19.110504,-15.86208,-12.841213,-18.88265,-16.761503,-18.177341,-20.18409,-20.965235,-17.354671,-15.704184,-16.31951,-21.992785,-21.253328,-13.965282,-24.817709,-22.920963,-26.01875,-24.613964,-26.150599,-21.025383,-27.69514,-20.067432,-18.317787,-14.909927,-14.457426,-19.61781,-23.775566,-21.919533,-19.671078,-7.41473,-14.759497,-13.538843,-16.098042,-8.48665,-10.768475,-15.064077,-12.762211,-16.456015,-18.075077,-1.253582,-9.48658,-8.185215,-16.586182,-15.490086,-9.62343,-14.431923,-17.430222,-27.965668,-12.000141,-11.781353,-16.01839,-11.920233,-15.120136,-13.365368
-23.074081,-14.953644,-15.841597,-16.50085,-18.035007,-16.991034,-20.031357,-16.450293,-15.807001,-22.789085,-18.033699,-21.886486,-23.01914,-21.930784,-16.618198,-17.916029,-15.283991,-24.05384,-21.284256,-16.22997,-28.195024,-17.586065,-28.898787,-29.618523,-22.288885,-23.30753,-30.020298,-21.28941,-14.783735,-20.046112,-19.516037,-21.007666,-18.843628,-22.497444,-19.335316,-10.670343,-14.452843,-18.138622,-22.23,-16.72835,-11.46703,-12.762482,-21.676624,-19.016823,-9.874157,-9.060303,-10.488014,-11.944178,-21.173222,-14.246279,-10.892826,-13.074099,-17.418945,-22.791197,-7.1883125,-16.06111,-10.773197,-13.591791,-14.62076,-16.8908
-29.058939,-18.79345,-14.785824,-17.714962,-19.159477,-19.73041,-21.924795,-15.502514,-20.737316,-23.792892,-17.457579,-19.2017,-24.642986,-20.963455,-19.562124,-20.238838,-18.187786,-24.885342,-18.399837,-18.973263,-26.506481,-14.553314,-21.128906,-25.9909,-18.949825,-21.919376,-29.703465,-27.972603,-18.57109,-25.934868,-18.368158,-15.12973,-15.982637,-22.49603,-19.61452,-11.950375,-16.030487,-19.192154,-18.507973,-17.107079,-15.203976,-15.629995,-22.214535,-21.860775,-11.128469,-16.70965,-11.464182,-14.7619915,-17.602203,-21.189487,-10.92156,-16.036407,-20.243336,-22.142113,-4.9406776,-15.518227,-11.930771,-15.177723,-13.242748,-18.58723
-24.651745,-14.274754,-18.357834,-24.543766,-16.486074,-20.065327,-21.349035,-20.241615,-22.233776,-23.702566,-18.415165,-20.213238,-24.538006,-30.626354,-26.329693,-26.103495,-21.757204,-29.592422,-20.972895,-20.363438,-31.951387,-17.141754,-20.340021,-23.976212,-23.45437,-26.79361,-31.652895,-30.356766,-30.481987,-24.870417,-16.515419,-15.480755,-15.5063095,-20.058678,-14.958715,-17.1001,-18.327843,-13.206976,-19.6255,-8.593233,-19.4515,-23.165977,-24.536497,-17.260363,-15.594147,-13.598059,-12.233801,-18.955418,-17.603456,-15.913212,-14.990969,-18.690002,-16.66598,-18.306545,-9.43438,-14.379711,-9.373751,-21.129585,-20.05452,-17.44152
-20.201963,-14.574474,-20.678188,-19.323797,-21.999414,-13.330627,-24.622938,-17.565939,-20.891304,-23.390226,-22.302378,-19.188587,-25.416119,-26.014442,-29.724869,-25.976364,-21.988724,-28.071856,-27.384983,-23.802727,-26.891003,-18.595291,-21.302212,-29.866318,-27.038845,-19.486996,-24.445269,-22.564394,-21.69144,-19.949474,-23.133255,-21.212257,-17.711552,-12.072592,-18.358889,-20.89901,-20.625946,-14.047564,-21.370079,-7.785223,-17.770966,-16.183271,-14.5723915,-15.895414,-11.712118,-10.76207,-16.784096,-19.083176,-18.613583,-19.74119,-16.814663,-26.023144,-18.116524,-12.312916,-14.361319,-5.9021053,-11.689915,-19.519413,-18.568258,-18.805147
-18.279928,-24.086672,-19.95088,-25.439884,-24.89238,-19.238066,-25.96973,-20.146187,-21.630322,-22.869831,-21.204193,-25.806696,-28.791294,-22.695938,-25.660986,-30.24961,-24.22158,-25.340446,-34.021275,-25.610977,-26.387667,-14.587006,-19.234951,-31.039295,-23.246479,-17.912066,-26.179394,-27.261093,-20.465298,-20.367382,-17.577692,-16.332808,-19.79459,-15.127735,-15.679277,-20.982582,-18.987541,-19.447506,-19.566534,-18.92315,-10.8490715,-11.07859,-9.097496,-25.905273,-15.4348545,-13.357599,-14.2544365,-29.624228,-24.810966,-21.357307,-20.735756,-17.793995,-25.693928,-11.229668,-11.406088,-4.1347466,-17.963638,-23.495316,-18.735344,-20.087889
-19.419962,-28.48192,-16.765356,-20.478832,-27.193169,-18.823513,-22.537613,-18.474106,-20.238033,-22.492931,-24.939507,-34.042267,-27.547531,-23.427109,-25.975004,-24.968464,-30.785908,-30.274086,-24.329882,-20.832386,-27.571085,-13.100948,-25.453396,-25.83965,-27.48035,-24.654636,-23.357979,-24.821005,-19.105705,-15.562798,-16.658585,-13.601107,-24.092651,-22.994183,-14.929773,-17.976028,-20.705223,-17.767555,-26.308578,-24.9519,-8.142925,-10.481728,-10.501961,-24.03353,-16.458067,-18.206291,-11.594791,-26.644352,-23.517067,-20.845642,-22.972157,-14.943853,-21.018051,-10.565826,-17.114223,-8.158794,-17.101852,-24.833107,-25.560818,-17.950294
-23.190466,-22.34404,-20.344862,-19.96548,-28.026703,-22.4344,-23.367409,-17.415567,-24.071754,-27.474401,-30.573542,-35.648113,-25.192478,-22.720787,-26.093975,-22.901936,-26.327923,-29.874464,-21.283884,-24.874262,-24.247723,-21.298643,-22.33384,-26.011415,-23.240582,-27.378204,-28.37982,-19.890446,-22.682598,-20.262897,-28.097652,-21.488388,-21.07621,-29.325684,-16.104538,-14.830257,-26.727123,-22.598536,-24.792807,-18.217659,-16.923908,-14.902084,-21.478012,-20.77436,-13.449753,-21.803177,-17.063515,-24.447882,-24.200863,-25.479706,-23.064993,-18.498413,-29.174967,-14.196077,-13.414917,-12.502008,-17.027765,-19.754486,-23.464401,-19.041298
-21.987276,-17.595604,-27.427519,-24.845596,-24.895325,-23.00143,-23.135868,-21.41354,-23.18673,-26.539562,-28.616722,-36.63338,-21.11179,-26.521759,-29.179924,-28.273132,-22.300735,-26.11116,-22.03675,-25.169018,-22.257195,-27.06868,-24.08453,-21.626337,-24.741703,-26.343307,-26.973507,-20.049566,-21.538677,-19.57306,-24.087967,-31.070503,-16.83715,-27.579384,-13.25099,-15.695755,-21.965584,-18.274406,-20.661413,-13.4246235,-18.999052,-15.450756,-19.7409,-21.579027,-14.507032,-30.841751,-18.936413,-20.731176,-23.878113,-22.208662,-18.393219,-20.04037,-31.159866,-16.140593,-16.094273,-18.40618,-19.370296,-16.942142,-19.942081,-21.774757
-24.725126,-18.175716,-20.77782,-22.823933,-28.763992,-17.180544,-22.847322,-24.885542,-25.108974,-28.336468,-29.60884,-30.639069,-30.414526,-29.454453,-34.9149,-30.442566,-18.709808,-25.542137,-28.504715,-27.391056,-23.2579,-26.719517,-24.45637,-18.050987,-27.48569,-22.3141,-30.117764,-24.127218,-21.05925,-17.840197,-25.75002,-20.29733,-12.496582,-17.623528,-13.464054,-14.038273,-27.2719,-15.023571,-22.552404,-20.244062,-19.989141,-18.657297,-20.053343,-37.426617,-23.981014,-23.58923,-15.073862,-17.652325,-29.010632,-22.431606,-18.408401,-17.70132,-24.87294,-20.650658,-10.761261,-15.933207,-19.14368,-21.180202,-24.193739,-25.452354
-27.146282,-17.904701,-21.188374,-20.667383,-27.039318,-22.456095,-21.53405,-23.177282,-26.768393,-30.098845,-28.570131,-23.687716,-27.882267,-32.58335,-30.138357,-29.081617,-20.982761,-31.138363,-30.065369,-27.752792,-23.595572,-24.076015,-27.337719,-19.11568,-26.328707,-20.741314,-23.661005,-23.321878,-22.708914,-21.083498,-21.766403,-19.763344,-17.3712,-18.403355,-9.65045,-14.667591,-22.043306,-18.75798,-25.526962,-23.03718,-18.845722,-21.815338,-22.571917,-31.596111,-21.381683,-20.580147,-20.903446,-19.095287,-22.565142,-24.309412,-20.962027,-18.11838,-21.972584,-22.900265,-14.336996,-15.1182995,-19.070015,-23.616627,-25.617474,-25.331442
-27.052992,-22.435999,-20.604794,-21.893158,-30.475857,-25.002815,-24.950441,-25.350105,-28.357819,-26.242706,-26.163166,-24.865616,-23.495014,-31.452353,-29.339565,-25.201614,-19.450705,-29.2858,-29.27809,-31.697975,-20.536934,-24.841648,-17.777473,-23.857994,-24.843262,-17.495438,-19.509537,-21.271772,-15.084578,-18.302608,-20.661682,-24.855022,-19.010708,-20.094013,-13.232525,-24.032892,-22.677788,-27.434671,-26.474586,-27.819794,-19.136349,-19.814472,-14.93866,-20.919443,-26.306953,-18.494974,-23.595737,-17.705433,-17.498604,-24.63008,-23.73036,-22.639996,-22.688189,-20.65512,-16.705109,-21.324858,-19.00701,-26.771944,-26.74738,-23.954216
-24.309418,-30.134987,-21.52918,-22.385448,-31.646286,-28.747168,-29.88814,-18.96196,-24.82011,-26.659868,-27.933456,-31.048336,-24.154934,-29.704319,-34.258804,-28.932053,-18.585903,-24.369183,-26.917152,-24.185404,-21.45184,-25.836489,-19.154385,-22.458778,-31.685955,-20.864029,-23.004007,-29.688015,-16.57243,-20.58269,-16.296429,-22.820679,-18.753412,-23.746212,-16.725552,-26.0384,-25.525568,-26.52636,-22.767958,-26.90524,-19.364944,-18.721668,-13.815172,-23.180239,-25.42945,-22.378965,-20.091684,-22.364698,-21.356594,-31.491447,-28.948765,-24.833273,-22.367508,-20.888292,-18.547417,-21.256254,-22.96247,-24.160603,-25.76615,-25.30742
-27.005224,-24.488188,-29.870842,-27.539091,-25.927483,-26.301613,-26.664364,-21.616095,-25.711134,-19.586777,-27.825886,-26.761066,-21.957052,-22.44825,-33.475086,-25.518051,-25.044897,-24.136513,-24.60059,-26.363857,-26.042257,-20.827755,-22.38519,-18.183508,-29.554323,-25.755863,-20.817955,-22.060028,-23.516663,-25.46167,-13.471043,-21.315802,-19.022547,-19.356255,-19.54293,-29.35527,-22.864504,-27.135145,-20.786043,-27.375448,-18.28458,-26.644676,-20.0045,-27.73362,-25.71062,-16.10682,-23.19147,-27.723274,-21.343988,-34.315952,-24.85972,-18.906239,-21.721087,-17.427984,-28.42695,-14.604328,-24.089836,-24.09737,-21.176601,-27.885036
-25.799414,-20.595398,-31.92863,-21.873415,-23.448605,-24.518707,-23.85733,-30.53099,-32.075695,-20.178398,-22.905788,-26.00457,-21.514101,-19.888702,-33.171417,-29.221712,-30.971216,-22.951052,-30.133783,-29.613655,-36.211395,-24.763578,-25.77998,-21.223133,-22.143938,-25.958248,-26.32921,-17.726826,-22.594841,-22.62714,-20.173628,-29.137684,-17.648184,-18.468777,-16.694221,-24.997265,-28.301262,-22.98502,-19.028013,-27.805819,-18.822783,-23.159883,-19.8252,-23.348587,-20.700836,-16.945475,-25.14571,-20.432499,-29.118168,-36.92642,-34.62985,-13.70808,-26.18752,-22.06125,-27.239288,-18.602158,-24.527546,-27.787855,-23.63921,-32.62459
