-11.060379,-6.994028,-2.6401234,-13.260702,-13.728111,-9.793575,-11.053488,-7.9872284,-0.12097359,-1.6623611,-8.463783,-7.5144463,-3.4149837,-0.35230637,-7.6080704,-21.316341,-25.113163,-20.705849,-6.0808716,-9.171158,-18.384964,-13.023445,-13.308754,-7.4250145,-3.7099686,-8.824587
-5.6786633,-8.198673,-3.3107605,-6.2597313,-4.321718,-4.116972,-9.105703,-2.716488,-4.8875713,-3.219246,-11.050396,-9.358675,-5.9531326,-11.631458,-8.138748,-8.597786,-11.994293,-6.477421,-9.504435,-1.1762695,-10.667994,-10.488455,-1.4667892,-3.735817,-5.160551,-0.581686
-5.035591,-7.0124016,-10.219805,-5.155941,-3.2433548,-3.780552,-14.43277,-2.842533,-6.6255455,-3.6550407,-9.712009,-9.046881,-9.466141,-17.707354,-8.303745,-8.716339,-9.150621,-6.25041,-9.578953,0.0,-4.1263866,-17.719822,-0.59301376,-5.9915466,-4.2294273,-0.1322174
-8.11475,-11.30121,-7.019415,-10.859058,-6.0920696,-10.47625,-18.49794,-8.827257,-10.169657,-10.812851,-14.490587,-16.033783,-23.725967,-17.042225,-16.68003,-18.316635,-15.413104,-18.575684,-12.169003,-8.172827,-3.98798,-18.562553,-8.845039,-8.4591465,-8.6093235,-9.399546
-14.758505,-9.77072,-8.156031,-10.491314,-9.904598,-10.471848,-24.82957,-15.370417,-16.622974,-16.956017,-16.622885,-19.468508,-21.294367,-24.24599,-13.209007,-19.737495,-22.203232,-29.375793,-19.7295,-9.286299,-9.577036,-11.090071,-11.632763,-8.588102,-7.071924,-8.73447
-22.0225,-16.570265,-14.307089,-3.5254555,-12.15477,-11.962702,-19.594168,-12.169781,-21.30724,-17.648546,-15.388065,-15.717692,-21.138197,-20.39487,-15.311743,-11.858049,-24.518929,-26.143215,-16.235733,-7.242401,-12.127693,-5.955124,-9.470064,-8.740231,-10.268724,-12.071238
-20.416176,-15.488825,-10.543983,-3.155262,-7.9850807,-18.618116,-18.715197,-13.621099,-15.465006,-15.083033,-15.536293,-13.690197,-19.89092,-21.199116,-21.492632,-12.525503,-18.660343,-19.533367,-16.717644,-8.361151,-12.4041,-9.495039,-10.600319,-11.195955,-9.880825,-16.541962
-16.130835,-18.819782,-11.36972,-8.799688,-13.487209,-18.487675,-19.543533,-20.6518,-18.406315,-14.78237,-18.029333,-20.272638,-21.18866,-22.323627,-19.393578,-21.874031,-21.644281,-22.199835,-18.648714,-13.720985,-10.689304,-11.398642,-12.939989,-10.4457855,-13.622559,-16.235497
-13.69681,-18.309141,-13.870298,-16.00198,-13.705889,-23.277275,-16.196306,-17.347763,-22.329952,-18.438034,-12.805836,-25.85093,-23.26262,-20.179422,-14.913059,-24.14991,-24.361824,-18.569212,-14.035458,-18.13478,-9.094994,-10.50041,-13.190901,-9.693003,-11.543776,-18.820484
-17.10638,-14.8355255,-19.29529,-15.383907,-10.937662,-17.22483,-15.9836445,-15.070477,-29.128883,-33.215927,-12.249886,-22.65475,-21.624596,-22.94189,-17.72938,-20.432613,-26.615076,-23.967916,-9.405947,-13.4898205,-12.0526085,-8.97971,-14.327251,-11.684862,-10.251926,-12.521225
